 sdoy, GPP_d,NEE_d,Reco_d,QC(1),QC(6),QC(2),QC(7), QC(3),QC(4),QC678,pheno,QC(5),NPP_d,Rh_d,Ra_d
     20,         0.0026,         0.4981,         0.5006,       147.7085,       350.2823,        96.9395,     86550.5000,       194.5218,       130.1446,    158020.7812,     10922.0000,       300.7305,         0.0000,         0.3546,         0.1461
     21,         0.0000,         0.4330,         0.4330,       147.3199,       350.2988,        96.8670,     86550.1250,       194.2519,       130.6845,    158020.4219,     10922.0000,       300.7669,         0.0000,         0.3500,         0.0830
     22,         0.0036,         0.4619,         0.4655,       146.9323,       350.3156,        96.7946,     86549.7500,       193.9825,       131.2213,    158020.0625,     10922.0000,       300.8033,         0.0000,         0.3532,         0.1123
     23,         0.0000,         0.5167,         0.5167,       146.5457,       350.3328,        96.7223,     86549.3750,       193.7134,       131.7565,    158019.7188,     10922.0000,       300.8397,         0.0000,         0.3524,         0.1643
     24,         0.0033,         0.7430,         0.7463,       146.1602,       350.3513,        96.6501,     86549.0000,       193.4449,       132.2871,    158019.3438,     10922.0000,       300.8755,         0.0000,         0.3579,         0.3884
     25,         0.0218,         0.7539,         0.7757,       145.7756,       350.3700,        96.5779,     86548.6250,       193.1767,       132.8156,    158019.0000,     10922.0000,       300.9114,         0.0000,         0.3585,         0.4172
     26,         0.0282,         0.8653,         0.8935,       145.3921,       350.3890,        96.5058,     86548.2500,       192.9089,       133.3416,    158018.6406,     10922.0000,       300.9473,         0.0000,         0.3599,         0.5337
     27,         0.0496,         0.9045,         0.9542,       145.0096,       350.4081,        96.4338,     86547.8750,       192.6416,       133.8654,    158018.2812,     10922.0000,       300.9832,         0.0000,         0.3606,         0.5936
     28,         0.0076,         0.8615,         0.8691,       144.6280,       350.4276,        96.3618,     86547.5000,       192.3748,       134.3872,    158017.9375,     10922.0000,       301.0188,         0.0000,         0.3603,         0.5088
     29,         0.0150,         0.7794,         0.7944,       144.2475,       350.4474,        96.2899,     86547.1250,       192.1083,       134.9071,    158017.5625,     10922.0000,       301.0540,         0.0000,         0.3601,         0.4343
     30,         0.0101,         0.5910,         0.6011,       143.8680,       350.4675,        96.2181,     86546.7500,       191.8422,       135.4263,    158017.2188,     10922.0000,       301.0893,         0.0000,         0.3575,         0.2437
     31,         0.0037,         0.5419,         0.5456,       143.4895,       350.4879,        96.1463,     86546.3750,       191.5766,       135.9440,    158016.8594,     10922.0000,       301.1245,         0.0000,         0.3564,         0.1892
     32,         0.0080,         0.5102,         0.5182,       143.1119,       350.5075,        96.0747,     86546.0000,       191.3115,       136.4603,    158016.5000,     10922.0000,       301.1601,         0.0000,         0.3560,         0.1622
     33,         0.0148,         0.5096,         0.5244,       142.7354,       350.5272,        96.0031,     86545.6250,       191.0470,       136.9755,    158016.1562,     10922.0000,       301.1959,         0.0000,         0.3543,         0.1701
     34,         0.0482,         0.7304,         0.7787,       142.3599,       350.5482,        95.9317,     86545.2500,       190.7831,       137.4867,    158015.7969,     10922.0000,       301.2312,         0.0000,         0.3578,         0.4208
     35,         0.0812,         0.9510,         1.0323,       141.9853,       350.5696,        95.8604,     86544.8750,       190.5198,       137.9952,    158015.4375,     10922.0000,       301.2664,         0.0000,         0.3600,         0.6723
     36,         0.1228,         0.9403,         1.0631,       141.6118,       350.5913,        95.7892,     86544.5000,       190.2570,       138.5013,    158015.0938,     10922.0000,       301.3015,         0.0000,         0.3610,         0.7021
     37,         0.0602,         0.8021,         0.8624,       141.2392,       350.6133,        95.7180,     86544.1250,       189.9946,       139.0057,    158014.7344,     10922.0000,       301.3366,         0.0000,         0.3602,         0.5022
     38,         0.0063,         0.5221,         0.5284,       140.8676,       350.6347,        95.6470,     86543.7500,       189.7329,       139.5100,    158014.3750,     10922.0000,       301.3716,         0.0000,         0.3557,         0.1727
     39,         0.0209,         0.4876,         0.5085,       140.4969,       350.6561,        95.5761,     86543.3750,       189.4719,       140.0134,    158014.0312,     10922.0000,       301.4066,         0.0000,         0.3543,         0.1542
     40,         0.0114,         0.4732,         0.4846,       140.1273,       350.6776,        95.5054,     86543.0000,       189.2115,       140.5152,    158013.6875,     10922.0000,       301.4417,         0.0000,         0.3537,         0.1309
     41,         0.0174,         0.4463,         0.4637,       139.7586,       350.6992,        95.4347,     86542.6250,       188.9516,       141.0163,    158013.3281,     10922.0000,       301.4772,         0.0000,         0.3506,         0.1131
     42,         0.0427,         0.5906,         0.6334,       139.3909,       350.7210,        95.3642,     86542.2500,       188.6924,       141.5144,    158012.9688,     10922.0000,       301.5125,         0.0000,         0.3525,         0.2809
     43,         0.1016,         0.6132,         0.7148,       139.0242,       350.7433,        95.2938,     86541.8750,       188.4337,       142.0096,    158012.6250,     10922.0000,       301.5475,         0.0000,         0.3548,         0.3600
     44,         0.3946,         0.6957,         1.0903,       138.6584,       350.7666,        95.2231,     86541.5000,       188.1743,       142.5015,    158012.2656,     10922.0000,       301.5825,         0.0000,         0.3585,         0.7319
     45,         0.1706,         0.8953,         1.0659,       138.2936,       350.7910,        95.1517,     86541.1250,       187.9125,       142.9921,    158011.9062,     10922.0000,       301.6176,         0.0000,         0.3558,         0.7101
     46,         0.3559,         0.7598,         1.1158,       137.9297,       350.8156,        95.0805,     86540.7500,       187.6512,       143.4805,    158011.5625,     10922.0000,       301.6526,         0.0000,         0.3568,         0.7590
     47,         0.9701,         0.1473,         1.1175,       137.6517,       350.8404,        95.0262,     86540.3750,       187.4582,       143.9671,    158011.2188,     10922.0000,       301.6876,         0.1700,         0.3569,         0.7605
     48,         0.2637,         0.9708,         1.2345,       137.2896,       350.8656,        94.9550,     86540.0000,       187.1975,       144.4519,    158010.8750,     10922.0000,       301.7227,         0.0000,         0.3578,         0.8767
     49,         0.0350,         0.5753,         0.6104,       136.9284,       350.8911,        94.8839,     86539.6250,       186.9372,       144.9366,    158010.5156,     10922.0000,       301.7577,         0.0000,         0.3539,         0.2565
     50,         0.0137,         0.5324,         0.5462,       136.5681,       350.9159,        94.8129,     86539.2500,       186.6772,       145.4209,    158010.1562,     10922.0000,       301.7926,         0.0000,         0.3535,         0.1926
     51,         0.0451,         0.5922,         0.6373,       136.2088,       350.9417,        94.7418,     86538.8750,       186.4176,       145.9022,    158009.8125,     10922.0000,       301.8271,         0.0000,         0.3538,         0.2835
     52,         0.0898,         0.5906,         0.6804,       135.8504,       350.9678,        94.6709,     86538.5000,       186.1585,       146.3816,    158009.4688,     10922.0000,       301.8614,         0.0000,         0.3542,         0.3262
     53,         0.0851,         0.5841,         0.6693,       135.4930,       350.9937,        94.6000,     86538.1250,       185.8996,       146.8598,    158009.1250,     10922.0000,       301.8959,         0.0000,         0.3548,         0.3145
     54,         0.0281,         0.7944,         0.8225,       135.1365,       351.0202,        94.5291,     86537.7500,       185.6411,       147.3355,    158008.7812,     10922.0000,       301.9304,         0.0000,         0.3563,         0.4663
     55,         0.0240,         0.5864,         0.6104,       134.7810,       351.0466,        94.4583,     86537.3750,       185.3829,       147.8099,    158008.4219,     10922.0000,       301.9648,         0.0000,         0.3599,         0.2505
     56,         0.0061,         0.4605,         0.4666,       134.4264,       351.0724,        94.3875,     86537.0000,       185.1251,       148.2846,    158008.0625,     10922.0000,       301.9997,         0.0000,         0.3590,         0.1076
     57,         0.0096,         0.4277,         0.4374,       134.0727,       351.0983,        94.3169,     86536.6250,       184.8676,       148.7593,    158007.7188,     10922.0000,       302.0348,         0.0000,         0.3564,         0.0810
     58,         0.0613,         0.5282,         0.5896,       133.7199,       351.1247,        94.2462,     86536.2500,       184.6105,       149.2303,    158007.3750,     10922.0000,       302.0696,         0.0000,         0.3598,         0.2297
     59,         0.1389,         0.5154,         0.6544,       133.3681,       351.1516,        94.1756,     86535.8750,       184.3538,       149.6991,    158007.0312,     10922.0000,       302.1043,         0.0000,         0.3614,         0.2930
     60,         0.0679,         0.5554,         0.6232,       133.0172,       351.1787,        94.1051,     86535.5000,       184.0974,       150.1656,    158006.6875,     10922.0000,       302.1389,         0.0000,         0.3623,         0.2610
     61,         0.0112,         0.4669,         0.4782,       132.6673,       351.2057,        94.0346,     86535.1250,       183.8414,       150.6323,    158006.3281,     10922.0000,       302.1738,         0.0000,         0.3592,         0.1190
     62,         0.0577,         0.5919,         0.6496,       132.3182,       351.2338,        93.9641,     86534.7500,       183.5858,       151.0955,    158005.9844,     10922.0000,       302.2083,         0.0000,         0.3618,         0.2877
     63,         0.0780,         0.6175,         0.6955,       131.9701,       351.2624,        93.8938,     86534.3750,       183.3305,       151.5563,    158005.6406,     10922.0000,       302.2427,         0.0000,         0.3634,         0.3321
     64,         0.0838,         0.5350,         0.6189,       131.6229,       351.2906,        93.8235,     86534.0000,       183.0756,       152.0159,    158005.2812,     10922.0000,       302.2773,         0.0000,         0.3635,         0.2553
     65,         0.0680,         0.6016,         0.6696,       131.2766,       351.3195,        93.7531,     86533.6250,       182.8210,       152.4735,    158004.9375,     10922.0000,       302.3118,         0.0000,         0.3637,         0.3060
     66,         0.0947,         0.5535,         0.6482,       130.9312,       351.3484,        93.6829,     86533.2500,       182.5668,       152.9291,    158004.5938,     10922.0000,       302.3458,         0.0000,         0.3652,         0.2830
     67,         0.1817,         0.5077,         0.6894,       130.5867,       351.3772,        93.6128,     86532.8750,       182.3130,       153.3839,    158004.2500,     10922.0000,       302.3798,         0.0000,         0.3638,         0.3255
     68,         0.2657,         0.6379,         0.9036,       130.2431,       351.4071,        93.5427,     86532.5000,       182.0595,       153.8352,    158003.9062,     10922.0000,       302.4134,         0.0000,         0.3670,         0.5366
     69,         0.3183,         0.5591,         0.8774,       129.9004,       351.4371,        93.4726,     86532.1250,       181.8066,       154.2844,    158003.5625,     10922.0000,       302.4470,         0.0000,         0.3674,         0.5100
     70,         0.3505,         0.5661,         0.9166,       129.5587,       351.4672,        93.4029,     86531.7500,       181.5547,       154.7316,    158003.2188,     10922.0000,       302.4805,         0.0000,         0.3668,         0.5497
     71,         0.0589,         0.7127,         0.7715,       129.2178,       351.4978,        93.3331,     86531.3750,       181.3029,       155.1770,    158002.8750,     10922.0000,       302.5141,         0.0000,         0.3677,         0.4039
     72,         0.1296,         0.5562,         0.6858,       128.8778,       351.5285,        93.2633,     86531.0000,       181.0513,       155.6216,    158002.5312,     10922.0000,       302.5478,         0.0000,         0.3664,         0.3195
     73,         0.5668,         0.2715,         0.8383,       128.5387,       351.5592,        93.1938,     86530.6250,       180.8006,       156.0634,    158002.1875,     10922.0000,       302.5815,         0.0000,         0.3676,         0.4707
     74,         0.6349,         0.3471,         0.9820,       128.2005,       351.5905,        93.1245,     86530.2500,       180.5510,       156.5025,    158001.8438,     10922.0000,       302.6146,         0.0000,         0.3680,         0.6140
     75,         0.5607,         0.3846,         0.9453,       127.8632,       351.6222,        93.0549,     86529.8750,       180.3005,       156.9411,    158001.5000,     10922.0000,       302.6481,         0.0000,         0.3683,         0.5769
     76,         0.6804,         0.3858,         1.0663,       127.5268,       351.6542,        92.9853,     86529.5000,       180.0500,       157.3775,    158001.1562,     10922.0000,       302.6817,         0.0000,         0.3698,         0.6965
     77,         0.1979,         0.6059,         0.8037,       127.1913,       351.6862,        92.9157,     86529.1250,       179.7997,       157.8130,    158000.8125,     10922.0000,       302.7153,         0.0000,         0.3660,         0.4378
     78,         0.3789,         0.4924,         0.8713,       126.8566,       351.7181,        92.8461,     86528.7500,       179.5499,       158.2473,    158000.4688,     10922.0000,       302.7489,         0.0000,         0.3640,         0.5074
     79,         0.1318,         0.9007,         1.0325,       126.5229,       351.7510,        92.7766,     86528.3750,       179.3004,       158.6785,    158000.1250,     10922.0000,       302.7826,         0.0000,         0.3677,         0.6648
     80,         0.3597,         0.6677,         1.0274,       126.1900,       351.7838,        92.7072,     86528.0000,       179.0511,       159.1080,    157999.7812,     10922.0000,       302.8162,         0.0000,         0.3665,         0.6609
     81,         0.1453,         0.7055,         0.8508,       125.8580,       351.8167,        92.6378,     86527.6250,       178.8023,       159.5367,    157999.4375,     10922.0000,       302.8499,         0.0000,         0.3609,         0.4898
     82,         0.1411,         0.5544,         0.6955,       125.5268,       351.8496,        92.5684,     86527.2500,       178.5538,       159.9639,    157999.0938,     10922.0000,       302.8827,         0.0000,         0.3617,         0.3338
     83,         0.2128,         0.4473,         0.6601,       125.1966,       351.8822,        92.4992,     86526.8750,       178.3058,       160.3905,    157998.7500,     10922.0000,       302.9158,         0.0000,         0.3659,         0.2942
     84,         0.2361,         0.4491,         0.6853,       124.8672,       351.9148,        92.4300,     86526.5000,       178.0580,       160.8154,    157998.4062,     10922.0000,       302.9489,         0.0000,         0.3672,         0.3180
     85,         0.2014,         0.4733,         0.6748,       124.5387,       351.9479,        92.3608,     86526.1250,       177.8107,       161.2383,    157998.0625,     10922.0000,       302.9818,         0.0000,         0.3676,         0.3072
     86,         0.2469,         0.4211,         0.6681,       124.2110,       351.9809,        92.2917,     86525.7500,       177.5637,       161.6602,    157997.7344,     10922.0000,       303.0150,         0.0000,         0.3678,         0.3003
     87,         0.3808,         0.3655,         0.7463,       123.8842,       352.0141,        92.2227,     86525.3750,       177.3170,       162.0804,    157997.3906,     10922.0000,       303.0481,         0.0000,         0.3685,         0.3777
     88,         0.5160,         0.2457,         0.7617,       123.5582,       352.0476,        92.1537,     86525.0000,       177.0708,       162.4983,    157997.0469,     10922.0000,       303.0811,         0.0000,         0.3699,         0.3919
     89,         0.5779,         0.2030,         0.7810,       123.2332,       352.0816,        92.0847,     86524.6250,       176.8248,       162.9144,    157996.7031,     10922.0000,       303.1139,         0.0000,         0.3702,         0.4108
     90,         0.3899,         0.4877,         0.8776,       122.9089,       352.1164,        92.0159,     86524.2500,       176.5793,       163.3283,    157996.3750,     10922.0000,       303.1468,         0.0000,         0.3711,         0.5065
     91,         0.2067,         0.7493,         0.9561,       122.5855,       352.1516,        91.9471,     86523.8750,       176.3339,       163.7402,    157996.0312,     10922.0000,       303.1797,         0.0000,         0.3720,         0.5841
     92,         0.8568,         0.0990,         0.9558,       122.2630,       352.1869,        91.8782,     86523.5000,       176.0890,       164.1500,    157995.6875,     10922.0000,       303.2125,         0.0000,         0.3723,         0.5835
     93,         0.0705,         0.8727,         0.9432,       121.9413,       352.2225,        91.8094,     86523.1250,       175.8443,       164.5586,    157995.3438,     10922.0000,       303.2454,         0.0000,         0.3681,         0.5751
     94,         0.4052,         0.5216,         0.9268,       121.6205,       352.2584,        91.7408,     86522.7500,       175.6000,       164.9654,    157995.0000,     10922.0000,       303.2782,         0.0000,         0.3639,         0.5629
     95,         0.5286,         0.3070,         0.8355,       121.3005,       352.2942,        91.6721,     86522.3750,       175.3560,       165.3717,    157994.6719,     10922.0000,       303.3110,         0.0000,         0.3617,         0.4738
     96,         0.8260,         0.0100,         0.8359,       120.9814,       352.3302,        91.6035,     86522.0000,       175.1124,       165.7759,    157994.3281,     10922.0000,       303.3438,         0.0000,         0.3629,         0.4730
     97,         0.8400,         0.0580,         0.8979,       120.6631,       352.3665,        91.5350,     86521.6250,       174.8690,       166.1788,    157994.0000,     10922.0000,       303.3767,         0.0000,         0.3627,         0.5353
     98,         1.7248,        -0.5866,         1.1382,       120.5284,       352.4031,        91.5031,     86521.2500,       174.7725,       166.5791,    157993.6562,     10922.0000,       303.4090,         0.3660,         0.3650,         0.7732
     99,         1.4730,        -0.3525,         1.1205,       120.3085,       352.4400,        91.4541,     86520.8750,       174.6075,       166.9781,    157993.3125,     10922.0000,       303.4410,         0.1945,         0.3656,         0.7549
    100,         0.2150,         0.8185,         1.0335,       119.9919,       352.4771,        91.3856,     86520.5000,       174.3649,       167.3759,    157992.9688,     10922.0000,       303.4731,         0.0000,         0.3658,         0.6676
    101,         1.4921,        -0.3576,         1.1345,       119.7880,       352.5145,        91.3395,     86520.1250,       174.2121,       167.7711,    157992.6406,     10922.0000,       303.5048,         0.2236,         0.3679,         0.7666
    102,         2.1924,        -0.8943,         1.2982,       119.8296,       352.5525,        91.3427,     86519.7500,       174.2558,       168.1641,    157992.3125,     10922.0000,       303.5364,         0.7142,         0.3701,         0.9281
    103,         0.6383,         0.3994,         1.0378,       119.5143,       352.5920,        91.2744,     86519.3750,       174.0139,       168.5506,    157991.9688,     10922.0000,       303.5671,         0.0000,         0.3803,         0.6575
    104,         0.4910,         0.4419,         0.9329,       119.1999,       352.6318,        91.2062,     86519.0000,       173.7724,       168.9353,    157991.6250,     10922.0000,       303.5977,         0.0000,         0.3814,         0.5515
    105,         0.3449,         0.6330,         0.9779,       118.8863,       352.6707,        91.1380,     86518.6250,       173.5314,       169.3210,    157991.2969,     10922.0000,       303.6288,         0.0000,         0.3775,         0.6004
    106,         0.1792,         0.7104,         0.8896,       118.5735,       352.7092,        91.0699,     86518.2500,       173.2906,       169.7078,    157990.9688,     10922.0000,       303.6602,         0.0000,         0.3731,         0.5165
    107,         0.3251,         0.5486,         0.8737,       118.2615,       352.7479,        91.0018,     86517.8750,       173.0501,       170.0935,    157990.6250,     10922.0000,       303.6916,         0.0000,         0.3723,         0.5014
    108,         0.2367,         0.6192,         0.8559,       117.9504,       352.7870,        90.9337,     86517.5000,       172.8098,       170.4774,    157990.2812,     10922.0000,       303.7230,         0.0000,         0.3728,         0.4831
    109,         0.5538,         0.3330,         0.8868,       117.6400,       352.8274,        90.8657,     86517.1250,       172.5699,       170.8558,    157989.9531,     10922.0000,       303.7537,         0.0000,         0.3800,         0.5068
    110,         0.5052,         0.4342,         0.9394,       117.3305,       352.8705,        90.7977,     86516.7891,       172.3302,       171.2228,    157989.6562,     10922.0000,       303.7831,         0.0000,         0.3975,         0.5419
    111,         0.7200,         0.2487,         0.9687,       117.0218,       352.9154,        90.7298,     86516.4297,       172.0909,       171.5826,    157989.4062,     10922.0000,       303.8116,         0.0000,         0.4088,         0.5599
    112,         0.4695,         0.6178,         1.0873,       116.7139,       352.9633,        90.6619,     86516.1172,       171.8519,       171.9288,    157989.2500,     10922.0000,       303.8384,         0.0000,         0.4311,         0.6562
    113,         0.5869,         0.4626,         1.0495,       116.4069,       353.0125,        90.5941,     86515.7422,       171.6132,       172.2697,    157989.1250,     10922.0000,       303.8646,         0.0000,         0.4400,         0.6096
    114,         1.6691,        -0.4535,         1.2157,       116.2956,       353.0655,        90.5654,     86515.3672,       171.5310,       172.5950,    157988.9844,     10922.0000,       303.8886,         0.3904,         0.4659,         0.7498
    115,         2.3073,        -0.7344,         1.5729,       116.3815,       353.1261,        90.5761,     86514.9922,       171.6064,       172.8919,    157988.8594,     10922.0000,       303.9086,         0.7844,         0.5207,         1.0522
    116,         0.9758,         0.2610,         1.2369,       116.0797,       353.1905,        90.5092,     86514.6172,       171.3718,       173.1717,    157988.7344,     10922.0000,       303.9262,         0.0089,         0.5587,         0.6782
    117,         0.1338,         1.0458,         1.1796,       115.7743,       353.2474,        90.4416,     86514.2422,       171.1340,       173.4736,    157988.6094,     10922.0000,       303.9473,         0.0000,         0.5206,         0.6590
    118,         1.2753,        -0.0137,         1.2615,       115.5674,       353.3050,        90.3936,     86513.8672,       170.9747,       173.7755,    157988.4688,     10922.0000,       303.9681,         0.1954,         0.5105,         0.7510
    119,         2.3277,        -0.7587,         1.5689,       115.6953,       353.3708,        90.4125,     86513.4375,       171.0834,       174.0480,    157988.2969,     10922.0000,       303.9845,         0.8647,         0.5638,         1.0051
    120,         0.4347,         0.8580,         1.2928,       115.3909,       353.4415,        90.3449,     86512.9141,       170.8461,       174.2991,    157988.0312,     10922.0000,       303.9978,         0.0000,         0.6085,         0.6843
    121,         0.1615,         0.9444,         1.1060,       115.0873,       353.5033,        90.2774,     86512.5312,       170.6089,       174.5787,    157987.9062,     10922.0000,       304.0156,         0.0000,         0.5578,         0.5482
    122,         0.6785,         0.3896,         1.0681,       114.7845,       353.5615,        90.2099,     86512.1562,       170.3722,       174.8732,    157987.7812,     10922.0000,       304.0356,         0.0000,         0.5229,         0.5452
    123,         1.6435,        -0.3813,         1.2622,       114.6251,       353.6254,        90.1710,     86511.7266,       170.2499,       175.1472,    157987.5938,     10922.0000,       304.0530,         0.2853,         0.5560,         0.7062
    124,         1.8685,        -0.3692,         1.4993,       114.6065,       353.6966,        90.1603,     86511.2656,       170.2404,       175.3938,    157987.3906,     10922.0000,       304.0665,         0.5665,         0.6064,         0.8929
    125,         0.6835,         0.6587,         1.3422,       114.3049,       353.7721,        90.0929,     86510.7031,       170.0042,       175.6212,    157987.0938,     10922.0000,       304.0774,         0.0000,         0.6453,         0.6969
    126,         2.3246,        -0.6782,         1.6464,       114.3816,       353.8451,        90.1011,     86510.2266,       170.0703,       175.8572,    157986.8750,     10922.0000,       304.0896,         0.7554,         0.6265,         1.0199
    127,         2.1516,        -0.3016,         1.8500,       114.4803,       353.9328,        90.1137,     86509.6172,       170.1543,       176.0406,    157986.5312,     10922.0000,       304.0942,         0.8000,         0.7219,         1.1281
    128,         2.0597,        -0.1616,         1.8981,       114.5892,       354.0263,        90.1284,     86508.9844,       170.2463,       176.2000,    157986.1875,     10922.0000,       304.0954,         0.8209,         0.7689,         1.1293
    129,         1.1433,         0.4658,         1.6091,       116.3546,       354.1255,        90.0749,     86508.2344,       170.0657,       176.3380,    157985.7188,       129.0000,       304.0931,         2.1389,         0.8152,         0.7939
    130,         2.0886,        -0.0217,         2.0668,       118.5409,       354.2278,        90.1066,     86507.4844,       170.2257,       176.4676,    157985.2656,       129.0000,       304.0890,         2.9905,         0.8427,         1.2241
    131,         3.4704,        -1.1501,         2.3203,       120.8718,       354.3434,        90.1684,     86506.6641,       170.5060,       176.5568,    157984.7500,       129.0000,       304.0783,         3.2918,         0.9381,         1.3822
    132,         1.2393,         0.5529,         1.7921,       122.5733,       354.4656,        90.1054,     86505.7578,       170.2870,       176.6210,    157984.1562,       129.0000,       304.0631,         2.0438,         1.0078,         0.7843
    133,         0.6046,         1.1301,         1.7347,       124.2483,       354.5760,        90.0380,     86504.9453,       170.0507,       176.7241,    157983.6406,       129.0000,       304.0530,         2.0000,         0.9555,         0.7791
    134,         1.5209,         0.3683,         1.8892,       126.1234,       354.6791,        90.0117,     86504.1953,       169.9785,       176.8559,    157983.1875,       129.0000,       304.0464,         2.4093,         0.9122,         0.9770
    135,         2.2298,        -0.1886,         2.0412,       128.1579,       354.7829,        90.0183,     86503.3984,       170.0383,       176.9935,    157982.6719,       129.0000,       304.0401,         2.7386,         0.9089,         1.1323
    136,         3.0895,        -0.9128,         2.1767,       130.3145,       354.8895,        90.0510,     86502.5859,       170.2019,       177.1241,    157982.1562,       129.0000,       304.0320,         2.9937,         0.9277,         1.2490
    137,         3.2177,        -0.9195,         2.2983,       132.5049,       355.0011,        90.0930,     86501.7578,       170.4017,       177.2378,    157981.6250,       129.0000,       304.0200,         3.0728,         0.9605,         1.3378
    138,         3.3019,        -0.9541,         2.3478,       134.7427,       355.1117,        90.1470,     86500.9141,       170.6487,       177.3549,    157981.0781,       129.0000,       304.0072,         3.1789,         0.9569,         1.3908
    139,         3.9843,        -1.3763,         2.6080,       137.0602,       355.2395,        90.2194,     86500.0312,       170.9686,       177.4148,    157980.5156,       129.0000,       303.9850,         3.3508,         1.0597,         1.5483
    140,         3.6277,        -0.7892,         2.8385,       139.5399,       355.3702,        90.3264,     86499.0703,       171.4263,       177.4626,    157979.8750,       129.0000,       303.9600,         3.6872,         1.0916,         1.7469
    141,         1.9435,         0.7112,         2.6546,       141.7924,       355.5072,        90.3875,     86498.0469,       171.7009,       177.4935,    157979.1719,       129.0000,       303.9319,         3.2462,         1.1534,         1.5013
    142,         2.9828,        -0.3062,         2.6766,       143.9963,       355.6506,        90.4368,     86497.0234,       171.9293,       177.5116,    157978.5312,       129.0000,       303.9023,         3.1602,         1.2126,         1.4641
    143,         2.1584,         0.4825,         2.6408,       146.1003,       355.8012,        90.4664,     86495.9453,       172.0792,       177.5085,    157977.8438,       129.0000,       303.8692,         2.9720,         1.2694,         1.3714
    144,         1.4677,         0.6817,         2.1494,       147.7564,       355.9370,        90.4074,     86494.8359,       171.8749,       177.5558,    157977.0469,       129.0000,       303.8427,         2.0863,         1.1958,         0.9536
