 sdoy, GPP_d, NEE_d, Reco_d, NPP_d, Ra_d, QC1, QC2, QC3, QC4,QC5,QC6, Rh_d,QC7,QC8
      1,         0.0000,         0.6464,         0.6464,         0.0000,         0.3053,       155.2903,        98.3293,       199.7332,       119.5686,       300.0355,       350.0107,         0.3411,     86557.6250,     71120.0000
      2,         0.0050,         0.5512,         0.5562,         0.0000,         0.2029,       154.8818,        98.2555,       199.4551,       120.1433,       300.0728,       350.0222,         0.3533,     86557.2500,     71120.0000
      3,         0.0006,         0.4683,         0.4689,         0.0000,         0.1191,       154.4743,        98.1819,       199.1774,       120.7175,       300.1103,       350.0338,         0.3497,     86556.8750,     71120.0000
      4,         0.0083,         0.4957,         0.5040,         0.0000,         0.1530,       154.0678,        98.1083,       198.9001,       121.2893,       300.1471,       350.0456,         0.3510,     86556.5000,     71120.0000
      5,         0.0136,         0.6416,         0.6552,         0.0000,         0.2997,       153.6625,        98.0347,       198.6233,       121.8574,       300.1836,       350.0582,         0.3555,     86556.1250,     71120.0000
      6,         0.0032,         0.5573,         0.5606,         0.0000,         0.2071,       153.2582,        97.9612,       198.3468,       122.4244,       300.2203,       350.0709,         0.3535,     86555.7500,     71120.0000
      7,         0.0014,         0.6492,         0.6506,         0.0000,         0.2944,       152.8550,        97.8878,       198.0708,       122.9884,       300.2569,       350.0840,         0.3562,     86555.3750,     71120.0000
      8,         0.0070,         0.5562,         0.5632,         0.0000,         0.2087,       152.4528,        97.8144,       197.7952,       123.5510,       300.2935,       350.0974,         0.3545,     86555.0000,     71120.0000
      9,         0.0130,         0.5150,         0.5280,         0.0000,         0.1755,       152.0517,        97.7412,       197.5201,       124.1128,       300.3305,       350.1107,         0.3525,     86554.6250,     71120.0000
     10,         0.0141,         0.6526,         0.6667,         0.0000,         0.3116,       151.6516,        97.6679,       197.2453,       124.6714,       300.3671,       350.1247,         0.3552,     86554.2500,     71120.0000
     11,         0.0367,         0.7913,         0.8280,         0.0000,         0.4699,       151.2526,        97.5947,       196.9710,       125.2269,       300.4037,       350.1391,         0.3581,     86553.8750,     71120.0000
     12,         0.0348,         0.7681,         0.8029,         0.0000,         0.4447,       150.8547,        97.5217,       196.6972,       125.7805,       300.4402,       350.1540,         0.3582,     86553.5000,     71120.0000
     13,         0.0246,         0.7887,         0.8132,         0.0000,         0.4545,       150.4578,        97.4486,       196.4238,       126.3319,       300.4769,       350.1691,         0.3587,     86553.1250,     71120.0000
     14,         0.0078,         0.7330,         0.7408,         0.0000,         0.3827,       150.0619,        97.3757,       196.1508,       126.8816,       300.5135,       350.1846,         0.3581,     86552.7500,     71120.0000
     15,         0.0059,         0.5764,         0.5823,         0.0000,         0.2262,       149.6671,        97.3028,       195.8782,       127.4301,       300.5501,       350.2002,         0.3561,     86552.3750,     71120.0000
     16,         0.0038,         0.5341,         0.5380,         0.0000,         0.1831,       149.2733,        97.2300,       195.6060,       127.9774,       300.5866,       350.2160,         0.3548,     86552.0000,     71120.0000
     17,         0.0000,         0.7199,         0.7199,         0.0000,         0.3615,       148.8806,        97.1573,       195.3343,       128.5211,       300.6225,       350.2323,         0.3585,     86551.6250,     71120.0000
     18,         0.0047,         0.5421,         0.5468,         0.0000,         0.1905,       148.4889,        97.0846,       195.0630,       129.0639,       300.6584,       350.2486,         0.3563,     86551.2500,     71120.0000
     19,         0.0081,         0.5547,         0.5628,         0.0000,         0.2071,       148.0982,        97.0120,       194.7922,       129.6049,       300.6943,       350.2654,         0.3557,     86550.8750,     71120.0000
     20,         0.0026,         0.4981,         0.5006,         0.0000,         0.1461,       147.7085,        96.9395,       194.5218,       130.1446,       300.7305,       350.2823,         0.3546,     86550.5000,     71120.0000
     21,         0.0000,         0.4330,         0.4330,         0.0000,         0.0830,       147.3199,        96.8670,       194.2519,       130.6845,       300.7669,       350.2988,         0.3500,     86550.1250,     71120.0000
     22,         0.0036,         0.4619,         0.4655,         0.0000,         0.1123,       146.9323,        96.7946,       193.9825,       131.2213,       300.8033,       350.3156,         0.3532,     86549.7500,     71120.0000
     23,         0.0000,         0.5167,         0.5167,         0.0000,         0.1643,       146.5457,        96.7223,       193.7134,       131.7565,       300.8397,       350.3328,         0.3524,     86549.3750,     71120.0000
     24,         0.0033,         0.7430,         0.7463,         0.0000,         0.3884,       146.1602,        96.6501,       193.4449,       132.2871,       300.8755,       350.3513,         0.3579,     86549.0000,     71120.0000
     25,         0.0218,         0.7539,         0.7757,         0.0000,         0.4172,       145.7756,        96.5779,       193.1767,       132.8156,       300.9114,       350.3700,         0.3585,     86548.6250,     71120.0000
     26,         0.0282,         0.8653,         0.8935,         0.0000,         0.5337,       145.3921,        96.5058,       192.9089,       133.3416,       300.9473,       350.3890,         0.3599,     86548.2500,     71120.0000
     27,         0.0496,         0.9045,         0.9542,         0.0000,         0.5936,       145.0096,        96.4338,       192.6416,       133.8654,       300.9832,       350.4081,         0.3606,     86547.8750,     71120.0000
     28,         0.0076,         0.8615,         0.8691,         0.0000,         0.5088,       144.6280,        96.3618,       192.3748,       134.3872,       301.0188,       350.4276,         0.3603,     86547.5000,     71120.0000
     29,         0.0150,         0.7794,         0.7944,         0.0000,         0.4343,       144.2475,        96.2899,       192.1083,       134.9071,       301.0540,       350.4474,         0.3601,     86547.1250,     71120.0000
     30,         0.0101,         0.5910,         0.6011,         0.0000,         0.2437,       143.8680,        96.2181,       191.8422,       135.4263,       301.0893,       350.4675,         0.3575,     86546.7500,     71120.0000
     31,         0.0037,         0.5419,         0.5456,         0.0000,         0.1892,       143.4895,        96.1463,       191.5766,       135.9440,       301.1245,       350.4879,         0.3564,     86546.3750,     71120.0000
     32,         0.0080,         0.5102,         0.5182,         0.0000,         0.1622,       143.1119,        96.0747,       191.3115,       136.4603,       301.1601,       350.5075,         0.3560,     86546.0000,     71120.0000
     33,         0.0148,         0.5096,         0.5244,         0.0000,         0.1701,       142.7354,        96.0031,       191.0470,       136.9755,       301.1959,       350.5272,         0.3543,     86545.6250,     71120.0000
     34,         0.0482,         0.7304,         0.7787,         0.0000,         0.4208,       142.3599,        95.9317,       190.7831,       137.4867,       301.2312,       350.5482,         0.3578,     86545.2500,     71120.0000
     35,         0.0812,         0.9510,         1.0323,         0.0000,         0.6723,       141.9853,        95.8604,       190.5198,       137.9952,       301.2664,       350.5696,         0.3600,     86544.8750,     71120.0000
     36,         0.1228,         0.9403,         1.0631,         0.0000,         0.7021,       141.6118,        95.7892,       190.2570,       138.5013,       301.3015,       350.5913,         0.3610,     86544.5000,     71120.0000
     37,         0.0602,         0.8021,         0.8624,         0.0000,         0.5022,       141.2392,        95.7180,       189.9946,       139.0057,       301.3366,       350.6133,         0.3602,     86544.1250,     71120.0000
     38,         0.0063,         0.5221,         0.5284,         0.0000,         0.1727,       140.8676,        95.6470,       189.7329,       139.5100,       301.3716,       350.6347,         0.3557,     86543.7500,     71120.0000
     39,         0.0209,         0.4876,         0.5085,         0.0000,         0.1542,       140.4969,        95.5761,       189.4719,       140.0134,       301.4066,       350.6561,         0.3543,     86543.3750,     71120.0000
     40,         0.0114,         0.4732,         0.4846,         0.0000,         0.1309,       140.1273,        95.5054,       189.2115,       140.5152,       301.4417,       350.6776,         0.3537,     86543.0000,     71120.0000
     41,         0.0174,         0.4463,         0.4637,         0.0000,         0.1131,       139.7586,        95.4347,       188.9516,       141.0163,       301.4772,       350.6992,         0.3506,     86542.6250,     71120.0000
     42,         0.0427,         0.5906,         0.6334,         0.0000,         0.2809,       139.3909,        95.3642,       188.6924,       141.5144,       301.5125,       350.7210,         0.3525,     86542.2500,     71120.0000
     43,         0.1016,         0.6132,         0.7148,         0.0000,         0.3600,       139.0242,        95.2938,       188.4337,       142.0096,       301.5475,       350.7433,         0.3548,     86541.8750,     71120.0000
     44,         0.3946,         0.6957,         1.0903,         0.0000,         0.7319,       138.6584,        95.2231,       188.1743,       142.5015,       301.5825,       350.7666,         0.3585,     86541.5000,     71120.0000
     45,         0.1706,         0.8953,         1.0659,         0.0000,         0.7101,       138.2936,        95.1517,       187.9125,       142.9921,       301.6176,       350.7910,         0.3558,     86541.1250,     71120.0000
     46,         0.3559,         0.7598,         1.1158,         0.0000,         0.7590,       137.9297,        95.0805,       187.6512,       143.4805,       301.6526,       350.8156,         0.3568,     86540.7500,     71120.0000
     47,         0.9701,         0.1473,         1.1175,         0.1700,         0.7605,       137.6517,        95.0262,       187.4582,       143.9671,       301.6876,       350.8404,         0.3569,     86540.3750,     71120.0000
     48,         0.2637,         0.9708,         1.2345,         0.0000,         0.8767,       137.2896,        94.9550,       187.1975,       144.4519,       301.7227,       350.8656,         0.3578,     86540.0000,     71120.0000
     49,         0.0350,         0.5753,         0.6104,         0.0000,         0.2565,       136.9284,        94.8839,       186.9372,       144.9366,       301.7577,       350.8911,         0.3539,     86539.6250,     71120.0000
     50,         0.0137,         0.5324,         0.5462,         0.0000,         0.1926,       136.5681,        94.8129,       186.6772,       145.4209,       301.7926,       350.9159,         0.3535,     86539.2500,     71120.0000
     51,         0.0451,         0.5922,         0.6373,         0.0000,         0.2835,       136.2088,        94.7418,       186.4176,       145.9022,       301.8271,       350.9417,         0.3538,     86538.8750,     71120.0000
     52,         0.0898,         0.5906,         0.6804,         0.0000,         0.3262,       135.8504,        94.6709,       186.1585,       146.3816,       301.8614,       350.9678,         0.3542,     86538.5000,     71120.0000
     53,         0.0851,         0.5841,         0.6693,         0.0000,         0.3145,       135.4930,        94.6000,       185.8996,       146.8598,       301.8959,       350.9937,         0.3548,     86538.1250,     71120.0000
     54,         0.0281,         0.7944,         0.8225,         0.0000,         0.4663,       135.1365,        94.5291,       185.6411,       147.3355,       301.9304,       351.0202,         0.3563,     86537.7500,     71120.0000
     55,         0.0240,         0.5864,         0.6104,         0.0000,         0.2505,       134.7810,        94.4583,       185.3829,       147.8099,       301.9648,       351.0466,         0.3599,     86537.3750,     71120.0000
     56,         0.0061,         0.4605,         0.4666,         0.0000,         0.1076,       134.4264,        94.3875,       185.1251,       148.2846,       301.9997,       351.0724,         0.3590,     86537.0000,     71120.0000
     57,         0.0096,         0.4277,         0.4374,         0.0000,         0.0810,       134.0727,        94.3169,       184.8676,       148.7593,       302.0348,       351.0983,         0.3564,     86536.6250,     71120.0000
     58,         0.0613,         0.5282,         0.5896,         0.0000,         0.2297,       133.7199,        94.2462,       184.6105,       149.2303,       302.0696,       351.1247,         0.3598,     86536.2500,     71120.0000
     59,         0.1389,         0.5154,         0.6544,         0.0000,         0.2930,       133.3681,        94.1756,       184.3538,       149.6991,       302.1043,       351.1516,         0.3614,     86535.8750,     71120.0000
     60,         0.0679,         0.5554,         0.6232,         0.0000,         0.2610,       133.0172,        94.1051,       184.0974,       150.1656,       302.1389,       351.1787,         0.3623,     86535.5000,     71120.0000
     61,         0.0112,         0.4669,         0.4782,         0.0000,         0.1190,       132.6673,        94.0346,       183.8414,       150.6323,       302.1738,       351.2057,         0.3592,     86535.1250,     71120.0000
     62,         0.0577,         0.5919,         0.6496,         0.0000,         0.2877,       132.3182,        93.9641,       183.5858,       151.0955,       302.2083,       351.2338,         0.3618,     86534.7500,     71120.0000
     63,         0.0780,         0.6175,         0.6955,         0.0000,         0.3321,       131.9701,        93.8938,       183.3305,       151.5563,       302.2427,       351.2624,         0.3634,     86534.3750,     71120.0000
     64,         0.0838,         0.5350,         0.6189,         0.0000,         0.2553,       131.6229,        93.8235,       183.0756,       152.0159,       302.2773,       351.2906,         0.3635,     86534.0000,     71120.0000
     65,         0.0680,         0.6016,         0.6696,         0.0000,         0.3060,       131.2766,        93.7531,       182.8210,       152.4735,       302.3118,       351.3195,         0.3637,     86533.6250,     71120.0000
     66,         0.0947,         0.5535,         0.6482,         0.0000,         0.2830,       130.9312,        93.6829,       182.5668,       152.9291,       302.3458,       351.3484,         0.3652,     86533.2500,     71120.0000
     67,         0.1817,         0.5077,         0.6894,         0.0000,         0.3255,       130.5867,        93.6128,       182.3130,       153.3839,       302.3798,       351.3772,         0.3638,     86532.8750,     71120.0000
     68,         0.2657,         0.6379,         0.9036,         0.0000,         0.5366,       130.2431,        93.5427,       182.0595,       153.8352,       302.4134,       351.4071,         0.3670,     86532.5000,     71120.0000
     69,         0.3183,         0.5591,         0.8774,         0.0000,         0.5100,       129.9004,        93.4726,       181.8066,       154.2844,       302.4470,       351.4371,         0.3674,     86532.1250,     71120.0000
     70,         0.3505,         0.5661,         0.9166,         0.0000,         0.5497,       129.5587,        93.4029,       181.5547,       154.7316,       302.4805,       351.4672,         0.3668,     86531.7500,     71120.0000
     71,         0.0589,         0.7127,         0.7715,         0.0000,         0.4039,       129.2178,        93.3331,       181.3029,       155.1770,       302.5141,       351.4978,         0.3677,     86531.3750,     71120.0000
     72,         0.1296,         0.5562,         0.6858,         0.0000,         0.3195,       128.8778,        93.2633,       181.0513,       155.6216,       302.5478,       351.5285,         0.3664,     86531.0000,     71120.0000
     73,         0.5668,         0.2715,         0.8383,         0.0000,         0.4707,       128.5387,        93.1938,       180.8006,       156.0634,       302.5815,       351.5592,         0.3676,     86530.6250,     71120.0000
     74,         0.6349,         0.3471,         0.9820,         0.0000,         0.6140,       128.2005,        93.1245,       180.5510,       156.5025,       302.6146,       351.5905,         0.3680,     86530.2500,     71120.0000
     75,         0.5607,         0.3846,         0.9453,         0.0000,         0.5769,       127.8632,        93.0549,       180.3005,       156.9411,       302.6481,       351.6222,         0.3683,     86529.8750,     71120.0000
