"","GLmax","GRmax","Gsmax","JV","Vcmx0","Entrpy","gddonset","Tau_Leaf","Tau_Root","Tau_F","Tau_C","Tau_Micro","Tau_SlowSOM","Tau_Passive","Q10","Rl0","Rs0","Rr0","Q10rh","f_F2M","f_C2M","f_M2S","f_M2P","r_me","Q10_pro","Omax","Tveg","f","bubprob","Vmaxfraction"
"1",27.32,20.8,18.29,1.27,20.63,656.16,141.62,0.81,0.63,0.28,9.86,0.3,81.29,2146.17,3,29.81,7.6,19.24,3.37,0.54,0.27,0.28,0.12,0.12,3.37,26.34,1.94,0.34,0.25,0.11
"2",32.13,19.78,19.25,1.27,20.51,654.04,146.9,0.46,0.56,0.22,10.9,0.3,394.51,2206.56,3.05,27.54,8.16,20.41,3.28,0.55,0.28,0.3,0.12,0.11,3.51,20.85,6.97,0.28,0.26,0.11
"3",30.39,20.09,19.52,1.28,19.93,656.18,136.37,0.41,0.76,0.31,10.01,0.32,26.03,2149.12,2.83,30.39,7.98,26.57,3.46,0.54,0.28,0.3,0.12,0.06,2.98,16.53,4.35,0.33,0.29,0.11
"4",30.21,20.14,19.81,1.19,16.08,643.82,136.55,0.49,0.49,0.25,10.75,0.28,66.22,2140.19,2.54,25.75,7.41,27.65,3.37,0.54,0.27,0.3,0.13,0.09,3.45,26.75,6.37,0.3,0.27,0.12
"5",27.25,19.32,20.83,1.24,18.12,647.36,133.61,0.32,1.09,0.34,11.29,0.39,25.26,2078.11,2.85,28.89,7.54,27.86,2.91,0.55,0.27,0.3,0.12,0.11,3.32,18.41,5.93,0.27,0.24,0.13
"6",28.73,19.75,19.77,1.27,18.8,647.46,128.03,0.33,0.51,0.3,10.58,0.34,35.6,2318.9,3,29.31,7.44,25.09,2.49,0.55,0.27,0.3,0.12,0.16,2.55,14.09,4.27,0.18,0.27,0.15
