"","GLmax","GRmax","Gsmax","JV","Vcmx0","Entrpy","gddonset","Tau_Leaf","Tau_Root","Tau_F","Tau_C","Tau_Micro","Tau_SlowSOM","Tau_Passive","Q10","Rl0","Rs0","Rr0","Q10rh","f_F2M","f_C2M","f_M2S","f_M2P","r_me","Q10_pro","Omax","Tveg","f","bubprob","Vmaxfraction"
"1",18.08,18.62,22.29,1.08,21.19,657.66,153.19,0.7,0.53,0.16,4.35,0.25,62.5,1200.71,3.67,39.39,6.42,13.2,3.8,0.51,0.28,0.26,0.09,0.08,5.39,20.37,0.79,0.35,0.11,0.17
"2",42.87,21.6,18,1.09,22.07,657.41,154.36,0.41,0.5,0.21,12.09,0.24,663.61,3276.57,3.32,41.02,5.67,12.87,3.77,0.49,0.28,0.33,0.16,0.08,4.38,38.72,3,0.28,0.22,0.16
"3",27.86,22.42,19.35,1.16,18.35,658.38,141.62,0.35,0.65,0.42,6.2,0.39,23.97,2319.96,3.52,37.34,9.52,17.74,3.72,0.49,0.28,0.29,0.11,0.06,2.27,6.05,1.5,0.32,0.36,0.15
"4",18.56,25.03,25.24,1.05,14.92,642.08,142.21,0.54,0.46,0.3,3.71,0.4,37.97,2514.52,1.39,37.76,8.63,21.98,3.16,0.61,0.27,0.38,0.18,0.08,3.63,18.94,2.99,0.29,0.39,0.15
"5",17.51,16.39,20.27,1.11,15.48,643.34,138.66,0.31,0.55,0.41,14.64,0.4,23.91,2128.57,3.24,35.87,7.32,32.64,2.96,0.51,0.26,0.27,0.09,0.08,4.65,3.59,3.33,0.3,0.23,0.14
"6",31.92,14.19,17.44,1.48,14.53,648.83,108.67,0.31,0.48,0.26,11.03,0.42,32.88,531.9,3.47,34.88,5.95,20.59,2.5,0.6,0.27,0.34,0.1,0.1,1.73,2.17,2.07,0.22,0.33,0.18
