"","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QCt1_mean1","QCt2_mean1","QCt3_mean1","QCt4_mean1","QCt5_mean1","QCt6_mean1","QCt7_mean1","QCt8_mean1","QCt9_mean1","QCt10_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1"
"72",33.980127,0.430876999999995,-0.69029900000001,-14.226299,6.8775,-44.076784,-167.503589999993,67.6340640000126,0.000527000000000001,0.0143230000000001,0.132986,-0.0179510000000001,-0.226156,-0.167522999999999,-0.153936,-0.15591,-0.158943000000001,-0.160997,716.976962,271.673118,791.428858,74.451896,349.272475,442.156383,368.834385,20.630722,52.691289,100.56425,4.86303,163.793503,71.084846,8.966876,126.054735,21.877669,90.019507,233.583263,11.718545,308.61575,258.099585,17.729959,3.222592,127.509444,29.978591,46.180493,6.462257,15.455078,5.549083,8.974449
"84",9.04575300000002,-3.135491,-11.71023,8.76667799999998,8.35121799999996,-17.640336,-174.498208000005,61.6392209999904,-0.000513,0.0019499999999999,0.0803210000000005,0.176359,0.170703,0.00521600000000078,-0.0367869999999986,-0.0475399999999997,-0.0578959999999995,-0.068975,695.905702,246.71168,785.623734,89.718027,333.260721,452.363025,382.233932,20.484617,49.644431,98.857408,4.844045,149.108272,71.421328,9.029701,136.060382,23.206791,93.244464,224.018796,11.375028,274.267951,252.980664,17.415868,3.128125,122.300621,20.564188,36.599552,8.337238,7.831862,4.970344,7.761992
"96",7.53724799999998,0.375526000000008,3.04258300000001,7.33555600000003,7.25590099999999,-5.58039399999996,-171.572497999994,57.5173429999995,0.00116,0.169696,0.149686,0.149173,0.131861,0.0832759999999997,0.0677869999999992,0.0629629999999999,0.0610429999999997,0.0597030000000007,676.812154,258.305032,732.623717,55.81156,314.865342,417.758375,343.934167,19.355624,54.468577,96.504052,4.620684,137.277156,67.854748,8.608693,139.07474,21.473935,86.800854,221.760725,10.997215,255.633326,243.068115,16.794157,3.024224,120.959723,23.34453,38.424419,6.93394,10.637499,4.792287,7.914745
"721",0.261257000000001,4.2119,-3.387709,-17.62073,7.56210399999998,-65.428596,0.806947999997647,35.6455500000011,-0.00079,-0.218253,-0.257803,-0.238233,-0.216483,-0.179794,-0.203627,-0.226045,-0.236847,-0.246571,642.620163,300.155858,660.01122,17.39105,317.027735,342.983515,261.222147,20.514878,61.246447,136.082852,4.893086,144.13071,26.043507,5.877572,172.583199,22.347571,104.139587,297.697821,11.433693,274.400969,90.672116,11.18978,3.144266,158.599594,15.275612,26.199996,3.858906,5.842349,1.575566,7.857676
"841",-9.59368000000001,1.470608,-9.202676,7.85105800000002,9.06953700000003,-21.17337,-14.4300689999945,26.6796940000058,-2.7e-05,-0.050837,-0.119478,-0.0755539999999999,-0.0676499999999995,-0.0225279999999994,-0.0191569999999999,-0.0257939999999994,-0.0340009999999999,-0.0425979999999999,593.437775,267.211662,590.047128,-3.390614,260.045444,330.001704,246.467339,19.521989,64.012404,119.143178,4.337329,108.182966,23.184516,5.197468,164.835838,22.421268,97.280029,257.627975,9.9895,202.872269,79.77554,9.762558,2.747103,137.417681,8.983125,17.894384,3.959144,2.459753,1.049337,5.473998
"961",-10.841105,2.841425,-2.306692,6.012338,8.55280199999999,-5.788014,-13.9754740000062,20.8577280000027,-9.4e-05,-0.121452,-0.277123,-0.278501,-0.195338,0.0085879999999996,0.0430470000000005,0.0447559999999996,0.0480010000000002,0.0508610000000003,525.916375,242.011397,507.413787,-18.502598,223.01113,284.402621,196.843115,17.667225,69.89232,105.920577,3.824556,88.759727,20.007754,4.49853,148.292705,20.402279,83.622861,228.966423,8.789673,166.133652,68.734596,8.433693,2.417176,122.181991,7.427086,14.179552,2.817138,2.273354,0.731452,4.422222
"722",13.597884,6.78786200000002,11.833375,-3.99933900000002,8.38456100000002,76.8386949999999,-846.860237000001,258.868589000005,0.001653,0.354017,0.705991,0.637324,0.205158,-0.0274490000000007,-0.0449709999999985,-0.0643899999999995,-0.0800139999999985,-0.0933859999999989,616.708675,337.3996,1049.919971,433.211333,773.945734,275.974239,182.92724,26.65863,66.388388,121.291187,5.216448,346.20928,289.220016,12.008787,179.620566,23.989581,101.570461,288.792008,12.006416,603.458937,1009.858856,22.829181,3.301769,165.09649,35.6258,62.904739,10.673045,13.375868,7.005659,15.244323
"842",3.04972900000001,5.35125299999999,3.73433700000001,29.81258,10.256544,36.17654,-731.396875999999,232.792891000005,-0.00076739393939394,-0.0439829393939399,0.14493221212121,0.21561543434343,0.18040783838384,-0.0806269090909097,-0.149913323232321,-0.14516713131313,-0.107456070707071,-0.110018848484851,601.699968,330.669386,994.406578838384,391.012050090909,723.144136414141,270.464235,181.228899,26.201648,63.033686,115.178383747475,4.76191496969697,333.425736757576,258.972265020202,10.8057837474748,188.220163,24.667656,105.645928,267.750016,10.711283,567.875196,884.767785,20.05475,2.945629,152.646977,22.5262857171717,45.025216,11.1160686767677,4.75820684848485,5.783474,11.9282389494949
"962",-1.199229,5.146962,1.01564199999999,23.358723,10.039223,22.653231,-655.461798999997,211.965232999995,0.00215151515151515,-0.0324696969697,0.0460121212121201,0.12815555555556,0.16765757575757,0.0996676767676803,0.141022222222221,0.12306060606061,0.0734919191919197,0.0634626262626306,574.25757,315.046806,929.332775757577,354.271328282828,672.699482828283,256.317932,172.031368,25.189263,59.097271,113.708118181818,4.40679898989899,312.59144949495,232.090474747475,9.90269090909091,185.228526,23.552103,101.302793,266.704531,9.979744,537.058971,799.146728,18.4554,2.744439,151.846895,23.2901555555556,42.669203,8.29715252525252,7.25398585858586,4.59597,11.3937373737374
"723",16.502839,10.827557,15.144758,-2.965564,5.16133400000001,-9.71677,-414.399296999996,168.772025999991,0.010567,-0.820273,0.478317,0.65186,0.438722,-0.170378,-0.209531,-0.226705,-0.234164,-0.240078,748.025645,385.696792,914.830798,166.805162,556.526392,358.304376,253.4469,25.613712,79.24378,133.321288,6.231526,245.159563,163.075525,8.73851,198.15482,23.552929,121.513626,326.166579,14.858823,497.35736,585.145819,17.07487,4.086179,187.385196,41.681934,77.814512,18.968554,9.429678,15.076929,17.175336
