 sdoy, GPP_d, NEE_d, Reco_d, NPP_d, Ra_d, QC1, QC2, QC3, QC4,QC5,QC6, Rh_d,QC7,QC8
      1,         0.0000,         0.5498,         0.5498,         0.0000,         0.0776,       162.5783,       161.8565,       181.9865,       280.9020,       259.3046,       460.9958,         0.4722,     82102.7031,     72501.8984
      2,         0.0052,         0.5051,         0.5102,         0.0000,         0.0413,       162.1506,       161.7935,       181.7334,       281.3042,       259.3360,       460.9981,         0.4690,     82102.5156,     72501.8984
      3,         0.0006,         0.4828,         0.4834,         0.0000,         0.0195,       161.7240,       161.7305,       181.4806,       281.7083,       259.3675,       461.0006,         0.4639,     82102.3281,     72501.8984
      4,         0.0085,         0.4767,         0.4852,         0.0000,         0.0202,       161.2985,       161.6675,       181.2282,       282.1096,       259.3989,       461.0032,         0.4651,     82102.1406,     72501.8984
      5,         0.0141,         0.4881,         0.5022,         0.0000,         0.0314,       160.8741,       161.6045,       180.9761,       282.5054,       259.4302,       461.0058,         0.4708,     82101.9531,     72501.8984
      6,         0.0033,         0.4802,         0.4835,         0.0000,         0.0157,       160.4508,       161.5415,       180.7246,       282.9012,       259.4617,       461.0088,         0.4678,     82101.7656,     72501.8984
      7,         0.0015,         0.4847,         0.4862,         0.0000,         0.0156,       160.0287,       161.4785,       180.4735,       283.2933,       259.4932,       461.0118,         0.4706,     82101.5781,     72501.8984
      8,         0.0073,         0.4677,         0.4750,         0.0000,         0.0067,       159.6076,       161.4157,       180.2229,       283.6851,       259.5246,       461.0157,         0.4682,     82101.3906,     72501.8984
      9,         0.0135,         0.4541,         0.4675,         0.0000,         0.0019,       159.1877,       161.3531,       179.9729,       284.0776,       259.5560,       461.0195,         0.4657,     82101.2031,     72501.8984
     10,         0.0146,         0.4539,         0.4685,         0.0000,         0.0001,       158.7689,       161.2905,       179.7233,       284.4658,       259.5874,       461.0237,         0.4685,     82101.0156,     72501.8984
     11,         0.0379,         0.4333,         0.4712,         0.0000,         0.0000,       158.3512,       161.2279,       179.4742,       284.8499,       259.6188,       461.0278,         0.4712,     82100.8281,     72501.8984
     12,         0.0360,         0.4352,         0.4712,         0.0000,         0.0000,       157.9346,       161.1653,       179.2257,       285.2321,       259.6502,       461.0323,         0.4712,     82100.6406,     72501.8984
     13,         0.0254,         0.4463,         0.4717,         0.0000,         0.0000,       157.5191,       161.1026,       178.9776,       285.6125,       259.6816,       461.0371,         0.4717,     82100.4531,     72501.8984
     14,         0.0081,         0.4619,         0.4700,         0.0000,         0.0000,       157.1046,       161.0402,       178.7299,       285.9914,       259.7124,       461.0421,         0.4700,     82100.2656,     72501.8984
     15,         0.0061,         0.4613,         0.4674,         0.0000,         0.0000,       156.6913,       160.9779,       178.4828,       286.3706,       259.7431,       461.0476,         0.4674,     82100.0781,     72501.8984
     16,         0.0040,         0.4624,         0.4663,         0.0000,         0.0000,       156.2790,       160.9157,       178.2361,       286.7497,       259.7739,       461.0531,         0.4663,     82099.8906,     72501.8984
     17,         0.0000,         0.4696,         0.4696,         0.0000,         0.0000,       155.8678,       160.8534,       177.9899,       287.1237,       259.8047,       461.0589,         0.4696,     82099.7031,     72501.8984
     18,         0.0048,         0.4616,         0.4664,         0.0000,         0.0000,       155.4577,       160.7912,       177.7443,       287.4980,       259.8354,       461.0650,         0.4664,     82099.5156,     72501.8984
     19,         0.0084,         0.4581,         0.4665,         0.0000,         0.0000,       155.0487,       160.7289,       177.4991,       287.8712,       259.8661,       461.0713,         0.4665,     82099.3281,     72501.8984
     20,         0.0027,         0.4607,         0.4634,         0.0000,         0.0000,       154.6408,       160.6669,       177.2545,       288.2439,       259.8971,       461.0779,         0.4634,     82099.1406,     72501.8984
     21,         0.0000,         0.4563,         0.4563,         0.0000,         0.0000,       154.2339,       160.6050,       177.0103,       288.6198,       259.9283,       461.0845,         0.4563,     82098.9531,     72501.8984
     22,         0.0037,         0.4564,         0.4601,         0.0000,         0.0000,       153.8281,       160.5431,       176.7666,       288.9918,       259.9595,       461.0915,         0.4601,     82098.7656,     72501.8984
     23,         0.0000,         0.4588,         0.4588,         0.0000,         0.0000,       153.4234,       160.4812,       176.5234,       289.3625,       259.9907,       461.0982,         0.4588,     82098.5781,     72501.8984
     24,         0.0034,         0.4625,         0.4659,         0.0000,         0.0000,       153.0197,       160.4193,       176.2808,       289.7259,       260.0215,       461.1055,         0.4659,     82098.3906,     72501.8984
     25,         0.0226,         0.4441,         0.4667,         0.0000,         0.0000,       152.6171,       160.3575,       176.0386,       290.0872,       260.0522,       461.1130,         0.4667,     82098.2031,     72501.8984
     26,         0.0293,         0.4392,         0.4684,         0.0000,         0.0000,       152.2156,       160.2959,       175.7968,       290.4457,       260.0830,       461.1208,         0.4684,     82098.0156,     72501.8984
     27,         0.0514,         0.4170,         0.4684,         0.0000,         0.0000,       151.8151,       160.2343,       175.5555,       290.8020,       260.1136,       461.1287,         0.4684,     82097.8281,     72501.8984
     28,         0.0079,         0.4599,         0.4677,         0.0000,         0.0000,       151.4157,       160.1728,       175.3147,       291.1571,       260.1436,       461.1370,         0.4677,     82097.6406,     72501.8984
     29,         0.0155,         0.4519,         0.4674,         0.0000,         0.0000,       151.0173,       160.1113,       175.0744,       291.5105,       260.1736,       461.1453,         0.4674,     82097.4531,     72501.8984
     30,         0.0105,         0.4530,         0.4634,         0.0000,         0.0000,       150.6200,       160.0498,       174.8344,       291.8647,       260.2038,       461.1541,         0.4634,     82097.2656,     72501.8984
     31,         0.0038,         0.4579,         0.4617,         0.0000,         0.0000,       150.2237,       159.9882,       174.5950,       292.2183,       260.2339,       461.1631,         0.4617,     82097.0781,     72501.8984
     32,         0.0083,         0.4524,         0.4607,         0.0000,         0.0000,       149.8284,       159.9270,       174.3561,       292.5712,       260.2644,       461.1722,         0.4607,     82096.8906,     72501.8984
     33,         0.0154,         0.4429,         0.4582,         0.0000,         0.0000,       149.4342,       159.8658,       174.1179,       292.9244,       260.2950,       461.1813,         0.4582,     82096.7031,     72501.8984
