 sdoy, GPP_d, NEE_d, Reco_d, QC1, GL_yr, QC2, GW_yr, QC3, GR_yr, QC678, pheno, LAI,NPP_d,Rh_d, Ra_d
     56,         0.0063,         0.4611,         0.4674,       140.6497,       461.4477,       158.4553,     82092.3906,       168.6949,       300.4886,    155055.7344,       136.0000,       260.9934,         0.0000,         0.4674,         0.0000
     57,         0.0099,         0.4532,         0.4631,       140.2796,       461.4611,       158.3936,     82092.2031,       168.4604,       300.8049,    155055.5625,       136.0000,       261.0247,         0.0000,         0.4631,         0.0000
     58,         0.0634,         0.4046,         0.4679,       139.9105,       461.4749,       158.3321,     82092.0156,       168.2262,       301.1159,    155055.3906,       136.0000,       261.0556,         0.0000,         0.4679,         0.0000
     59,         0.1431,         0.3266,         0.4697,       139.5424,       461.4889,       158.2705,     82091.8281,       167.9923,       301.4243,    155055.2188,       136.0000,       261.0865,         0.0000,         0.4696,         0.0001
     60,         0.0701,         0.4007,         0.4707,       139.1753,       461.5032,       158.2090,     82091.6406,       167.7588,       301.7303,    155055.0312,       136.0000,       261.1171,         0.0000,         0.4707,         0.0000
     61,         0.0116,         0.4544,         0.4660,       138.8091,       461.5175,       158.1475,     82091.4531,       167.5256,       302.0384,    155054.8750,       136.0000,       261.1479,         0.0000,         0.4660,         0.0000
     62,         0.0596,         0.4101,         0.4698,       138.4439,       461.5320,       158.0860,     82091.2656,       167.2927,       302.3413,    155054.6875,       136.0000,       261.1779,         0.0000,         0.4698,         0.0000
     63,         0.0806,         0.3913,         0.4719,       138.0797,       461.5468,       158.0244,     82091.0781,       167.0602,       302.6415,    155054.5312,       136.0000,       261.2079,         0.0000,         0.4719,         0.0000
     64,         0.0864,         0.3852,         0.4716,       137.7164,       461.5618,       157.9629,     82090.8906,       166.8280,       302.9412,    155054.3438,       136.0000,       261.2379,         0.0000,         0.4716,         0.0000
     65,         0.0703,         0.4008,         0.4710,       137.3541,       461.5769,       157.9014,     82090.7031,       166.5963,       303.2386,    155054.1875,       136.0000,       261.2679,         0.0000,         0.4710,         0.0000
     66,         0.0976,         0.3748,         0.4723,       136.9927,       461.5922,       157.8401,     82090.5156,       166.3654,       303.5343,    155054.0000,       136.0000,       261.2978,         0.0000,         0.4723,         0.0000
     67,         0.1875,         0.2826,         0.4701,       136.6322,       461.6075,       157.7789,     82090.3281,       166.1354,       303.8305,    155053.8438,       136.0000,       261.3281,         0.0000,         0.4699,         0.0002
     68,         0.2745,         0.1990,         0.4735,       136.2728,       461.6233,       157.7179,     82090.1406,       165.9061,       304.1210,    155053.6562,       136.0000,       261.3581,         0.0000,         0.4727,         0.0008
     69,         0.3284,         0.1446,         0.4730,       135.9142,       461.6392,       157.6571,     82089.9531,       165.6776,       304.4093,    155053.5000,       136.0000,       261.3880,         0.0000,         0.4722,         0.0008
     70,         0.3623,         0.1106,         0.4729,       135.5566,       461.6552,       157.5965,     82089.7656,       165.4501,       304.6963,    155053.3125,       136.0000,       261.4172,         0.0000,         0.4713,         0.0016
     71,         0.0607,         0.4114,         0.4722,       135.2000,       461.6714,       157.5357,     82089.5781,       165.2226,       304.9815,    155053.1562,       136.0000,       261.4466,         0.0000,         0.4721,         0.0000
     72,         0.1338,         0.3373,         0.4711,       134.8443,       461.6877,       157.4749,     82089.3906,       164.9952,       305.2664,    155052.9688,       136.0000,       261.4762,         0.0000,         0.4710,         0.0001
     73,         0.5849,        -0.1081,         0.4768,       134.4895,       461.7042,       157.4143,     82089.2031,       164.7687,       305.5490,    155052.8125,       136.0000,       261.5053,         0.0000,         0.4718,         0.0050
     74,         0.6553,        -0.1753,         0.4800,       134.1357,       461.7208,       157.3539,     82089.0156,       164.5431,       305.8288,    155052.6250,       136.0000,       261.5346,         0.0000,         0.4719,         0.0080
     75,         0.5804,        -0.1024,         0.4780,       133.7827,       461.7376,       157.2936,     82088.8281,       164.3183,       306.1082,    155052.4688,       136.0000,       261.5639,         0.0000,         0.4692,         0.0088
     76,         0.7031,        -0.2187,         0.4844,       133.4308,       461.7547,       157.2332,     82088.6406,       164.0926,       306.3842,    155052.2969,       136.0000,       261.5934,         0.0000,         0.4740,         0.0104
     77,         0.2042,         0.2726,         0.4768,       133.0797,       461.7720,       157.1724,     82088.4531,       163.8662,       306.6600,    155052.1250,       136.0000,       261.6231,         0.0000,         0.4735,         0.0033
     78,         0.3918,         0.0814,         0.4732,       132.7296,       461.7893,       157.1118,     82088.2656,       163.6408,       306.9359,    155051.9531,       136.0000,       261.6524,         0.0000,         0.4705,         0.0027
     79,         0.1365,         0.3388,         0.4753,       132.3804,       461.8067,       157.0511,     82088.0781,       163.4154,       307.2075,    155051.7812,       136.0000,       261.6819,         0.0000,         0.4750,         0.0004
     80,         0.3720,         0.1083,         0.4803,       132.0321,       461.8245,       156.9900,     82087.8906,       163.1886,       307.4771,    155051.6250,       136.0000,       261.7118,         0.0000,         0.4782,         0.0020
     81,         0.1503,         0.3254,         0.4757,       131.6847,       461.8425,       156.9291,     82087.7031,       162.9625,       307.7466,    155051.4375,       136.0000,       261.7418,         0.0000,         0.4756,         0.0001
     82,         0.1457,         0.3282,         0.4739,       131.3382,       461.8606,       156.8684,     82087.5156,       162.7375,       308.0154,    155051.2812,       136.0000,       261.7712,         0.0000,         0.4738,         0.0000
     83,         0.2195,         0.2514,         0.4709,       130.9926,       461.8785,       156.8080,     82087.3281,       162.5137,       308.2850,    155051.0938,       136.0000,       261.8007,         0.0000,         0.4706,         0.0003
     84,         0.2433,         0.2265,         0.4698,       130.6480,       461.8964,       156.7478,     82087.1406,       162.2911,       308.5532,    155050.9375,       136.0000,       261.8302,         0.0000,         0.4694,         0.0004
     85,         0.2077,         0.2602,         0.4679,       130.3043,       461.9143,       156.6879,     82086.9531,       162.0698,       308.8201,    155050.7656,       136.0000,       261.8594,         0.0000,         0.4678,         0.0001
     86,         0.2546,         0.2109,         0.4655,       129.9614,       461.9323,       156.6283,     82086.7656,       161.8496,       309.0868,    155050.5938,       136.0000,       261.8885,         0.0000,         0.4650,         0.0005
     87,         0.3929,         0.0723,         0.4652,       129.6195,       461.9503,       156.5689,     82086.5781,       161.6307,       309.3521,    155050.4375,       136.0000,       261.9175,         0.0000,         0.4635,         0.0016
     88,         0.5328,        -0.0664,         0.4665,       129.2785,       461.9684,       156.5098,     82086.3906,       161.4130,       309.6153,    155050.2500,       136.0000,       261.9463,         0.0000,         0.4629,         0.0035
     89,         0.5968,        -0.1303,         0.4665,       128.9383,       461.9867,       156.4511,     82086.2031,       161.1968,       309.8770,    155050.0938,       136.0000,       261.9747,         0.0000,         0.4612,         0.0053
     90,         0.4032,         0.0603,         0.4635,       128.5991,       462.0050,       156.3926,     82086.0156,       160.9818,       310.1369,    155049.9219,       136.0000,       262.0032,         0.0000,         0.4601,         0.0033
     91,         0.2142,         0.2508,         0.4650,       128.2607,       462.0238,       156.3337,     82085.8281,       160.7655,       310.3937,    155049.7500,       136.0000,       262.0320,         0.0000,         0.4646,         0.0004
     92,         0.8845,        -0.3999,         0.4846,       127.9233,       462.0432,       156.2738,     82085.6406,       160.5456,       310.6467,    155049.5938,       136.0000,       262.0609,         0.0000,         0.4738,         0.0108
     93,         0.0731,         0.4105,         0.4835,       127.5867,       462.0627,       156.2134,     82085.4531,       160.3239,       310.8980,    155049.4062,       136.0000,       262.0901,         0.0000,         0.4763,         0.0073
     94,         0.4186,         0.0630,         0.4816,       127.2510,       462.0822,       156.1526,     82085.2656,       160.1012,       311.1467,    155049.2500,       136.0000,       262.1199,         0.0000,         0.4795,         0.0021
     95,         0.5464,        -0.0660,         0.4804,       126.9162,       462.1021,       156.0918,     82085.0781,       159.8787,       311.3965,    155049.0781,       136.0000,       262.1497,         0.0000,         0.4764,         0.0040
     96,         0.8534,        -0.3644,         0.4890,       126.5823,       462.1223,       156.0311,     82084.8906,       159.6566,       311.6435,    155048.9062,       136.0000,       262.1791,         0.0000,         0.4781,         0.0109
     97,         0.8699,        -0.3682,         0.5017,       126.2492,       462.1422,       155.9703,     82084.7031,       159.4348,       311.8898,    155048.7500,       136.0000,       262.2081,         0.0000,         0.4778,         0.0240
     98,         1.7822,        -1.2204,         0.5617,       125.9285,       462.1628,       155.9117,     82084.5156,       159.2225,       312.1323,    155048.5781,       136.0000,       262.2371,         0.0228,         0.4812,         0.0805
     99,         1.5213,        -0.9122,         0.6091,       125.6072,       462.1835,       155.8530,     82084.3281,       159.0094,       312.3732,    155048.4062,       136.0000,       262.2658,         0.0202,         0.4757,         0.1334
    100,         0.2224,         0.3440,         0.5663,       125.2767,       462.2043,       155.7922,     82084.1406,       158.7886,       312.6128,    155048.2500,       136.0000,       262.2943,         0.0000,         0.4697,         0.0967
    101,         1.5398,        -0.9445,         0.5953,       124.9582,       462.2255,       155.7338,     82083.9531,       158.5768,       312.8488,    155048.0781,       136.0000,       262.3230,         0.0221,         0.4722,         0.1231
    102,         2.2602,        -1.5833,         0.6769,       124.6785,       462.2472,       155.6832,     82083.7656,       158.3958,       313.0810,    155047.9062,       136.0000,       262.3516,         0.0982,         0.4750,         0.2019
    103,         0.6568,        -0.0467,         0.6101,       124.3504,       462.2710,       155.6227,     82083.5781,       158.1759,       313.3011,    155047.7500,       136.0000,       262.3794,         0.0000,         0.4882,         0.1219
    104,         0.5054,         0.0640,         0.5694,       124.0232,       462.2947,       155.5623,     82083.3906,       157.9564,       313.5194,    155047.5938,       136.0000,       262.4071,         0.0000,         0.4895,         0.0799
    105,         0.3556,         0.1943,         0.5499,       123.6969,       462.3174,       155.5019,     82083.2031,       157.7373,       313.7411,    155047.4219,       136.0000,       262.4352,         0.0000,         0.4841,         0.0658
    106,         0.1846,         0.3321,         0.5167,       123.3715,       462.3396,       155.4415,     82083.0156,       157.5184,       313.9665,    155047.2500,       136.0000,       262.4637,         0.0000,         0.4783,         0.0384
    107,         0.3344,         0.1665,         0.5009,       123.0469,       462.3616,       155.3810,     82082.8281,       157.2998,       314.1913,    155047.0938,       136.0000,       262.4921,         0.0000,         0.4772,         0.0238
    108,         0.2441,         0.2463,         0.4903,       122.7232,       462.3842,       155.3206,     82082.6406,       157.0814,       314.4142,    155046.9219,       136.0000,       262.5205,         0.0000,         0.4777,         0.0127
    109,         0.5702,        -0.0766,         0.4936,       122.4003,       462.4080,       155.2602,     82082.4531,       156.8633,       314.6282,    155046.7500,       136.0000,       262.5484,         0.0000,         0.4870,         0.0067
    110,         0.5204,        -0.0061,         0.5143,       122.0782,       462.4347,       155.1998,     82082.2656,       156.6455,       314.8228,    155046.5938,       136.0000,       262.5750,         0.0000,         0.5095,         0.0047
    111,         0.7420,        -0.2084,         0.5337,       121.7570,       462.4624,       155.1393,     82082.0781,       156.4280,       315.0057,    155046.4375,       136.0000,       262.6010,         0.0000,         0.5240,         0.0097
    112,         0.4842,         0.0783,         0.5624,       121.4367,       462.4930,       155.0789,     82081.8516,       156.2108,       315.1654,    155046.2812,       136.0000,       262.6254,         0.0000,         0.5528,         0.0096
    113,         0.6045,        -0.0351,         0.5694,       121.1172,       462.5241,       155.0185,     82081.6016,       155.9939,       315.3162,    155046.1250,       136.0000,       262.6493,         0.0000,         0.5638,         0.0056
    114,         1.7193,        -1.0458,         0.6735,       120.8102,       462.5585,       154.9604,     82081.2969,       155.7866,       315.4401,    155045.9688,       136.0000,       262.6713,         0.0234,         0.5973,         0.0762
    115,         2.3722,        -1.4794,         0.8927,       120.5536,       462.5993,       154.9124,     82080.9219,       155.6193,       315.5120,    155045.8281,       136.0000,       262.6898,         0.1225,         0.6676,         0.2251
    116,         1.0029,        -0.0257,         0.9772,       120.2374,       462.6418,       154.8524,     82080.5469,       155.4042,       315.5529,    155045.6875,       136.0000,       262.7063,         0.0019,         0.7157,         0.2615
    117,         0.1376,         0.6934,         0.8310,       119.9210,       462.6759,       154.7923,     82080.1719,       155.1885,       315.6354,    155045.5312,       136.0000,       262.7258,         0.0000,         0.6655,         0.1655
    118,         1.3091,        -0.4074,         0.9017,       119.6317,       462.7124,       154.7375,     82079.7969,       154.9940,       315.7195,    155045.3750,       136.0000,       262.7454,         0.0524,         0.6532,         0.2485
    119,         2.3873,        -1.2644,         1.1229,       119.4597,       462.7560,       154.7061,     82079.3750,       154.8932,       315.7509,    155045.1875,       136.0000,       262.7614,         0.2858,         0.7219,         0.4010
    120,         0.4452,         0.7194,         1.1646,       119.1454,       462.8025,       154.6460,     82079.0000,       154.6782,       315.7432,    155045.0469,       136.0000,       262.7747,         0.0000,         0.7787,         0.3859
    121,         0.1656,         0.7597,         0.9253,       118.8319,       462.8393,       154.5860,     82078.6250,       154.4636,       315.7888,    155044.8906,       136.0000,       262.7920,         0.0000,         0.7123,         0.2130
    122,         0.6944,         0.2261,         0.9206,       118.5193,       462.8738,       154.5259,     82078.2500,       154.2492,       315.8631,    155044.7500,       136.0000,       262.8113,         0.0000,         0.6675,         0.2530
    123,         1.6822,        -0.6143,         1.0679,       118.2680,       462.9142,       154.4780,     82077.8359,       154.0837,       315.9017,    155044.5625,       136.0000,       262.8281,         0.1212,         0.7104,         0.3576
    124,         1.9129,        -0.6550,         1.2579,       118.0892,       462.9605,       154.4444,     82077.3984,       153.9760,       315.8919,    155044.3438,       136.0000,       262.8416,         0.2651,         0.7749,         0.4830
    125,         0.6989,         0.5913,         1.2902,       117.7785,       463.0092,       154.3843,     82076.8750,       153.7625,       315.8484,    155044.0625,       136.0000,       262.8528,         0.0000,         0.8242,         0.4660
    126,         2.3762,        -0.9767,         1.3995,       117.6685,       463.0555,       154.3643,     82076.4297,       153.7092,       315.8209,    155043.8438,       136.0000,       262.8653,         0.4000,         0.7997,         0.5998
    127,         2.1973,        -0.5333,         1.6640,       117.5891,       463.1146,       154.3503,     82075.8672,       153.6801,       315.6989,    155043.5312,       136.0000,       262.8712,         0.4606,         0.9225,         0.7415
    128,         2.1008,        -0.3237,         1.7772,       117.5359,       463.1776,       154.3415,     82075.2578,       153.6720,       315.5341,    155043.1875,       136.0000,       262.8741,         0.5129,         0.9823,         0.7949
    129,         1.1641,         0.4751,         1.6393,       118.9089,       463.2441,       154.2902,     82074.6016,       153.4939,       315.3290,    155042.7812,       129.0000,       262.8741,         1.7281,         1.0410,         0.5982
    130,         2.1184,        -0.1499,         1.9685,       120.5649,       463.3127,       154.2963,     82073.9297,       153.5454,       315.1051,    155042.3594,       129.0000,       262.8724,         2.3020,         1.0710,         0.8975
    131,         3.5078,        -1.2284,         2.2793,       122.3877,       463.3928,       154.3367,     82073.1875,       153.7337,       314.8038,    155041.9375,       129.0000,       262.8650,         2.6445,         1.1832,         1.0962
    132,         1.2489,         0.6853,         1.9342,       123.7197,       463.4756,       154.2798,     82072.5078,       153.5330,       314.4532,    155041.6875,       129.0000,       262.8538,         1.6717,         1.2794,         0.6548
    133,         0.6081,         1.2802,         1.8883,       125.0325,       463.5442,       154.2197,     82071.7734,       153.3199,       314.1695,    155041.2188,       129.0000,       262.8469,         1.6404,         1.2134,         0.6749
    134,         1.5261,         0.4339,         1.9600,       126.4914,       463.6062,       154.1896,     82071.0234,       153.2269,       313.9333,    155040.7188,       129.0000,       262.8430,         1.9396,         1.1582,         0.8018
    135,         2.2318,        -0.1653,         2.0666,       128.0741,       463.6689,       154.1853,     82070.3359,       153.2364,       313.7037,    155040.3125,       129.0000,       262.8389,         2.1952,         1.1551,         0.9114
    136,         3.0843,        -0.8077,         2.2766,       129.8275,       463.7349,       154.2160,     82069.6406,       153.3860,       313.4543,    155039.9375,       129.0000,       262.8328,         2.5457,         1.1898,         1.0868
    137,         3.2053,        -0.7635,         2.4418,       131.6282,       463.8058,       154.2575,     82068.9141,       153.5786,       313.1671,    155039.5312,       129.0000,       262.8236,         2.6494,         1.2489,         1.1930
    138,         3.2826,        -0.7712,         2.5114,       133.4936,       463.8751,       154.3140,     82068.1797,       153.8302,       312.8835,    155039.1562,       129.0000,       262.8137,         2.7883,         1.2491,         1.2623
    139,         3.9541,        -1.1034,         2.8506,       135.4712,       463.9618,       154.3948,     82067.5000,       154.1786,       312.4931,    155038.9375,       129.0000,       262.7953,         3.0230,         1.3897,         1.4609
    140,         3.5950,        -0.5017,         3.0933,       137.6183,       464.0489,       154.5114,     82066.7734,       154.6690,       312.0774,    155038.6719,       129.0000,       262.7745,         3.3726,         1.4333,         1.6600
    141,         1.9223,         0.8500,         2.7722,       139.3855,       464.1378,       154.5516,     82065.9688,       154.8543,       311.6215,    155038.3438,       129.0000,       262.7511,         2.6237,         1.5081,         1.2642
    142,         2.9445,        -0.0494,         2.8951,       141.2186,       464.2274,       154.6039,     82065.1172,       155.0890,       311.1436,    155037.9375,       129.0000,       262.7269,         2.7647,         1.5517,         1.3434
    143,         2.1267,         0.6509,         2.7776,       142.8735,       464.3196,       154.6216,     82064.1797,       155.1844,       310.6312,    155037.4688,       129.0000,       262.6999,         2.4176,         1.6031,         1.1745
    144,         1.4427,         0.9118,         2.3545,       144.1705,       464.3954,       154.5685,     82063.3594,       154.9968,       310.2039,    155037.1094,       129.0000,       262.6785,         1.7099,         1.5096,         0.8449
    145,         2.7470,        -0.1421,         2.6049,       145.8008,       464.4642,       154.5828,     82062.5547,       155.0790,       309.8363,    155036.7500,       129.0000,       262.6610,         2.3839,         1.4384,         1.1666
