 month,GPP_m,NPP_m,Reco_m,NEE_m,Rh_m,Ra_m,RLEAV_m, RWOOD_m,RROOT_m,Rh4_m,Rh5_m,Rh6_m,Rh7_m,Rh8_m,pheno,NSC_yr,add_yr,store_yr, QC(1),QC(2),QC(3),QC(4),QC(5),QC(6),QC(7),QC(8), wcl(1),wcl(2),wcl(3),zwt,thawd,snowd,  ch4emission,ch4pro,ch4oxi,ch4difu,ch4ebusat,ch4pla, ch4v1,ch4v2,ch4v3,ch4v4,ch4v5,ch4v6,ch4v7,ch4v8,ch4v9,ch4v10,unsatebu
     12,         0.0000,         0.0000,         1.5111,         1.5111,         0.7964,        -0.7147,         0.5431,         0.0420,         0.1296,         0.1901,         0.0164,         0.3724,         0.1992,         0.0184,       129.0000,        15.2736,         0.0000,         0.0768,       171.0069,       162.8472,       187.0255,       255.8558,       256.0574,       458.2200,     81857.0469,     72580.9062,         0.9502,         0.9455,         0.9470,       -52.3381,       150.0000,         0.1000,         0.0191,         0.0513,         0.0082,         0.0051,         0.0022,         0.0119,         0.0085,         1.5127,         4.0032,         5.5602,         6.5907,         7.4077,         7.6212,         7.7322,         7.8420,         7.9488,         0.0000
     13,         0.0000,         0.0000,         1.2292,         1.2292,         0.9533,        -0.2759,         0.2050,         0.0171,         0.0538,         0.2437,         0.0196,         0.4353,         0.2332,         0.0215,       129.0000,        17.3311,         0.0000,         0.0872,       149.9015,       159.7411,       174.5957,       276.3336,       257.6066,       457.9728,     81847.6719,     72580.9062,         0.9226,         0.9471,         0.9479,       -55.6505,       150.0000,         0.2191,         0.0185,         0.0554,         0.0100,         0.0079,         0.0015,         0.0091,         0.0062,         1.8557,         4.1047,         6.2135,         7.2013,         7.6788,         7.7703,         7.8228,         7.8831,         7.9484,         0.0000
     14,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000
     15,         0.0000,         0.0000,         0.5848,         0.5848,         0.5848,         0.0000,         0.0000,         0.0000,         0.0000,         0.1570,         0.0120,         0.2624,         0.1405,         0.0130,       129.0000,        17.3311,         0.0000,         0.0872,       138.1458,       157.8282,       167.2437,       287.0800,       258.5738,       458.1367,     81841.8594,     72580.9062,         0.9529,         0.9457,         0.9471,       -47.5244,       150.0000,         0.4041,         0.0093,         0.0286,         0.0039,         0.0035,         0.0000,         0.0058,         0.0078,         1.8943,         4.1986,         6.2860,         7.3250,         7.8246,         7.9034,         7.9461,         7.9961,         8.0513,         0.0000
     16,         0.0000,         0.0213,         0.7087,         0.7087,         0.5892,        -0.1195,         0.0868,         0.0093,         0.0233,         0.1628,         0.0120,         0.2616,         0.1400,         0.0129,       129.0000,        17.3311,         0.0000,         0.0872,       127.8644,       156.0480,       160.6375,       296.1326,       259.5080,       458.4978,     81836.0469,     72580.9062,         0.9528,         0.9415,         0.9446,        12.8189,       150.0000,         0.2173,         0.0211,         0.0363,         0.0010,         0.0150,         0.0001,         0.0060,         0.0316,         1.9194,         4.2429,         6.2884,         7.4035,         7.9433,         8.0254,         8.0676,         8.1169,         8.1717,         0.0000
     17,         0.0000,         2.0420,         1.2149,         1.2149,         0.7125,        -0.5024,         0.3976,         0.0345,         0.0703,         0.2040,         0.0147,         0.3118,         0.1667,         0.0154,        94.0000,        17.3311,         0.0000,         0.0872,       166.7755,       154.5568,       155.3732,       303.8875,       260.2872,       459.1967,     81828.2734,     72582.4766,         0.9527,         0.9378,         0.9417,       -17.5706,       150.0000,         0.0000,         0.0365,         0.0527,         0.0020,         0.0230,         0.0033,         0.0102,         0.0421,         1.5624,         4.2487,         6.0788,         7.2955,         8.0507,         8.1554,         8.2063,         8.2602,         8.3187,         0.0000
     18,         0.0000,         0.4807,         3.2476,         3.2476,         1.6783,        -1.5693,         1.2624,         0.1145,         0.1924,         0.4880,         0.0351,         0.7303,         0.3891,         0.0359,        94.0000,        17.3311,         0.0000,         0.0872,       167.9661,       155.6561,       160.4661,       297.1743,       259.9019,       461.1862,     81804.6797,     72591.6094,         0.9525,         0.9321,         0.9384,        12.6341,       150.0000,         0.0000,         0.0901,         0.1448,         0.0110,         0.0433,         0.0091,         0.0377,         0.1079,         0.9366,         3.1604,         4.4505,         6.1906,         8.1923,         8.4755,         8.6096,         8.7119,         8.7918,         0.0000
     19,         0.0000,         1.4235,         5.1580,         5.1580,         2.7335,        -2.4245,         1.9009,         0.1897,         0.3340,         0.7666,         0.0579,         1.2089,         0.6409,         0.0591,        94.0000,        17.3311,         0.0000,         0.0872,       181.7407,       159.3652,       175.6702,       275.2031,       258.2145,       463.0920,     81765.8750,     72607.0469,         0.9526,         0.9339,         0.9391,         6.2046,       150.0000,         0.0000,         0.1746,         0.2972,         0.0174,         0.0993,         0.0236,         0.0517,         0.2336,         1.7422,         3.8785,         4.8020,         6.2670,         8.5177,         8.8959,         9.0810,         9.2310,         9.3530,         0.0000
     20,         0.0000,         2.0808,         6.6783,         6.6783,         3.5464,        -3.1319,         2.4199,         0.2432,         0.4688,         0.9210,         0.0760,         1.6156,         0.8548,         0.0789,        94.0000,        17.3311,         0.0000,         0.0872,       198.8970,       163.9587,       193.8883,       245.6316,       255.4713,       462.3552,     81713.1719,     72622.3203,         0.9527,         0.9356,         0.9402,       -40.0742,       150.0000,         0.0000,         0.1997,         0.3958,         0.0430,         0.1003,         0.0311,         0.0682,         0.0711,         2.0208,         4.7753,         5.5354,         6.6017,         9.0120,         9.3937,         9.5764,         9.7338,         9.8686,         0.0000
     21,         0.0000,         0.9963,         5.7088,         5.7088,         2.7999,        -2.9089,         2.3941,         0.2129,         0.3019,         0.6699,         0.0598,         1.3100,         0.6958,         0.0643,        94.0000,        17.3311,         0.0000,         0.0872,       207.8140,       167.0966,       205.8350,       232.1308,       253.6763,       459.4719,     81670.0859,     72636.7422,         0.7961,         0.9328,         0.9384,       -79.6862,       150.0000,         0.0000,         0.1421,         0.2734,         0.0454,         0.0421,         0.0401,         0.0600,         0.0070,         1.4187,         4.1897,         4.9844,         6.1552,         8.6710,         9.0747,         9.2642,         9.4303,         9.5765,         0.0000
     22,         0.0000,         0.1814,         3.7489,         3.7489,         1.5229,        -2.2260,         1.8569,         0.1402,         0.2290,         0.3488,         0.0317,         0.7215,         0.3852,         0.0356,        94.0000,        17.3311,         0.0000,         0.0872,       202.8413,       167.7424,       207.6924,       236.9222,       253.3343,       457.3906,     81646.0859,     72646.2734,         0.7323,         0.7600,         0.9312,      -120.4446,       150.0000,         0.0000,         0.0461,         0.0999,         0.0303,         0.0033,         0.0103,         0.0326,         0.0086,         0.0211,         3.1262,         4.0717,         5.4599,         7.7847,         8.1990,         8.4013,         8.5764,         8.7268,         0.0024
     23,         0.0000,         0.0000,         2.4327,         2.4327,         0.9875,        -1.4452,         1.1769,         0.0855,         0.1827,         0.2320,         0.0202,         0.4639,         0.2485,         0.0230,        94.0000,        17.3311,         0.0000,         0.0872,       187.6897,       166.0824,       200.3845,       248.0500,       253.7435,       456.3044,     81631.0625,     72652.0859,         0.8766,         0.9413,         0.9446,       -65.3327,       150.0000,         0.0209,         0.0338,         0.0630,         0.0108,         0.0027,         0.0090,         0.0221,         0.0074,         0.6316,         3.0262,         4.0943,         5.5740,         7.3905,         7.7517,         7.9298,         8.0798,         8.2039,         0.0000
     24,         0.0000,         0.0000,         1.5212,         1.5212,         0.8269,        -0.6943,         0.5247,         0.0408,         0.1288,         0.2026,         0.0168,         0.3830,         0.2055,         0.0190,        94.0000,        17.3311,         0.0000,         0.0872,       170.7069,       163.7780,       190.6303,       263.7154,       254.7547,       455.7320,     81620.8438,     72655.5547,         0.9528,         0.9427,         0.9455,       -50.3239,       150.0000,         0.0347,         0.0329,         0.0599,         0.0072,         0.0126,         0.0079,         0.0124,         0.0086,         1.3461,         3.3603,         5.1457,         6.4834,         7.3891,         7.6183,         7.7362,         7.8424,         7.9378,         0.0000
     25,         0.0000,         0.0000,         1.0935,         1.0935,         0.9607,        -0.1328,         0.0982,         0.0082,         0.0263,         0.2515,         0.0195,         0.4347,         0.2334,         0.0216,        94.0000,        16.0089,         0.0000,         0.0805,       149.6386,       160.6305,       177.8655,       283.9904,       256.3387,       455.7554,     81611.4688,     72655.5547,         0.9530,         0.9468,         0.9477,       -45.5853,       150.0000,         0.2321,         0.0218,         0.0589,         0.0081,         0.0120,         0.0012,         0.0085,         0.0106,         1.7962,         3.7834,         5.7352,         7.1022,         7.6844,         7.7924,         7.8503,         7.9110,         7.9733,         0.0000
     26,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000
     27,         0.0000,         0.0000,         0.5857,         0.5857,         0.5857,        -0.0000,         0.0000,         0.0000,         0.0000,         0.1607,         0.0119,         0.2605,         0.1397,         0.0129,        94.0000,        16.0089,         0.0000,         0.0805,       137.9035,       158.7212,       170.4305,       294.5687,       257.3051,       456.0783,     81605.6562,     72655.5547,         0.9031,         0.9427,         0.9453,       -60.7450,       150.0000,         0.4258,         0.0099,         0.0291,         0.0048,         0.0039,         0.0005,         0.0056,         0.0049,         1.8272,         3.9470,         5.7432,         7.1941,         7.8170,         7.9124,         7.9594,         8.0102,         8.0637,         0.0000
     28,         0.0000,         0.0000,         0.5883,         0.5883,         0.5858,        -0.0025,         0.0018,         0.0002,         0.0005,         0.1650,         0.0118,         0.2579,         0.1382,         0.0128,        94.0000,        16.0089,         0.0000,         0.0805,       127.0890,       156.8561,       163.3865,       303.5743,       258.2348,       456.5713,     81599.8438,     72655.5547,         0.9528,         0.9396,         0.9433,       -21.5869,       150.0000,         0.4547,         0.0094,         0.0287,         0.0048,         0.0038,         0.0000,         0.0056,         0.0110,         1.8096,         4.0061,         5.7227,         7.2300,         7.9022,         8.0045,         8.0527,         8.1025,         8.1539,         0.0000
     29,         0.0000,         0.0000,         0.6237,         0.6237,         0.5915,        -0.0322,         0.0226,         0.0025,         0.0071,         0.1700,         0.0119,         0.2584,         0.1383,         0.0128,        94.0000,        16.0089,         0.0000,         0.0805,       117.2713,       155.0054,       156.6172,       311.0965,       259.1563,       457.2172,     81594.0312,     72655.5547,         0.9527,         0.9373,         0.9417,        27.3741,       150.0000,         0.0000,         0.0231,         0.0400,         0.0012,         0.0174,         0.0000,         0.0057,         0.0222,         1.8510,         3.9561,         5.6484,         7.2736,         7.9888,         8.1014,         8.1539,         8.2062,         8.2594,         0.0000
     30,         0.0000,         1.4914,         1.7377,         1.7377,         1.0285,        -0.7092,         0.5609,         0.0617,         0.0866,         0.3083,         0.0214,         0.4414,         0.2357,         0.0218,       136.0000,        16.0089,         0.0000,         0.0805,       146.9094,       154.7645,       156.4159,       311.2424,       259.5683,       458.8195,     81580.9297,     72659.7031,         0.9527,         0.9356,         0.9406,       -22.1079,       150.0000,         0.0000,         0.0473,         0.0794,         0.0064,         0.0264,         0.0021,         0.0188,         0.0420,         0.9392,         3.5416,         5.0958,         6.7856,         8.1299,         8.2931,         8.3656,         8.4361,         8.5097,         0.0000
     31,         0.0000,         1.5416,         3.9456,         3.9456,         2.2491,        -1.6965,         1.3503,         0.1333,         0.2129,         0.6628,         0.0472,         0.9741,         0.5171,         0.0479,       136.0000,        16.0089,         0.0000,         0.0805,       174.9938,       157.5410,       168.1129,       294.4105,       258.4979,       461.7974,     81549.4766,     72672.5156,         0.9525,         0.9325,         0.9384,       -42.4371,       150.0000,         0.0000,         0.1243,         0.2210,         0.0168,         0.0717,         0.0096,         0.0430,         0.0549,         1.4743,         3.4149,         4.5495,         6.2492,         8.4085,         8.7376,         8.8928,         9.0172,         9.1194,         0.0000
     32,         0.0000,         1.5315,         5.5195,         5.5195,         3.1031,        -2.4164,         1.8749,         0.1870,         0.3545,         0.8519,         0.0654,         1.3862,         0.7318,         0.0678,       136.0000,        16.0089,         0.0000,         0.0805,       188.3097,       161.2805,       183.1447,       267.3877,       256.3015,       463.1144,     81503.6250,     72686.6953,         0.9290,         0.9327,         0.9385,       -59.1856,       150.0000,         0.0000,         0.2059,         0.3540,         0.0191,         0.1241,         0.0183,         0.0635,         0.0215,         1.4685,         4.2006,         5.0812,         6.3466,         8.7177,         9.1091,         9.3027,         9.4644,         9.5977,         0.0000
     33,         0.0000,         1.4148,         5.5625,         5.5625,         2.7052,        -2.8572,         2.2873,         0.2138,         0.3561,         0.6969,         0.0572,         1.2375,         0.6531,         0.0606,       136.0000,        16.0089,         0.0000,         0.0805,       199.9726,       164.8487,       197.1283,       251.1820,       254.6328,       462.2714,     81463.1562,     72701.8359,         0.9526,         0.9352,         0.9403,       -38.9566,       150.0000,         0.0000,         0.1060,         0.2467,         0.0421,         0.0332,         0.0208,         0.0520,         0.0595,         1.6250,         4.1837,         5.0295,         6.2490,         8.6238,         9.0288,         9.2263,         9.3953,         9.5395,         0.0000
     34,         0.0000,         0.7570,         4.2505,         4.2505,         2.1520,        -2.0985,         1.7169,         0.1446,         0.2371,         0.5253,         0.0450,         1.0023,         0.5303,         0.0492,       136.0000,        16.0089,         0.0000,         0.0805,       202.0547,       166.5826,       203.4066,       246.4504,       253.7406,       460.3844,     81430.7188,     72715.9219,         0.9528,         0.9393,         0.9427,       -31.5180,       150.0000,         0.0000,         0.0963,         0.1891,         0.0360,         0.0190,         0.0297,         0.0476,         0.0340,         0.9224,         3.4904,         4.4158,         5.7680,         8.1697,         8.5847,         8.7891,         8.9640,         9.1123,         0.0000
     35,         0.0000,         0.0829,         2.3231,         2.3231,         1.1622,        -1.1608,         0.9304,         0.0695,         0.1609,         0.2798,         0.0237,         0.5435,         0.2885,         0.0268,       136.0000,        16.0089,         0.0000,         0.0805,       188.7137,       165.1162,       196.8999,       255.2943,       254.0720,       459.1785,     81412.9297,     72722.9531,         0.9529,         0.9438,         0.9459,       -37.1762,       150.0000,         0.0618,         0.0795,         0.1108,         0.0037,         0.0359,         0.0123,         0.0313,         0.0154,         0.7729,         3.0256,         4.2833,         5.7406,         7.6045,         7.9740,         8.1582,         8.3201,         8.4603,         0.0000
     36,         0.0000,         0.0000,         1.1873,         1.1873,         0.7705,        -0.4168,         0.3203,         0.0246,         0.0718,         0.1920,         0.0155,         0.3561,         0.1893,         0.0176,       136.0000,        16.0089,         0.0000,         0.0805,       171.6383,       162.8170,       187.2808,       271.5570,       255.1565,       458.6865,     81403.5469,     72725.5859,         0.9519,         0.9476,         0.9481,       -49.5913,       150.0000,         0.1720,         0.0239,         0.0511,         0.0080,         0.0084,         0.0062,         0.0093,         0.0038,         1.5141,         3.3627,         5.3938,         6.6636,         7.4753,         7.6929,         7.8085,         7.9167,         8.0161,         0.0000
     37,         0.0000,         0.0000,         0.9767,         0.9767,         0.9153,        -0.0614,         0.0456,         0.0038,         0.0120,         0.2433,         0.0184,         0.4134,         0.2199,         0.0204,       136.0000,        15.2782,         0.0000,         0.0768,       150.4551,       159.7065,       174.8147,       292.2235,       256.7830,       458.7537,     81393.5625,     72725.5859,         0.9339,         0.9465,         0.9476,       -53.6443,       150.0000,         0.2257,         0.0137,         0.0439,         0.0046,         0.0038,         0.0014,         0.0084,         0.0035,         1.7302,         3.7900,         5.8796,         7.1593,         7.7258,         7.8375,         7.8985,         7.9565,         8.0113,         0.0000
     38,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000
     39,         0.0000,         0.0000,         0.5654,         0.5654,         0.5654,        -0.0000,         0.0000,         0.0000,         0.0000,         0.1576,         0.0114,         0.2508,         0.1333,         0.0124,       136.0000,        15.2782,         0.0000,         0.0768,       138.6559,       157.8141,       167.5276,       302.9314,       257.7677,       459.0929,     81387.7422,     72725.5859,         0.9529,         0.9457,         0.9471,       -49.3442,        31.2500,         0.4757,         0.0069,         0.0223,         0.0022,         0.0017,         0.0000,         0.0053,         0.0033,         1.5138,         3.8449,         5.8369,         7.2578,         7.8591,         7.9585,         8.0092,         8.0584,         8.1064,         0.0000
     40,         0.0000,         0.0000,         0.5967,         0.5967,         0.5933,        -0.0034,         0.0024,         0.0002,         0.0007,         0.1702,         0.0119,         0.2602,         0.1382,         0.0128,       136.0000,        15.2782,         0.0000,         0.0768,       127.7825,       155.9238,       160.4720,       311.7784,       258.7206,       459.6436,     81381.9297,     72725.5859,         0.9529,         0.9422,         0.9448,       -41.0881,        93.7500,         0.6507,         0.0078,         0.0250,         0.0030,         0.0026,         0.0000,         0.0051,         0.0080,         1.6464,         3.8325,         5.7111,         7.2770,         7.9485,         8.0509,         8.0996,         8.1487,         8.1986,         0.0000
     41,         0.0000,         0.0000,         0.6571,         0.6571,         0.6087,        -0.0483,         0.0342,         0.0037,         0.0104,         0.1783,         0.0122,         0.2648,         0.1404,         0.0130,       136.0000,        15.2782,         0.0000,         0.0768,       117.7948,       154.0614,       153.7334,       318.7844,       259.6214,       460.3845,     81376.1172,     72725.5859,         0.9529,         0.9415,         0.9442,        18.9477,       150.0000,         0.0577,         0.0188,         0.0348,         0.0015,         0.0133,         0.0000,         0.0055,         0.0349,         1.7931,         3.8625,         5.6056,         7.2986,         8.0262,         8.1355,         8.1859,         8.2396,         8.2971,         0.0000
     42,         0.0000,         1.3131,         2.1465,         2.1465,         1.2314,        -0.9151,         0.6935,         0.0816,         0.1400,         0.3755,         0.0256,         0.5264,         0.2782,         0.0258,       141.0000,        15.2782,         0.0000,         0.0768,       142.9782,       154.6376,       156.8730,       314.8437,       259.7860,       462.4600,     81360.1484,     72732.0859,         0.9527,         0.9362,         0.9409,        20.2843,       150.0000,         0.0000,         0.0627,         0.1025,         0.0061,         0.0386,         0.0013,         0.0228,         0.1443,         1.2433,         3.6916,         5.1180,         6.7858,         8.2186,         8.3832,         8.4583,         8.5383,         8.6262,         0.0000
     43,         0.0000,         2.2651,         4.9567,         4.9567,         2.8531,        -2.1036,         1.6048,         0.1644,         0.3344,         0.8272,         0.0593,         1.2495,         0.6561,         0.0610,       141.0000,        15.2782,         0.0000,         0.0768,       180.1560,       157.6965,       169.6348,       286.4204,       257.8469,       465.5006,     81318.2188,     72746.6953,         0.9524,         0.9318,         0.9379,        10.7174,       150.0000,         0.0000,         0.2666,         0.3488,         0.0010,         0.1472,         0.0588,         0.0606,         0.2338,         2.0886,         4.4233,         5.3173,         6.5552,         8.7340,         9.0439,         9.1869,         9.3039,         9.4113,         0.0000
     44,         0.0000,         0.8708,         6.2739,         6.2739,         3.6766,        -2.5973,         2.1531,         0.1931,         0.2512,         0.9602,         0.0767,         1.6790,         0.8788,         0.0818,       141.0000,        15.2782,         0.0000,         0.0768,       192.0910,       161.2151,       183.7799,       251.0068,       254.8087,       464.6844,     81261.6875,     72763.5781,         0.8807,         0.9318,         0.9379,       -67.0665,       150.0000,         0.0000,         0.2938,         0.4487,         0.0449,         0.1150,         0.1025,         0.0763,         0.0187,         2.2394,         5.2079,         5.9466,         6.8285,         9.2904,         9.6170,         9.7475,         9.8594,         9.9596,         0.0000
