"","GLmax","GRmax","Gsmax","JV","Vcmx0","Entrpy","gddonset","Tau_Leaf","Tau_Root","Tau_F","Tau_C","Tau_Micro","Tau_SlowSOM","Tau_Passive","Q10","Rl0","Rs0","Rr0","Q10rh","f_F2M","f_C2M","f_M2S","f_M2P","r_me","Q10_pro","Omax","Tveg","f","bubprob","Vmaxfraction"
"1",22.24,19.57,21,1.17,17.08,658.34,148.23,0.96,0.65,0.25,10.69,0.32,102.4,1687.1,2.95,30.04,7.66,19.44,3.54,0.53,0.28,0.29,0.12,0.11,3.49,21.24,1.19,0.35,0.25,0.13
"2",32.87,21.11,18.87,1.13,16.97,656.58,148.11,0.46,0.53,0.26,7.97,0.3,333.65,1874.21,3.16,29.23,8.06,23.48,3.1,0.54,0.27,0.31,0.13,0.09,2.82,24.85,5.19,0.28,0.28,0.1
"3",28.75,20.83,19.38,1.2,16.11,658.1,131.57,0.38,0.62,0.33,8.92,0.35,62.63,1981.06,2.6,29.25,7.54,25.64,3.52,0.54,0.27,0.29,0.12,0.06,3.27,22.22,4.08,0.34,0.27,0.12
"4",25.71,19.43,18.88,1.07,15.16,644.34,148.25,0.43,0.47,0.28,10.5,0.35,57.9,2189.76,2.67,27.01,7.42,27.43,3.11,0.56,0.27,0.33,0.14,0.1,3.24,22.36,5.22,0.27,0.22,0.11
"5",30.43,20.11,19.08,1.08,14.99,646.97,135.18,0.33,0.67,0.32,10.63,0.36,25.49,2084.18,2.63,30.04,7.43,26.1,2.81,0.56,0.28,0.3,0.13,0.11,2.84,19.1,6.26,0.3,0.27,0.13
"6",27.79,20.32,18.91,1.1,15.53,649.23,129.05,0.32,0.54,0.32,10.25,0.36,33.04,1905.44,2.57,30.45,7.46,23.52,2.31,0.54,0.27,0.3,0.13,0.17,2.53,1.07,3.25,0.18,0.28,0.15
