"","GLmax","GRmax","Gsmax","JV","Vcmx0","Entrpy","gddonset","Tau_Leaf","Tau_Root","Tau_F","Tau_C","Tau_Micro","Tau_SlowSOM","Tau_Passive","Q10","Rl0","Rs0","Rr0","Q10rh","f_F2M","f_C2M","f_M2S","f_M2P","r_me","Q10_pro","Omax","Tveg","f","bubprob","Vmaxfraction"
"1",26.33,19.42,20.1,1.18,17.1,657.87,149.8,0.89,0.65,0.27,10.84,0.33,88.64,2227.68,3.18,31.48,7.22,20.12,3.42,0.53,0.28,0.29,0.12,0.12,3.51,23.84,1.27,0.34,0.25,0.12
"2",28.86,21.3,19.01,1.19,16,656.14,145.22,0.47,0.52,0.19,11.03,0.3,179.94,2067.51,2.66,28.87,6.28,25.4,3.1,0.54,0.27,0.31,0.14,0.1,3.78,27.22,3.43,0.28,0.26,0.13
"3",31.13,18.84,19.68,1.26,13.08,653.68,129.06,0.52,0.64,0.33,12.54,0.35,26.62,1957.06,2.76,31.09,7.56,23.24,3.42,0.54,0.27,0.28,0.12,0.06,3.33,22.52,4.4,0.36,0.23,0.11
"4",27.67,20.02,19.66,1.75,8.8,644.99,137.74,0.65,0.5,0.26,9.66,0.42,45.6,2124.95,2.53,28.41,7.67,28.09,3.04,0.55,0.27,0.32,0.14,0.11,3.16,23.91,6.42,0.27,0.3,0.12
"5",31.6,21.41,20.94,2.33,5.7,646.44,128.87,1.34,0.45,0.27,11.41,0.34,24.49,2007.49,2.51,27.69,7.71,26.07,2.53,0.56,0.27,0.3,0.12,0.13,2.25,23.75,4.33,0.27,0.29,0.12
"6",26.94,19.22,20.27,1.61,10.45,647.13,127.42,0.33,0.57,0.31,9.18,0.36,32.84,2205.11,2.8,28.23,7.47,27.12,2.26,0.53,0.27,0.3,0.12,0.15,3.05,1.52,2.69,0.17,0.28,0.16
