"","GLmax","GRmax","Gsmax","JV","Vcmx0","Entrpy","gddonset","Tau_Leaf","Tau_Root","Tau_F","Tau_C","Tau_Micro","Tau_SlowSOM","Tau_Passive","Q10","Rl0","Rs0","Rr0","Q10rh","f_F2M","f_C2M","f_M2S","f_M2P","r_me","Q10_pro","Omax","Tveg","f","bubprob","Vmaxfraction"
"1",24.3,18.81,18.96,1.2,17.05,658.66,150.52,0.91,0.65,0.25,8.52,0.32,137.3,1819.05,2.35,33.07,7.45,17.59,2.7,0.54,0.28,0.29,0.12,0.12,2.02,20.23,0.94,0.34,0.25,0.11
"2",29.9,20.85,19.3,1.24,15.31,655.6,148.05,0.48,0.51,0.18,3.66,0.26,459.93,2429.22,2.18,25.92,7.74,23,2.64,0.54,0.27,0.32,0.13,0.1,2,18.27,4.26,0.27,0.23,0.11
"3",30.52,20.08,20.27,1.32,13.48,656.76,129.73,0.44,0.63,0.32,12.17,0.37,23.79,1968.91,2.13,26.62,7.17,23.71,2.73,0.54,0.27,0.28,0.12,0.07,1.78,22.54,3.92,0.32,0.24,0.14
"4",30.06,20.65,20.18,1.5,9.46,644.22,147.18,0.62,0.47,0.28,10.35,0.36,43.07,2225.72,1.82,26.48,7.41,27.81,2.67,0.56,0.28,0.36,0.15,0.13,1.95,19.61,5.63,0.25,0.24,0.12
"5",35.96,19.26,19.61,1.69,8.83,645.08,131.41,0.46,0.51,0.35,9.66,0.36,25.31,1704.8,1.93,30,7.5,27.89,2.52,0.55,0.27,0.28,0.11,0.14,1.8,20.95,6.11,0.25,0.26,0.12
"6",30.3,19.31,19.25,1.98,9.22,648.16,130.49,0.33,0.49,0.28,9.98,0.36,31.83,2103.59,2,30.9,7.82,24.82,2.17,0.54,0.27,0.3,0.12,0.18,1.97,1.15,2.8,0.16,0.26,0.15
