"","GLmax","GRmax","Gsmax","JV","Vcmx0","Entrpy","gddonset","Tau_Leaf","Tau_Root","Tau_F","Tau_C","Tau_Micro","Tau_SlowSOM","Tau_Passive","Q10","Rl0","Rs0","Rr0","Q10rh","f_F2M","f_C2M","f_M2S","f_M2P","r_me","Q10_pro","Omax","Tveg","f","bubprob","Vmaxfraction"
"1",14.54,13.25,15.9,1.13,23.05,660.05,155.32,0.71,0.54,0.19,7.06,0.42,54.27,1596.12,3.78,40.46,9.69,13.5,3.73,0.52,0.27,0.24,0.16,0.17,2.08,3.68,0.86,0.31,0.11,0.13
"2",15.62,13.04,13.21,1.08,23.4,659.47,157.94,0.42,0.33,0.16,3.67,0.44,842.77,1315.95,3.77,28.55,8.86,12.74,3.71,0.47,0.29,0.28,0.1,0.06,3.49,5.08,1.47,0.3,0.22,0.11
"3",18.55,13.65,21.62,1.16,16.85,660.34,152.45,0.33,0.38,0.33,4.39,0.45,28.51,3031.38,3.66,29.76,9,31.08,3.62,0.59,0.29,0.23,0.09,0.07,1.48,6.79,1.51,0.3,0.31,0.09
"4",22.34,14.36,14.28,1.2,16.06,642.28,152.19,0.39,0.4,0.23,2.92,0.39,38.86,2772.59,3.68,22.16,9.46,13.68,2.98,0.58,0.27,0.37,0.17,0.11,1.41,6.53,3.25,0.26,0.15,0.17
"5",17.59,25.99,18.56,1.2,14.92,642.56,143.18,0.32,0.54,0.42,16.35,0.42,25.71,2845.79,3.6,17.12,5.93,21.78,2.68,0.54,0.28,0.24,0.08,0.12,1.38,19.79,3.08,0.28,0.07,0.17
"6",34.8,17.79,14.97,1.13,17.16,648.99,148.11,0.31,0.36,0.35,14.69,0.4,32.1,2378.6,3.42,35.13,9.17,17.23,2.29,0.52,0.27,0.37,0.09,0.16,1.42,2.68,1.74,0.18,0.4,0.18
