"","GLmax","GRmax","Gsmax","JV","Vcmx0","Entrpy","gddonset","Tau_Leaf","Tau_Root","Tau_F","Tau_C","Tau_Micro","Tau_SlowSOM","Tau_Passive","Q10","Rl0","Rs0","Rr0","Q10rh","f_F2M","f_C2M","f_M2S","f_M2P","r_me","Q10_pro","Omax","Tveg","f","bubprob","Vmaxfraction"
"1",17.82,21.9,18.82,1.1,16.79,658.7,155.53,0.77,0.65,0.23,13.35,0.4,67.22,2559.43,3.52,35.93,6.07,13.17,3.73,0.48,0.29,0.25,0.09,0.11,3.39,34.2,0.88,0.35,0.13,0.16
"2",20.38,26.43,14.42,1.07,15.09,658.85,149.58,0.46,0.5,0.14,14.6,0.3,96.45,1630.29,2.8,29.38,5.36,17.43,3.38,0.54,0.26,0.33,0.17,0.09,3.89,35.36,2.06,0.28,0.27,0.17
"3",28.61,14.21,17.86,1.08,13.76,657.87,138.03,0.36,0.58,0.36,16.64,0.46,25.93,992.69,3.52,33.87,6.78,15.56,3.67,0.49,0.26,0.23,0.14,0.06,2.06,24.52,1.84,0.35,0.2,0.13
"4",19.45,14.66,17.1,1.34,8.02,642.2,150.8,0.5,0.48,0.16,4.07,0.47,39.5,1652.81,2.78,33.13,7.61,37.24,2.97,0.52,0.27,0.37,0.17,0.11,2.75,31.27,6.04,0.25,0.4,0.17
"5",29.49,26.52,25.86,2.74,5.24,646.86,131.9,1.44,0.42,0.2,14.07,0.41,24.2,1932.22,2.33,29.08,8.42,20.8,2.36,0.57,0.26,0.31,0.08,0.12,1.46,34.35,2.8,0.28,0.4,0.16
"6",16.58,14.11,25.35,1.15,8.31,645.33,113.64,0.31,0.45,0.42,5.07,0.43,28.86,2929.33,3.23,34.96,7.67,28.66,2.1,0.48,0.27,0.3,0.1,0.12,2.01,0.7,1.2,0.14,0.36,0.18
