 month,GPP_m,NPP_m,Reco_m,NEE_m,Rh_m,Ra_m,RLEAV_m, RWOOD_m,RROOT_m,Rh4_m,Rh5_m,Rh6_m,Rh7_m,Rh8_m,pheno,NSC_yr,add_yr,store_yr, QC(1),QC(2),QC(3),QC(4),QC(5),QC(6),QC(7),QC(8), wcl(1),wcl(2),wcl(3),zwt,thawd,snowd,  ch4emission,ch4pro,ch4oxi,ch4difu,ch4ebusat,ch4pla, ch4v1,ch4v2,ch4v3,ch4v4,ch4v5,ch4v6,ch4v7,ch4v8,ch4v9,ch4v10,unsatebu
      1,         0.2523,         0.0000,        13.5826,        13.3303,        13.4455,         0.1371,         0.0903,         0.0138,         0.0330,         3.4414,         0.2923,         6.0481,         3.3557,         0.3079,       136.0000,        13.0948,         0.0000,         0.0658,       100.0085,       186.3931,       155.3492,       265.5040,       266.0605,       443.5868,     82097.4219,     72479.3750,         0.9318,         0.9480,         0.9484,       -53.5222,       150.0000,         0.2120,         0.3639,         0.7960,         0.1446,         0.1241,         0.1134,         0.1264,         0.0085,         1.7697,         3.8113,         5.7775,         7.1318,         7.7120,         7.8199,         7.8806,         7.9444,         8.0098,         0.0000
      2,         2.4750,         0.0017,        13.3610,        10.8859,        13.3428,         0.0181,         0.0114,         0.0023,         0.0043,         3.5103,         0.2892,         5.9445,         3.2963,         0.3025,       136.0000,        13.0948,         0.0000,         0.0658,        90.2440,       184.5421,       149.0549,       273.7194,       266.9640,       443.9000,     82091.7969,     72479.3750,         0.9529,         0.9449,         0.9467,       -46.9085,       150.0000,         0.4940,         0.4346,         0.7933,         0.1065,         0.1872,         0.1178,         0.1297,         0.0114,         1.7953,         3.9090,         5.6853,         7.2023,         7.8307,         7.9332,         7.9879,         8.0457,         8.1053,         0.0000
      3,         6.1037,         0.0000,        13.5038,         7.4000,        13.4826,         0.0212,         0.0132,         0.0025,         0.0055,         3.6244,         0.2916,         5.9611,         3.3024,         0.3031,       136.0000,        13.0948,         0.0000,         0.0658,        81.4322,       182.7160,       143.0387,       280.4830,       267.8452,       444.3391,     82086.1719,     72479.3750,         0.8809,         0.9408,         0.9439,       -65.2055,       150.0000,         0.5330,         0.4366,         0.7497,         0.1410,         0.1089,         0.1973,         0.1304,         0.0064,         1.8454,         3.9761,         5.7507,         7.2231,         7.8949,         8.0049,         8.0613,         8.1188,         8.1775,         0.0000
      4,        17.8418,         0.1856,        16.1529,        -1.6889,        15.3128,         0.8401,         0.4983,         0.1411,         0.2007,         4.2212,         0.3334,         6.7068,         3.7107,         0.3406,       136.0000,        13.0948,         0.0000,         0.0658,        73.5707,       180.9837,       137.2104,       284.6081,       268.6149,       445.0282,     82079.1562,     72480.7188,         0.9526,         0.9366,         0.9411,        17.6205,       150.0000,         0.0000,         0.7091,         1.1165,         0.0430,         0.4462,         0.0793,         0.1837,         0.0501,         1.6022,         3.8993,         5.5800,         7.1778,         7.9916,         8.1184,         8.1810,         8.2420,         8.3035,         0.0000
      5,        44.4998,        42.9181,        51.4771,         6.9773,        34.1406,        17.3365,        11.5758,         3.3271,         2.4336,         9.5405,         0.7598,        14.8793,         8.2076,         0.7534,       129.0000,        13.0948,         0.0000,         0.0658,       102.7667,       182.5179,       133.4674,       276.8315,       268.3844,       446.7251,     82058.4062,     72488.7422,         0.9528,         0.9380,         0.9415,       -42.8600,       150.0000,         0.0000,         1.8337,         2.6049,         0.3648,         0.5292,         0.6194,         0.6851,         0.0274,         0.9407,         3.1736,         4.5595,         6.2779,         8.1028,         8.3754,         8.5086,         8.6096,         8.6881,         0.0000
      6,        79.4293,        44.8895,        91.0941,        11.6648,        52.1130,        38.9811,        26.8846,         4.2591,         7.8374,        14.0950,         1.1693,        23.0346,        12.6522,         1.1620,       129.0000,        13.0948,         0.0000,         0.0658,       119.3000,       184.0132,       141.0744,       261.3749,       267.1670,       448.4025,     82025.4531,     72503.9062,         0.9523,         0.9312,         0.9382,        42.7699,       150.0000,         0.0000,         2.6753,         4.5870,         0.5911,         0.9069,         0.8720,         0.8964,         0.1567,         1.3679,         3.4096,         4.5240,         6.1365,         8.2424,         8.6162,         8.8056,         8.9564,         9.0759,         0.0000
      7,       112.2775,        56.2066,       131.8681,        19.5905,        80.6347,        51.2335,        33.8422,         5.3627,        12.0287,        20.4740,         1.8443,        36.4950,        19.9846,         1.8368,       129.0000,        13.0948,         0.0000,         0.0658,       134.3209,       187.7683,       157.3428,       231.2517,       264.2784,       448.5472,     81972.8438,     72518.9141,         0.9526,         0.9328,         0.9386,         3.6988,       150.0000,         0.0000,         6.2072,         9.5327,         0.5873,         3.1020,         1.6186,         1.4866,         0.2687,         2.3108,         4.8484,         5.6524,         6.6969,         8.9099,         9.2834,         9.4719,         9.6314,         9.7644,         0.0000
      8,       114.0041,        54.1053,       129.1974,        15.1931,        76.4820,        52.7152,        35.6931,         5.3308,        11.6913,        17.6088,         1.7576,        35.7042,        19.6079,         1.8037,       129.0000,        13.0948,         0.0000,         0.0658,       146.8786,       191.2778,       172.1288,       210.0487,       261.6206,       445.5404,     81920.8750,     72533.2891,         0.8905,         0.9344,         0.9394,       -65.6512,       150.0000,         0.0000,         7.0732,         9.4002,         0.5166,         3.0954,         2.3139,         1.6640,         0.0166,         1.9010,         4.8660,         5.6448,         6.5947,         8.9799,         9.3570,         9.5400,         9.7021,         9.8438,         0.0000
      9,        75.1622,        26.4087,        91.6587,        16.4966,        47.6742,        43.9845,        32.2725,         4.2630,         7.4491,        10.3348,         1.0846,        22.6103,        12.4944,         1.1501,       129.0000,        13.0948,         0.0000,         0.0658,       144.9104,       192.2167,       176.2500,       208.1168,       260.5684,       442.8255,     81889.1953,     72545.2031,         0.7410,         0.8908,         0.9418,       -91.2840,       150.0000,         0.0000,         2.8496,         3.5621,         0.8302,         0.1578,         1.6847,         1.0071,         0.0069,         0.7289,         3.6904,         4.5668,         5.7687,         8.1342,         8.5352,         8.7344,         8.9131,         9.0715,         0.1875
     10,        41.4327,        15.4115,        66.1030,        24.6704,        31.4154,        34.6876,        25.6142,         3.3471,         5.7263,         6.8421,         0.7059,        14.8584,         8.2493,         0.7597,       129.0000,        13.0948,         0.0000,         0.0658,       137.9157,       191.9905,       175.6638,       214.1765,       260.4562,       441.1778,     81868.0625,     72552.4297,         0.9240,         0.9414,         0.9443,       -59.2000,       150.0000,         0.0000,         1.6201,         2.1839,         0.5803,         0.1644,         0.7858,         0.6699,         0.0104,         0.6339,         3.3226,         4.2673,         5.5743,         7.5895,         7.9665,         8.1545,         8.3230,         8.4714,         0.2011
