 sdoy, GPP_d, NEE_d, Reco_d, NPP_d, Ra_d, QC1, QC2, QC3, QC4,QC5,QC6, Rh_d,QC7,QC8
     37,         0.0532,         0.6925,         0.7457,         0.0000,         0.3842,       120.4298,       205.2402,       189.9886,       140.7623,       301.2330,       350.6322,         0.3615,     86544.1250,     71120.0000
     38,         0.0056,         0.4840,         0.4896,         0.0000,         0.1326,       120.0180,       205.1717,       189.7265,       141.3047,       301.2657,       350.6546,         0.3570,     86543.7500,     71120.0000
     39,         0.0187,         0.4551,         0.4738,         0.0000,         0.1180,       119.6077,       205.1033,       189.4649,       141.8459,       301.2985,       350.6770,         0.3558,     86543.3750,     71120.0000
     40,         0.0102,         0.4454,         0.4556,         0.0000,         0.1004,       119.1987,       205.0352,       189.2039,       142.3850,       301.3313,       350.6995,         0.3552,     86543.0000,     71120.0000
     41,         0.0155,         0.4232,         0.4388,         0.0000,         0.0867,       118.7912,       204.9671,       188.9436,       142.9230,       301.3646,       350.7221,         0.3521,     86542.6250,     71120.0000
     42,         0.0378,         0.5313,         0.5692,         0.0000,         0.2151,       118.3851,       204.8990,       188.6838,       143.4577,       301.3976,       350.7451,         0.3541,     86542.2500,     71120.0000
     43,         0.0896,         0.5434,         0.6330,         0.0000,         0.2766,       117.9803,       204.8309,       188.4245,       143.9888,       301.4304,       350.7685,         0.3564,     86541.8750,     71120.0000
     44,         0.3485,         0.6440,         0.9925,         0.0000,         0.6327,       117.5769,       204.7626,       188.1646,       144.5161,       301.4631,       350.7931,         0.3598,     86541.5000,     71120.0000
     45,         0.1497,         0.7668,         0.9165,         0.0000,         0.5599,       117.1749,       204.6937,       187.9029,       145.0414,       301.4961,       350.8185,         0.3567,     86541.1250,     71120.0000
     46,         0.3155,         0.6665,         0.9820,         0.0000,         0.6243,       116.7743,       204.6249,       187.6415,       145.5641,       301.5289,       350.8444,         0.3577,     86540.7500,     71120.0000
     47,         0.8580,         0.2003,         1.0583,         0.1458,         0.7004,       116.4478,       204.6289,       187.3806,       146.0846,       301.5617,       350.8704,         0.3579,     86540.3750,     71120.0000
     48,         0.2317,         0.8401,         1.0719,         0.0000,         0.7131,       116.0497,       204.5600,       187.1200,       146.6026,       301.5945,       350.8967,         0.3588,     86540.0000,     71120.0000
     49,         0.0314,         0.5231,         0.5545,         0.0000,         0.1996,       115.6529,       204.4912,       186.8597,       147.1202,       301.6274,       350.9233,         0.3549,     86539.6250,     71120.0000
     50,         0.0120,         0.4921,         0.5042,         0.0000,         0.1497,       115.2575,       204.4223,       186.5999,       147.6369,       301.6606,       350.9494,         0.3545,     86539.2500,     71120.0000
     51,         0.0398,         0.5356,         0.5754,         0.0000,         0.2207,       114.8634,       204.3537,       186.3404,       148.1502,       301.6936,       350.9766,         0.3548,     86538.8750,     71120.0000
     52,         0.0794,         0.5298,         0.6092,         0.0000,         0.2540,       114.4707,       204.2852,       186.0812,       148.6613,       301.7265,       351.0039,         0.3552,     86538.5000,     71120.0000
     53,         0.0751,         0.5263,         0.6014,         0.0000,         0.2456,       114.0793,       204.2167,       185.8225,       149.1707,       301.7596,       351.0310,         0.3558,     86538.1250,     71120.0000
     54,         0.0245,         0.6968,         0.7212,         0.0000,         0.3646,       113.6893,       204.1483,       185.5641,       149.6770,       301.7926,       351.0587,         0.3566,     86537.7500,     71120.0000
     55,         0.0209,         0.5366,         0.5575,         0.0000,         0.1970,       113.3006,       204.0798,       185.3060,       150.1818,       301.8256,       351.0863,         0.3605,     86537.3750,     71120.0000
     56,         0.0053,         0.4391,         0.4444,         0.0000,         0.0845,       112.9132,       204.0113,       185.0483,       150.6863,       301.8590,       351.1135,         0.3599,     86537.0000,     71120.0000
     57,         0.0085,         0.4123,         0.4209,         0.0000,         0.0635,       112.5271,       203.9428,       184.7910,       151.1905,       301.8926,       351.1404,         0.3574,     86536.6250,     71120.0000
     58,         0.0538,         0.4871,         0.5409,         0.0000,         0.1801,       112.1424,       203.8743,       184.5340,       151.6905,       301.9256,       351.1682,         0.3608,     86536.2500,     71120.0000
     59,         0.1232,         0.4693,         0.5925,         0.0000,         0.2301,       111.7590,       203.8058,       184.2774,       152.1879,       301.9581,       351.1964,         0.3624,     86535.8750,     71120.0000
     60,         0.0598,         0.5092,         0.5690,         0.0000,         0.2057,       111.3769,       203.7374,       184.0211,       152.6826,       301.9906,       351.2249,         0.3633,     86535.5000,     71120.0000
     61,         0.0099,         0.4441,         0.4540,         0.0000,         0.0938,       110.9960,       203.6689,       183.7653,       153.1771,       302.0233,       351.2533,         0.3602,     86535.1250,     71120.0000
     62,         0.0503,         0.5394,         0.5897,         0.0000,         0.2268,       110.6165,       203.6004,       183.5097,       153.6677,       302.0556,       351.2827,         0.3629,     86534.7500,     71120.0000
     63,         0.0684,         0.5587,         0.6271,         0.0000,         0.2626,       110.2383,       203.5319,       183.2545,       154.1554,       302.0878,       351.3128,         0.3645,     86534.3750,     71120.0000
     64,         0.0742,         0.4927,         0.5669,         0.0000,         0.2022,       109.8614,       203.4634,       182.9998,       154.6417,       302.1203,       351.3423,         0.3647,     86534.0000,     71120.0000
     65,         0.0592,         0.5482,         0.6074,         0.0000,         0.2427,       109.4858,       203.3950,       182.7453,       155.1254,       302.1525,       351.3727,         0.3648,     86533.6250,     71120.0000
     66,         0.0834,         0.5078,         0.5912,         0.0000,         0.2248,       109.1115,       203.3266,       182.4912,       155.6068,       302.1848,       351.4030,         0.3664,     86533.2500,     71120.0000
     67,         0.1595,         0.4640,         0.6235,         0.0000,         0.2585,       108.7384,       203.2585,       182.2375,       156.0869,       302.2173,       351.4334,         0.3650,     86532.8750,     71120.0000
     68,         0.2320,         0.5638,         0.7958,         0.0000,         0.4276,       108.3666,       203.1904,       181.9842,       156.5631,       302.2495,       351.4648,         0.3681,     86532.5000,     71120.0000
     69,         0.2791,         0.5119,         0.7909,         0.0000,         0.4221,       107.9961,       203.1223,       181.7312,       157.0370,       302.2816,       351.4964,         0.3688,     86532.1250,     71120.0000
     70,         0.3049,         0.5555,         0.8604,         0.0000,         0.4917,       107.6269,       203.0542,       181.4790,       157.5086,       302.3137,       351.5283,         0.3687,     86531.7500,     71120.0000
     71,         0.0517,         0.6421,         0.6937,         0.0000,         0.3243,       107.2589,       202.9861,       181.2269,       157.9780,       302.3458,       351.5607,         0.3694,     86531.3750,     71120.0000
     72,         0.1132,         0.5113,         0.6245,         0.0000,         0.2564,       106.8922,       202.9180,       180.9751,       158.4461,       302.3780,       351.5929,         0.3681,     86531.0000,     71120.0000
     73,         0.4958,         0.2956,         0.7914,         0.0000,         0.4217,       106.5267,       202.8500,       180.7239,       158.9113,       302.4102,       351.6252,         0.3697,     86530.6250,     71120.0000
     74,         0.5535,         0.3682,         0.9217,         0.0000,         0.5515,       106.1625,       202.7822,       180.4737,       159.3736,       302.4423,       351.6581,         0.3702,     86530.2500,     71120.0000
     75,         0.4835,         0.4368,         0.9203,         0.0000,         0.5505,       105.7995,       202.7142,       180.2231,       159.8347,       302.4745,       351.6911,         0.3698,     86529.8750,     71120.0000
     76,         0.5905,         0.3859,         0.9765,         0.0000,         0.6055,       105.4378,       202.6461,       179.9727,       160.2929,       302.5066,       351.7246,         0.3709,     86529.5000,     71120.0000
     77,         0.1729,         0.5445,         0.7174,         0.0000,         0.3505,       105.0773,       202.5779,       179.7225,       160.7500,       302.5387,       351.7582,         0.3669,     86529.1250,     71120.0000
     78,         0.3274,         0.4946,         0.8220,         0.0000,         0.4572,       104.7180,       202.5098,       179.4728,       161.2058,       302.5710,       351.7916,         0.3648,     86528.7500,     71120.0000
     79,         0.1130,         0.8009,         0.9139,         0.0000,         0.5453,       104.3600,       202.4417,       179.2234,       161.6582,       302.6032,       351.8259,         0.3687,     86528.3750,     71120.0000
     80,         0.3102,         0.6235,         0.9337,         0.0000,         0.5665,       104.0032,       202.3736,       178.9743,       162.1084,       302.6353,       351.8604,         0.3671,     86528.0000,     71120.0000
     81,         0.1250,         0.6431,         0.7681,         0.0000,         0.4065,       103.6476,       202.3057,       178.7256,       162.5575,       302.6676,       351.8947,         0.3617,     86527.6250,     71120.0000
     82,         0.1225,         0.5097,         0.6322,         0.0000,         0.2699,       103.2932,       202.2380,       178.4772,       163.0047,       302.6996,       351.9295,         0.3623,     86527.2500,     71120.0000
     83,         0.1855,         0.4193,         0.6048,         0.0000,         0.2378,       102.9400,       202.1702,       178.2292,       163.4510,       302.7321,       351.9636,         0.3670,     86526.8750,     71120.0000
     84,         0.2066,         0.4192,         0.6258,         0.0000,         0.2573,       102.5881,       202.1025,       177.9816,       163.8952,       302.7644,       351.9978,         0.3684,     86526.5000,     71120.0000
     85,         0.1757,         0.4425,         0.6182,         0.0000,         0.2494,       102.2373,       202.0347,       177.7344,       164.3372,       302.7967,       352.0325,         0.3688,     86526.1250,     71120.0000
     86,         0.2152,         0.3975,         0.6126,         0.0000,         0.2436,       101.8878,       201.9670,       177.4875,       164.7777,       302.8291,       352.0672,         0.3690,     86525.7500,     71120.0000
     87,         0.3304,         0.3460,         0.6764,         0.0000,         0.3066,       101.5394,       201.8992,       177.2409,       165.2162,       302.8615,       352.1021,         0.3699,     86525.3750,     71120.0000
     88,         0.4461,         0.3012,         0.7474,         0.0000,         0.3762,       101.1922,       201.8315,       176.9947,       165.6522,       302.8938,       352.1373,         0.3712,     86525.0000,     71120.0000
     89,         0.4993,         0.2653,         0.7647,         0.0000,         0.3931,       100.8463,       201.7637,       176.7489,       166.0858,       302.9259,       352.1731,         0.3715,     86524.6250,     71120.0000
     90,         0.3345,         0.4873,         0.8219,         0.0000,         0.4495,       100.5014,       201.6960,       176.5034,       166.5170,       302.9581,       352.2097,         0.3724,     86524.2500,     71120.0000
     91,         0.1761,         0.6694,         0.8455,         0.0000,         0.4723,       100.1578,       201.6282,       176.2582,       166.9457,       302.9903,       352.2466,         0.3733,     86523.8750,     71120.0000
     92,         0.7405,         0.1708,         0.9113,         0.0000,         0.5376,        99.8154,       201.5605,       176.0133,       167.3720,       303.0220,       352.2838,         0.3736,     86523.5000,     71120.0000
     93,         0.0598,         0.7742,         0.8340,         0.0000,         0.4649,        99.4741,       201.4927,       175.7687,       167.7969,       303.0535,       352.3212,         0.3690,     86523.1250,     71120.0000
     94,         0.3486,         0.4851,         0.8338,         0.0000,         0.4684,        99.1340,       201.4250,       175.5246,       168.2194,       303.0847,       352.3591,         0.3654,     86522.7500,     71120.0000
     95,         0.4527,         0.3488,         0.8016,         0.0000,         0.4384,        98.7951,       201.3572,       175.2807,       168.6412,       303.1162,       352.3966,         0.3632,     86522.3750,     71120.0000
     96,         0.7085,         0.0889,         0.7974,         0.0000,         0.4331,        98.4573,       201.2897,       175.0371,       169.0606,       303.1475,       352.4343,         0.3643,     86522.0000,     71120.0000
     97,         0.7132,         0.1576,         0.8708,         0.0000,         0.5068,        98.1207,       201.2223,       174.7940,       169.4783,       303.1790,       352.4723,         0.3640,     86521.6250,     71120.0000
     98,         1.4752,        -0.3986,         1.0766,         0.3282,         0.7101,        97.9491,       201.3190,       174.5512,       169.8931,       303.2103,       352.5107,         0.3665,     86521.2500,     71120.0000
     99,         1.2573,        -0.1393,         1.1180,         0.1725,         0.7509,        97.7004,       201.3379,       174.3088,       170.3061,       303.2415,       352.5495,         0.3671,     86520.8750,     71120.0000
    100,         0.1817,         0.8909,         1.0726,         0.0000,         0.7053,        97.3663,       201.2705,       174.0666,       170.7174,       303.2729,       352.5882,         0.3673,     86520.5000,     71120.0000
    101,         1.2736,        -0.1842,         1.0894,         0.1957,         0.7200,        97.1312,       201.3010,       173.8248,       171.1261,       303.3040,       352.6275,         0.3694,     86520.1250,     71120.0000
    102,         1.8701,        -0.6556,         1.2145,         0.6226,         0.8428,        97.1101,       201.5448,       173.5833,       171.5320,       303.3349,       352.6673,         0.3716,     86519.7500,     71120.0000
    103,         0.5458,         0.4312,         0.9770,         0.0000,         0.5952,        96.7781,       201.4772,       173.3423,       171.9308,       303.3649,       352.7088,         0.3819,     86519.3750,     71120.0000
    104,         0.4193,         0.4382,         0.8575,         0.0000,         0.4745,        96.4472,       201.4099,       173.1018,       172.3273,       303.3948,       352.7505,         0.3830,     86519.0000,     71120.0000
    105,         0.2913,         0.5763,         0.8676,         0.0000,         0.4885,        96.1174,       201.3425,       172.8618,       172.7245,       303.4252,       352.7914,         0.3791,     86518.6250,     71120.0000
    106,         0.1522,         0.6213,         0.7735,         0.0000,         0.3989,        95.7888,       201.2751,       172.6219,       173.1227,       303.4559,       352.8318,         0.3747,     86518.2500,     71120.0000
    107,         0.2777,         0.4846,         0.7623,         0.0000,         0.3884,        95.4613,       201.2077,       172.3823,       173.5195,       303.4865,       352.8723,         0.3739,     86517.8750,     71120.0000
    108,         0.1996,         0.5503,         0.7499,         0.0000,         0.3755,        95.1349,       201.1403,       172.1429,       173.9141,       303.5172,       352.9133,         0.3744,     86517.5000,     71120.0000
    109,         0.4701,         0.3716,         0.8417,         0.0000,         0.4601,        94.8096,       201.0730,       171.9039,       174.3027,       303.5471,       352.9558,         0.3816,     86517.1250,     71120.0000
    110,         0.4278,         0.4570,         0.8848,         0.0000,         0.4857,        94.4855,       201.0056,       171.6653,       174.6796,       303.5758,       353.0009,         0.3991,     86516.7891,     71120.0000
    111,         0.6073,         0.3110,         0.9183,         0.0000,         0.5078,        94.1624,       200.9382,       171.4269,       175.0487,       303.6037,       353.0478,         0.4105,     86516.4297,     71120.0547
    112,         0.3945,         0.6392,         1.0337,         0.0000,         0.6006,        93.8405,       200.8708,       171.1889,       175.4038,       303.6297,       353.0981,         0.4330,     86516.1172,     71120.1797
    113,         0.4961,         0.4685,         0.9646,         0.0000,         0.5227,        93.5196,       200.8034,       170.9511,       175.7531,       303.6552,       353.1494,         0.4419,     86515.7422,     71120.3672
    114,         1.4068,        -0.2604,         1.1464,         0.3381,         0.6784,        93.3688,       200.9051,       170.7137,       176.0863,       303.6785,       353.2048,         0.4680,     86515.3672,     71120.5547
    115,         1.9458,        -0.4931,         1.4527,         0.6749,         0.9290,        93.3866,       201.1752,       170.4766,       176.3901,       303.6978,       353.2681,         0.5237,     86514.9922,     71120.7422
    116,         0.8180,         0.4511,         1.2690,         0.0076,         0.7064,        93.0711,       201.1116,       170.2400,       176.6759,       303.7147,       353.3354,         0.5626,     86514.6172,     71120.9297
    117,         0.1120,         0.9223,         1.0343,         0.0000,         0.5100,        92.7529,       201.0442,       170.0038,       176.9839,       303.7351,       353.3950,         0.5242,     86514.2422,     71121.1172
    118,         1.0747,         0.0940,         1.1688,         0.1667,         0.6552,        92.5190,       201.0602,       169.7678,       177.2917,       303.7556,       353.4554,         0.5136,     86513.8672,     71121.3047
    119,         1.9587,        -0.4999,         1.4588,         0.7339,         0.8913,        92.5693,       201.3598,       169.5323,       177.5690,       303.7721,       353.5241,         0.5675,     86513.4375,     71121.4922
    120,         0.3667,         0.9797,         1.3465,         0.0000,         0.7336,        92.2528,       201.2924,       169.2972,       177.8240,       303.7854,       353.5980,         0.6129,     86512.9141,     71121.6797
    121,         0.1349,         0.8420,         0.9768,         0.0000,         0.4153,        91.9374,       201.2250,       169.0623,       178.1078,       303.8032,       353.6626,         0.5616,     86512.5312,     71121.8672
    122,         0.5735,         0.4204,         0.9939,         0.0000,         0.4678,        91.6230,       201.1576,       168.8277,       178.4065,       303.8233,       353.7234,         0.5261,     86512.1562,     71122.0547
    123,         1.3845,        -0.1965,         1.1881,         0.2398,         0.6286,        91.4296,       201.2102,       168.5935,       178.6839,       303.8407,       353.7902,         0.5594,     86511.7266,     71122.2422
    124,         1.5635,        -0.1649,         1.3986,         0.4744,         0.7882,        91.3539,       201.3800,       168.3597,       178.9330,       303.8542,       353.8644,         0.6104,     86511.2656,     71122.4297
    125,         0.5748,         0.7713,         1.3461,         0.0000,         0.6964,        91.0416,       201.3126,       168.1261,       179.1622,       303.8651,       353.9433,         0.6498,     86510.7031,     71122.6172
    126,         1.9495,        -0.4353,         1.5142,         0.6263,         0.8836,        91.0431,       201.5584,       167.8929,       179.3997,       303.8773,       354.0196,         0.6306,     86510.2266,     71122.8047
    127,         1.8003,        -0.0533,         1.7470,         0.6597,         1.0203,        91.0613,       201.8208,       167.6600,       179.5829,       303.8820,       354.1110,         0.7267,     86509.6172,     71122.9922
    128,         1.7257,         0.0954,         1.8211,         0.6869,         1.0470,        91.0931,       202.0965,       167.4274,       179.7410,       303.8834,       354.2085,         0.7741,     86508.9844,     71123.1797
    129,         0.9546,         0.6201,         1.5747,         2.1136,         0.7540,        92.8351,       202.0856,       167.1951,       179.8774,       303.8819,       354.3119,         0.8207,     86508.2344,     71123.3672
    130,         1.7616,         0.1838,         1.9454,         2.8153,         1.1003,        94.9218,       202.4255,       166.9630,       180.0063,       303.8786,       354.4189,         0.8451,     86507.4844,     71123.5547
    131,         2.9359,        -0.7057,         2.2302,         3.1829,         1.2898,        97.1848,       202.9491,       166.7314,       180.0948,       303.8686,       354.5392,         0.9404,     86506.6641,     71123.7422
    132,         1.0519,         0.7107,         1.7626,         2.0351,         0.7504,        98.8669,       202.8985,       166.5001,       180.1586,       303.8542,       354.6664,         1.0122,     86505.7578,     71123.9297
    133,         0.5114,         1.2234,         1.7349,         2.0000,         0.7747,       100.5256,       202.8304,       166.2690,       180.2635,       303.8449,       354.7814,         0.9602,     86504.9453,     71124.1172
    134,         1.2912,         0.5384,         1.8296,         2.3245,         0.9129,       102.3407,       202.9246,       166.0384,       180.3985,       303.8392,       354.8892,         0.9167,     86504.1953,     71124.3047
    135,         1.9012,        -0.0296,         1.8716,         2.5869,         0.9581,       104.2807,       203.1501,       165.8083,       180.5405,       303.8336,       354.9975,         0.9135,     86503.3984,     71124.4922
    136,         2.6472,        -0.5940,         2.0532,         2.9444,         1.1161,       106.3924,       203.5545,       165.5793,       180.6752,       303.8260,       355.1093,         0.9371,     86502.5781,     71124.6797
    137,         2.7636,        -0.5754,         2.1882,         3.0311,         1.2146,       108.5403,       204.0032,       165.3545,       180.7928,       303.8148,       355.2267,         0.9736,     86501.7422,     71124.8672
    138,         2.8475,        -0.6018,         2.2457,         3.1662,         1.2739,       110.7482,       204.4254,       165.2298,       180.9146,       303.8028,       355.3432,         0.9717,     86500.8984,     71125.0547
    139,         3.4514,        -0.8933,         2.5581,         3.3961,         1.4803,       113.0634,       204.5005,       165.5722,       180.9784,       303.7812,       355.4781,         1.0778,     86499.9375,     71125.2422
    140,         3.1549,        -0.3932,         2.7617,         3.7110,         1.6502,       115.5280,       204.6081,       166.0435,       181.0311,       303.7566,       355.6162,         1.1115,     86498.9219,     71125.4297
    141,         1.6978,         0.7172,         2.4149,         2.9370,         1.2405,       117.5973,       204.6365,       166.1987,       181.0673,       303.7292,       355.7608,         1.1745,     86497.8828,     71125.6172
    142,         2.6085,        -0.0654,         2.5431,         3.0746,         1.3163,       119.7286,       204.6757,       166.3986,       181.0929,       303.7008,       355.9114,         1.2268,     86496.8438,     71125.8516
    143,         1.8911,         0.5355,         2.4266,         2.7355,         1.1524,       121.6831,       204.6807,       166.4616,       181.1005,       303.6689,       356.0683,         1.2742,     86495.7656,     71126.0859
    144,         1.2812,         0.7524,         2.0336,         2.0655,         0.8329,       123.2965,       204.6188,       166.2568,       181.1606,       303.6436,       356.2099,         1.2007,     86494.6562,     71126.2734
    145,         2.4550,        -0.1896,         2.2654,         2.6964,         1.1216,       125.2195,       204.6200,       166.3046,       181.2579,       303.6225,       356.3431,         1.1438,     86493.6328,     71126.4609
    146,         2.0524,         0.1280,         2.1804,         2.4885,         1.0511,       127.0322,       204.6007,       166.2707,       181.3682,       303.6021,       356.4741,         1.1293,     86492.6250,     71126.6484
    147,         1.4984,         0.5974,         2.0957,         2.3368,         1.0099,       128.7627,       204.5670,       166.1788,       181.5062,       303.5845,       356.5981,         1.0858,     86491.6875,     71126.8359
    148,         1.9100,         0.3304,         2.2405,         2.4902,         1.1094,       130.5638,       204.5476,       166.1445,       181.6230,       303.5638,       356.7316,         1.1311,     86490.6719,     71127.0234
    149,         2.8238,        -0.2528,         2.5710,         3.0543,         1.4010,       132.6406,       204.5845,       166.3354,       181.7240,       303.5402,       356.8711,         1.1700,     86489.6328,     71127.2109
    150,         1.0999,         1.3955,         2.4954,         2.8350,         1.2743,       134.6009,       204.5996,       166.4385,       181.8046,       303.5127,       357.0172,         1.2211,     86488.5078,     71127.3984
    151,         3.0015,        -0.2855,         2.7160,         3.1908,         1.4345,       136.7316,       204.6502,       166.6835,       181.8523,       303.4796,       357.1749,         1.2815,     86487.4141,     71127.7422
    152,         2.3156,         0.0830,         2.3987,         2.5688,         1.1571,       138.5448,       204.6385,       166.6796,       181.9352,       303.4507,       357.3217,         1.2416,     86486.3281,     71127.9844
    153,         2.9441,        -0.2547,         2.6894,         3.2442,         1.4841,       140.6892,       204.6945,       166.9459,       182.0491,       303.4251,       357.4613,         1.2052,     86485.2891,     71128.2031
    154,         3.7172,        -0.5077,         3.2095,         4.0270,         1.8783,       143.2168,       204.8287,       167.5246,       182.0974,       303.3892,       357.6232,         1.3311,     86484.1797,     71128.5938
    155,         4.2676,        -1.2745,         2.9931,         3.4655,         1.6328,       145.4555,       204.9068,       167.8781,       182.1425,       303.3517,       357.7865,         1.3603,     86483.0781,     71129.0391
