 day,simuCH4_d,pro_sum_d,oxi_sum_d,fdifu1_d,ebu_sum_sat_d,pla_sum_d,CH4V1,CH4V2,CH4V3,CH4V4,CH4V5,    CH4V6,CH4V7,CH4V8,CH4V9,CH4V10,ebu_sum_unsat_d,zwt
      1,         0.0058,         0.0215,         0.0030,         0.0028,         0.0000,         0.0030,         0.0055,         0.5532,         5.9573,         6.9915,         7.0114,         8.4960,         8.4935,         8.4939,         8.4946,         8.4955,         0.0000,       -45.1260
      2,         0.0064,         0.0222,         0.0034,         0.0032,         0.0000,         0.0032,         0.0063,         0.6520,         5.8788,         6.9759,         7.0330,         8.4891,         8.4821,         8.4832,         8.4851,         8.4876,         0.0000,       -45.1630
      3,         0.0058,         0.0204,         0.0028,         0.0026,         0.0000,         0.0033,         0.0052,         0.7432,         5.8045,         6.9606,         7.0536,         8.4825,         8.4713,         8.4732,         8.4763,         8.4802,         0.0000,       -45.1999
      4,         0.0066,         0.0217,         0.0034,         0.0032,         0.0000,         0.0034,         0.0065,         0.8277,         5.7341,         6.9452,         7.0730,         8.4759,         8.4608,         8.4634,         8.4676,         8.4730,         0.0000,       -45.2310
      5,         0.0069,         0.0223,         0.0036,         0.0034,         0.0000,         0.0035,         0.0069,         0.9064,         5.6676,         6.9297,         7.0910,         8.4696,         8.4504,         8.4537,         8.4591,         8.4658,         0.0000,       -45.2967
      6,         0.0070,         0.0221,         0.0037,         0.0035,         0.0000,         0.0036,         0.0071,         0.9793,         5.6045,         6.9142,         7.1080,         8.4633,         8.4405,         8.4444,         8.4509,         8.4588,         0.0000,       -45.3438
      7,         0.0072,         0.0222,         0.0037,         0.0035,         0.0000,         0.0037,         0.0072,         1.0470,         5.5447,         6.8989,         7.1239,         8.4572,         8.4307,         8.4353,         8.4428,         8.4519,         0.0000,       -45.3882
      8,         0.0073,         0.0220,         0.0038,         0.0036,         0.0000,         0.0037,         0.0073,         1.1095,         5.4879,         6.8837,         7.1389,         8.4513,         8.4213,         8.4265,         8.4350,         8.4452,         0.0000,       -45.5310
      9,         0.0068,         0.0207,         0.0032,         0.0030,         0.0000,         0.0038,         0.0064,         1.1670,         5.4339,         6.8688,         7.1530,         8.4455,         8.4124,         8.4182,         8.4277,         8.4389,         0.0000,       -45.6476
     10,         0.0075,         0.0221,         0.0039,         0.0037,         0.0000,         0.0039,         0.0076,         1.2202,         5.3825,         6.8539,         7.1662,         8.4399,         8.4036,         8.4100,         8.4205,         8.4327,         0.0000,       -45.7344
     11,         0.0077,         0.0223,         0.0039,         0.0037,         0.0000,         0.0039,         0.0077,         1.2699,         5.3338,         6.8391,         7.1784,         8.4343,         8.3950,         8.4019,         8.4133,         8.4264,         0.0000,       -45.7874
