"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"1",0.385,0,14.3637752,13.9788178,14.1790142,0.1848,0.1377,0.0139,0.0331,3.8738446,0.309046,6.342819,3.3464028,0.3069034,113.5701,210.8233,175.8664,299.9287,282.2836,466.7962,82147.0547,72488.3984,0.38961,0.8342,0.1521036,0.1269816,0.1320716,0.130562,0.0090274,1.8574598,3.98249,5.9222958,7.170381,7.7349462,7.843743,7.9051994,7.9693,8.0349
"2",3.593,0.0024,14.135431,10.5423854,14.0907044,0.0447,0.0323,0.0042,0.0083,3.9551296,0.3060834,6.238622,3.289189,0.3016778,102.4817,208.737,168.7632,309.2768,283.3503,467.1667,82141.4297,72488.3984,0.4460606,0.8292,0.1130802,0.1803216,0.1309854,0.1347566,0.0101172,1.8991918,4.0644186,5.8922476,7.2531782,7.8530346,7.9543682,8.0096,8.0679,8.1278
"3",8.9796,0,14.2825698,5.3029772,14.2149654,0.0676,0.0482,0.0061,0.0133,4.0750132,0.3079732,6.242515,3.2878856,0.3015788,92.4749,206.683,161.9885,316.9937,284.3887,467.6812,82135.8047,72488.3984,0.4588084,0.7835,0.1504968,0.1125296,0.2097176,0.1365662,0.006813,1.9512102,4.1417854,5.8714646,7.2695132,7.9167748,8.0245446,8.0812838,8.1392,8.1982
"4",24.5753,0.403,18.3662346,-6.2090784,16.222223,2.144,1.5015,0.2939,0.3486,4.7665418,0.353755,7.0524872,3.709189,0.340247,83.6412,204.8225,155.3991,321.7211,285.3098,468.4731,82128.7891,72489.7422,0.76158,1.1786,0.0465586,0.4723588,0.092769,0.1964542,0.0553558,1.6507454,4.023769,5.6873268,7.2117984,8.0164752,8.1416524,8.204532,8.2659,8.3278
"5",57.2533,51.7055,61.2798798,4.0265382,36.1950814,25.0848,18.4115,4.0706,2.6027,10.777834,0.8064772,15.6524224,8.20547,0.7528796,118.1846,207.302,151.9339,313.1025,285.1856,470.4281,82108.4375,72498.125,1.9019214,2.735,0.3798818,0.530811,0.6315466,0.7395662,0.0274588,0.9325572,3.2171084,4.468113,6.2304396,8.1460124,8.4210848,8.5540604,8.6553,8.7342
"6",96.8623,53.3086,103.789626,6.9273638,55.2100104,48.5796,35.4403,4.3209,8.8185,15.9312686,1.2411956,24.2324934,12.644338,1.1607184,137.8755,209.2431,161.5119,295.9782,284.0089,472.3981,82076.0234,72513.2422,2.8071042,4.8275,0.6030446,0.9246582,0.9036428,0.9788064,0.1613948,1.318844,3.4249508,4.4483324,6.0841618,8.3142924,8.695015,8.8829368,9.0326,9.1516
"7",135.511,65.4651,149.0110714,13.5001636,85.486475,63.5246,44.1828,5.6092,13.7325,23.2087412,1.9617478,38.4726448,20.0055536,1.8377804,155.4942,213.6688,180.581,262.2135,281.0535,472.7108,82024.3984,72528.4141,6.5484576,10.0966,0.6073742,3.2315482,1.6877116,1.6291936,0.276273,2.2141092,4.8108622,5.583506,6.6829716,9.044141,9.4232256,9.6069008,9.7625,9.8932
"8",134.7627,58.7488,145.5013654,10.7386528,80.916007,64.5853,46.7896,5.4205,12.3753,19.9836884,1.8699196,37.6336776,19.6244396,1.8042812,168.1773,217.3815,196.2349,238.466,278.3438,469.4693,81973.7344,72542.8516,7.4622608,9.9564,0.521418,3.231893,2.4262126,1.8041604,0.0181754,1.813593,4.773767,5.543298,6.5694014,9.1316352,9.5172422,9.6944008,9.8510396,9.9891
"9",88.5699,28.207,107.4290496,18.8590668,50.4099952,57.0191,45.5206,4.316,7.1825,11.745724,1.15521,23.8437026,12.5140368,1.1513222,164.975,218.2666,200.1812,236.3325,277.3259,466.4869,81942.875,72555.2656,3.049088,3.7784,0.8455792,0.1470548,1.8220286,1.08,0.0065694,0.7271324,3.5783484,4.446468,5.7114262,8.2424488,8.6568524,8.853,9.0279,9.1836
"10",50.6069,16.632,78.3722372,27.7653406,33.080563,45.2917,36.7668,3.3838,5.141,7.745282,0.7490458,15.600786,8.2280988,0.7573494,156.591,217.9309,199.2066,243.2404,277.3108,464.6909,81922.2891,72562.9844,1.7234648,2.2843,0.5866142,0.1598202,0.8422088,0.7214346,0.0083542,0.6547564,3.2197504,4.1466582,5.5103072,7.6558068,8.0474672,8.2351168,8.4018,8.5488
"11",11.7076,0.0185,40.5219142,28.8143282,17.9362676,22.5856,18.4725,1.5612,2.5519,4.2622932,0.3961868,8.4166846,4.4512778,0.409826,141.3093,215.9195,191.6984,256.5659,278.113,463.8427,81913.25,72566.0938,0.99466,1.1395,0.1727424,0.066064,0.5511326,0.3774604,0.0048166,1.0069372,3.6648598,4.928007,6.1311232,7.3583402,7.6379394,7.7764,7.9083,8.0332
"12",2.622,0,26.8948592,24.2728634,16.3988388,10.496,7.9729,0.7492,1.7739,4.111724,0.3616378,7.5559502,4.0011142,0.368417,125.3462,213.5295,183.0614,272.0275,279.3068,463.4547,81906.6875,72566.0938,0.4610118,0.975,0.1729496,0.0952382,0.2124364,0.1533402,0.0062366,1.8048676,4.1794486,5.9561198,6.9223434,7.483503,7.6260198,7.7046,7.7888,7.8759
"13",1.9325,0,13.8295232,11.8969714,13.0132486,0.8163,0.6077,0.0618,0.1468,3.413926,0.2866298,5.8997044,3.1252012,0.2877852,113.1068,211.5364,176.0858,283.711,280.3423,463.4077,81901.0625,72566.0938,0.2957174,0.6835,0.1189966,0.0617106,0.1007814,0.1332248,0.0047018,1.8482406,4.1475986,6.176628,7.1762168,7.6535336,7.7450784,7.7973,7.8574,7.9225
"14",3.617,0,13.3018392,9.6848122,13.2958748,0.006,0.0044,5e-04,0.0011,3.603924,0.292238,5.955236,3.1540188,0.2904588,102.0625,209.4996,169.1684,293.7172,281.4015,463.5576,81895.4375,72566.0938,0.2742054,0.6443,0.0908796,0.0550546,0.0848222,0.1343256,0.0054898,1.8659272,4.1690496,6.2234366,7.2977128,7.7998684,7.8789116,7.921524,7.9716,8.0268
