"","GPP_sd1","NPP_sd1","Reco_sd1","NEE_sd1","Rh_sd1","Ra_sd1","Rleaf_sd1","Rstem_sd1","Rroot_sd1","Rh4_sd1","Rh5_sd1","Rh6_sd1","Rh7_sd1","Rh8_sd1","QC1_sd1","QC2_sd1","QC3_sd1","QC4_sd1","QC5_sd1","QC6_sd1","QC7_sd1","QC8_sd1","QCt1_sd1","QCt2_sd1","QCt3_sd1","QCt4_sd1","QCt5_sd1","QCt6_sd1","QCt7_sd1","QCt8_sd1","QCt9_sd1","QCt10_sd1","NPPL_sd1","NPPR_sd1","NPPS_sd1","add_sd1","simuCH4_sd1","prod_sd1","oxid_sd1","diff_sd1","ebu_sd1","pla_sd1","conc1_sd1","conc2_sd1","conc3_sd1","conc4_sd1","conc5_sd1","conc6_sd1","conc7_sd1","conc8_sd1","conc9_sd1","conc10_sd1"
"1",0,0,0.00339919122882204,0.00339811296415705,0.00339861097592179,0,0,0,0,0.000916407125791811,7.05748402818383e-05,0.0015227895057387,0.00081466607151695,7.4257265059659e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00742417182403042,0,0.00235208912082923,0.00113544322320903,0.00753312275114633,0.00178278071301747,0.000381310870285624,0.0275024056064449,0.0655340863115285,0.0825567875507948,0.0169732670081306,0.00148757276369011,0.000128279209366037,1.71446607997366e-05,4.76095228568414e-05,0
"2",0,0,0.00357300922885668,0.00357450837193176,0.00357388550120974,0,0,0,0,0.000992091963805008,7.43660072230708e-05,0.00158687800986143,0.000848697159584548,8.6333859832248e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00897362752230618,0,0.002979344887655,0.00149629981331053,0.00938795295078009,0.00154001705355899,0.00125187979866401,0.0300563007730761,0.0617416613271326,0.113044809543147,0.0235266367629064,0.00201690431857909,0.000181464302079758,0,0,0
"3",0,0,0.00480648761907517,0.00480287413951271,0.00480590377672208,0,0,0,0,0.0013756746737804,0.000102217830384344,0.00211299586254958,0.00112112677807876,9.98736575616905e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00984815441869924,0,0.00414990519546087,0.00159284511348579,0.0103191090269999,0.00155162866535506,0.000639345467069742,0.0290693468843527,0.0632844596112096,0.0884576963950291,0.0234165148490711,0.00246770555518092,0.000234834994724741,2.9318866956142e-05,0,0
"4",0,0,0.00261149672630759,0.00261358610404027,0.00260614735584991,0,0,0,0,0.000755168052739777,6.27565441877036e-05,0.00113701540904424,0.000609848466026715,5.9932622101168e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00778453945622055,0,0.00178927895866441,0.00232618363484707,0.00807010345020246,0.00160922215980142,0.00265864019317539,0.0206866427406379,0.047512347188426,0.0580028041467728,0.0171113559079957,0.00226087741080013,0.000253403100441257,5.37859581389617e-05,0,0
"5",0,0,0.0120679162252733,0.0120604663042002,0.012060100800289,0,0,0,0,0.00358639066190484,0.00025555643390274,0.00521271328561048,0.0027611831383,0.000250532765654866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221420169165167,0,0.00906267575935451,0.00401621599382938,0.0250365335282485,0.00633595950336513,0.000895223576837235,0.0229958120912781,0.0551023127253001,0.0382324839407909,0.00943759401585387,0.00159381981922734,0.00021517200073178,4.16333199892256e-05,0,0
"6",0,0,0.0132971431199155,0.0132915510111811,0.0132931667720028,0,0,0,0,0.00384924746679214,0.000272057257788036,0.00582423177402635,0.00306411883621115,0.000276383571848751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243639950241202,0,0.0102489514615206,0.0043696440231315,0.0267975928928045,0.00660921082102604,0.00147090949669745,0.0205158080464304,0.0395396143382836,0.0295177559814736,0.00633698172427041,0.000978041745819408,0.000156010877631367,4.22952584680665e-05,0,0
"7",0,0,0.00748160538867945,0.00749648159896603,0.00749674164911231,0,0,0,0,0.00203350322191435,0.000162679582199633,0.00336957510135029,0.00176465036454566,0.000164850712997401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380220909206714,0,0.00539371828794358,0.00934366657423654,0.0399115068974886,0.00490871169504285,0.0013905830475456,0.0127362447488665,0.0148881164393321,0.00868193782772278,0.00299247608700774,0.000572575256400799,0.000130593052857589,1.71446607997366e-05,0,0
"8",0,0,0.00714669231960504,0.00715468759244273,0.00714996157367651,0,0,0,0,0.001738359554118,0.00015372808212008,0.00333788704107707,0.0017572507797782,0.000162365717633442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036716479937351,0,0.00384834465265997,0.0102247832705292,0.0406358241089079,0.00510898149528769,0.000349711280627291,0.0120108395487854,0.00649035111344197,0.00196256351631116,0.000681667592797795,0.000256776835860017,6.56282767340545e-05,3.86122919664469e-05,0,0
"9",0,0,0.0216028786895811,0.0216077865454549,0.0216038575866964,0,0,0,0,0.00498003884208617,0.000464253500935974,0.0102499223943848,0.00541960004488009,0.000499109307677318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344672554166936,0,0.0198432848983115,0.00576626868481296,0.0339463093008874,0.00468168265960568,0.000472748251282762,0.0143156119835879,0.0141629065954812,0.00875925017546382,0.000906574750242814,0.000114851683013413,4.57816513026141e-05,0,0,0
"10",0,0,0.0174640815806196,0.0174605713398833,0.0174649147860746,0,0,0,0,0.00406608180096284,0.000369416684610603,0.00824976736739648,0.0043743924253443,0.000407122198913898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207871609558896,0,0.0148063298980708,0.00538537966548452,0.0213812181338877,0.0050977446984035,0.00100785350466657,0.0296776520348735,0.0304399798742949,0.0186947918799419,0.00298980945982524,0.000178941895653897,4.46196043337434e-05,0,0,0
"11",0,0,0.00918353131832985,0.0091843025941775,0.0091853160703991,0,0,0,0,0.00215818479657361,0.000192022725927759,0.00432613107765016,0.00230561260730189,0.000214473751072224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170113631363738,0,0.00755758198463936,0.000963605917186255,0.0178695518645092,0.00415346952449504,0.000128534867336502,0.0199079189360324,0.0614421928862135,0.0297913148993854,0.00548833648510527,0.000388172355761965,4.16333199892256e-05,0,0,0
"12",0,0,0.00512749875030143,0.00513041396719089,0.00512942157134365,0,0,0,0,0.00127687236257312,0.000113221870321908,0.00236811713981352,0.00126011503403057,0.000117137577750317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101816979790884,0,0.00439452873790613,0.000920287065446583,0.0106966068442192,0.00185923058920576,0.000194039983383619,0.0389160274296991,0.15593768878574,0.0456881145829132,0.00878380143655169,0.000700248152262817,5.32195756495048e-05,0,0,0
"13",0,0,0.00438367252979562,0.00438410109648966,0.00438485398211201,0,0,0,0,0.00113622803231313,9.7421296906329e-05,0.00198775519294272,0.00106414237294591,0.000101284677313918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00627968505933574,0,0.00315115418970141,0.000609927135903225,0.00605644693652553,0.00207218495917968,0.00023690768777153,0.0335771109507352,0.0793644303389768,0.0497760558538304,0.0113746162106417,0.00100858687020377,8.36297757616824e-05,0,0,0
"14",0,0,0.00378646432984813,0.00379150818849636,0.00378622850111121,0,0,0,0,0.00102375817851719,8.10287391340603e-05,0.00169595359189412,0.000901905390455862,8.91259465219465e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00618858381998416,0,0.00282051360033895,0.000623207733254232,0.00631773349910049,0.00155115597168204,4.86587789373794e-05,0.0283453240937513,0.0544669869060724,0.0530485804701595,0.0119352889459042,0.00119688611138915,0.000131210371602924,1.71446607997366e-05,1.71446607997366e-05,0
"15",0,0,0.00184459461479473,0.00184601673280004,0.00185249463255266,0,0,0,0,0.000516017187091364,4.57816513022317e-05,0.0008239661413069,0.0004383163379583,4.63953149846677e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00374320812548636,0,0.00115248699021996,0.0011178062931881,0.00397847288097411,0.00117760028203224,0.000189246245442654,0.0158555084268764,0.0427189012054619,0.0770643460579102,0.0152633979562782,0.00139500407298199,0.000144707995772211,0,0,0
