"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","QCt1_mean1","QCt2_mean1","QCt3_mean1","QCt4_mean1","QCt5_mean1","QCt6_mean1","QCt7_mean1","QCt8_mean1","QCt9_mean1","QCt10_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"1",0.4608,0,14.316303,13.855446,14.044906,0.2714,0.2226,0.006,0.0428,3.804141,0.286861,6.299484,3.347456,0.306956,148.8578,71.68,180.2411,294.6993,261.9012,463.4355,82145.3438,72476,12.2424,1.9058,7.5876,8.7476,0.6596,10.8644,11.5464,0.5775,0.1814,4.9926,0.33657,0.8185,0.198284,0.076499,0.128387,0.131685,0.005816,1.871058,4.044231,6.010523,7.188804,7.732044,7.837427,7.898296,7.962228,8.0278
"2",4.3319,0.0033,14.061047,9.729173,13.975196,0.0858,0.0693,0.0022,0.0144,3.895139,0.284285,6.200816,3.292984,0.301982,137.5473,69.8297,172.9836,304.5749,262.8194,463.7804,82139.7188,72476,11.3121,1.8507,7.2589,8.9761,0.6551,10.7168,11.3825,0.5694,0.1802,5.117,0.387768,0.8103,0.158219,0.124885,0.127637,0.135241,0.006668,1.906978,4.108457,5.994659,7.272886,7.849561,7.94815,8.0029,8.0611,8.1209
"3",10.9936,0,14.243502,3.249933,14.048984,0.1945,0.157,0.0048,0.0327,4.00641,0.28477,6.178982,3.278178,0.300642,127.0948,68.0444,166.0845,313.0133,263.6846,464.2766,82134.0938,72476,10.4525,1.7853,6.899,9.1799,0.6525,10.6185,11.267,0.5636,0.1794,5.2284,0.41153,0.7648,0.191168,0.063452,0.211276,0.136801,0.0041,1.951595,4.181351,5.938155,7.284734,7.912343,8.017552,8.073898,8.1317,8.1906
"4",30.8205,1.4499,23.213836,-7.606663,16.057464,7.1564,5.9883,0.2542,0.9138,4.704029,0.327211,6.985821,3.700967,0.33944,118.1505,66.4198,159.9262,318.6346,264.4199,465.0727,82127.0781,72477.3438,9.6691,1.7695,6.7382,11.0487,0.7685,12.304,13.0368,0.6522,0.2113,6.2882,0.721927,1.1606,0.060983,0.449319,0.085477,0.187134,0.056043,1.724397,4.070028,5.753184,7.23916,8.012321,8.135281,8.197851,8.2591,8.321
"5",70.2,53.9225,70.137607,-0.062435,35.880745,34.2568,27.6807,1.8478,4.7283,10.676333,0.746009,15.51473,8.192135,0.751542,151.5089,66.7504,161.6179,310.9951,264.168,467.0678,82106.7812,72485.6094,10.2389,1.7349,6.5685,24.7088,1.7264,26.9281,28.4377,1.423,0.4748,14.0646,1.718799,2.655,0.485223,0.403669,0.631292,0.683835,0.011702,1.034268,3.427567,4.71833,6.363609,8.142727,8.409305,8.541878,8.6431,8.7219
"6",110.4841,52.7032,111.23296,0.748816,54.66137,56.5716,44.6224,3.3928,8.5564,15.776102,1.145602,23.981334,12.601693,1.156623,170.7933,69.0641,171.1354,294.1,262.972,469.132,82074.5859,72500.5625,13.0852,1.7531,6.7495,36.9893,2.6868,42.1854,44.3341,2.2195,0.7389,21.083,2.574158,4.6912,0.728649,0.749899,0.886802,0.937455,0.162328,1.405973,3.601244,4.652383,6.186936,8.306415,8.675992,8.863479,9.0133,9.1324
"7",151.9648,61.468,161.80842,9.843603,85.094187,76.7143,58.8352,5.0687,12.8103,23.096563,1.819853,38.290893,20.045691,1.841182,187.3662,73.3316,188.2675,260.1664,260.1699,469.6029,82022.9297,72515.6641,14.1611,1.8793,7.455,55.8348,4.4003,69.4401,72.7055,3.6425,1.2101,31.9192,6.238162,9.9374,0.869058,2.939656,1.720867,1.577642,0.276534,2.280076,4.904784,5.684446,6.730428,9.02881,9.399787,9.583299,9.7393,9.8704
"8",148.6814,56.1607,161.366189,12.684863,80.572372,80.7939,63.7522,5.2057,11.8359,19.853728,1.735773,37.494833,19.679033,1.809012,200.0849,76.9594,202.5992,235.8247,257.6533,466.4659,81972.2031,72530.0859,15.3616,1.9882,8.1328,48.1337,4.2068,68.1465,71.5308,3.5866,1.1569,27.6304,7.176054,9.8315,0.760887,2.974968,2.431098,1.769984,0.004096,1.802718,4.792422,5.562555,6.57528,9.111968,9.492855,9.670185,9.8275,9.966
"9",97.2458,27.0896,121.803866,24.558054,49.821694,71.9822,60.6314,4.1507,7.2,11.551788,1.064928,23.595658,12.462883,1.146434,197.7662,77.8684,205.9541,232.977,256.7441,463.5384,81941.3203,72542.3516,15.8634,1.7999,7.4805,26.4617,2.4393,40.522,42.8054,2.1478,0.6708,15.2248,2.763589,3.6526,1.1088,0.058901,1.680777,1.023906,0.006952,0.563871,3.532075,4.422345,5.688922,8.213741,8.627,8.8238,8.9996,9.1562
"10",55.9706,15.9809,88.63272,32.662088,32.399615,56.2331,48.8618,2.8023,4.5691,7.53214,0.684969,15.309309,8.125424,0.747781,190.291,77.6248,204.6845,239.2927,256.7559,461.7646,81920.7891,72549.75,15.4657,1.8418,7.6618,17.0888,1.5539,26.0504,27.6528,1.3881,0.4273,9.8262,1.416877,2.1409,0.811427,0.074082,0.692461,0.650336,0.003336,0.662479,3.231479,4.182267,5.523914,7.622135,8.011631,8.1998,8.3671,8.5146
