"","GLmax","GRmax","Gsmax","JV","Vcmx0","Entrpy","gddonset","Tau_Leaf","Tau_Root","Tau_F","Tau_C","Tau_Micro","Tau_SlowSOM","Tau_Passive","Q10","Rl0","Rs0","Rr0","Q10rh","f_F2M","f_C2M","f_M2S","f_M2P","r_me","Q10_pro","Omax","Tveg","f","bubprob","Vmaxfraction"
"1",14.23,13.99,14.65,1.09,16.98,659.99,154.96,0.77,0.64,0.17,3.15,0.34,63.82,500.61,2.73,38.8,6,12.77,2.9,0.49,0.29,0.25,0.12,0.11,2.09,14.4,0.43,0.34,0.18,0.15
"2",24.5,25.71,16.62,1.11,14.33,657.56,152.12,0.45,0.5,0.14,2.33,0.26,189.48,3388.63,2.75,21.46,8.91,14.66,2.78,0.52,0.27,0.33,0.17,0.08,2.19,5.91,2.68,0.28,0.17,0.15
"3",38.07,20.92,25.69,1.09,12.89,660.88,136.59,0.34,0.56,0.38,16.98,0.45,22.67,1695.99,2.76,27.79,5.67,15.37,2.9,0.51,0.26,0.23,0.09,0.07,1.29,24.36,1.36,0.32,0.18,0.18
"4",32.05,26.16,22.74,1.28,8.45,642.08,153.47,0.55,0.46,0.18,13.73,0.46,38.98,1656.71,1.29,20.07,8.12,23.35,2.84,0.59,0.29,0.38,0.18,0.11,1.5,6.61,2.52,0.25,0.09,0.15
"5",44.09,15.2,13.99,1.22,7.58,642.16,135.11,0.38,0.47,0.43,6.63,0.42,22.91,1269.01,1.49,37.71,8.32,25.3,2.7,0.59,0.26,0.24,0.07,0.13,1.34,10,2.98,0.27,0.42,0.17
"6",33.55,17.01,14.15,1.46,8.13,647.09,147.01,0.31,0.46,0.16,7.06,0.44,30.2,1114.48,1.82,35.68,8.1,15.96,2.02,0.5,0.26,0.33,0.09,0.16,2.05,0.33,1.23,0.17,0.26,0.18
