"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","QCt1_mean1","QCt2_mean1","QCt3_mean1","QCt4_mean1","QCt5_mean1","QCt6_mean1","QCt7_mean1","QCt8_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"1",0.4727,0,14.4175,13.94484,14.14672,0.2708,0.2178,0.0128,0.0402,3.86998,0.2885,6.33876,3.34268,0.3068,154.776,164.2445,179.9394,300.1427,263.655,466.7827,82108.6719,72504.6484,12.7291,1.9125,7.5959,8.932,0.6659,10.9726,11.5727,0.5793,0.38558,0.8306,0.15268,0.12622,0.12768,0.13168,0.0092,1.88384,4.04334,5.98174,7.18154,7.73524,7.8432,7.90458,7.9686,8.0343
"2",4.4378,0.0033,14.1545,9.71678,14.07168,0.0828,0.0654,0.0043,0.0131,3.96158,0.28576,6.2362,3.2865,0.30164,143.0157,162.3609,172.6776,310.2885,264.596,467.142,82103.0469,72504.6484,11.7618,1.8838,7.263,9.164,0.661,10.819,11.4034,0.5709,0.44566,0.8261,0.11426,0.1779,0.13188,0.13586,0.01138,1.90342,4.1192,5.96182,7.26836,7.85354,7.95364,8.0088,8.067,8.1269
"3",11.2603,0,14.43872,3.17844,14.24184,0.1969,0.1551,0.0107,0.031,4.10282,0.28818,6.2553,3.29328,0.30228,132.1477,160.5043,165.7308,318.9479,265.5104,467.6589,82097.4219,72504.6484,10.8681,1.8559,6.9467,9.4367,0.6628,10.7908,11.3621,0.5689,0.457,0.7869,0.1503,0.11364,0.20572,0.13762,0.00704,1.98048,4.1868,5.90542,7.28232,7.91872,8.02514,8.0818,8.1397,8.1987
"4",31.5927,1.1591,21.89658,-9.69612,16.24656,5.65,4.5109,0.3702,0.769,4.8076,0.33048,7.05766,3.71024,0.34058,122.6755,158.7632,159.4419,324.7341,266.3126,468.4831,82090.4062,72505.9922,10.0516,1.8576,6.752,11.3018,0.7769,12.4417,13.0813,0.655,0.76748,1.1825,0.04634,0.47578,0.0939,0.19776,0.05574,1.65884,4.06602,5.71472,7.22112,8.01848,8.14274,8.20552,8.2669,8.3288
"5",72.0956,57.708,70.7013,-1.39438,36.35652,34.3448,26.8665,2.4954,4.9829,10.92684,0.75468,15.69638,8.22352,0.75504,159.414,158.9814,161.0731,316.8997,266.1229,470.5529,82070,72514.4062,10.6866,1.838,6.5937,25.3968,1.754,27.3602,28.6688,1.4358,1.9361,2.7983,0.37992,0.5721,0.6134,0.7506,0.0348,0.92492,3.25556,4.48598,6.2391,8.15264,8.42706,8.55992,8.66112,8.7401
"6",113.8627,55.8771,113.96496,0.1022,55.71324,58.2517,45.0201,3.9606,9.271,16.23806,1.16614,24.41324,12.72672,1.16908,180.2571,161.3779,171.2068,299.5745,264.9478,472.7074,82037.2109,72529.8438,13.8133,1.8471,6.8419,38.2608,2.7484,43.1556,44.9934,2.2545,2.93774,4.9949,0.62022,1.03054,0.90468,1.0025,0.16166,1.32324,3.4151,4.4541,6.09206,8.3301,8.71044,8.89802,9.04742,9.1664
"7",156.2705,62.7699,164.11924,7.84872,85.59838,78.5208,59.7818,5.3707,13.3683,23.46874,1.82864,38.48126,19.98282,1.83696,196.7341,165.7486,188.8203,265.1728,262.1184,473.2227,81985.5391,72545.0234,14.9079,1.906,7.4947,57.0894,4.4487,70.2127,72.9213,3.6565,6.77752,10.2929,0.52902,3.43366,1.68874,1.65514,0.2773,2.22356,4.81228,5.5895,6.6893,9.05926,9.4385,9.6218,9.7771,9.9076
"8",152.203,56.3627,163.92478,11.72176,80.9502,82.9746,65.6639,5.3807,11.93,20.16766,1.742,37.64172,19.59584,1.80292,208.838,169.4317,203.1909,240.5473,259.532,470.0674,81934.8359,72559.4688,16.0775,1.9535,8.1745,49.1715,4.2458,68.8002,71.6312,3.5948,7.67332,10.1135,0.4474,3.41212,2.42936,1.83188,0.02452,1.78874,4.76146,5.52924,6.5645,9.14406,9.53024,9.70712,9.8635,10.0013
"9",99.2849,27.2149,126.10098,26.81612,51.69268,74.4082,62.7731,4.3455,7.2898,12.11534,1.104,24.47098,12.82192,1.18048,205.9139,170.3479,206.2692,237.1187,258.5123,466.9802,81903.5703,72572.1875,16.5315,1.8056,7.8077,28.0387,2.5549,42.468,44.5029,2.2349,3.27602,4.0701,0.7617,0.09758,2.00528,1.17316,0.00496,0.84012,3.62282,4.44634,5.71566,8.2829,8.69888,8.89368,9.067,9.2207
"10",57.1184,16.0787,92.04158,34.92314,33.98934,58.0522,50.1903,3.0933,4.7685,7.97658,0.71794,16.05836,8.45742,0.77902,197.866,170.0767,204.5609,243.2055,258.4517,465.0653,81882.4219,72580.3828,16.0873,1.8791,8.1398,18.4211,1.658,27.8128,29.2964,1.4719,2.08314,2.5617,0.40826,0.16964,1.0924,0.8211,0.01268,0.68724,3.28006,4.18782,5.54052,7.70084,8.0936,8.2798,8.4446,8.5908
