"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","QCt1_mean1","QCt2_mean1","QCt3_mean1","QCt4_mean1","QCt5_mean1","QCt6_mean1","QCt7_mean1","QCt8_mean1","QCt9_mean1","QCt10_mean1","NPPL_mean1","NPPR_mean1","NPPS_mean1","add_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"1",0.385,0,14.364144,13.979182,14.179381,0.1848,0.1377,0.0139,0.0331,3.873939,0.30905,6.342983,3.346488,0.306911,113.5701,210.8233,175.8664,299.9287,282.2836,466.7962,82147.0547,72488.3984,12.2895,2.1165,7.4309,8.9433,0.7135,10.9826,11.5886,0.5797,0.1962,5.115,0,0,0,0,0.389545,0.8342,0.152251,0.127144,0.131616,0.130786,0.00897,1.860257,3.989899,5.938567,7.173624,7.735222,7.843767,7.9052,7.9693,8.0349
"2",3.593,0.0024,14.13595,10.542904,14.09122,0.0447,0.0323,0.0042,0.0083,3.955283,0.3061,6.238855,3.289309,0.301691,102.4817,208.737,168.7632,309.2768,283.3503,467.1667,82141.4297,72488.3984,11.0896,2.0876,7.1032,9.152,0.7083,10.8267,11.4163,0.5711,0.1948,5.2284,0,0,0,0,0.445812,0.8292,0.113355,0.180511,0.130295,0.135009,0.01016,1.904329,4.074936,5.91207,7.257488,7.853414,7.954393,8.0096,8.0679,8.1278
"3",8.9796,0,14.283311,5.303715,14.215708,0.0676,0.0482,0.0061,0.0133,4.075229,0.30799,6.242845,3.288058,0.301596,92.4749,206.683,161.9885,316.9937,284.3887,467.6812,82135.8047,72488.3984,10.0068,2.0541,6.7746,9.3718,0.7083,10.7676,11.3424,0.5675,0.1948,5.3493,0,0,0,0,0.460728,0.7835,0.150923,0.112877,0.210976,0.136877,0.007015,1.95547,4.150875,5.881636,7.272811,7.917194,8.02458,8.081284,8.1392,8.1982
"4",24.5753,0.403,18.366298,-6.209013,16.222286,2.144,1.5015,0.2939,0.3486,4.766564,0.353757,7.052516,3.709212,0.340251,83.6412,204.8225,155.3991,321.7211,285.3098,468.4731,82128.7891,72489.7422,9.0352,2.062,6.5894,11.2042,0.8315,12.4316,13.0765,0.6543,0.2287,6.391,0,0,0,0,0.761385,1.1786,0.046432,0.471962,0.092793,0.196642,0.055327,1.651506,4.031464,5.695554,7.214043,8.016806,8.14169,8.204537,8.2659,8.3278
"5",57.2533,51.7055,61.280096,4.026746,36.195298,25.0848,18.4115,4.0706,2.6027,10.777896,0.80648,15.652513,8.205519,0.752886,118.1846,207.302,151.9339,313.1025,285.1856,470.4281,82108.4375,72498.125,9.7953,2.0504,6.3011,25.0209,1.8722,27.2512,28.572,1.43,0.5148,14.2763,0.0234,0.0187,0.0047,0.07,1.901823,2.735,0.379685,0.530545,0.631297,0.739978,0.027202,0.931988,3.230636,4.473438,6.231647,8.146233,8.421122,8.55407,8.6553,8.7342
"6",96.8623,53.3086,103.789601,6.927342,55.209988,48.5796,35.4403,4.3209,8.8185,15.931261,1.241193,24.232483,12.644336,1.160716,137.8755,209.2431,161.5119,295.9782,284.0089,472.3981,82076.0234,72513.2422,13.6508,2.0527,6.3958,37.476,2.9204,42.7659,44.6289,2.2346,0.8031,21.415,0.0589,0.0471,0.0118,0,2.806792,4.8275,0.60221,0.924231,0.902939,0.979622,0.161315,1.320486,3.432998,4.454795,6.085468,8.314453,8.695039,8.882937,9.0326,9.1516
"7",135.511,65.4651,149.011396,13.500494,85.486803,63.5246,44.1828,5.6092,13.7325,23.208838,1.961751,38.472789,20.005627,1.837787,155.4942,213.6688,180.581,262.2135,281.0535,472.7108,82024.3984,72528.4141,15.114,2.1208,7.1167,56.3109,4.7605,70.0194,72.8196,3.6488,1.3091,32.2801,0,0,0,0,6.550351,10.0966,0.607599,3.231642,1.689421,1.629298,0.276229,2.211096,4.812427,5.58499,6.683534,9.044258,9.423237,9.6069,9.7625,9.8932
"8",134.7627,58.7488,145.500703,10.737997,80.915348,64.5853,46.7896,5.4205,12.3753,19.983528,1.869897,37.633371,19.624286,1.804264,168.1773,217.3815,196.2349,238.466,278.3438,469.4693,81973.7344,72542.8516,16.6913,2.1621,7.8451,48.6119,4.5473,68.6311,71.5746,3.5894,1.2505,27.9871,0,0,0,0,7.464393,9.9564,0.521377,3.23159,2.429254,1.803543,0.018147,1.812901,4.77366,5.543468,6.569509,9.131685,9.517251,9.6944,9.851045,9.9891
"9",88.5699,28.207,107.429328,18.85936,50.410285,57.0191,45.5206,4.316,7.1825,11.745793,1.155222,23.843839,12.514104,1.151331,164.975,218.2666,200.1812,236.3325,277.3259,466.4869,81942.875,72555.2656,17.3058,1.9354,7.3364,27.0661,2.6619,41.1977,43.2435,2.1701,0.732,15.6184,0,0,0,0,3.046862,3.7784,0.846553,0.146697,1.82085,1.079307,0.006511,0.725222,3.57718,4.447153,5.711502,8.242468,8.656868,8.853,9.0279,9.1836
"10",50.6069,16.632,78.372812,27.765911,33.081139,45.2917,36.7668,3.3838,5.141,7.745415,0.749057,15.601059,8.22824,0.757362,156.591,217.9309,199.2066,243.2404,277.3108,464.6909,81922.2891,72562.9844,16.7,1.9986,7.6274,17.7194,1.7136,26.7688,28.2368,1.4177,0.4712,10.2169,0,0,0,0,1.723142,2.2843,0.587935,0.160992,0.841451,0.720684,0.008157,0.65252,3.217967,4.14699,5.510375,7.65582,8.047468,8.235124,8.4018,8.5488
