"","GPP_sd1","NPP_sd1","Reco_sd1","NEE_sd1","Rh_sd1","Ra_sd1","Rleaf_sd1","Rstem_sd1","Rroot_sd1","Rh4_sd1","Rh5_sd1","Rh6_sd1","Rh7_sd1","Rh8_sd1","QC1_sd1","QC2_sd1","QC3_sd1","QC4_sd1","QC5_sd1","QC6_sd1","QC7_sd1","QC8_sd1","QCt1_sd1","QCt2_sd1","QCt3_sd1","QCt4_sd1","QCt5_sd1","QCt6_sd1","QCt7_sd1","QCt8_sd1","QCt9_sd1","QCt10_sd1","simuCH4_sd1","prod_sd1","oxid_sd1","diff_sd1","ebu_sd1","pla_sd1","conc1_sd1","conc2_sd1","conc3_sd1","conc4_sd1","conc5_sd1","conc6_sd1","conc7_sd1","conc8_sd1","conc9_sd1","conc10_sd1"
"1",0,0,0.00391663778196962,0.00391795285135671,0.00391685093054638,0,0,0,0,0.00105710487042238,8.46621330210572e-05,0.00175719128501175,0.000934708942976799,8.69459369930221e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00779801191964913,0,0.00284050411658981,0.00138622516281454,0.00827930363538315,0.00181340574721721,0.00045924839782964,0.0291370835080235,0.0618417806122441,0.0778795673401625,0.0169592552723856,0.00156094506468022,0.000135124334812793,1.96946385566473e-05,4.72581562624159e-05,0
"2",0,0,0.00350185217947142,0.00350618558746358,0.0035064931112714,0,0,0,0,0.000978832018894015,7.31678573796867e-05,0.00155495006253244,0.000827882780947833,7.87272493992971e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00907844043919884,0,0.00299541248571811,0.00151725795999616,0.00939911209002255,0.00152529381173635,0.00121100342399569,0.0268366200885614,0.0570532225384351,0.119593665823281,0.0237329035541611,0.00201328190783208,0.000193646559223235,0,0,0
"3",0,0,0.00413464006714592,0.00413210380050909,0.00413873974377061,0,0,0,0,0.00117905286419464,8.65500380757155e-05,0.00182088750699523,0.000968232796116078,9.26108399528376e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105785123832429,0,0.00370151088452848,0.00147655447962922,0.0111240707250066,0.00157123769009908,0.000465256527480955,0.035237332074338,0.067086181652311,0.110690768546497,0.0271351439162119,0.00264593818689872,0.000241301186541066,3.89119700623646e-05,0,0
"4",0,0,0.00261338647905151,0.00261129945591938,0.00260938554631035,0,0,0,0,0.000760602499086184,6.17832640540406e-05,0.00113721438860778,0.000603567675902179,5.74192450052414e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00714280000554348,0,0.00157758638048089,0.00262943919972501,0.00745754441400577,0.00199884208905298,0.00271244866822909,0.0251685374379934,0.0610466812274745,0.0815131784288636,0.0232705418974724,0.00274567409985715,0.000286848075088308,5.0241839379452e-05,9.99999999997669e-06,0
"5",0,0,0.0117898694315131,0.0117923976537531,0.0117866667952147,0,0,0,0,0.00351136912490165,0.000245657230195791,0.00509635441103034,0.00268792586477849,0.000250655705756505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224314781528372,0,0.00787097339737737,0.00495387451670636,0.0255854482592403,0.00737401142150217,0.000935181611487654,0.025127885109993,0.0530014146085277,0.0370441627784945,0.0103305458605912,0.00198873062402869,0.000259953375772897,4.46196043337434e-05,0,0
"6",0,0,0.0125834303026566,0.0125753110691087,0.0125775837155323,0,0,0,0,0.00364828117824758,0.000264238949101406,0.00550897339608645,0.00289468338841953,0.000269222599498639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237549803177984,0,0.00932298013437005,0.00445465639936052,0.0264766868292569,0.00639248888473137,0.00144782525872357,0.0203890611145122,0.0414069573522581,0.0278747872030652,0.00584545718459811,0.00105555576820839,0.000183619611196714,4.51260859853161e-05,0,0
"7",0,0,0.00822589554855727,0.00822270685849907,0.00822218580390502,0,0,0,0,0.00223688004220884,0.000177171947525277,0.00370153926485904,0.00193360917572412,0.000180302775655517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426981216439224,0,0.00581775443506055,0.00896817149702209,0.0452275908460463,0.0048980622843543,0.00109565302699146,0.0131638232065818,0.0154744759216752,0.00878800468039397,0.00304203729580869,0.000554890106510337,0.000135478948381861,2.38683256575386e-05,0,0
"8",0,0,0.00699588450447728,0.00700764740995307,0.00701091040068747,0,0,0,0,0.00170959827521747,0.000152192727364422,0.00326828577685504,0.00171767519653959,0.000156924352875031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344015880975917,0,0.00363111358381776,0.00984173426451524,0.0382692658155419,0.00534625177865841,0.000329701425994839,0.0108180078077848,0.00618335816379884,0.00183684484644158,0.000694767601577718,0.000253229643851529,6.43459714388276e-05,4.22952584680665e-05,0,0
"9",0,0,0.0181761854128313,0.0181811618568408,0.0181892396873549,0,0,0,0,0.00418406500905511,0.000388796381493737,0.00863064799702134,0.00456605160644585,0.000415842821899417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322484849068585,0,0.0167235893397333,0.00509922265812856,0.0334242231160141,0.00432612407299531,0.000466938232672495,0.0160925073223284,0.0163637607430739,0.00876279434007584,0.000925330953625449,0.000113791409379591,4.37970526201068e-05,0,0,0
"10",0,0,0.0194394141949394,0.0194434377805797,0.0194474961645633,0,0,0,0,0.0045248247915184,0.000416909020426684,0.00918531870965724,0.00487405945342851,0.000447376189068502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228444012105081,0,0.0171843674261924,0.00532441100266053,0.0233656195675993,0.00467989294533517,0.000915864111485471,0.029191545251004,0.0313708501863456,0.0195050751230431,0.00305655711776192,0.000184105810595318,4.40844002275781e-05,0,0,0
