"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","QCt1_mean1","QCt2_mean1","QCt3_mean1","QCt4_mean1","QCt5_mean1","QCt6_mean1","QCt7_mean1","QCt8_mean1","QCt9_mean1","QCt10_mean1","NPPL_mean1","NPPR_mean1","NPPS_mean1","add_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"1",0.4727,0,14.416183,13.943518,14.145394,0.2708,0.2178,0.0128,0.0402,3.869648,0.288469,6.33814,3.342382,0.306742,154.776,164.2445,179.9394,300.1427,263.655,466.7827,82108.6719,72504.6484,12.7291,1.9125,7.5959,8.932,0.6659,10.9726,11.5727,0.5793,0.1831,5.0957,0,0,0,0,0.389037,0.8306,0.152106,0.125671,0.132434,0.130929,0.008891,1.860144,3.998487,5.953507,7.17631,7.734812,7.843159,7.904551,7.9686,8.0343
"2",4.4378,0.0033,14.153601,9.715841,14.070758,0.0828,0.0654,0.0043,0.0131,3.961306,0.285737,6.235787,3.286307,0.301624,143.0157,162.3609,172.6776,310.2885,264.596,467.142,82103.0469,72504.6484,11.7618,1.8838,7.263,9.164,0.661,10.819,11.4034,0.5709,0.1818,5.222,0,0,0,0,0.442644,0.8261,0.114128,0.177237,0.130299,0.135106,0.010229,1.906434,4.076385,5.9267,7.26048,7.852891,7.953596,8.0088,8.067,8.1269
"3",11.2603,0,14.438359,3.178063,14.241486,0.1969,0.1551,0.0107,0.031,4.102733,0.288159,6.255155,3.29318,0.302268,132.1477,160.5043,165.7308,318.9479,265.5104,467.6589,82097.4219,72504.6484,10.8681,1.8559,6.9467,9.4367,0.6628,10.7908,11.3621,0.5689,0.1823,5.3725,0,0,0,0,0.458459,0.7869,0.15067,0.114085,0.207454,0.136918,0.007004,1.956206,4.158686,5.890916,7.27645,7.917974,8.025079,8.081776,8.1397,8.1987
"4",31.5927,1.1591,21.895675,-9.697034,16.245637,5.65,4.5109,0.3702,0.769,4.807334,0.330456,7.057259,3.710033,0.340559,122.6755,158.7632,159.4419,324.7341,266.3126,468.4831,82090.4062,72505.9922,10.0516,1.8576,6.752,11.3018,0.7769,12.4417,13.0813,0.655,0.2136,6.4296,0,0,0,0,0.766346,1.1825,0.046451,0.475359,0.094273,0.196709,0.055518,1.658835,4.036868,5.699095,7.216418,8.017907,8.142665,8.205521,8.2669,8.3288
"5",72.0956,57.708,70.696346,-1.399312,36.351563,34.3448,26.8665,2.4954,4.9829,10.925363,0.754593,15.694249,8.222401,0.754953,159.414,158.9814,161.0731,316.8997,266.1229,470.5529,82070,72514.4062,10.6866,1.838,6.5937,25.3968,1.754,27.3602,28.6688,1.4358,0.4824,14.4506,0.0316,0.0253,0.0063,0.0703,1.943284,2.7983,0.380961,0.573452,0.625209,0.744623,0.03345,0.937961,3.21316,4.477391,6.237634,8.152299,8.426988,8.559919,8.661123,8.7401
"6",113.8627,55.8771,113.955471,0.092692,55.703749,58.2517,45.0201,3.9606,9.271,16.235272,1.165949,24.409092,12.72454,1.168893,180.2571,161.3779,171.2068,299.5745,264.9478,472.7074,82037.2109,72529.8438,13.8133,1.8471,6.8419,38.2608,2.7484,43.1556,44.9934,2.2545,0.7558,21.7992,0.0519,0.0415,0.0104,0,2.93657,4.9949,0.615603,1.027112,0.911855,0.997602,0.161764,1.319475,3.432442,4.454556,6.091135,8.329879,8.710392,8.898025,9.047424,9.1664
"7",156.2705,62.7699,164.121196,7.850672,85.600376,78.5208,59.7818,5.3707,13.3683,23.469284,1.828651,38.482134,19.98328,1.837026,196.7341,165.7486,188.8203,265.1728,262.1184,473.2227,81985.5391,72545.0234,14.9079,1.906,7.4947,57.0894,4.4487,70.2127,72.9213,3.6565,1.2234,32.6226,0,0,0,0,6.801246,10.2929,0.53062,3.442407,1.703338,1.655497,0.276987,2.215162,4.817581,5.590119,6.68952,9.05917,9.438482,9.621793,9.7771,9.9076
"8",152.203,56.3627,163.924489,11.721491,80.949905,82.9746,65.6639,5.3807,11.93,20.167591,1.741995,37.641613,19.595801,1.802914,208.838,169.4317,203.1909,240.5473,259.532,470.0674,81934.8359,72559.4688,16.0775,1.9535,8.1745,49.1715,4.2458,68.8002,71.6312,3.5948,1.1676,28.2119,0,0,0,0,7.672282,10.1135,0.446835,3.41077,2.429314,1.832202,0.024298,1.797083,4.760963,5.529399,6.564573,9.144032,9.530241,9.707109,9.8635,10.0013
"9",99.2849,27.2149,126.10981,26.824958,51.701544,74.4082,62.7731,4.3455,7.2898,12.117374,1.104189,24.475182,12.824119,1.180681,205.9139,170.3479,206.2692,237.1187,258.5123,466.9802,81903.5703,72572.1875,16.5315,1.8056,7.8077,28.0387,2.5549,42.468,44.5029,2.2349,0.7026,16.1239,0,0,0,0,3.263016,4.0701,0.767716,0.098317,1.988704,1.175989,0.005578,0.855272,3.617039,4.442777,5.715235,8.282896,8.698864,8.893653,9.066997,9.2207
"10",57.1184,16.0787,92.051429,34.932985,33.999234,58.0522,50.1903,3.0933,4.7685,7.978894,0.718158,16.063037,8.4599,0.779249,197.866,170.0767,204.5609,243.2055,258.4517,465.0653,81882.4219,72580.3828,16.0873,1.8791,8.1398,18.4211,1.658,27.8128,29.2964,1.4719,0.4559,10.5875,0,0,0,0,2.053485,2.5617,0.417846,0.172284,1.05984,0.821365,0.013798,0.683025,3.276596,4.186103,5.540182,7.70079,8.093605,8.279791,8.444602,8.5908
