"","GLmax","GRmax","Gsmax","JV","Vcmx0","Entrpy","gddonset","Tau_Leaf","Tau_Root","Tau_F","Tau_C","Tau_Micro","Tau_SlowSOM","Tau_Passive","Q10","Rl0","Rs0","Rr0","Q10rh","f_F2M","f_C2M","f_M2S","f_M2P","r_me","Q10_pro","Omax","Tveg","f","bubprob","Vmaxfraction"
"1",14.78,14.71,13.24,1.11,20.97,659.03,157.26,0.79,0.7,0.18,12.68,0.28,27.01,1010.32,3.73,15.21,8.61,11.65,3.83,0.48,0.27,0.28,0.13,0.11,5.1,11.34,0.53,0.35,0.19,0.16
"2",38.38,22.84,14.14,1.08,21.04,655.36,154.98,0.42,0.5,0.12,3.57,0.2,120.47,1697.81,3.78,14.91,9.47,13.18,3.71,0.48,0.29,0.29,0.15,0.06,4.21,8.97,2.02,0.29,0.34,0.16
"3",28.92,21.72,16.13,1.18,19.14,658.41,145.17,0.33,0.6,0.4,5.12,0.4,10.43,2333.1,3.53,37.35,6.67,18.64,3.7,0.56,0.27,0.26,0.07,0.06,2.03,25.41,1.48,0.36,0.37,0.13
"4",15.76,17.44,15.18,1.08,15.14,641.09,154.68,0.54,0.49,0.17,7.22,0.45,17.21,1682.92,3.52,40.61,9.2,40.29,3.08,0.62,0.28,0.39,0.18,0.09,1.73,32.25,3.22,0.26,0.13,0.16
"5",22.77,13.81,23.41,1.19,15.34,641.99,140.33,0.31,0.54,0.45,7.42,0.45,9.95,665.24,2.72,38.6,6.91,14.71,2.75,0.6,0.29,0.24,0.08,0.09,1.51,26.11,2.84,0.29,0.22,0.14
"6",37.62,14.7,21.64,1.18,17.36,644.06,108.66,0.31,0.48,0.34,4.52,0.4,13.38,1439.12,3.49,36.86,8.67,14.07,2.28,0.58,0.26,0.24,0.16,0.16,1.47,1.95,1.62,0.2,0.22,0.18
