"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","QCt1_mean1","QCt2_mean1","QCt3_mean1","QCt4_mean1","QCt5_mean1","QCt6_mean1","QCt7_mean1","QCt8_mean1","QCt9_mean1","QCt10_mean1","NPPL_mean1","NPPR_mean1","NPPS_mean1","add_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"1",0.4608,0,14.315338,13.85449,14.043943,0.2714,0.2226,0.006,0.0428,3.803886,0.286837,6.299051,3.347234,0.306929,148.8578,71.68,180.2411,294.6993,261.9012,463.4355,82145.3438,72476,12.2424,1.9058,7.5876,8.7476,0.6596,10.8644,11.5464,0.5775,0.1814,4.9926,0,0,0,0,0.336884,0.8185,0.19748,0.076131,0.129229,0.131526,0.005784,1.866703,4.037064,5.990831,7.184685,7.731684,7.837397,7.898297,7.962234,8.0278
"2",4.3319,0.0033,14.060513,9.728631,13.974663,0.0858,0.0693,0.0022,0.0144,3.894986,0.284265,6.20058,3.292854,0.301961,137.5473,69.8297,172.9836,304.5749,262.8194,463.7804,82139.7188,72476,11.3121,1.8507,7.2589,8.9761,0.6551,10.7168,11.3825,0.5694,0.1802,5.117,0,0,0,0,0.387537,0.8103,0.157937,0.124774,0.127774,0.134992,0.006937,1.902786,4.102072,5.967795,7.267283,7.849076,7.9481,8.0029,8.0611,8.1209
"3",10.9936,0,14.24431,3.250726,14.049784,0.1945,0.157,0.0048,0.0327,4.006638,0.284784,6.179336,3.278362,0.300665,127.0948,68.0444,166.0845,313.0133,263.6846,464.2766,82134.0938,72476,10.4525,1.7853,6.899,9.1799,0.6525,10.6185,11.267,0.5636,0.1794,5.2284,0,0,0,0,0.409946,0.7648,0.192348,0.063904,0.209623,0.136418,0.004165,1.947879,4.15986,5.922333,7.279842,7.911775,8.017502,8.073893,8.1317,8.1906
"4",30.8205,1.4499,23.213522,-7.606974,16.057146,7.1564,5.9883,0.2542,0.9138,4.703932,0.327201,6.985682,3.700898,0.339438,118.1505,66.4198,159.9262,318.6346,264.4199,465.0727,82127.0781,72477.3438,9.6691,1.7695,6.7382,11.0487,0.7685,12.304,13.0368,0.6522,0.2113,6.2882,0,0,0,0,0.721756,1.1606,0.061164,0.448691,0.086436,0.18663,0.055554,1.718428,4.054236,5.737658,7.234878,8.011807,8.135227,8.197844,8.2591,8.321
"5",70.2,53.9225,70.136588,-0.063449,35.879727,34.2568,27.6807,1.8478,4.7283,10.676032,0.745988,15.514288,8.191897,0.751519,151.5089,66.7504,161.6179,310.9951,264.168,467.0678,82106.7812,72485.6094,10.2389,1.7349,6.5685,24.7088,1.7264,26.9281,28.4377,1.423,0.4748,14.0646,0.0344,0.0275,0.0069,0.063,1.716476,2.655,0.485777,0.404347,0.629863,0.682269,0.011717,1.03313,3.428609,4.71142,6.361199,8.142329,8.409258,8.541878,8.6431,8.7219
"6",110.4841,52.7032,111.233035,0.748895,54.66144,56.5716,44.6224,3.3928,8.5564,15.776131,1.145615,23.981371,12.601708,1.156624,170.7933,69.0641,171.1354,294.1,262.972,469.132,82074.5859,72500.5625,13.0852,1.7531,6.7495,36.9893,2.6868,42.1854,44.3341,2.2195,0.7389,21.083,0.0495,0.0396,0.0099,0,2.577267,4.6912,0.728602,0.749943,0.889765,0.937557,0.162681,1.405198,3.599653,4.649769,6.186206,8.3062,8.675952,8.863477,9.0133,9.1324
"7",151.9648,61.468,161.807855,9.843044,85.093626,76.7143,58.8352,5.0687,12.8103,23.096404,1.81984,38.290648,20.045557,1.841164,187.3662,73.3316,188.2675,260.1664,260.1699,469.6029,82022.9297,72515.6641,14.1611,1.8793,7.455,55.8348,4.4003,69.4401,72.7055,3.6425,1.2101,31.9192,0,0,0,0,6.234114,9.9374,0.868475,2.938756,1.717701,1.577652,0.276604,2.280417,4.904493,5.683346,6.730006,9.028706,9.399754,9.583297,9.7393,9.8704
"8",148.6814,56.1607,161.367671,12.686329,80.573837,80.7939,63.7522,5.2057,11.8359,19.854075,1.735798,37.495515,19.679393,1.809051,200.0849,76.9594,202.5992,235.8247,257.6533,466.4659,81972.2031,72530.0859,15.3616,1.9882,8.1328,48.1337,4.2068,68.1465,71.5308,3.5866,1.1569,27.6304,0,0,0,0,7.17205,9.8315,0.761821,2.975787,2.425751,1.770515,0.004145,1.803444,4.793883,5.562831,6.575276,9.111925,9.492844,9.670182,9.8275,9.966
"9",97.2458,27.0896,121.803974,24.558165,49.821802,71.9822,60.6314,4.1507,7.2,11.551811,1.064932,23.59571,12.462916,1.146441,197.7662,77.8684,205.9541,232.977,256.7441,463.5384,81941.3203,72542.3516,15.8634,1.7999,7.4805,26.4617,2.4393,40.522,42.8054,2.1478,0.6708,15.2248,0,0,0,0,2.764261,3.6526,1.108802,0.058938,1.681298,1.024023,0.006888,0.563061,3.534934,4.421991,5.688879,8.213729,8.626995,8.8238,8.9996,9.1562
"10",55.9706,15.9809,88.631286,32.660642,32.398172,56.2331,48.8618,2.8023,4.5691,7.531803,0.684936,15.308625,8.125062,0.747747,190.291,77.6248,204.6845,239.2927,256.7559,461.7646,81920.7891,72549.75,15.4657,1.8418,7.6618,17.0888,1.5539,26.0504,27.6528,1.3881,0.4273,9.8262,0,0,0,0,1.41996,2.1409,0.809537,0.072847,0.696326,0.650787,0.003233,0.66602,3.234757,4.181547,5.523773,7.62213,8.011627,8.1998,8.3671,8.5146
