 sdoy, GPP_d,NEE_d,Reco_d,QC(1),QC(6),QC(2),QC(7), QC(3),QC(4),QC678,pheno,QC(5),NPP_d,Rh_d,Ra_d
     16,         0.0037,         0.5357,         0.5394,       140.0696,       350.2136,        63.1016,     86552.0000,       195.6057,       127.5439,    158022.2188,     10922.0000,       300.3555,         0.0000,         0.3547,         0.1847
     17,         0.0000,         0.7250,         0.7250,       139.7011,       350.2296,        63.0458,     86551.6250,       195.3340,       128.0615,    158021.8438,     10922.0000,       300.3775,         0.0000,         0.3583,         0.3667
     18,         0.0045,         0.5461,         0.5505,       139.3335,       350.2457,        62.9900,     86551.2500,       195.0627,       128.5780,    158021.5000,     10922.0000,       300.3995,         0.0000,         0.3561,         0.1945
     19,         0.0077,         0.5602,         0.5679,       138.9669,       350.2624,        62.9344,     86550.8750,       194.7918,       129.0929,    158021.1406,     10922.0000,       300.4215,         0.0000,         0.3555,         0.2124
     20,         0.0025,         0.5022,         0.5047,       138.6013,       350.2787,        62.8788,     86550.5000,       194.5214,       129.6066,    158020.7812,     10922.0000,       300.4437,         0.0000,         0.3544,         0.1503
     21,         0.0000,         0.4354,         0.4354,       138.2366,       350.2946,        62.8232,     86550.1250,       194.2514,       130.1205,    158020.4219,     10922.0000,       300.4656,         0.0000,         0.3498,         0.0856
     22,         0.0034,         0.4654,         0.4688,       137.8729,       350.3112,        62.7677,     86549.7500,       193.9819,       130.6315,    158020.0625,     10922.0000,       300.4874,         0.0000,         0.3530,         0.1158
     23,         0.0000,         0.5222,         0.5222,       137.5102,       350.3281,        62.7123,     86549.3750,       193.7129,       131.1408,    158019.7031,     10922.0000,       300.5090,         0.0000,         0.3522,         0.1700
     24,         0.0031,         0.7589,         0.7620,       137.1484,       350.3459,        62.6570,     86549.0000,       193.4442,       131.6458,    158019.3438,     10922.0000,       300.5303,         0.0000,         0.3577,         0.4043
     25,         0.0208,         0.7763,         0.7971,       136.7876,       350.3643,        62.6017,     86548.6250,       193.1760,       132.1488,    158019.0000,     10922.0000,       300.5515,         0.0000,         0.3582,         0.4388
     26,         0.0268,         0.9011,         0.9279,       136.4277,       350.3830,        62.5464,     86548.2500,       192.9082,       132.6494,    158018.6250,     10922.0000,       300.5728,         0.0000,         0.3596,         0.5683
     27,         0.0472,         0.9547,         1.0020,       136.0687,       350.4018,        62.4912,     86547.8750,       192.6408,       133.1479,    158018.2812,     10922.0000,       300.5940,         0.0000,         0.3603,         0.6417
     28,         0.0072,         0.9081,         0.9153,       135.7107,       350.4209,        62.4361,     86547.5000,       192.3738,       133.6447,    158017.9219,     10922.0000,       300.6152,         0.0000,         0.3600,         0.5552
     29,         0.0143,         0.8194,         0.8337,       135.3537,       350.4405,        62.3811,     86547.1250,       192.1073,       134.1398,    158017.5625,     10922.0000,       300.6365,         0.0000,         0.3598,         0.4739
     30,         0.0096,         0.6134,         0.6230,       134.9976,       350.4599,        62.3260,     86546.7500,       191.8412,       134.6341,    158017.2188,     10922.0000,       300.6579,         0.0000,         0.3572,         0.2658
     31,         0.0035,         0.5590,         0.5625,       134.6424,       350.4796,        62.2711,     86546.3750,       191.5755,       135.1271,    158016.8438,     10922.0000,       300.6792,         0.0000,         0.3561,         0.2064
     32,         0.0077,         0.5250,         0.5326,       134.2881,       350.4986,        62.2162,     86546.0000,       191.3103,       135.6184,    158016.5000,     10922.0000,       300.7010,         0.0000,         0.3557,         0.1769
     33,         0.0141,         0.5255,         0.5396,       133.9348,       350.5179,        62.1615,     86545.6250,       191.0457,       136.1087,    158016.1406,     10922.0000,       300.7228,         0.0000,         0.3540,         0.1856
     34,         0.0459,         0.7706,         0.8165,       133.5824,       350.5381,        62.1068,     86545.2500,       190.7817,       136.5951,    158015.7812,     10922.0000,       300.7437,         0.0000,         0.3576,         0.4590
     35,         0.0773,         1.0150,         1.0923,       133.2309,       350.5590,        62.0522,     86544.8750,       190.5183,       137.0789,    158015.4375,     10922.0000,       300.7643,         0.0000,         0.3597,         0.7326
     36,         0.1170,         1.0078,         1.1247,       132.8804,       350.5803,        61.9977,     86544.5000,       190.2554,       137.5604,    158015.0781,     10922.0000,       300.7848,         0.0000,         0.3607,         0.7641
     37,         0.0574,         0.8486,         0.9059,       132.5308,       350.6018,        61.9433,     86544.1250,       189.9929,       138.0404,    158014.7188,     10922.0000,       300.8053,         0.0000,         0.3599,         0.5460
     38,         0.0060,         0.5370,         0.5430,       132.1821,       350.6226,        61.8889,     86543.7500,       189.7311,       138.5201,    158014.3750,     10922.0000,       300.8264,         0.0000,         0.3554,         0.1876
     39,         0.0200,         0.5017,         0.5217,       131.8343,       350.6434,        61.8347,     86543.3750,       189.4699,       138.9992,    158014.0156,     10922.0000,       300.8475,         0.0000,         0.3541,         0.1677
     40,         0.0109,         0.4848,         0.4957,       131.4875,       350.6645,        61.7805,     86543.0000,       189.2094,       139.4768,    158013.6562,     10922.0000,       300.8687,         0.0000,         0.3534,         0.1423
     41,         0.0167,         0.4566,         0.4732,       131.1415,       350.6856,        61.7265,     86542.6250,       188.9495,       139.9537,    158013.3125,     10922.0000,       300.8903,         0.0000,         0.3503,         0.1229
     42,         0.0408,         0.6166,         0.6574,       130.7965,       350.7068,        61.6726,     86542.2500,       188.6900,       140.4278,    158012.9531,     10922.0000,       300.9118,         0.0000,         0.3522,         0.3052
     43,         0.0968,         0.6484,         0.7452,       130.4523,       350.7284,        61.6187,     86541.8750,       188.4312,       140.8989,    158012.5938,     10922.0000,       300.9326,         0.0000,         0.3545,         0.3907
     44,         0.3763,         0.7506,         1.1269,       130.1091,       350.7510,        61.5647,     86541.5000,       188.1717,       141.3668,    158012.2500,     10922.0000,       300.9529,         0.0000,         0.3581,         0.7688
     45,         0.1623,         0.9585,         1.1209,       129.7668,       350.7747,        61.5102,     86541.1250,       187.9099,       141.8335,    158011.9062,     10922.0000,       300.9734,         0.0000,         0.3552,         0.7656
     46,         0.3401,         0.8291,         1.1692,       129.4254,       350.7986,        61.4557,     86540.7500,       187.6486,       142.2982,    158011.5469,     10922.0000,       300.9938,         0.0000,         0.3563,         0.8129
     47,         0.9265,         0.2314,         1.1580,       129.1786,       350.8228,        61.4201,     86540.3750,       187.4626,       142.7611,    158011.1875,     10922.0000,       301.0142,         0.1876,         0.3564,         0.8016
     48,         0.2512,         1.0194,         1.2706,       128.8387,       350.8473,        61.3657,     86540.0000,       187.2019,       143.2223,    158010.8438,     10922.0000,       301.0347,         0.0000,         0.3573,         0.9133
     49,         0.0337,         0.5945,         0.6282,       128.4997,       350.8720,        61.3114,     86539.6250,       186.9416,       143.6834,    158010.5000,     10922.0000,       301.0551,         0.0000,         0.3534,         0.2748
     50,         0.0131,         0.5464,         0.5594,       128.1616,       350.8961,        61.2571,     86539.2500,       186.6816,       144.1442,    158010.1562,     10922.0000,       301.0760,         0.0000,         0.3529,         0.2065
     51,         0.0431,         0.6138,         0.6569,       127.8244,       350.9211,        61.2029,     86538.8750,       186.4220,       144.6022,    158009.7969,     10922.0000,       301.0965,         0.0000,         0.3532,         0.3037
     52,         0.0858,         0.6169,         0.7028,       127.4881,       350.9465,        61.1487,     86538.5000,       186.1628,       145.0584,    158009.4375,     10922.0000,       301.1169,         0.0000,         0.3536,         0.3491
     53,         0.0813,         0.6091,         0.6905,       127.1527,       350.9716,        61.0946,     86538.1250,       185.9039,       145.5134,    158009.0938,     10922.0000,       301.1376,         0.0000,         0.3542,         0.3363
     54,         0.0267,         0.8269,         0.8537,       126.8181,       350.9975,        61.0405,     86537.7500,       185.6454,       145.9660,    158008.7500,     10922.0000,       301.1581,         0.0000,         0.3555,         0.4982
     55,         0.0228,         0.6037,         0.6265,       126.4845,       351.0230,        60.9865,     86537.3750,       185.3872,       146.4173,    158008.4062,     10922.0000,       301.1787,         0.0000,         0.3592,         0.2673
     56,         0.0058,         0.4673,         0.4731,       126.1517,       351.0480,        60.9325,     86537.0000,       185.1294,       146.8690,    158008.0469,     10922.0000,       301.1997,         0.0000,         0.3583,         0.1148
     57,         0.0092,         0.4329,         0.4422,       125.8197,       351.0731,        60.8786,     86536.6250,       184.8719,       147.3208,    158007.6875,     10922.0000,       301.2209,         0.0000,         0.3557,         0.0865
     58,         0.0585,         0.5458,         0.6043,       125.4887,       351.0987,        60.8247,     86536.2500,       184.6148,       147.7689,    158007.3438,     10922.0000,       301.2419,         0.0000,         0.3592,         0.2451
     59,         0.1331,         0.5400,         0.6731,       125.1586,       351.1247,        60.7708,     86535.8750,       184.3580,       148.2151,    158007.0000,     10922.0000,       301.2622,         0.0000,         0.3607,         0.3124
     60,         0.0649,         0.5746,         0.6395,       124.8293,       351.1511,        60.7170,     86535.5000,       184.1016,       148.6590,    158006.6562,     10922.0000,       301.2824,         0.0000,         0.3616,         0.2779
     61,         0.0107,         0.4744,         0.4852,       124.5008,       351.1772,        60.6633,     86535.1250,       183.8456,       149.1031,    158006.3125,     10922.0000,       301.3026,         0.0000,         0.3585,         0.1267
     62,         0.0550,         0.6124,         0.6673,       124.1733,       351.2043,        60.6096,     86534.7500,       183.5900,       149.5438,    158005.9531,     10922.0000,       301.3227,         0.0000,         0.3611,         0.3062
     63,         0.0745,         0.6413,         0.7158,       123.8466,       351.2319,        60.5559,     86534.3750,       183.3347,       149.9822,    158005.6094,     10922.0000,       301.3425,         0.0000,         0.3627,         0.3531
     64,         0.0803,         0.5537,         0.6341,       123.5207,       351.2591,        60.5023,     86534.0000,       183.0797,       150.4196,    158005.2500,     10922.0000,       301.3626,         0.0000,         0.3628,         0.2713
     65,         0.0648,         0.6229,         0.6878,       123.1957,       351.2872,        60.4488,     86533.6250,       182.8252,       150.8549,    158004.9062,     10922.0000,       301.3824,         0.0000,         0.3629,         0.3249
     66,         0.0906,         0.5741,         0.6647,       122.8716,       351.3152,        60.3953,     86533.2500,       182.5709,       151.2884,    158004.5625,     10922.0000,       301.4024,         0.0000,         0.3645,         0.3002
     67,         0.1738,         0.5344,         0.7082,       122.5483,       351.3431,        60.3418,     86532.8750,       182.3171,       151.7211,    158004.2188,     10922.0000,       301.4225,         0.0000,         0.3631,         0.3451
     68,         0.2538,         0.6804,         0.9342,       122.2259,       351.3720,        60.2884,     86532.5000,       182.0636,       152.1504,    158003.8750,     10922.0000,       301.4423,         0.0000,         0.3662,         0.5680
     69,         0.3043,         0.5983,         0.9027,       121.9043,       351.4011,        60.2351,     86532.1250,       181.8106,       152.5777,    158003.5312,     10922.0000,       301.4619,         0.0000,         0.3667,         0.5360
     70,         0.3343,         0.6030,         0.9374,       121.5836,       351.4302,        60.1820,     86531.7500,       181.5587,       153.0031,    158003.1875,     10922.0000,       301.4816,         0.0000,         0.3661,         0.5712
     71,         0.0564,         0.7359,         0.7922,       121.2637,       351.4599,        60.1289,     86531.3750,       181.3067,       153.4269,    158002.8438,     10922.0000,       301.5013,         0.0000,         0.3670,         0.4253
     72,         0.1238,         0.5780,         0.7018,       120.9446,       351.4895,        60.0757,     86531.0000,       181.0551,       153.8498,    158002.5000,     10922.0000,       301.5211,         0.0000,         0.3657,         0.3361
     73,         0.5421,         0.3127,         0.8548,       120.6264,       351.5191,        60.0228,     86530.6250,       180.8043,       154.2702,    158002.1406,     10922.0000,       301.5406,         0.0000,         0.3669,         0.4879
     74,         0.6066,         0.3937,         1.0003,       120.3091,       351.5495,        59.9700,     86530.2500,       180.5545,       154.6881,    158001.7969,     10922.0000,       301.5596,         0.0000,         0.3673,         0.6330
     75,         0.5339,         0.4224,         0.9563,       119.9925,       351.5801,        59.9170,     86529.8750,       180.3040,       155.1054,    158001.4531,     10922.0000,       301.5791,         0.0000,         0.3675,         0.5888
     76,         0.6494,         0.4291,         1.0785,       119.6768,       351.6111,        59.8640,     86529.5000,       180.0534,       155.5204,    158001.1094,     10922.0000,       301.5986,         0.0000,         0.3689,         0.7096
     77,         0.1893,         0.6319,         0.8212,       119.3619,       351.6421,        59.8111,     86529.1250,       179.8032,       155.9348,    158000.7656,     10922.0000,       301.6175,         0.0000,         0.3650,         0.4561
     78,         0.3612,         0.5150,         0.8762,       119.0479,       351.6726,        59.7582,     86528.7500,       179.5533,       156.3482,    158000.4219,     10922.0000,       301.6368,         0.0000,         0.3630,         0.5131
     79,         0.1254,         0.9305,         1.0558,       118.7347,       351.7043,        59.7053,     86528.3750,       179.3038,       156.7587,    158000.0781,     10922.0000,       301.6559,         0.0000,         0.3667,         0.6891
     80,         0.3428,         0.6894,         1.0322,       118.4223,       351.7363,        59.6525,     86528.0000,       179.0545,       157.1675,    157999.7344,     10922.0000,       301.6749,         0.0000,         0.3654,         0.6668
     81,         0.1384,         0.7274,         0.8658,       118.1107,       351.7681,        59.5997,     86527.6250,       178.8057,       157.5755,    157999.3906,     10922.0000,       301.6939,         0.0000,         0.3599,         0.5059
     82,         0.1349,         0.5714,         0.7063,       117.8000,       351.8000,        59.5470,     86527.2500,       178.5572,       157.9822,    157999.0469,     10922.0000,       301.7129,         0.0000,         0.3606,         0.3457
     83,         0.2037,         0.4657,         0.6693,       117.4900,       351.8314,        59.4944,     86526.8750,       178.3091,       158.3883,    157998.7031,     10922.0000,       301.7322,         0.0000,         0.3650,         0.3044
     84,         0.2264,         0.4685,         0.6949,       117.1809,       351.8629,        59.4418,     86526.5000,       178.0614,       158.7927,    157998.3594,     10922.0000,       301.7514,         0.0000,         0.3663,         0.3286
     85,         0.1929,         0.4908,         0.6837,       116.8726,       351.8949,        59.3892,     86526.1250,       177.8140,       159.1954,    157998.0312,     10922.0000,       301.7706,         0.0000,         0.3666,         0.3171
     86,         0.2365,         0.4399,         0.6765,       116.5651,       351.9267,        59.3367,     86525.7500,       177.5670,       159.5968,    157997.6875,     10922.0000,       301.7899,         0.0000,         0.3668,         0.3097
     87,         0.3641,         0.3924,         0.7566,       116.2584,       351.9587,        59.2843,     86525.3750,       177.3204,       159.9964,    157997.3438,     10922.0000,       301.8093,         0.0000,         0.3676,         0.3890
     88,         0.4929,         0.2641,         0.7570,       115.9525,       351.9911,        59.2319,     86525.0000,       177.0741,       160.3938,    157997.0000,     10922.0000,       301.8285,         0.0000,         0.3689,         0.3882
     89,         0.5521,         0.2308,         0.7829,       115.6475,       352.0240,        59.1795,     86524.6250,       176.8282,       160.7894,    157996.6562,     10922.0000,       301.8477,         0.0000,         0.3692,         0.4137
     90,         0.3718,         0.5130,         0.8848,       115.3432,       352.0576,        59.1272,     86524.2500,       176.5826,       161.1830,    157996.3125,     10922.0000,       301.8667,         0.0000,         0.3701,         0.5148
     91,         0.1967,         0.7724,         0.9691,       115.0397,       352.0918,        59.0749,     86523.8750,       176.3373,       161.5747,    157995.9688,     10922.0000,       301.8858,         0.0000,         0.3709,         0.5982
     92,         0.8192,         0.1386,         0.9577,       114.7370,       352.1261,        59.0227,     86523.5000,       176.0923,       161.9643,    157995.6250,     10922.0000,       301.9046,         0.0000,         0.3713,         0.5864
     93,         0.0670,         0.8868,         0.9538,       114.4352,       352.1605,        58.9705,     86523.1250,       175.8477,       162.3528,    157995.2812,     10922.0000,       301.9236,         0.0000,         0.3670,         0.5868
     94,         0.3870,         0.5395,         0.9265,       114.1341,       352.1951,        58.9183,     86522.7500,       175.6033,       162.7395,    157994.9375,     10922.0000,       301.9423,         0.0000,         0.3629,         0.5635
     95,         0.5043,         0.3231,         0.8275,       113.8338,       352.2298,        58.8662,     86522.3750,       175.3593,       163.1258,    157994.5938,     10922.0000,       301.9605,         0.0000,         0.3607,         0.4668
     96,         0.7883,         0.0461,         0.8344,       113.5343,       352.2644,        58.8142,     86522.0000,       175.1157,       163.5102,    157994.2656,     10922.0000,       301.9787,         0.0000,         0.3619,         0.4725
     97,         0.7994,         0.0939,         0.8933,       113.2356,       352.2994,        58.7622,     86521.6250,       174.8723,       163.8933,    157993.9219,     10922.0000,       301.9969,         0.0000,         0.3615,         0.5317
     98,         1.6456,        -0.5085,         1.1371,       113.1255,       352.3349,        58.8982,     86521.2500,       174.6294,       164.2738,    157993.5938,     10922.0000,       302.0150,         0.3761,         0.3640,         0.7731
     99,         1.4047,        -0.2993,         1.1054,       112.9275,       352.3704,        58.9458,     86520.8750,       174.3868,       164.6531,    157993.2500,     10922.0000,       302.0334,         0.1994,         0.3645,         0.7408
    100,         0.2044,         0.8070,         1.0114,       112.6304,       352.4062,        58.8937,     86520.5000,       174.1445,       165.0309,    157992.9062,     10922.0000,       302.0518,         0.0000,         0.3648,         0.6466
    101,         1.4235,        -0.3086,         1.1150,       112.4483,       352.4423,        58.9559,     86520.1250,       173.9026,       165.4063,    157992.5625,     10922.0000,       302.0700,         0.2287,         0.3668,         0.7482
    102,         2.0917,        -0.8049,         1.2868,       112.5112,       352.4790,        59.2627,     86519.7500,       173.6611,       165.7794,    157992.2188,     10922.0000,       302.0883,         0.7180,         0.3690,         0.9178
    103,         0.6097,         0.4155,         1.0252,       112.2152,       352.5172,        59.2104,     86519.3750,       173.4200,       166.1459,    157991.8906,     10922.0000,       302.1060,         0.0000,         0.3791,         0.6461
    104,         0.4688,         0.4500,         0.9189,       111.9199,       352.5556,        59.1580,     86519.0000,       173.1793,       166.5106,    157991.5625,     10922.0000,       302.1235,         0.0000,         0.3802,         0.5386
    105,         0.3283,         0.6362,         0.9645,       111.6255,       352.5933,        59.1058,     86518.6250,       172.9391,       166.8763,    157991.2188,     10922.0000,       302.1415,         0.0000,         0.3763,         0.5881
    106,         0.1709,         0.7173,         0.8882,       111.3318,       352.6305,        59.0536,     86518.2500,       172.6992,       167.2431,    157990.8750,     10922.0000,       302.1599,         0.0000,         0.3720,         0.5162
    107,         0.3106,         0.5611,         0.8718,       111.0389,       352.6679,        59.0014,     86517.8750,       172.4595,       167.6089,    157990.5312,     10922.0000,       302.1783,         0.0000,         0.3712,         0.5006
    108,         0.2253,         0.6281,         0.8534,       110.7467,       352.7055,        58.9493,     86517.5000,       172.2200,       167.9731,    157990.2031,     10922.0000,       302.1964,         0.0000,         0.3716,         0.4818
    109,         0.5284,         0.3402,         0.8686,       110.4553,       352.7446,        58.8972,     86517.1250,       171.9810,       168.3316,    157989.8750,     10922.0000,       302.2135,         0.0000,         0.3788,         0.4898
    110,         0.4816,         0.4469,         0.9285,       110.1647,       352.7862,        58.8452,     86516.7891,       171.7422,       168.6792,    157989.5781,     10922.0000,       302.2290,         0.0000,         0.3962,         0.5324
    111,         0.6858,         0.2689,         0.9547,       109.8749,       352.8295,        58.7932,     86516.4297,       171.5037,       169.0198,    157989.3125,     10922.0000,       302.2439,         0.0000,         0.4074,         0.5473
    112,         0.4468,         0.6244,         1.0712,       109.5858,       352.8758,        58.7412,     86516.1172,       171.2655,       169.3470,    157989.1719,     10922.0000,       302.2569,         0.0000,         0.4297,         0.6415
    113,         0.5596,         0.4696,         1.0292,       109.2975,       352.9232,        58.6893,     86515.7422,       171.0276,       169.6688,    157989.0312,     10922.0000,       302.2693,         0.0000,         0.4385,         0.5907
    114,         1.5907,        -0.3913,         1.1995,       109.2063,       352.9745,        58.8339,     86515.3672,       170.7901,       169.9755,    157988.9062,     10922.0000,       302.2797,         0.3931,         0.4643,         0.7351
    115,         2.1995,        -0.6459,         1.5536,       109.3125,       353.0329,        59.1756,     86514.9922,       170.5530,       170.2539,    157988.7656,     10922.0000,       302.2862,         0.7876,         0.5186,         1.0349
    116,         0.9289,         0.2742,         1.2031,       109.0293,       353.0948,        59.1278,     86514.6172,       170.3163,       170.5153,    157988.6406,     10922.0000,       302.2909,         0.0089,         0.5563,         0.6468
    117,         0.1274,         1.0317,         1.1590,       108.7424,       353.1497,        59.0756,     86514.2422,       170.0800,       170.7985,    157988.5000,     10922.0000,       302.2990,         0.0000,         0.5184,         0.6407
    118,         1.2163,         0.0247,         1.2410,       108.5541,       353.2053,        59.1212,     86513.8672,       169.8440,       171.0817,    157988.3750,     10922.0000,       302.3073,         0.1956,         0.5085,         0.7325
    119,         2.2197,        -0.6758,         1.5440,       108.6993,       353.2687,        59.5000,     86513.4375,       169.6084,       171.3358,    157988.1875,     10922.0000,       302.3114,         0.8623,         0.5614,         0.9825
    120,         0.4149,         0.8406,         1.2556,       108.4133,       353.3370,        59.4475,     86512.9141,       169.3731,       171.5690,    157987.9375,     10922.0000,       302.3125,         0.0000,         0.6058,         0.6498
    121,         0.1538,         0.9316,         1.0853,       108.1281,       353.3965,        59.3949,     86512.5312,       169.1380,       171.8303,    157987.7969,     10922.0000,       302.3180,         0.0000,         0.5553,         0.5300
    122,         0.6482,         0.4010,         1.0491,       107.8436,       353.4525,        59.3425,     86512.1562,       168.9034,       172.1060,    157987.6562,     10922.0000,       302.3258,         0.0000,         0.5207,         0.5285
    123,         1.5687,        -0.3306,         1.2381,       107.7019,       353.5141,        59.4322,     86511.7266,       168.6692,       172.3614,    157987.4844,     10922.0000,       302.3309,         0.2844,         0.5536,         0.6845
    124,         1.7804,        -0.3090,         1.4714,       107.7004,       353.5827,        59.6618,     86511.2656,       168.4353,       172.5899,    157987.2812,     10922.0000,       302.3321,         0.5641,         0.6038,         0.8676
    125,         0.6526,         0.6522,         1.3048,       107.4170,       353.6555,        59.6091,     86510.7031,       168.2017,       172.7996,    157986.9688,     10922.0000,       302.3307,         0.0000,         0.6424,         0.6624
    126,         2.2181,        -0.6020,         1.6161,       107.5098,       353.7259,        59.9320,     86510.2266,       167.9683,       173.0177,    157986.7500,     10922.0000,       302.3307,         0.7514,         0.6237,         0.9924
    127,         2.0523,        -0.2437,         1.8086,       107.6239,       353.8104,        60.2763,     86509.6172,       167.7352,       173.1837,    157986.4219,     10922.0000,       302.3235,         0.7946,         0.7187,         1.0899
    128,         1.9657,        -0.1157,         1.8500,       107.7442,       353.9005,        60.6267,     86508.9844,       167.5025,       173.3256,    157986.0625,     10922.0000,       302.3133,         0.8075,         0.7654,         1.0846
    129,         1.0903,         0.4764,         1.5666,       109.5269,       353.9962,        60.6420,     86508.2344,       167.2700,       173.4464,    157985.5938,       129.0000,       302.2997,         2.1376,         0.8115,         0.7551
    130,         1.9976,         0.0209,         2.0185,       111.7249,       354.0948,        61.0144,     86507.4844,       167.1007,       173.5588,    157985.1250,       129.0000,       302.2843,         2.9780,         0.8387,         1.1798
    131,         3.3222,        -1.0566,         2.2656,       114.0621,       354.2061,        61.0873,     86506.6641,       167.3759,       173.6313,    157984.6094,       129.0000,       302.2631,         3.2684,         0.9337,         1.3319
    132,         1.1874,         0.5592,         1.7466,       115.7812,       354.3236,        61.0377,     86505.7578,       167.1610,       173.6794,    157984.0000,       129.0000,       302.2374,         2.0434,         1.0034,         0.7433
    133,         0.5788,         1.1102,         1.6890,       117.4741,       354.4299,        60.9838,     86504.9453,       166.9291,       173.7660,    157983.5000,       129.0000,       302.2167,         2.0000,         0.9514,         0.7375
    134,         1.4576,         0.3855,         1.8431,       119.3652,       354.5294,        60.9705,     86504.1953,       166.8596,       173.8809,    157983.0312,       129.0000,       302.1992,         2.4055,         0.9083,         0.9348
    135,         2.1400,        -0.1393,         2.0007,       121.4139,       354.6294,        60.9898,     86503.3984,       166.9208,       174.0016,    157982.5312,       129.0000,       302.1815,         2.7311,         0.9050,         1.0956
    136,         2.9694,        -0.8336,         2.1358,       123.5826,       354.7319,        61.0346,     86502.5859,       167.0840,       174.1158,    157982.0000,       129.0000,       302.1622,         2.9823,         0.9243,         1.2115
    137,         3.0949,        -0.8402,         2.2547,       125.7867,       354.8392,        61.0887,     86501.7578,       167.2847,       174.2136,    157981.4688,       129.0000,       302.1395,         3.0648,         0.9571,         1.2976
    138,         3.1795,        -0.8740,         2.3054,       128.0398,       354.9457,        61.1549,     86500.9141,       167.5337,       174.3148,    157980.9062,       129.0000,       302.1165,         3.1741,         0.9537,         1.3517
    139,         3.8412,        -1.2848,         2.5564,       130.3732,       355.0689,        61.2393,     86500.0234,       167.8561,       174.3601,    157980.3438,       129.0000,       302.0842,         3.3473,         1.0562,         1.5002
    140,         3.5010,        -0.7166,         2.7845,       132.8689,       355.1949,        61.3582,     86499.0625,       168.3162,       174.3936,    157979.6875,       129.0000,       302.0492,         3.6841,         1.0880,         1.6965
    141,         1.8782,         0.7142,         2.5924,       135.1297,       355.3269,        61.4299,     86498.0391,       168.5874,       174.4106,    157978.9844,       129.0000,       302.0110,         3.2277,         1.1496,         1.4429
    142,         2.8840,        -0.2653,         2.6187,       137.3472,       355.4650,        61.4915,     86497.0156,       168.8167,       174.4152,    157978.3438,       129.0000,       301.9709,         3.1524,         1.2082,         1.4104
    143,         2.0882,         0.4892,         2.5774,       139.4609,       355.6094,        61.5327,     86495.9375,       168.9648,       174.3991,    157977.6250,       129.0000,       301.9272,         2.9565,         1.2639,         1.3134
    144,         1.4189,         0.6761,         2.0950,       141.1338,       355.7398,        61.4868,     86494.8281,       168.7642,       174.4329,    157976.8438,       129.0000,       301.8897,         2.0849,         1.1907,         0.9043
