 month,GPP_m,NPP_m,Reco_m,NEE_m,Rh_m,Ra_m,RLEAV_m, RWOOD_m,RROOT_m,Rh4_m,Rh5_m,Rh6_m,Rh7_m,Rh8_m,pheno,NSC_yr,add_yr,store_yr, QC(1),QC(2),QC(3),QC(4),QC(5),QC(6),QC(7),QC(8), wcl(1),wcl(2),wcl(3),zwt,thawd,snowd,  ch4emission,ch4pro,ch4oxi,ch4difu,ch4ebusat,ch4pla, ch4v1,ch4v2,ch4v3,ch4v4,ch4v5,ch4v6,ch4v7,ch4v8,ch4v9,ch4v10,unsatebu
     11,        10.2183,         0.0239,        40.7185,        30.5001,        16.9662,        23.7522,        19.6579,         0.9506,         3.1437,         3.9145,         0.3463,         7.9864,         4.3211,         0.3978,       129.0000,        14.4646,         0.0000,         0.0727,       169.5467,        72.8744,       189.6659,       242.5901,       250.3629,       453.2855,     81894.6797,     72549.3672,         0.8286,         0.9391,         0.9470,       -74.8617,       150.0000,         0.0520,         0.9220,         1.0385,         0.1486,         0.0461,         0.5350,         0.3410,         0.0034,         0.9321,         3.6738,         4.9799,         6.1661,         7.3222,         7.5927,         7.7308,         7.8638,         7.9902,         0.0000
     12,         2.2429,         0.0000,        26.6006,        24.3577,        15.5072,        11.0935,         8.4619,         0.3322,         2.2994,         3.7769,         0.3161,         7.1714,         3.8850,         0.3577,       129.0000,        14.4646,         0.0000,         0.0727,       154.6123,        70.8309,       181.3755,       257.4136,       251.3714,       452.8980,     81888.1172,     72549.3672,         0.8084,         0.9470,         0.9481,       -74.4005,       150.0000,         0.1499,         0.3985,         0.8888,         0.1570,         0.0724,         0.1789,         0.1472,         0.0052,         1.7562,         4.0401,         5.9060,         6.9085,         7.4572,         7.5945,         7.6720,         7.7557,         7.8424,         0.0000
     13,         1.6746,         0.0000,        13.2477,        11.5732,        12.3366,         0.9111,         0.6828,         0.0282,         0.2002,         3.1484,         0.2512,         5.6142,         3.0426,         0.2802,       129.0000,        16.0600,         0.0000,         0.0808,       142.8629,        69.1482,       174.6504,       268.9212,       252.2258,       452.8394,     81881.9375,     72549.3672,         0.7946,         0.9473,         0.9481,       -76.3141,       150.0000,         0.2191,         0.2554,         0.6325,         0.1093,         0.0490,         0.0757,         0.1307,         0.0037,         1.7891,         4.0867,         6.1104,         7.1503,         7.6296,         7.7187,         7.7699,         7.8295,         7.8942,         0.0000
     14,         3.1898,         0.0000,        12.6379,         9.4481,        12.6334,         0.0045,         0.0034,         0.0001,         0.0010,         3.3375,         0.2565,         5.6788,         3.0771,         0.2834,       129.0000,        16.0600,         0.0000,         0.0808,       132.0065,        67.4500,       167.9576,       279.0844,       253.0813,       452.9716,     81876.3125,     72549.3672,         0.8514,         0.9458,         0.9472,       -68.3561,       150.0000,         0.4041,         0.2436,         0.6045,         0.0869,         0.0452,         0.0677,         0.1307,         0.0046,         1.7787,         4.0851,         6.1346,         7.2663,         7.7762,         7.8546,         7.8965,         7.9462,         8.0010,         0.0000
     15,        24.7385,         1.1255,        16.9368,        -7.8017,        13.4688,         3.4679,         2.6330,         0.1655,         0.6694,         3.6623,         0.2731,         5.9905,         3.2442,         0.2988,       129.0000,        16.0600,         0.0000,         0.0808,       122.5208,        65.8049,       161.5791,       287.6853,       253.9382,       453.3000,     81870.6875,     72549.3672,         0.9529,         0.9435,         0.9455,        16.3930,       150.0000,         0.2200,         0.4392,         0.8455,         0.0479,         0.2763,         0.0291,         0.1339,         0.0300,         1.8534,         4.0594,         6.0734,         7.3458,         7.9096,         7.9925,         8.0342,         8.0831,         8.1377,         0.0000
     16,        31.1108,        41.2914,        27.8790,        -3.2318,        14.9693,        12.9097,        10.6391,         0.5319,         1.7388,         4.1898,         0.3044,         6.5847,         3.5623,         0.3281,        94.0000,        16.0600,         0.0000,         0.0808,       151.9652,        64.3108,       155.8912,       295.3904,       254.6866,       453.8696,     81864.0156,     72550.3750,         0.9526,         0.9338,         0.9394,         2.0820,       150.0000,         0.0000,         0.7792,         1.0844,         0.0370,         0.4685,         0.1462,         0.1645,         0.0514,         1.8108,         4.1197,         5.8829,         7.3183,         8.0124,         8.1140,         8.1626,         8.2154,         8.2729,         0.0000
     17,        79.7752,        30.8762,        76.9849,        -2.7903,        36.2393,        40.7456,        31.9887,         2.6517,         6.1052,        10.4256,         0.7535,        15.7702,         8.5064,         0.7837,        94.0000,        16.0600,         0.0000,         0.0808,       157.2386,        65.2719,       160.0332,       290.0726,       254.3706,       455.6953,     81842.2188,     72558.4297,         0.9527,         0.9379,         0.9418,        34.3395,       150.0000,         0.0000,         2.0045,         2.9442,         0.2893,         0.7523,         0.4921,         0.7600,         0.1073,         0.9835,         3.3479,         4.6507,         6.3485,         8.1752,         8.4326,         8.5539,         8.6471,         8.7218,         0.0000
     18,       120.9769,        47.6769,       117.3837,        -3.5933,        57.7045,        59.6792,        44.8627,         4.4841,        10.3324,        16.0418,         1.2068,        25.5012,        13.6926,         1.2621,        94.0000,        16.0600,         0.0000,         0.0808,       168.2738,        68.2746,       172.2134,       271.6175,       252.9806,       457.5175,     81807.5000,     72573.3438,         0.9525,         0.9307,         0.9374,       -20.9179,       150.0000,         0.0000,         4.1232,         5.9888,         0.4465,         1.8577,         1.2055,         1.0599,         0.1429,         1.6346,         3.8141,         4.7857,         6.2794,         8.4232,         8.7888,         8.9708,         9.1166,         9.2334,         0.0000
     19,       147.8298,        61.6121,       154.5841,         6.7543,        80.0932,        74.4908,        55.4908,         5.9241,        13.0759,        20.8339,         1.6998,        36.3172,        19.4484,         1.7939,        94.0000,        16.0600,         0.0000,         0.0808,       185.1273,        72.5784,       189.3680,       243.6170,       250.5026,       457.3663,     81757.5234,     72587.4062,         0.9526,         0.9337,         0.9391,       -29.8050,       150.0000,         0.0000,         4.9287,         8.4897,         1.1258,         1.8506,         1.6332,         1.4449,         0.1215,         2.0999,         4.7284,         5.5246,         6.5990,         8.9106,         9.2877,         9.4734,         9.6318,         9.7658,         0.0000
     20,       134.6144,        51.4928,       146.2150,        11.6004,        70.5056,        75.7093,        58.1140,         5.9306,        11.6647,        16.8763,         1.4985,        32.8575,        17.6445,         1.6288,        94.0000,        16.0600,         0.0000,         0.0808,       195.7704,        75.7692,       201.8420,       227.3366,       248.6335,       454.7384,     81712.7734,     72601.4141,         0.8707,         0.9341,         0.9394,       -68.1937,       150.0000,         0.0000,         4.5711,         6.9864,         1.2605,         0.9324,         2.2236,         1.4151,         0.0119,         1.5389,         4.3420,         5.1539,         6.2700,         8.7332,         9.1275,         9.3164,         9.4827,         9.6290,         0.0000
     21,        90.3242,        29.4466,       107.6602,        17.3361,        43.2240,        64.4362,        51.2432,         4.6786,         8.5144,         9.8828,         0.9057,        20.4049,        11.0133,         1.0173,        94.0000,        16.0600,         0.0000,         0.0808,       194.8829,        76.9863,       206.3474,       228.0904,       248.0497,       452.5127,     81685.5000,     72612.4766,         0.7199,         0.7383,         0.9068,      -128.2717,       150.0000,         0.0000,         2.0996,         2.9148,         1.2393,         0.2664,         0.9861,         0.8471,         0.0531,         0.0349,         3.1163,         4.2213,         5.5429,         7.9326,         8.3519,         8.5593,         8.7374,         8.8883,         0.7965
     22,        34.6541,         7.8262,        68.5447,        33.8907,        24.8468,        43.6979,        36.0882,         2.5102,         5.0995,         5.7428,         0.5101,        11.6814,         6.3277,         0.5847,        94.0000,        16.0600,         0.0000,         0.0808,       183.7601,        76.0665,       202.3250,       237.8821,       248.3736,       451.4100,     81670.2109,     72618.1016,         0.7657,         0.8761,         0.9439,       -89.8432,       150.0000,         0.0000,         0.6360,         1.3359,         1.1527,         0.2174,         0.0193,         0.3993,         0.0052,         0.2306,         1.9430,         3.7748,         5.4643,         7.4100,         7.7788,         7.9612,         8.1209,         8.2599,         0.7703
     23,         6.4738,         0.0000,        37.9920,        31.5182,        17.5397,        20.4523,        16.3245,         0.6946,         3.4332,         4.1481,         0.3529,         8.1860,         4.4421,         0.4106,        94.0000,        16.0600,         0.0000,         0.0808,       169.7957,        74.1948,       194.5573,       250.3052,       249.1485,       450.7669,     81659.5781,     72623.1094,         0.9372,         0.9429,         0.9458,       -53.5465,       150.0000,         0.0370,         0.7516,         1.1488,         0.1617,         0.1117,         0.3585,         0.2815,         0.0085,         0.8544,         2.5526,         4.5002,         6.0630,         7.3004,         7.5854,         7.7309,         7.8577,         7.9666,         0.0000
     24,         0.6940,         0.0000,        24.2640,        23.5700,        16.6370,         7.6271,         5.8136,         0.2308,         1.5827,         4.1489,         0.3354,         7.6273,         4.1425,         0.3829,        94.0000,        16.0600,         0.0000,         0.0808,       154.8395,        71.9601,       185.4281,       265.0988,       250.2695,       450.5377,     81653.0156,     72623.1094,         0.9214,         0.9480,         0.9488,       -55.2773,       150.0000,         0.0685,         0.4890,         1.0487,         0.1774,         0.1352,         0.2187,         0.1350,         0.0096,         1.5085,         3.1979,         5.3383,         6.7915,         7.4747,         7.6352,         7.7212,         7.8043,         7.8838,         0.0000
     25,         0.9399,         0.0000,        13.9179,        12.9780,        13.4779,         0.4400,         0.3290,         0.0136,         0.0974,         3.5235,         0.2720,         6.0768,         3.3005,         0.3051,        94.0000,        14.8794,         0.0000,         0.0748,       143.0729,        70.0860,       177.8961,       276.4920,       251.2299,       450.6412,     81647.3906,     72623.1094,         0.9530,         0.9470,         0.9479,       -46.0058,       150.0000,         0.2321,         0.3866,         0.8271,         0.0883,         0.1932,         0.0753,         0.1181,         0.0102,         1.6486,         3.5636,         5.4664,         7.0409,         7.6689,         7.7792,         7.8368,         7.8971,         7.9591,         0.0000
     26,         2.0845,         0.0000,        13.4423,        11.3577,        13.4387,         0.0036,         0.0027,         0.0001,         0.0008,         3.6314,         0.2707,         5.9864,         3.2497,         0.3004,        94.0000,        14.8794,         0.0000,         0.0748,       132.2004,        68.2696,       170.7047,       286.4767,       252.1515,       450.9462,     81641.7656,     72623.1094,         0.8966,         0.9423,         0.9452,       -61.7349,       150.0000,         0.4258,         0.3542,         0.6957,         0.1029,         0.0799,         0.1512,         0.1231,         0.0063,         1.7928,         3.7153,         5.5028,         7.1256,         7.7998,         7.8997,         7.9469,         7.9976,         8.0511,         0.0000
     27,         6.3361,         0.0007,        13.4116,         7.0754,        13.3216,         0.0900,         0.0655,         0.0031,         0.0214,         3.6936,         0.2675,         5.8779,         3.1878,         0.2947,        94.0000,        14.8794,         0.0000,         0.0748,       122.1545,        66.5398,       163.9570,       295.0537,       253.0081,       451.3994,     81636.1406,     72623.1094,         0.9527,         0.9398,         0.9434,       -43.4595,       150.0000,         0.4497,         0.3510,         0.6912,         0.1231,         0.0808,         0.1440,         0.1262,         0.0098,         1.7785,         3.7796,         5.5531,         7.1668,         7.8793,         7.9860,         8.0342,         8.0837,         8.1350,         0.0000
     28,        16.2381,         0.3058,        14.5547,        -1.6834,        13.6306,         0.9241,         0.6906,         0.0459,         0.1876,         3.8575,         0.2729,         5.9683,         3.2329,         0.2989,        94.0000,        14.8794,         0.0000,         0.0748,       113.0238,        64.8281,       157.3835,       302.2646,       253.8502,       452.0034,     81630.5156,     72623.1094,         0.9527,         0.9372,         0.9418,        46.8985,       150.0000,         0.0000,         0.5226,         0.8990,         0.0394,         0.3328,         0.0608,         0.1290,         0.0304,         1.7993,         3.8175,         5.5325,         7.2276,         7.9671,         8.0824,         8.1348,         8.1867,         8.2397,         0.0000
     29,        51.0466,        36.8848,        40.8966,       -10.1501,        20.7465,        20.1501,        15.1980,         1.2829,         3.6692,         6.1182,         0.4262,         8.9294,         4.8263,         0.4463,       136.0000,        14.8794,         0.0000,         0.0748,       133.5420,        64.5580,       156.6412,       303.9220,       254.3074,       453.3312,     81619.6797,     72626.3750,         0.9528,         0.9389,         0.9422,        -1.3308,       150.0000,         0.0000,         1.1492,         1.5071,         0.1497,         0.4819,         0.3526,         0.3147,         0.0732,         1.2755,         3.7866,         5.3167,         6.9766,         8.0907,         8.2343,         8.2976,         8.3639,         8.4369,         0.0000
     30,        99.6824,        61.7047,        92.0626,        -7.6197,        46.8072,        45.2554,        33.7056,         3.1582,         8.3917,        13.7046,         0.9735,        20.2377,        10.8846,         1.0069,       136.0000,        14.8794,         0.0000,         0.0748,       163.6364,        66.7481,       165.6792,       290.3037,       253.4658,       456.0869,     81591.5156,     72637.5312,         0.9526,         0.9346,         0.9400,         7.1687,       150.0000,         0.0000,         2.8802,         4.4295,         0.3607,         1.3623,         0.6487,         0.8691,         0.1920,         1.5472,         3.5019,         4.6640,         6.3645,         8.3403,         8.6397,         8.7819,         8.8975,         8.9948,         0.0000
     31,       130.3998,        53.3348,       134.6486,         4.2487,        72.5644,        62.0842,        46.2052,         4.6345,        11.2446,        19.9628,         1.5205,        32.2459,        17.2394,         1.5957,       136.0000,        14.8794,         0.0000,         0.0748,       176.7620,        70.2609,       179.7845,       263.0508,       251.3342,       457.8464,     81546.5078,     72651.0938,         0.9526,         0.9341,         0.9394,       -38.1304,       150.0000,         0.0000,         5.7222,         8.2910,         0.4434,         2.8481,         1.4782,         1.3959,         0.0562,         1.7734,         4.4427,         5.3410,         6.5337,         8.7589,         9.1301,         9.3173,         9.4723,         9.5987,         0.0000
     32,       131.0551,        50.3815,       132.2915,         1.2365,        59.9314,        72.3602,        55.2944,         5.6828,        11.3830,        15.4282,         1.2588,        27.3102,        14.5833,         1.3508,       136.0000,        14.8794,         0.0000,         0.0748,       187.6647,        73.4839,       192.5671,       249.0376,       249.9446,       457.3437,     81509.7969,     72666.3750,         0.7839,         0.9353,         0.9405,       -80.6047,       150.0000,         0.0000,         3.0775,         4.9537,         0.9314,         0.2982,         1.6570,         1.1223,         0.0037,         1.5918,         4.0476,         4.9564,         6.1891,         8.5033,         8.9008,         9.0994,         9.2717,         9.4211,         0.0000
     33,        93.2181,        42.7954,       117.8199,        24.6018,        56.5627,        61.2572,        47.2696,         4.3414,         9.6461,        13.8210,         1.1814,        26.2287,        14.0312,         1.3005,       136.0000,        14.8794,         0.0000,         0.0748,       193.8935,        75.8252,       201.6316,       240.2835,       248.8342,       455.6138,     81474.6641,     72680.0312,         0.8572,         0.9374,         0.9415,       -73.0034,       150.0000,         0.0000,         3.1171,         4.9485,         0.9805,         0.3679,         1.6355,         1.1137,         0.0090,         1.0324,         3.7564,         4.6648,         5.9180,         8.2364,         8.6438,         8.8492,         9.0262,         9.1764,         0.0000
     34,        36.5262,        10.9099,        69.7052,        33.1790,        33.3580,        36.3473,        30.0530,         1.8610,         4.4333,         7.9335,         0.6821,        15.5960,         8.3701,         0.7762,       136.0000,        14.8794,         0.0000,         0.0748,       184.2969,        74.9174,       197.6591,       245.2316,       248.9230,       454.2380,     81453.1172,     72688.4922,         0.9528,         0.9425,         0.9451,       -24.7570,       150.0000,         0.0673,         2.6900,         3.1480,         0.2198,         0.8378,         1.0181,         0.8342,         0.0306,         0.7912,         3.2359,         4.3136,         5.7174,         7.7188,         8.1052,         8.3020,         8.4727,         8.6176,         0.0000
     35,         4.7847,         0.0000,        32.9330,        28.1483,        17.5946,        15.3384,        12.4770,         0.4691,         2.3923,         4.2433,         0.3517,         8.1878,         4.4034,         0.4085,       136.0000,        14.8794,         0.0000,         0.0748,       170.2917,        72.9541,       189.5807,       257.7686,       249.7763,       453.6426,     81443.1484,     72692.8359,         0.9529,         0.9446,         0.9465,       -49.6405,       150.0000,         0.1432,         1.0537,         1.2734,         0.1888,         0.2005,         0.5383,         0.3149,         0.0095,         1.1959,         3.5215,         5.0550,         6.3373,         7.4467,         7.7221,         7.8675,         7.9991,         8.1156,         0.0000
     36,         0.4366,         0.0000,        19.7891,        19.3525,        15.8544,         3.9347,         2.9858,         0.1161,         0.8329,         4.0255,         0.3168,         7.2488,         3.9013,         0.3619,       136.0000,        14.8794,         0.0000,         0.0748,       155.2917,        70.7350,       180.5975,       272.7855,       250.9307,       453.4697,     81436.5781,     72692.8359,         0.9530,         0.9477,         0.9482,       -48.3993,       150.0000,         0.2107,         0.4501,         0.8922,         0.1265,         0.1099,         0.2031,         0.1371,         0.0038,         1.7305,         3.7762,         5.8020,         6.9729,         7.5659,         7.7159,         7.8012,         7.8824,         7.9580,         0.0000
     37,         0.4153,         0.0000,        13.0288,        12.6135,        12.8824,         0.1464,         0.1102,         0.0045,         0.0317,         3.4174,         0.2570,         5.7981,         3.1204,         0.2895,       136.0000,        14.4716,         0.0000,         0.0727,       143.4907,        68.9071,       173.3179,       284.3064,       251.8957,       453.5832,     81430.1016,     72692.8359,         0.9300,         0.9466,         0.9476,       -54.3676,       150.0000,         0.2257,         0.2632,         0.5931,         0.0579,         0.0462,         0.0910,         0.1260,         0.0036,         1.7416,         3.9414,         5.9441,         7.1761,         7.7229,         7.8309,         7.8911,         7.9490,         8.0038,         0.0000
     38,         1.0828,         0.0000,        12.9917,        11.9089,        12.9885,         0.0032,         0.0024,         0.0001,         0.0007,         3.5638,         0.2591,         5.7725,         3.1050,         0.2881,       136.0000,        14.4716,         0.0000,         0.0727,       132.5865,        67.1285,       166.3399,       294.3140,       252.8158,       453.8936,     81424.4062,     72692.8359,         0.9529,         0.9458,         0.9472,       -49.5556,        43.7500,         0.4757,         0.2546,         0.5340,         0.0521,         0.0381,         0.0931,         0.1235,         0.0033,         1.5462,         3.9548,         5.9107,         7.2698,         7.8515,         7.9481,         7.9981,         8.0474,         8.0957,         0.0000
     39,         7.3744,         0.0039,         6.5085,        -0.8659,         6.3999,         0.1086,         0.0792,         0.0038,         0.0256,         1.7968,         0.1270,         2.8197,         1.5157,         0.1406,       136.0000,        14.4716,         0.0000,         0.0727,       122.5142,        66.2237,       162.8303,       304.0167,       253.3008,       454.1104,     81418.7656,     72692.8359,         0.9530,         0.9351,         0.9460,       -15.5214,         0.0000,         0.3220,         0.1649,         0.1842,         0.0331,         0.0327,         0.0254,         0.1068,         0.0031,         1.1062,         3.4489,         5.3700,         7.2292,         7.8986,         7.9825,         8.0278,         8.0852,         8.1392,         0.0000
     40,        23.3157,         0.1487,        14.4315,        -8.8842,        11.4468,         2.9847,         2.1938,         0.1140,         0.6769,         3.3225,         0.2278,         4.9762,         2.6723,         0.2480,       136.0000,        14.4716,         0.0000,         0.0727,       113.2758,        64.7365,       157.1233,       311.8030,       254.0622,       454.6842,     81412.8516,     72692.8359,         0.9528,         0.9402,         0.9437,         5.6540,        28.1287,         0.0000,         0.1556,         0.3050,         0.0018,         0.0647,         0.0000,         0.0909,         0.0117,         0.9194,         3.0349,         4.9918,         7.1605,         8.0511,         8.1577,         8.2103,         8.2730,         8.3292,         0.0000
     41,        66.5023,        46.2321,        47.1353,       -19.3670,        21.1905,        25.9448,        19.5730,         1.6985,         4.6733,         6.3914,         0.4321,         9.0615,         4.8550,         0.4506,       132.0000,        14.4716,         0.0000,         0.0727,       140.7708,        64.8884,       158.0670,       313.0514,       254.4996,       456.1935,     81402.0234,     72696.0234,         0.9253,         0.9335,         0.9393,       -61.9015,       150.0000,         0.0000,         1.0186,         1.4937,         0.1175,         0.4982,         0.2650,         0.2554,         0.0118,         1.1556,         3.1973,         4.8693,         6.9365,         8.2038,         8.3784,         8.4644,         8.5417,         8.6121,         0.0000
     42,       123.0684,        68.5663,       114.2731,        -8.7952,        55.2111,        59.0620,        43.0081,         4.3735,        11.6803,        16.2315,         1.1312,        23.9220,        12.7432,         1.1832,       132.0000,        14.4716,         0.0000,         0.0727,       170.3793,        68.3857,       172.2503,       293.5648,       253.2610,       459.3094,     81369.0859,     72709.0859,         0.9527,         0.9367,         0.9413,        38.8961,       150.0000,         0.0000,         4.3644,         6.0333,         0.0532,         2.4120,         0.8698,         1.0826,         0.2265,         1.7437,         3.7059,         4.7803,         6.3761,         8.4863,         8.8252,         8.9930,         9.1200,         9.2364,         0.0000
     43,       147.4977,        56.1893,       141.9119,        -5.5857,        69.9911,        71.9208,        53.8261,         5.6118,        12.4829,        19.2353,         1.4414,        31.2301,        16.5471,         1.5373,       132.0000,        14.4716,         0.0000,         0.0727,       184.4615,        72.1439,       187.2472,       268.9598,       251.3690,       460.5961,     81326.1172,     72721.8750,         0.9526,         0.9346,         0.9399,       -46.2084,       150.0000,         0.0000,         5.5377,         7.8577,         0.5359,         2.4682,         1.6735,         1.3961,         0.0479,         1.7603,         4.3067,         5.1797,         6.4052,         8.7128,         9.0981,         9.2883,         9.4440,         9.5877,         0.0000
     44,       136.9609,        57.0297,       147.0283,        10.0674,        65.5802,        81.4482,        62.0665,         6.6257,        12.7559,        17.0028,         1.3650,        29.9092,        15.8314,         1.4719,       132.0000,        14.4716,         0.0000,         0.0727,       197.8870,        75.9585,       202.2569,       252.2616,       249.7729,       459.9148,     81286.3750,     72735.8672,         0.9528,         0.9394,         0.9430,       -37.6950,       150.0000,         0.0000,         3.5562,         5.8938,         1.0052,         0.6126,         1.6875,         1.2560,         0.0544,         1.5077,         4.1660,         5.0015,         6.2087,         8.6020,         9.0022,         9.1944,         9.3591,         9.5113,         0.0000
