 sdoy, GPP_d, NEE_d, Reco_d, NPP_d, Ra_d, QC1, QC2, QC3, QC4,QC5,QC6, Rh_d,QC7,QC8
      1,         0.0000,         0.6619,         0.6619,         0.0000,         0.3208,       167.1590,       170.3364,       199.7332,       119.5988,       300.0293,       350.0107,         0.3411,     86557.6250,     71120.0000
      2,         0.0053,         0.5621,         0.5674,         0.0000,         0.2141,       166.7192,       170.2701,       199.4551,       120.2036,       300.0600,       350.0222,         0.3533,     86557.2500,     71120.0000
      3,         0.0006,         0.4749,         0.4755,         0.0000,         0.1257,       166.2806,       170.2038,       199.1774,       120.8078,       300.0912,       350.0338,         0.3498,     86556.8750,     71120.0000
      4,         0.0087,         0.5042,         0.5129,         0.0000,         0.1618,       165.8431,       170.1375,       198.9001,       121.4095,       300.1222,       350.0458,         0.3511,     86556.5000,     71120.0000
      5,         0.0144,         0.6605,         0.6749,         0.0000,         0.3193,       165.4068,       170.0712,       198.6232,       122.0073,       300.1528,       350.0584,         0.3556,     86556.1250,     71120.0000
      6,         0.0034,         0.5571,         0.5605,         0.0000,         0.2069,       164.9716,       170.0050,       198.3467,       122.6040,       300.1837,       350.0713,         0.3536,     86555.7500,     71120.0000
      7,         0.0015,         0.6146,         0.6160,         0.0000,         0.2597,       164.5375,       169.9387,       198.0707,       123.1975,       300.2144,       350.0845,         0.3563,     86555.3750,     71120.0000
      8,         0.0074,         0.5248,         0.5322,         0.0000,         0.1776,       164.1046,       169.8724,       197.7951,       123.7896,       300.2452,       350.0981,         0.3546,     86555.0000,     71120.0000
      9,         0.0137,         0.4877,         0.5014,         0.0000,         0.1488,       163.6729,       169.8061,       197.5199,       124.3807,       300.2763,       350.1115,         0.3526,     86554.6250,     71120.0000
     10,         0.0149,         0.6040,         0.6189,         0.0000,         0.2635,       163.2422,       169.7398,       197.2451,       124.9685,       300.3071,       350.1255,         0.3554,     86554.2500,     71120.0000
     11,         0.0387,         0.7174,         0.7561,         0.0000,         0.3978,       162.8127,       169.6735,       196.9707,       125.5532,       300.3378,       350.1400,         0.3583,     86553.8750,     71120.0000
     12,         0.0368,         0.6986,         0.7353,         0.0000,         0.3769,       162.3844,       169.6074,       196.6967,       126.1357,       300.3685,       350.1550,         0.3584,     86553.5000,     71120.0000
     13,         0.0259,         0.7187,         0.7446,         0.0000,         0.3856,       161.9571,       169.5415,       196.4233,       126.7160,       300.3992,       350.1702,         0.3590,     86553.1250,     71120.0000
     14,         0.0083,         0.6751,         0.6834,         0.0000,         0.3250,       161.5310,       169.4756,       196.1502,       127.2945,       300.4300,       350.1858,         0.3584,     86552.7500,     71120.0000
     15,         0.0062,         0.5425,         0.5487,         0.0000,         0.1923,       161.1060,       169.4096,       195.8775,       127.8718,       300.4608,       350.2015,         0.3564,     86552.3750,     71120.0000
     16,         0.0041,         0.5067,         0.5108,         0.0000,         0.1556,       160.6821,       169.3437,       195.6052,       128.4476,       300.4917,       350.2176,         0.3552,     86552.0000,     71120.0000
     17,         0.0000,         0.6662,         0.6662,         0.0000,         0.3073,       160.2594,       169.2778,       195.3333,       129.0199,       300.5224,       350.2342,         0.3588,     86551.6250,     71120.0000
     18,         0.0049,         0.5139,         0.5188,         0.0000,         0.1622,       159.8378,       169.2119,       195.0619,       129.5911,       300.5524,       350.2509,         0.3566,     86551.2500,     71120.0000
     19,         0.0086,         0.5237,         0.5323,         0.0000,         0.1762,       159.4172,       169.1460,       194.7910,       130.1604,       300.5825,       350.2680,         0.3561,     86550.8750,     71120.0000
     20,         0.0027,         0.4766,         0.4794,         0.0000,         0.1243,       158.9978,       169.0800,       194.5204,       130.7282,       300.6127,       350.2850,         0.3550,     86550.5000,     71120.0000
     21,         0.0000,         0.4211,         0.4211,         0.0000,         0.0707,       158.5794,       169.0141,       194.2504,       131.2962,       300.6433,       350.3017,         0.3504,     86550.1250,     71120.0000
     22,         0.0038,         0.4455,         0.4493,         0.0000,         0.0957,       158.1622,       168.9484,       193.9807,       131.8611,       300.6739,       350.3188,         0.3537,     86549.7500,     71120.0000
     23,         0.0000,         0.4928,         0.4928,         0.0000,         0.1399,       157.7461,       168.8828,       193.7114,       132.4241,       300.7043,       350.3363,         0.3529,     86549.3750,     71120.0000
     24,         0.0035,         0.6859,         0.6894,         0.0000,         0.3309,       157.3310,       168.8173,       193.4426,       132.9826,       300.7343,       350.3550,         0.3585,     86549.0000,     71120.0000
     25,         0.0231,         0.6917,         0.7148,         0.0000,         0.3558,       156.9171,       168.7517,       193.1743,       133.5388,       300.7644,       350.3741,         0.3591,     86548.6250,     71120.0000
     26,         0.0299,         0.7862,         0.8161,         0.0000,         0.4556,       156.5042,       168.6862,       192.9063,       134.0924,       300.7944,       350.3937,         0.3605,     86548.2500,     71120.0000
     27,         0.0525,         0.8161,         0.8687,         0.0000,         0.5075,       156.0925,       168.6206,       192.6388,       134.6438,       300.8244,       350.4135,         0.3612,     86547.8750,     71120.0000
     28,         0.0080,         0.7885,         0.7966,         0.0000,         0.4356,       155.6818,       168.5551,       192.3716,       135.1933,       300.8545,       350.4335,         0.3609,     86547.5000,     71120.0000
     29,         0.0159,         0.7171,         0.7330,         0.0000,         0.3722,       155.2722,       168.4895,       192.1049,       135.7410,       300.8845,       350.4537,         0.3608,     86547.1250,     71120.0000
     30,         0.0107,         0.5564,         0.5671,         0.0000,         0.2090,       154.8636,       168.4240,       191.8386,       136.2877,       300.9147,       350.4743,         0.3581,     86546.7500,     71120.0000
     31,         0.0039,         0.5155,         0.5194,         0.0000,         0.1623,       154.4562,       168.3585,       191.5727,       136.8328,       300.9447,       350.4951,         0.3571,     86546.3750,     71120.0000
     32,         0.0085,         0.4875,         0.4960,         0.0000,         0.1392,       154.0498,       168.2933,       191.3074,       137.3765,       300.9752,       350.5154,         0.3567,     86546.0000,     71120.0000
     33,         0.0157,         0.4854,         0.5011,         0.0000,         0.1460,       153.6445,       168.2281,       191.0425,       137.9189,       301.0057,       350.5355,         0.3551,     86545.6250,     71120.0000
     34,         0.0510,         0.6692,         0.7202,         0.0000,         0.3615,       153.2402,       168.1629,       190.7782,       138.4574,       301.0359,       350.5570,         0.3587,     86545.2500,     71120.0000
     35,         0.0859,         0.8534,         0.9393,         0.0000,         0.5784,       152.8371,       168.0978,       190.5145,       138.9929,       301.0660,       350.5790,         0.3609,     86544.8750,     71120.0000
     36,         0.1297,         0.8376,         0.9674,         0.0000,         0.6054,       152.4350,       168.0326,       190.2512,       139.5259,       301.0959,       350.6014,         0.3619,     86544.5000,     71120.0000
     37,         0.0636,         0.7314,         0.7950,         0.0000,         0.4338,       152.0339,       167.9675,       189.9885,       140.0573,       301.1252,       350.6242,         0.3612,     86544.1250,     71120.0000
     38,         0.0067,         0.4995,         0.5061,         0.0000,         0.1493,       151.6339,       167.9027,       189.7263,       140.5884,       301.1549,       350.6465,         0.3568,     86543.7500,     71120.0000
     39,         0.0220,         0.4668,         0.4888,         0.0000,         0.1333,       151.2349,       167.8379,       189.4646,       141.1186,       301.1848,       350.6685,         0.3555,     86543.3750,     71120.0000
     40,         0.0120,         0.4562,         0.4682,         0.0000,         0.1132,       150.8370,       167.7731,       189.2036,       141.6470,       301.2147,       350.6906,         0.3550,     86543.0000,     71120.0000
     41,         0.0183,         0.4315,         0.4498,         0.0000,         0.0978,       150.4402,       167.7082,       188.9432,       142.1747,       301.2450,       350.7130,         0.3519,     86542.6250,     71120.0000
     42,         0.0451,         0.5518,         0.5969,         0.0000,         0.2430,       150.0443,       167.6436,       188.6833,       142.6990,       301.2751,       350.7355,         0.3539,     86542.2500,     71120.0000
