"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","QCt1_mean1","QCt2_mean1","QCt3_mean1","QCt4_mean1","QCt5_mean1","QCt6_mean1","QCt7_mean1","QCt8_mean1","QCt9_mean1","QCt10_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"1",0.461,0,14.2746,13.81358,14.0039,0.2707,0.222,0.006,0.0427,3.79504,0.28496,6.2814,3.33658,0.30598,148.9371,71.7151,180.3568,294.9485,261.0116,463.6118,82144.9844,72475.8828,12.2489,1.9067,7.5924,8.755,0.6574,10.8684,11.5462,0.5775,0.1808,4.996,0.37824,0.8187,0.15242,0.12294,0.12318,0.1321,0.0084,1.86234,4.06272,6.07614,7.20164,7.73322,7.83768,7.8984,7.9624,8.028
"2",4.3333,0.0035,14.02858,9.69524,13.94074,0.0878,0.0709,0.0022,0.0148,3.8875,0.28254,6.18582,3.28378,0.30114,137.6206,69.8639,173.0948,304.8271,261.9326,463.9562,82139.3594,72475.8828,11.3181,1.8516,7.2635,8.9836,0.6529,10.7208,11.3824,0.5694,0.1795,5.1205,0.42994,0.8106,0.11846,0.1639,0.12998,0.13608,0.00912,1.92588,4.14254,6.10186,7.29352,7.8513,7.94842,8.00306,8.0612,8.121
"3",10.9973,0,14.21252,3.21526,14.01388,0.1986,0.1603,0.0049,0.0334,3.99836,0.283,6.16382,3.2689,0.2998,127.1624,68.0777,166.1914,313.2682,262.8003,464.4519,82133.7344,72475.8828,10.4581,1.7862,6.9034,9.1873,0.6503,10.6225,11.2669,0.5636,0.1788,5.2319,0.45902,0.765,0.1502,0.10662,0.21418,0.13824,0.00692,1.96418,4.21818,6.0543,7.31224,7.91488,8.0179,8.0741,8.1318,8.1907
"4",30.831,1.4483,23.19244,-7.6386,16.0508,7.1416,5.9761,0.2538,0.9118,4.70436,0.32588,6.9832,3.69818,0.3392,118.2123,66.4523,160.0284,318.8905,263.5389,465.247,82126.7188,72477.2266,9.6743,1.7703,6.7425,11.0576,0.7659,12.3086,13.0367,0.6522,0.2106,6.2923,0.7345,1.1609,0.0472,0.4646,0.08082,0.18906,0.05734,1.7291,4.11952,5.82588,7.26094,8.01512,8.13568,8.19806,8.2593,8.3211
"5",70.2384,54.0734,70.05558,-0.18282,35.79366,34.262,27.6849,1.8477,4.7294,10.65544,0.74146,15.47774,8.16952,0.74946,151.7099,66.7822,161.7188,311.2445,263.2932,467.2417,82106.4453,72485.5156,10.2478,1.7357,6.5726,24.7284,1.7207,26.9381,28.4375,1.423,0.4732,14.0738,1.81926,2.6558,0.37634,0.4945,0.63042,0.6943,0.0234,1.05222,3.44282,4.75098,6.37346,8.1449,8.40984,8.5422,8.6433,8.7222
"6",110.5754,52.7766,111.16194,0.58658,54.5536,56.6083,44.6531,3.3936,8.5616,15.75238,1.13922,23.9353,12.57276,1.15398,171.0382,69.0968,171.2408,294.3436,262.1074,469.3043,82074.2578,72500.4688,13.1044,1.7539,6.7537,37.0193,2.6779,42.2009,44.3338,2.2195,0.7364,21.097,2.70284,4.6926,0.58786,0.8744,0.87526,0.9532,0.16198,1.43212,3.59496,4.66494,6.19066,8.30788,8.67662,8.86394,9.0137,9.1329
"7",152.0779,61.4944,161.67868,9.60076,84.9069,76.7717,58.8834,5.0708,12.8175,23.0571,1.80932,38.20866,19.99528,1.83658,187.6049,73.3662,188.3788,260.3866,259.3195,469.7726,82022.6094,72515.5703,14.1803,1.8802,7.4595,55.8817,4.3859,69.4655,72.7053,3.6425,1.2061,31.9411,6.47332,9.9407,0.63762,3.12948,1.74864,1.5952,0.27648,2.27408,4.90268,5.68652,6.73092,9.03002,9.4007,9.5841,9.7401,9.8711
"8",148.7757,56.1901,161.26906,12.49342,80.4005,80.8686,63.8168,5.2095,11.8423,19.82256,1.72588,37.41658,19.63082,1.80458,200.3198,76.9961,202.7168,236.028,256.8173,466.6299,81971.8906,72529.9922,15.3803,1.9891,8.1375,48.1748,4.1931,68.1708,71.5306,3.5866,1.1531,27.6492,7.35476,9.8346,0.54696,3.15334,2.4132,1.78818,0.01626,1.8068,4.79506,5.56212,6.5751,9.11298,9.4938,9.671,9.8283,9.9668
"9",97.3019,27.1025,121.74492,24.44302,49.6994,72.0455,60.6882,4.1535,7.2039,11.5305,1.0586,23.53864,12.42838,1.14328,197.9897,77.9055,206.0729,233.1793,255.9162,463.6983,81941.0156,72542.2578,15.8815,1.8008,7.485,26.4851,2.4315,40.537,42.8062,2.1478,0.6687,15.2355,2.89064,3.6539,0.95522,0.18172,1.66868,1.0402,0.0106,0.56924,3.5462,4.42086,5.6884,8.2144,8.6277,8.8245,9.0003,9.1568
"10",56.0028,15.9898,88.57844,32.57566,32.28584,56.2926,48.9156,2.8049,4.5721,7.50998,0.68014,15.25628,8.09446,0.7449,190.5018,77.6618,204.8026,239.5013,255.9337,461.9241,81920.5,72549.6719,15.4829,1.8427,7.6664,17.1041,1.549,26.06,27.6534,1.3881,0.426,9.8332,1.53942,2.1417,0.6703,0.18948,0.6821,0.66784,0.0055,0.68122,3.263,4.18368,5.52366,7.62256,8.0121,8.2003,8.3676,8.5151
