"","GPP_sd1","NPP_sd1","Reco_sd1","NEE_sd1","Rh_sd1","Ra_sd1","Rleaf_sd1","Rstem_sd1","Rroot_sd1","Rh4_sd1","Rh5_sd1","Rh6_sd1","Rh7_sd1","Rh8_sd1","QC1_sd1","QC2_sd1","QC3_sd1","QC4_sd1","QC5_sd1","QC6_sd1","QC7_sd1","QC8_sd1","QCt1_sd1","QCt2_sd1","QCt3_sd1","QCt4_sd1","QCt5_sd1","QCt6_sd1","QCt7_sd1","QCt8_sd1","QCt9_sd1","QCt10_sd1","QCt11_sd1","QCt12_sd1","NPPL_sd1","NPPR_sd1","NPPS_sd1","add_sd1","simuCH4_sd1","prod_sd1","oxid_sd1","diff_sd1","ebu_sd1","pla_sd1","conc1_sd1","conc2_sd1","conc3_sd1","conc4_sd1","conc5_sd1","conc6_sd1","conc7_sd1","conc8_sd1","conc9_sd1","conc10_sd1"
"1",0,0,0.00326261741317757,0.00326400430272024,0.00326373578933789,0,0,0,0,0.000887882712650085,7.39864039939208e-05,0.00146630444910834,0.000778110243540208,7.75504231856363e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00789314052419373,0,0.00211603147860255,0.00218037774116972,0.00833592370454625,0.00180591009259184,0.000550508018248883,0.0291619923523053,0.0654223680942085,0.0778814852869474,0.0166138802823444,0.00150232710601484,0.000136090710052928,1.91387717781246e-05,0,0
"2",0,0,0.00298729877111344,0.00298576129337258,0.00298706563070921,0,0,0,0,0.000833070448849008,6.52308986622324e-05,0.00132475518969552,0.000705244340039889,7.08321564600408e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00894393199208032,0,0.00232128196044336,0.00239435859180121,0.00943787657200372,0.00148757120709981,0.00141183920468294,0.0316746884900528,0.0593030406608569,0.112322126718386,0.0228873661012819,0.00196470867059739,0.000171053086252808,3.94267540874025e-05,0,0
"3",0,0,0.00339224825985852,0.00339298462852084,0.00339365089140672,0,0,0,0,0.000970405282768822,7.60958682342556e-05,0.00149055623032193,0.00078994898493358,7.90727829914964e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00996657283664833,0,0.00271829897152561,0.00223701045853236,0.0107325550786863,0.00160749876035071,0.000940508944214938,0.0365717510983107,0.065489517984879,0.0976572344607661,0.0245122679677308,0.00247186248977094,0.000228380286167918,5.08067185053173e-05,0,0
"4",0,0,0.00245652274730285,0.00245436243246586,0.00245381871632469,0,0,0,0,0.000717920482810796,5.6513250614276e-05,0.00106907890232612,0.000565362954694703,5.86484379890578e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00774057021248621,0,0.00118250039084505,0.00278239218164964,0.00800471124802942,0.00193855119133927,0.00283049834512644,0.022383297523288,0.0531724714422657,0.0685792674326812,0.0198199513496629,0.00242146463570376,0.000260816968355175,4.97464513189247e-05,0,0
"5",0,0,0.00967347801951229,0.00967176694879605,0.0096743241176977,0,0,0,0,0.00288015454801316,0.000202537410879127,0.00418296368743752,0.00220894130373959,0.000205144262256302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216159737741423,0,0.00649216531373947,0.00578954090821161,0.0249083522542951,0.00628190193682517,0.00135854608126107,0.0238797132765941,0.0522010414979139,0.0355612981694284,0.00943316948926642,0.00173379419904711,0.000236919018321712,4.92325877379961e-05,1.08994309571568e-05,0
"6",0,0,0.0104788864849244,0.0104820310775642,0.0104794289262937,0,0,0,0,0.00303457623827311,0.000221711686981714,0.00459235860480323,0.00241530338070431,0.000222846946407267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239958599101106,0,0.0077651770094426,0.00539776218754277,0.026943592528776,0.00652746012100132,0.00148247483056088,0.0233678158027399,0.0479361810291905,0.0290799007890295,0.0060708788606165,0.000979886787456787,0.000164596305814787,2.79019181076534e-05,0,0
"7",0,0,0.00673211955534129,0.00673444452394497,0.00673567042484593,0,0,0,0,0.00183223393768493,0.000147787422484151,0.00302907177062262,0.0015814670138298,0.000148502073155421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401311205214683,0,0.00328489914072403,0.00969491663590535,0.0431707042036945,0.00522177295807194,0.00132433700280329,0.012152217573097,0.0167237220258169,0.00934189017619712,0.00307955195450263,0.000558975444088637,0.000122839485013038,4.96383716076611e-05,3.9110346948983e-05,0
"8",0,0,0.00600543444938462,0.00599937577247155,0.00600265438947121,0,0,0,0,0.00146539098587463,0.000130130041325233,0.00279969207439355,0.00147315694437682,0.000140565562477817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399531992117591,0,0.00245322264842094,0.0112835033769177,0.0429488026643421,0.00487002312627989,0.000599775642755928,0.011465723456842,0.00629727191943103,0.00201423336087555,0.000750446520386339,0.000264263183323204,6.25045088552522e-05,0,0,0
"9",0,0,0.0173344712358368,0.0173377155103617,0.0173402029930356,0,0,0,0,0.00400344172572833,0.00037032071893119,0.00822467076900457,0.00434664528233226,0.000400893341104406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345343768806253,0,0.0150463012106046,0.00755838159294761,0.035217655493757,0.00479914936935064,0.000733643172536362,0.0149547308296865,0.0160185510429324,0.0081569462143063,0.000868315578512689,0.000112379973825405,5.3517176461648e-05,4.18658033599475e-05,0,0
"10",0,0,0.0153283280837698,0.0153324869395508,0.0153313599931145,0,0,0,0,0.00356684835314717,0.000323933489796329,0.00724523959255362,0.00384305724886266,0.000355241316270458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246269246109128,0,0.0120737459075666,0.00761860590080255,0.0237943051572394,0.0055494995928879,0.00126899090455041,0.0300499881886879,0.0321248881847356,0.0181085305012259,0.002826993127031,0.000171249211925692,9.9598391951439e-06,0,0,0
