"","GPP_sd1","NPP_sd1","Reco_sd1","NEE_sd1","Rh_sd1","Ra_sd1","Rleaf_sd1","Rstem_sd1","Rroot_sd1","Rh4_sd1","Rh5_sd1","Rh6_sd1","Rh7_sd1","Rh8_sd1","QC1_sd1","QC2_sd1","QC3_sd1","QC4_sd1","QC5_sd1","QC6_sd1","QC7_sd1","QC8_sd1","QCt1_sd1","QCt2_sd1","QCt3_sd1","QCt4_sd1","QCt5_sd1","QCt6_sd1","QCt7_sd1","QCt8_sd1","QCt9_sd1","QCt10_sd1","QCt11_sd1","QCt12_sd1","QCt13_sd1","QCt14_sd1","QCt15_sd1","QCt16_sd1","QCt17_sd1","NPPL_sd1","NPPR_sd1","NPPS_sd1","add_sd1","simuCH4_sd1","prod_sd1","oxid_sd1","diff_sd1","ebu_sd1","pla_sd1","conc1_sd1","conc2_sd1","conc3_sd1","conc4_sd1","conc5_sd1","conc6_sd1","conc7_sd1","conc8_sd1","conc9_sd1","conc10_sd1"
"1",0,0,0.00338444018318174,0.00338387307233843,0.00338332452603714,0,0,0,0,0.000917563748370235,7.78498944161437e-05,0.00151471536146653,0.000805599093215655,7.9512402945835e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00760455445669557,0,0.00212585692763358,0.0021895214181195,0.00845341339222198,0.00188137361166427,0.000526404806400948,0.0287594518674674,0.0626106850209122,0.076998498056977,0.0162405738006309,0.001451430503004,0.000126107217489873,0,0,0
"2",0,0,0.00344864429519014,0.00344350816535241,0.00344875852351766,0,0,0,0,0.000964184902004027,7.70346898114247e-05,0.00152914447593512,0.000811595261621754,7.40188346219386e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00777256922280093,0,0.00267807483997084,0.00277144075137533,0.00839458098412243,0.0015572816901981,0.00160479678690877,0.0276467056689117,0.0611460598101221,0.114225961045498,0.0230511119388233,0.00193927925797295,0.000172500914944133,0,0,0
"3",0,0,0.0035949740449464,0.00359807973477212,0.00359762477760046,0,0,0,0,0.00103178721085549,7.7198419411246e-05,0.001582557704758,0.000832215007183747,8.27006284099161e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107161022991034,0,0.00296545276492648,0.00244495997777659,0.0114164093755569,0.00161639204165426,0.00106832257830354,0.036209218913744,0.0739600890461685,0.101470731705893,0.0254904894920724,0.00252937170303639,0.000229923131643228,3.14466037734487e-05,0,0
"4",0,0,0.0023281455315685,0.00232385499121655,0.00232617429886219,0,0,0,0,0.000681741679209722,5.51490175924853e-05,0.00101118742080784,0.000538965526155279,5.82228390745268e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00755689423672519,0,0.00113861336898897,0.00280387088133386,0.00792927391685297,0.00197394620908566,0.00302596440925213,0.0233816383108842,0.0609873696064615,0.0759569766314451,0.0216440875123537,0.00254676582386692,0.000266128244318958,5.4272042023871e-05,0,0
"5",0,0,0.00844117230596554,0.00844374581772471,0.00844208887932721,0,0,0,0,0.00251469941172169,0.00018447577925385,0.00364950515533102,0.00192742461760904,0.000181606189544347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221585653913339,0,0.00612238845582673,0.00579421027641151,0.0243909178328179,0.00574331574594117,0.00141263561966255,0.0273132386408222,0.0544838062865908,0.0333509632771702,0.00937417961393654,0.00182382963717959,0.000248559486203526,3.89119700623646e-05,0,0
"6",0,0,0.0104617892515311,0.0104654295736781,0.0104676092993788,0,0,0,0,0.00302996216264672,0.000227582818758278,0.00458254659914476,0.00240881713710278,0.000222873792251855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260735730407459,0,0.00755971941117907,0.00522864787357674,0.029420933247117,0.00637234072085181,0.00136595362034342,0.0218819422807894,0.0495296940218592,0.0263038088419902,0.00530811614131573,0.000948915382971701,0.00017593616840673,3.55476632658723e-05,0,0
"7",0,0,0.00619351069648362,0.00620203444952799,0.00619351852481059,0,0,0,0,0.00169275908898258,0.000137891774280184,0.00278424046186638,0.00145280328115576,0.00013684393529221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040136861555876,0,0.00330798406674799,0.00938004135159199,0.0429655288186549,0.0045649428288099,0.00118224063933403,0.0108629833876706,0.0181638923653105,0.00919637230849011,0.00293142224246807,0.000507614742962289,0.000112707720689273,5.00908265969764e-05,1.40705294135962e-05,0
"8",0,0,0.005608804316304,0.00559673461795692,0.00559832262035837,0,0,0,0,0.00137138284555787,0.000125593540334421,0.00260803033383836,0.00136965674384471,0.00012591483413221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387567367881333,0,0.00239844730918765,0.0110879318780976,0.0427917824052018,0.00463270532042117,0.000592098647254668,0.0120017262647226,0.00719950748876672,0.00221259457367917,0.00075657054522296,0.000247378171219464,5.93823427143641e-05,1.96946385569972e-05,3.01511344577061e-05,0
"9",0,0,0.0197705407568481,0.0197636845826587,0.0197664744995514,0,0,0,0,0.00455940098847829,0.000425332905860906,0.00937807732658648,0.00494883916599725,0.000456887803127239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389613934140923,0,0.0174025466614237,0.00763546351116309,0.0393858650105119,0.00473485506908633,0.000739699638742345,0.0140297249733658,0.0176254722696237,0.00770875266672678,0.00080923707679803,0.000111627084798847,3.38743966362413e-05,1.71446607997366e-05,3.86122919664469e-05,9.99999999997669e-06
"10",0,0,0.0147903208862826,0.0147908804827344,0.0147924513577605,0,0,0,0,0.00344194506908316,0.000321618382307946,0.00699225220576963,0.00370175170109579,0.000343775825476158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253360440336041,0,0.0128044030858076,0.008669417046099,0.0244173327243935,0.00492499746192828,0.00130893549161604,0.0270923263204647,0.0352771290547209,0.0174417783300078,0.00272001633982018,0.000162667163436916,0,3.48735088018964e-05,0,0
