"","GLmax","GRmax","Gsmax","JV","Vcmx0","Entrpy","gddonset","Tau_Leaf","Tau_Root","Tau_F","Tau_C","Tau_Micro","Tau_SlowSOM","Tau_Passive","Q10","Rl0","Rs0","Rr0","Q10rh","f_F2M","f_C2M","f_M2S","f_M2P","r_me","Q10_pro","Omax","Tveg","f","bubprob","Vmaxfraction"
"1",26.31,19.39,20.13,1.18,17.07,657.89,149.78,0.9,0.65,0.27,10.79,0.33,88.11,2241.3,3.18,31.4,7.24,20.07,3.41,0.53,0.28,0.29,0.12,0.12,3.5,24.03,1.26,0.34,0.25,0.12
"2",23.58,20.26,19.11,1.26,19.76,655.7,140.18,0.48,0.53,0.16,11.93,0.24,245.3,2330.24,2,31.72,7.5,22.9,2.75,0.51,0.27,0.33,0.12,0.09,1.97,12.24,5.1,0.28,0.29,0.13
"3",31.16,18.83,19.64,1.26,13.11,653.72,128.98,0.52,0.64,0.33,12.53,0.35,26.62,1944.79,2.77,31.1,7.55,23.04,3.42,0.54,0.27,0.28,0.12,0.06,3.35,22.42,4.44,0.36,0.23,0.12
"4",30.1,20.93,19.9,2.3,10.21,645.58,144.74,0.61,0.51,0.27,9.73,0.31,43.84,2176.57,2.02,28.11,7.7,26.68,2.56,0.58,0.28,0.36,0.14,0.12,1.87,21.69,5.11,0.25,0.27,0.12
"5",31.67,21.39,20.89,2.32,5.68,646.5,129.08,1.36,0.45,0.26,11.46,0.34,24.5,2017.9,2.51,27.74,7.7,25.94,2.53,0.56,0.27,0.3,0.12,0.13,2.25,23.74,4.32,0.27,0.29,0.12
"6",26.93,19.32,20.26,1.62,10.41,647.18,127.37,0.33,0.57,0.31,9.24,0.36,32.99,2199.11,2.81,28.21,7.47,26.99,2.28,0.53,0.27,0.3,0.12,0.15,3.07,1.53,2.72,0.17,0.28,0.16
