"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","QCt1_mean1","QCt2_mean1","QCt3_mean1","QCt4_mean1","QCt5_mean1","QCt6_mean1","QCt7_mean1","QCt8_mean1","QCt9_mean1","QCt10_mean1","QCt11_mean1","QCt12_mean1","QCt13_mean1","QCt14_mean1","QCt15_mean1","QCt16_mean1","QCt17_mean1","NPPL_mean1","NPPR_mean1","NPPS_mean1","add_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"11",13.4874,0.025,48.747491,35.260115,18.65294,30.0946,26.4287,1.3668,2.299,4.4366,0.384526,8.771587,4.633339,0.426901,182.8415,168.1761,196.5127,256.375,259.1853,464.1414,81872.3672,72584.0625,15.037,1.9031,8.0583,10.2112,0.885,15.1413,15.9959,0.8039,0.2434,5.8596,8.3597,6.0565,9.7115,0.8401,18.5539,9.8013,0.9031,0.0125,0.01,0.0025,0,1.070152,1.2547,0.20212,0.108309,0.575321,0.386524,0.007385,1.034674,3.706943,4.967709,6.157544,7.392541,7.673504,7.812197,7.944,8.0686
"12",3.1234,0,31.185694,28.06227,17.061111,14.1246,11.5525,0.6438,1.9283,4.282592,0.351126,7.876915,4.166539,0.383937,166.7361,165.9226,187.2689,272.1335,260.2877,463.7009,81865.7891,72584.0781,16.1054,2.2535,9.2438,9.9239,0.8137,13.6902,14.483,0.7279,0.2238,5.6819,7.5691,5.4761,12.3361,1.0109,22.2122,11.7494,1.0827,0,0,0,0,0.530979,1.0779,0.190912,0.147017,0.227136,0.15683,0.008601,1.863307,4.254713,6.004192,6.94857,7.511114,7.654722,7.7338,7.8184,7.9056
"13",2.3443,0,14.628141,12.283793,13.549508,1.0786,0.8689,0.0515,0.1582,3.562797,0.278405,6.152484,3.255785,0.300041,154.0655,164.0482,179.8227,284.3405,261.2403,463.6404,81860.1641,72584.0781,12.6707,1.8743,7.4463,8.1959,0.6405,10.6152,11.2348,0.5647,0.1761,4.6839,5.8715,4.2461,10.9387,0.8547,18.6962,9.8937,0.9117,0,0,0,0,0.339055,0.7429,0.129293,0.088721,0.113793,0.136544,0.00585,1.907636,4.228811,6.233498,7.203671,7.678369,7.770479,7.8232,7.8836,7.9489
"14",4.4953,0,13.738337,9.243079,13.725259,0.0131,0.0105,7e-04,0.002,3.734624,0.281243,6.153551,3.255782,0.300048,142.3577,162.1554,172.5227,295.0618,262.2037,463.7966,81854.5391,72584.0781,11.7078,1.8926,7.3,8.5717,0.6455,10.5929,11.2092,0.5635,0.1775,4.892,5.8581,4.2371,11.6345,0.8761,19.0982,10.1047,0.9313,0,0,0,0,0.30837,0.6802,0.091968,0.073613,0.09744,0.137302,0.006837,1.918203,4.245479,6.28714,7.325043,7.821657,7.900717,7.943693,7.994,8.0493
"15",30.2357,1.3913,18.716684,-11.51899,13.880602,4.8361,3.8721,0.3131,0.651,3.885665,0.283981,6.155935,3.255022,0.300007,132.2144,160.4115,166.0234,304.162,263.1431,464.1479,81848.9141,72584.0781,10.8392,1.883,7.0557,9.08,0.6635,10.7877,11.4082,0.5735,0.1825,5.1764,5.9622,4.3151,12.1078,0.8849,19.2287,10.1674,0.9371,0.6957,0.5565,0.1391,0,0.528155,0.8897,0.035143,0.321211,0.066864,0.140074,0.031986,1.929062,4.23444,6.268588,7.3994,7.939348,8.021262,8.0634,8.1127,8.1674
"16",39.0854,47.916,31.413056,-7.672323,15.374062,16.039,13.6283,0.9248,1.4859,4.429464,0.315432,6.74063,3.560359,0.328171,167.229,158.7995,160.2301,312.4664,263.9827,464.7575,81842.2422,72585.0859,11.6551,1.8617,6.7898,10.4261,0.7425,11.8988,12.5697,0.632,0.2042,5.9385,6.5693,4.7595,12.4492,0.8872,19.2321,10.1587,0.9364,1.2455,0.9964,0.2491,45.4249,0.83689,1.1172,0.031455,0.482141,0.178526,0.176215,0.053177,1.837451,4.264264,6.160984,7.377298,8.034403,8.13318,8.1819,8.23496,8.2927
"17",92.2069,34.0886,86.009754,-6.197188,37.38631,48.6234,39.0045,3.1699,6.4491,11.073898,0.783905,16.207378,8.534286,0.786834,173.2364,159.8542,165.1311,307.1253,263.7232,466.7221,81820.4766,72593.3203,13.5602,1.848,6.716,25.902,1.8337,28.4363,29.9469,1.506,0.5043,14.7504,15.6512,11.3745,12.5035,0.8843,19.1933,10.1092,0.932,14.5207,11.6165,2.9041,5.0472,2.152571,3.0939,0.286877,0.824267,0.490196,0.838114,0.108205,0.899889,3.18391,4.520593,6.26166,8.202559,8.46356,8.584811,8.6781,8.7531
"18",136.9343,50.2877,129.1144,-7.819954,59.015293,70.0991,54.6504,4.7383,10.7104,16.907423,1.244853,25.987942,13.618834,1.256244,184.3112,163.0029,178.1268,287.9065,262.3223,468.7072,81786.1172,72608.2266,14.0688,1.8799,7.1193,40.6933,2.9965,46.9196,49.1755,2.4742,0.824,23.2054,25.7012,18.7679,12.0424,0.8849,19.3551,10.1447,0.9358,25.1438,20.115,5.0288,0,4.544926,6.3535,0.288219,2.197324,1.192717,1.154888,0.189971,1.532131,3.655067,4.645266,6.197775,8.462384,8.836712,9.0182,9.1634,9.28
"19",165.523,63.5351,169.730866,4.207805,81.946275,87.7846,68.4446,5.9829,13.3571,21.99416,1.754994,37.050066,19.359954,1.787091,200.8728,167.4342,195.7752,258.3016,259.7385,468.6371,81736.5234,72622.3906,15.206,1.9228,7.7654,52.8623,4.2178,66.7811,69.791,3.514,1.1599,30.2342,36.4768,26.7124,11.0087,0.8769,19.3789,10.1263,0.9347,31.7676,25.414,6.3535,0,5.675383,9.1511,0.911165,2.422119,1.691837,1.561426,0.216892,2.010122,4.630499,5.418212,6.556523,8.980885,9.365888,9.5497,9.7062,9.8389
"20",147.5196,52.9689,160.962282,13.442703,72.223325,88.739,71.3551,5.8299,11.554,17.854208,1.550154,33.592052,17.60095,1.625962,211.0258,170.7608,208.5327,241.0023,257.7382,465.917,81692.0625,72636.3047,16.3314,1.9706,8.4297,42.3563,3.677,59.7573,62.6202,3.1553,1.0112,24.3071,32.73,23.9029,9.9876,0.8688,19.3164,10.1226,0.9351,26.4844,21.1876,5.2969,0,5.067359,7.5335,1.158678,1.347393,2.21262,1.507341,0.020493,1.490585,4.262264,5.068545,6.235181,8.80778,9.210842,9.3978,9.5619,9.7063
"21",99.9125,30.1683,121.472675,21.560176,45.438224,76.0344,63.7381,4.4764,7.8199,10.725273,0.962167,21.423607,11.284114,1.043071,209.322,172.0127,212.8093,241.2542,257.0319,463.4977,81664.2109,72648.0703,16.7879,1.7649,7.7906,24.591,2.2061,36.8301,38.7971,1.9562,0.6067,14.1317,20.2788,14.7321,8.5009,0.7624,16.942,8.9263,0.8251,15.0841,12.0673,3.0168,0,2.627257,3.2893,0.875867,0.148252,1.499083,0.979919,0.091773,0.165403,3.294673,4.201203,5.535863,8.020663,8.448242,8.6535,8.8287,8.9772
"22",40.0249,7.9783,77.654194,37.629244,25.719268,51.9349,45.8824,2.5635,3.489,6.130982,0.533623,12.077857,6.386262,0.590557,197.1743,171.0759,208.3748,251.4283,257.3013,462.2972,81648.0391,72653.6953,16.1369,1.7347,7.6257,13.8496,1.2052,20.4585,21.6354,1.0913,0.3314,7.9487,11.3088,8.1834,8.6138,0.7493,16.5921,8.7736,0.8113,3.9891,3.1913,0.7978,0,1.068403,1.5501,0.592709,0.137596,0.394712,0.536095,0.004932,0.546565,2.987092,4.022647,5.479513,7.479836,7.855908,8.0379,8.1963,8.3339
"23",8.696,0,43.92763,35.231604,18.788029,25.1396,21.8543,1.1409,2.1444,4.576468,0.381943,8.75981,4.640571,0.429227,182.1905,169.1279,200.0244,264.4376,258.0736,461.5802,81637.0938,72658.8516,14.9837,1.9479,8.3503,10.6204,0.8863,15.2439,16.1511,0.8149,0.2437,6.0849,8.4422,6.0975,10.2152,0.8512,18.7733,9.9458,0.9199,0,0,0,0,1.04845,1.365,0.152933,0.235138,0.431,0.382307,0.010973,0.941742,3.244204,4.703641,6.082605,7.35464,7.644733,7.789015,7.9144,8.0232
"24",0.9702,0,26.737768,25.767576,17.218157,9.5196,7.7968,0.4363,1.2865,4.422241,0.350488,7.880329,4.178555,0.386551,166.1425,166.8468,190.5552,280.0246,259.1986,461.3365,81630.5312,72658.8516,16.0481,2.2811,9.4693,10.2636,0.8135,13.7176,14.5475,0.7341,0.2237,5.8687,7.6041,5.487,12.7917,1.0132,22.2395,11.7926,1.0909,0,0,0,0,0.551026,1.1043,0.187415,0.161933,0.237251,0.151837,0.00933,1.680517,3.620833,5.6446,6.860423,7.502731,7.663721,7.7508,7.8346,7.9147
"25",1.3175,0,14.367088,13.049552,13.867484,0.4996,0.4009,0.0237,0.075,3.731506,0.282455,6.239037,3.308411,0.306075,153.5169,164.916,182.7974,292.0222,260.1851,461.437,81624.9062,72658.8516,12.6256,1.9304,7.7578,8.6714,0.6564,10.8739,11.5323,0.582,0.1805,4.9498,6.028,4.3496,11.5201,0.8719,19.0576,10.1058,0.9349,0,0,0,0,0.424699,0.8531,0.091335,0.203498,0.093489,0.12772,0.010584,1.79255,3.859094,5.887075,7.133635,7.690827,7.797386,7.855499,7.9162,7.9785
"26",2.9259,0,13.806093,10.880176,13.7964,0.0097,0.0077,5e-04,0.0015,3.835626,0.28037,6.130597,3.249187,0.300617,141.8508,163.0231,175.4124,302.545,261.1492,461.7517,81619.2812,72658.8516,11.6661,1.8933,7.385,8.8147,0.6443,10.5667,11.2006,0.5653,0.1772,5.0253,5.8546,4.2267,11.8787,0.8683,18.9171,10.026,0.9276,0,0,0,0,0.380142,0.7128,0.110138,0.085573,0.163105,0.131451,0.00583,1.862912,4.01811,5.901801,7.232494,7.82047,7.913069,7.9601,8.0111,8.0649
"27",8.6512,0.0012,13.935102,5.283885,13.720977,0.2141,0.1676,0.0119,0.0346,3.912837,0.277883,6.037543,3.196906,0.295798,131.0719,161.1869,168.4571,311.5723,262.0717,462.2245,81613.6562,72658.8516,10.7796,1.8365,6.9558,8.9844,0.6381,10.3972,11.0107,0.5557,0.1755,5.1169,5.7554,4.1589,12.0396,0.8551,18.5768,9.8365,0.9102,6e-04,5e-04,1e-04,0,0.368622,0.7142,0.12465,0.084244,0.151117,0.133263,0.010937,1.884857,4.065559,5.832793,7.259157,7.900444,7.99905,8.046796,8.0965,8.1479
"28",21.0823,0.3804,15.304958,-5.777347,13.991483,1.3135,1.0379,0.0901,0.1855,4.071273,0.28255,6.108395,3.230341,0.298912,121.3006,159.3549,161.7307,319.1621,263.0004,462.8524,81608.0312,72658.8516,9.9615,1.8706,6.8788,9.5364,0.6618,10.7306,11.3494,0.5728,0.182,5.427,5.9325,4.2922,12.7392,0.8841,19.1631,10.1341,0.9378,0.1902,0.1522,0.038,0,0.552069,0.9276,0.036347,0.353003,0.063745,0.135318,0.031386,1.888367,4.018721,5.740693,7.293444,7.986079,8.094944,8.146725,8.1988,8.2519
"29",61.2162,42.2812,46.644077,-14.572092,21.317634,25.3264,19.319,1.9311,4.0764,6.460354,0.441685,9.144084,4.824993,0.446528,145.4245,159.1528,161.6584,320.9499,263.5522,464.25,81597.2188,72662.1406,9.9015,1.8532,6.6759,15.0742,1.0306,16.0042,16.8897,0.8526,0.2834,8.5742,8.8285,6.4017,12.9576,0.8861,19.183,10.1247,0.937,8.2551,6.6041,1.651,25.771,1.227932,1.5622,0.143046,0.505854,0.370859,0.351211,0.074989,1.129498,3.791234,5.349106,6.954634,8.110027,8.250642,8.313602,8.380037,8.4532
"30",114.1575,68.8456,101.5129,-12.644623,48.01059,53.5023,40.5095,3.8127,9.1802,14.451871,1.006997,20.686168,10.860138,1.005394,179.5283,161.6029,172.049,306.8962,262.7436,467.1647,81569.2891,72673.4219,13.1674,1.8647,6.868,34.3745,2.3956,36.9041,38.7481,1.9566,0.6588,19.5648,20.2546,14.7616,12.7521,0.8861,19.2738,10.1232,0.9371,21.5731,17.2584,4.3146,25.6994,3.09901,4.6342,0.296,1.49377,0.646098,0.959144,0.193745,1.411445,3.338783,4.474904,6.240489,8.365757,8.672893,8.814978,8.9304,9.0278
"31",147.232,56.5439,147.527202,0.295233,74.398889,73.1283,56.2816,4.9749,11.8719,21.072199,1.572959,32.962571,17.198037,1.593123,192.983,165.3491,187.1494,278.4272,260.5512,469.0604,81524.8438,72686.9688,14.8173,1.9084,7.5172,51.0889,3.8146,59.9544,62.5607,3.161,1.049,29.1479,32.7028,23.9817,11.7952,0.88,19.3819,10.1131,0.9368,28.2719,22.6176,5.6544,0,6.061168,8.6425,0.365832,3.062067,1.509488,1.489622,0.082184,1.63668,4.272656,5.136462,6.43208,8.804613,9.187026,9.373206,9.527,9.6528
"32",144.5229,51.5489,146.526592,2.003816,62.866266,83.6604,66.9387,5.4859,11.2357,16.678097,1.333302,28.581285,14.893022,1.380569,203.2156,168.6003,199.9281,263.1163,259.0544,468.5529,81487.8594,72702.1875,15.5418,1.903,7.841,38.9783,3.1159,50.0945,52.206,2.6397,0.8569,22.2949,27.2909,20.0378,10.7244,0.8562,19.0028,9.9017,0.9179,25.7745,20.6195,5.1549,0,3.333146,5.4898,1.057007,0.497311,1.649452,1.186388,0.014381,1.628715,4.023072,4.877759,6.171725,8.594373,9.001866,9.198693,9.3683,9.5154
"33",102.4492,44.6067,130.363722,27.914477,58.461623,71.9021,57.725,4.4747,9.7024,14.707749,1.233453,27.074675,14.134651,1.311103,209.137,171.0908,209.2702,253.6916,257.8271,466.6934,81452.1641,72716.0938,16.382,1.97,8.5005,34.601,2.9014,47.7543,49.8607,2.5227,0.7979,19.8284,26.0656,19.1017,10.2774,0.8632,19.2283,10.04,0.9313,22.3034,17.8427,4.4607,0,3.704088,5.5605,0.915784,0.807839,1.664321,1.231932,0.013882,0.999514,3.692246,4.555896,5.870348,8.323342,8.74098,8.9449,9.1195,9.2678
"34",41.8181,11.6891,77.67047,35.852321,34.309511,43.361,37.465,2.2615,3.6344,8.403504,0.708932,16.024201,8.393881,0.778998,198.7489,170.2638,205.2591,259.0341,257.8419,465.2298,81430.7109,72724.8203,16.2328,1.9949,8.6867,19.8768,1.6768,28.426,29.7806,1.5075,0.4611,11.3934,15.5687,11.3704,10.2979,0.8675,19.2935,10.1084,0.9381,5.8445,4.6756,1.1689,0,2.862286,3.3126,0.201295,0.914502,1.045036,0.902749,0.030306,0.691286,3.142781,4.146836,5.616308,7.764218,8.164507,8.3614,8.531,8.675
"35",6.5236,0,37.285972,30.7624,18.053153,19.2328,16.82,0.866,1.5468,4.485597,0.364411,8.389957,4.404329,0.408865,183.6455,168.2864,196.8708,272.425,258.679,464.6017,81420.7578,72729.1484,15.1034,1.9776,8.3883,10.398,0.8447,14.5861,15.3141,0.7754,0.2323,5.9512,8.006,5.8344,10.7317,0.8704,19.277,10.1199,0.9395,0,0,0,0,1.115434,1.3079,0.195679,0.213124,0.568513,0.333791,0.009338,1.177639,3.479718,4.944573,6.274327,7.464536,7.753015,7.8995,8.0309,8.1471
"36",0.6091,0,21.382679,20.773619,16.252101,5.1306,4.1681,0.2303,0.7322,4.250734,0.327757,7.415869,3.896021,0.361723,167.4693,166.016,187.5504,288.4333,259.8517,464.422,81414.1953,72729.1484,16.1762,2.2698,9.3204,9.8221,0.7574,12.8526,13.5045,0.6839,0.2083,5.6104,7.06,5.141,13.1785,1.0157,22.388,11.7619,1.092,0,0,0,0,0.475032,0.9134,0.12864,0.110223,0.227729,0.137076,0.003807,1.749681,3.811609,5.772819,6.963,7.57565,7.732153,7.8185,7.8999,7.9755
"37",0.5864,0,13.390563,12.804167,13.210108,0.1804,0.1453,0.0085,0.0266,3.609258,0.2658,5.930308,3.115471,0.289276,154.743,164.1167,179.9991,300.7176,260.8561,464.5465,81408.1641,72729.1484,12.7264,1.8993,7.5514,8.2767,0.6095,10.1995,10.7165,0.5428,0.1676,4.7198,5.6025,4.0798,11.7341,0.8643,18.9695,9.9656,0.9253,0,0,0,0,0.28157,0.6082,0.058811,0.046337,0.107644,0.127576,0.004027,1.782082,3.930103,5.913992,7.173655,7.731222,7.842406,7.9035,7.9616,8.0165
"38",1.5201,0,13.336875,11.81682,13.327527,0.0093,0.0075,5e-04,0.0014,3.765769,0.267993,5.90532,3.100535,0.287908,142.9837,162.2411,172.7604,311.4019,261.8382,464.8846,81402.5391,72729.1484,11.7593,1.8753,7.2386,8.5992,0.612,10.1137,10.6202,0.5379,0.1683,4.8979,5.5521,4.0455,12.1751,0.8665,18.9559,9.9526,0.9242,0,0,0,0,0.264045,0.5479,0.055355,0.040049,0.099027,0.124966,0.003396,1.581429,3.934004,5.843946,7.262932,7.859194,7.957939,8.008601,8.0581,8.1065
"39",9.5086,0.0014,14.166594,4.65799,13.948307,0.2183,0.172,0.0118,0.0345,4.050652,0.280378,6.113141,3.20639,0.297759,132.1187,160.3626,165.7226,320.3141,262.7932,465.4211,81396.9141,72729.1484,10.8657,1.8785,7.0382,9.2771,0.6421,10.5004,11.015,0.5579,0.1766,5.279,5.7586,4.2001,12.7315,0.8813,19.2267,10.0846,0.9365,7e-04,5e-04,1e-04,0,0.357487,0.6263,0.077372,0.064151,0.171301,0.122033,0.007976,1.713053,3.945025,5.763428,7.285377,7.947712,8.049386,8.09811,8.1471,8.1969
"40",26.8798,0.0997,17.8571,-9.022687,14.316151,3.541,2.8142,0.2101,0.5167,4.249413,0.287839,6.219034,3.257351,0.302511,122.1268,158.5119,158.9956,327.519,263.7048,466.1348,81391.2891,72729.1484,10.0417,1.8608,6.7666,9.8885,0.6698,10.8526,11.3685,0.5759,0.1842,5.6229,5.9434,4.341,13.085,0.8864,19.2942,10.1058,0.9385,0.0498,0.0399,0.01,0,0.489641,0.8519,0.047968,0.264869,0.094755,0.130027,0.03534,1.822588,3.944612,5.715039,7.320961,8.02252,8.130185,8.180444,8.2336,8.29
"41",73.0008,35.5747,52.989457,-20.011368,23.917336,29.0721,22.2115,2.2431,4.6175,7.4041,0.496319,10.196066,5.326147,0.494713,138.6971,158.539,159.9166,326.6402,264.1024,467.868,81378.7188,72733.8125,9.6599,1.8429,6.555,17.3785,1.1649,17.9521,18.7557,0.9502,0.3203,9.8785,9.8055,7.1809,13.2592,0.8884,19.3257,10.0988,0.938,9.3448,7.4758,1.869,16.8851,1.53412,1.8488,0.124584,0.676104,0.481651,0.376368,0.013821,1.183809,3.837271,5.349472,6.962113,8.171628,8.312358,8.376902,8.4506,8.5355
"42",130.0281,84.5584,127.629518,-2.398573,63.103999,64.5255,48.0333,4.5099,11.9823,18.893951,1.319256,27.364423,14.206248,1.32012,184.6543,161.7516,173.3085,301.0607,262.4771,471.2011,81341.5391,72747.9688,13.2069,1.8663,6.9241,45.9964,3.2126,49.9755,51.8882,2.63,0.8835,26.1815,27.1276,19.9902,12.7481,0.8864,19.4329,10.0929,0.9378,25.3959,20.3167,5.0792,33.7701,5.417293,7.377,0.046973,2.908881,1.216686,1.291725,0.320422,2.055662,4.108202,5.087621,6.473785,8.627749,8.932788,9.07585,9.1925,9.3004
"43",157.8777,54.2508,169.782452,11.904743,88.577966,81.2045,63.9567,5.4136,11.8342,24.131236,1.860532,39.99509,20.668987,1.922128,196.7122,165.2717,187.5014,264.8231,259.5414,471.2141,81287.6562,72764.0938,15.0673,1.9054,7.5071,59.0965,4.5542,73.4144,75.8794,3.849,1.2524,33.7555,39.6717,29.3657,11.4034,0.8777,19.5079,10.0815,0.9375,27.1254,21.7003,5.4251,0,7.921389,11.5437,0.709401,3.473569,2.607791,1.840032,0.075031,2.303319,5.150886,5.894923,6.818581,9.27995,9.604738,9.7366,9.85,9.9514
"44",146.1029,54.6731,181.724608,35.621728,88.446453,93.2782,74.8499,6.3949,12.0334,21.892457,1.882514,41.272899,21.406144,1.992433,208.0822,168.8542,201.5481,236.8053,256.662,467.3789,81233.2969,72780.1406,15.966,1.883,7.8241,52.0905,4.4806,73.6761,76.4259,3.8801,1.2322,29.8819,39.959,29.4704,9.76,0.8396,18.7942,9.7478,0.9073,27.3365,21.8692,5.4673,0,5.741477,9.5829,1.560892,0.930022,3.067415,1.744041,0.079915,2.127073,5.061544,5.767269,6.716346,9.436239,9.787868,9.91071,10.013708,10.1063
