"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","QCt1_mean1","QCt2_mean1","QCt3_mean1","QCt4_mean1","QCt5_mean1","QCt6_mean1","QCt7_mean1","QCt8_mean1","QCt9_mean1","QCt10_mean1","QCt11_mean1","QCt12_mean1","NPPL_mean1","NPPR_mean1","NPPS_mean1","add_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"11",13.2472,0.0255,47.4662236,34.218988,17.7968722,29.6694,26.6306,0.9287,2.11,4.1866012,0.3760708,8.3692684,4.4547008,0.4102376,176.9835,101.7698,195.5776,251.6758,263.6785,460.722,81888.4297,72561.0156,14.5552,1.8458,7.6802,9.6154,0.8637,14.4161,15.3465,0.7709,0.2375,5.526,8.0201,5.7665,0.0128,0.0102,0.0026,0,0.9798036,1.1336,0.1743346,0.0675356,0.5492854,0.362987,0.004912,1.0605554,3.7548958,5.017581,6.1754564,7.3568978,7.6320134,7.7702,7.9022,8.0271
"12",3.062,0,30.2858976,27.2239222,16.2246088,14.0613,11.7369,0.4073,1.917,4.0281462,0.3422656,7.4928844,3.9935094,0.3678026,161.394,99.6082,186.7839,267.0852,264.727,460.3055,81881.8672,72561.0156,15.5894,2.1616,8.7938,9.3012,0.7903,12.9766,13.8324,0.6949,0.2173,5.333,7.2289,5.1906,0,0,0,0,0.4580636,0.9615,0.1725442,0.093669,0.2098874,0.1545086,0.0060896,1.8300096,4.2795236,6.0094568,6.9367204,7.4814424,7.6207516,7.6989,7.7831,7.8701
"13",2.2972,0,13.8364078,11.5391994,12.8192684,1.0171,0.8311,0.0305,0.1556,3.3340938,0.2699732,5.8239304,3.1052582,0.2860166,149.1293,97.8306,179.7132,279.0343,265.6188,460.2501,81876.2422,72561.0156,12.2647,1.7777,7.0706,7.6499,0.6194,10.0222,10.6874,0.5369,0.1703,4.3778,5.5853,4.0089,0,0,0,0,0.293123,0.669,0.1177432,0.0588286,0.099814,0.1344826,0.0045192,1.8583006,4.1980206,6.218076,7.183924,7.649428,7.738915,7.7907042,7.8507,7.9157
"14",4.4022,0,13.0722828,8.670054,13.0594742,0.0128,0.0104,4e-04,0.002,3.5152128,0.27423,5.8589474,3.1233834,0.287705,137.7967,96.036,172.7225,289.5705,266.5172,460.3959,81870.6172,72561.0156,11.3327,1.7947,6.9907,8.0531,0.6282,10.0669,10.7333,0.5393,0.1728,4.602,5.6093,4.0268,0,0,0,0,0.2701666,0.6295,0.0908936,0.051673,0.0837578,0.134733,0.0051246,1.8621374,4.19236,6.2576404,7.3016748,7.7937392,7.8712568,7.9135854,7.9635,8.0186
"15",29.621,1.3965,18.584646,-11.036347,13.7452308,4.8394,3.9769,0.2225,0.64,3.8071206,0.288126,6.1004122,3.2501638,0.2994042,128.0023,94.3304,166.2422,298.5062,267.4119,460.7373,81864.9922,72561.0156,10.4926,1.8453,7.0387,8.8794,0.672,10.6698,11.3693,0.5713,0.1848,5.0685,5.9417,4.2679,0.6982,0.5586,0.1396,0,0.4655214,0.8653,0.0479598,0.2876152,0.0402896,0.1376182,0.0307688,1.889292,4.1847062,6.2412442,7.384956,7.923103,8.004284,8.0461,8.0953,8.1499
"16",38.186,44.5514,32.3236688,-5.8622856,15.2500246,17.0736,14.9745,0.678,1.4212,4.3473474,0.3205712,6.69227,3.5617086,0.3281282,159.9471,92.7906,160.556,306.5568,268.2036,461.3334,81858.3203,72562.0234,11.2142,1.8185,6.8014,10.2311,0.7544,11.8113,12.5723,0.6318,0.2075,5.8346,6.5704,4.7245,1.3937,1.1149,0.2787,41.7641,0.8050114,1.1044,0.0343584,0.4711482,0.1632526,0.170612,0.0522468,1.843928,4.2345104,6.1391782,7.3719704,8.0251272,8.1236554,8.1722006,8.2252,8.2829
"17",89.8623,32.382,84.6032774,-5.2589664,36.9829002,47.6204,38.9692,2.6299,6.0213,10.8360828,0.7944966,16.0508432,8.5166756,0.7848006,165.5018,93.7682,164.9503,301.1548,267.876,463.2397,81836.6328,72570.1953,12.9564,1.7969,6.7021,25.323,1.8568,28.1367,29.8586,1.5008,0.5106,14.4383,15.6047,11.2547,13.8708,11.0966,2.7742,4.6405,2.0546242,3.0065,0.298877,0.7688586,0.4912238,0.7945406,0.1092222,0.9596774,3.3089386,4.6584932,6.3375396,8.1938078,8.450163,8.5712124,8.6645,8.7393
"18",133.5995,49.0355,127.6903602,-5.9092222,58.7487764,68.9416,54.1339,4.4278,10.3799,16.641326,1.2695798,25.8990288,13.6778104,1.2610316,176.5642,96.8231,177.4635,282.1048,266.4032,465.1534,81802.1484,72585.1016,13.4555,1.8482,7.1011,39.8867,3.0434,46.5667,49.1852,2.4735,0.8369,22.7746,25.7057,18.6267,24.5177,19.6142,4.9035,0,4.2761702,6.152,0.412596,1.9674834,1.1950386,1.1136504,0.163191,1.5697322,3.7432158,4.7435162,6.2474596,8.4512348,8.8192318,9.0004982,9.1458,9.2625
"19",162.0417,63.3781,167.4183852,5.3766662,81.5110474,85.9073,66.7798,5.8481,13.2793,21.6171438,1.788021,36.8866044,19.4269338,1.7923498,193.6379,101.2436,195.0902,253.0372,263.7582,465.0282,81752.4844,72599.2266,14.6154,1.9173,7.7244,51.6954,4.2756,66.1515,69.6796,3.5066,1.1758,29.6083,36.4178,26.4606,31.689,25.3512,6.3378,0,5.2274526,8.7777,1.0690324,2.0312912,1.6867888,1.5093724,0.144986,2.0238926,4.6578894,5.4483912,6.5651494,8.955415,9.3366136,9.5208356,9.677997,9.8111
"20",144.9588,52.7151,158.1073446,13.1485242,71.7793622,86.3279,69.2454,5.6401,11.4425,17.5267732,1.5774952,33.4041722,17.6420018,1.6289206,204.2192,104.5204,207.7952,236.0867,261.7269,462.319,81707.9688,72613.2188,15.7763,1.9948,8.381,41.4053,3.7262,59.1754,62.5047,3.1479,1.0247,23.7976,32.6689,23.6701,26.3575,21.086,5.2715,0,4.7119698,7.2276,1.2477254,1.0608752,2.1890336,1.462052,0.015175,1.4917694,4.2786732,5.0868822,6.2386684,8.7794894,9.1796316,9.3671,9.5319376,9.677
"21",98.3422,30.0223,118.4189064,20.0767114,44.427884,73.991,61.9421,4.3167,7.7322,10.3614974,0.9628524,20.9524312,11.1234168,1.027686,202.9632,105.7595,212.2281,236.6758,261.0399,459.9875,81680.5781,72624.6016,16.2672,1.763,7.5758,23.5179,2.1855,35.6533,37.8546,1.9076,0.601,13.5358,19.7857,14.2613,15.0112,12.0089,3.0022,0,2.1913206,3.0531,1.2180796,0.2519202,1.0405104,0.8988884,0.0602242,0.0315398,3.2154334,4.1916942,5.5220086,7.9754634,8.4009608,8.6074982,8.7842,8.9341
"22",39.4005,7.9507,75.8385364,36.4380474,25.2971178,50.5414,45.0084,2.2544,3.2786,5.9612736,0.537132,11.881916,6.3316004,0.5851906,191.2858,104.8246,207.9966,246.7654,261.3183,458.8334,81665.0781,72630.2266,15.6529,1.73,7.4117,13.2347,1.1922,19.7787,21.0795,1.0627,0.3279,7.6069,11.018,7.9115,3.9754,3.1803,0.7951,0,0.734036,1.3984,0.9917534,0.190328,0.1076298,0.4360808,0.0025232,0.3203152,2.4861846,3.9066316,5.4696354,7.439117,7.8127776,7.9952,8.1543,8.2929
"23",8.5468,0,42.7344906,34.1876964,17.966901,24.7676,22.1886,0.7361,1.8429,4.331319,0.3737772,8.376607,4.4717982,0.4133978,176.7494,102.914,199.9574,259.6098,262.0771,458.1601,81654.3828,72635.2969,14.5362,1.9106,8.0391,10.0193,0.8646,14.5308,15.5143,0.7823,0.2378,5.7484,8.1092,5.8123,0,0,0,0,0.8499342,1.2082,0.1468922,0.1415712,0.3809252,0.3274362,0.009163,0.9211772,2.9275748,4.6502684,6.0832884,7.3212226,7.608351,7.7537,7.8797,7.9884
"24",0.952,0,26.550031,25.5980568,16.9774432,9.5726,7.9833,0.2792,1.3101,4.3140978,0.3536656,7.7726234,4.1530704,0.3839884,161.1806,100.6263,190.5535,274.9146,263.2014,457.9204,81647.8203,72635.2969,15.5688,2.2877,9.404,10.0084,0.8205,13.5243,14.4526,0.7289,0.2256,5.7303,7.5543,5.4097,0,0,0,0,0.5113542,1.0738,0.1830654,0.1439306,0.2235438,0.1438808,0.0086396,1.6075442,3.4368774,5.5409748,6.836562,7.4884848,7.647992,7.7344,7.8177,7.8975
"25",1.2924,0,14.2047342,12.912292,13.7260902,0.4786,0.3893,0.0143,0.075,3.6550004,0.286128,6.178332,3.301367,0.3052626,148.9321,98.6982,182.8142,286.6958,264.1759,458.0177,81642.1953,72635.2969,12.2485,1.9283,7.7393,8.4924,0.6648,10.7666,11.5061,0.5803,0.1828,4.8536,6.0142,4.3066,0,0,0,0,0.4032944,0.8402,0.0906238,0.1942416,0.0851356,0.1239158,0.0102792,1.7367424,3.739242,5.7726796,7.1048978,7.681181,7.7882812,7.8460012,7.9065,7.9687
"26",2.8693,0,13.6667458,10.7974298,13.6575372,0.0092,0.0074,3e-04,0.0015,3.7578678,0.2840624,6.0725426,3.243164,0.2999034,137.6145,96.8205,175.4425,297.0318,265.1186,458.3219,81636.5703,72635.2969,11.3177,1.8776,7.3717,8.6371,0.6529,10.468,11.1813,0.564,0.1795,4.93,5.8444,4.1872,0,0,0,0,0.3686394,0.7045,0.1076858,0.0819992,0.158208,0.1284312,0.0056458,1.81961,3.9208948,5.7717448,7.1988274,7.8122314,7.9066858,7.9537,8.0046,8.0582
"27",8.4839,0.0012,13.7035282,5.2195902,13.4872042,0.2163,0.1722,0.0074,0.0367,3.807007,0.2795446,5.9387622,3.168838,0.2930488,127.1574,95.0266,168.5506,305.9117,266.0022,458.7807,81630.9453,72635.2969,10.4576,1.794,6.8924,8.7369,0.6415,10.2219,10.9085,0.5503,0.1764,4.9817,5.7019,4.0888,6e-04,5e-04,1e-04,0,0.3580982,0.6946,0.1224274,0.076692,0.1506768,0.1307286,0.0093506,1.8504416,3.9786618,5.727174,7.224976,7.8899796,7.9909814,8.038792,8.0884,8.1398
"28",20.6635,0.3834,15.1831966,-5.4803446,13.8916906,1.2915,1.0539,0.0628,0.1749,4.0016518,0.287067,6.069341,3.23449,0.2991394,117.6851,93.2341,161.8211,313.3699,266.8841,459.3969,81625.3203,72635.2969,9.664,1.8309,6.8827,9.3633,0.6717,10.6506,11.3519,0.5727,0.1847,5.3346,5.9336,4.2603,0.1917,0.1534,0.0383,0,0.5265948,0.9118,0.0437576,0.3341904,0.0593104,0.1330938,0.0310718,1.8564994,3.9495378,5.6702194,7.2676854,7.9773646,8.0884606,8.1404122,8.1925,8.2455
"29",60.0166,40.9658,47.3444486,-12.6722254,21.1467024,26.1977,20.5063,1.5703,4.1211,6.3453884,0.448296,9.0788148,4.8276668,0.4465356,140.4818,93.1423,161.9865,315.1241,267.3759,460.7705,81614.4922,72638.5703,9.6048,1.8047,6.6862,14.8007,1.0457,15.8844,16.8931,0.8523,0.2876,8.4279,8.8301,6.3537,8.5642,6.8514,1.7128,23.8374,1.1690598,1.5306,0.151639,0.4772728,0.3643136,0.327468,0.068099,1.2291432,3.824473,5.396062,6.9856208,8.1024748,8.243572,8.3066628,8.373099,8.4462
"30",111.5786,64.7352,99.8947542,-11.6838844,47.7055374,52.1892,40.412,3.2025,8.5748,14.2158886,1.0236244,20.573567,10.885267,1.0071856,172.0811,95.4149,171.5027,301.1746,266.4944,463.6295,81586.5078,72649.8516,12.6527,1.8237,6.8695,33.7425,2.43,36.6264,38.7565,1.956,0.6682,19.2266,20.2585,14.6506,20.482,16.3856,4.0964,23.7712,2.9266358,4.5154,0.3581804,1.3825482,0.6375374,0.9065516,0.1947862,1.5017974,3.4975768,4.6548866,6.3398254,8.3603058,8.6607914,8.8027198,8.9182,9.0155
"31",143.9895,54.9698,146.4286912,2.4392328,73.9009374,72.5277,56.3554,4.6806,11.4917,20.7080506,1.5980478,32.7680858,17.2313952,1.595358,185.3493,99.0186,186.0105,273.0383,264.2342,465.47,81541.7812,72663.4141,14.2168,1.8931,7.4802,50.1191,3.8688,59.4983,62.5744,3.16,1.0639,28.6294,32.7092,23.7993,27.4849,21.9879,5.497,0,5.8983826,8.4787,0.4229406,2.9328884,1.5126432,1.4528476,0.0662632,1.6771942,4.3752708,5.2447472,6.487172,8.7931298,9.1681254,9.354206,9.5083374,9.6343
"32",141.6698,51.5198,144.0725916,2.4027694,61.5719288,82.5007,65.8904,5.4145,11.1957,16.1534846,1.3350726,28.0094966,14.7109202,1.3629618,196.1473,102.2872,198.9292,258.3055,262.7227,464.957,81504.9531,72678.6094,14.9615,1.8834,7.6897,37.6648,3.1129,48.9787,51.4484,2.6,0.856,21.5716,26.8942,19.5915,25.7599,20.6079,5.152,0,3.184314,5.1908,0.99866,0.3723114,1.6496314,1.1623732,0.0068098,1.594801,4.0245386,4.883715,6.1614552,8.5531034,8.9564908,9.1539002,9.3247,9.4728
"33",100.7251,43.8492,127.8238364,27.0987226,57.8993342,69.9246,56.3088,4.1725,9.4432,14.4141994,1.2487062,26.8172416,14.1109898,1.3082032,202.2369,104.686,208.0813,249.1018,261.4885,463.1434,81469.5547,72692.3984,15.8351,1.986,8.3876,33.7243,2.9213,47.0463,49.5102,2.5036,0.8034,19.3518,25.8817,18.8185,21.9246,17.5397,4.3849,0,3.309366,5.2174,0.9968612,0.502525,1.6353714,1.1714638,0.0100604,1.028405,3.739675,4.6084536,5.8945712,8.2860338,8.6997896,8.9041978,9.0796994,9.2288
"34",41.1085,11.2392,76.5107334,35.4022148,34.0045148,42.5063,37.5564,1.762,3.1878,8.2401564,0.718119,15.8830998,8.3853564,0.7777856,192.1614,103.7802,203.9576,254.2487,261.5178,461.7089,81448.0703,72701.0469,15.6952,2.0294,8.6194,19.4746,1.6972,28.1533,29.7268,1.504,0.4667,11.1777,15.5402,11.2613,5.6196,4.4957,1.1239,0,2.7549688,3.2361,0.2124924,0.8698838,1.0214298,0.8636532,0.0284456,0.7503334,3.2580234,4.272704,5.691699,7.747991,8.1408952,8.337575,8.5076,8.652
"35",6.4,0,37.1446066,30.7445778,17.9119748,19.2326,17.2976,0.5597,1.3752,4.401868,0.3696036,8.3264942,4.4052736,0.4087306,177.5586,101.779,195.6225,267.2907,262.3627,461.0883,81438.1094,72705.3828,14.6028,2.0012,8.3352,10.204,0.8568,14.4759,15.3174,0.7752,0.2356,5.8478,8.0075,5.7904,0,0,0,0,1.0841146,1.2922,0.1976794,0.2073962,0.5546434,0.3220776,0.0092944,1.2314594,3.601267,5.0477608,6.3228272,7.4605906,7.7413096,7.8871,8.0186,8.1349704
"36",0.5966,0,21.404797,20.8082086,16.1150102,5.2898,4.3546,0.15,0.7853,4.168407,0.3322964,7.3572838,3.8955362,0.361481,161.9186,99.5028,186.3682,282.8919,263.5273,460.9061,81431.5469,72705.3828,15.6401,2.2759,9.2543,9.6277,0.7676,12.7456,13.497,0.6831,0.2111,5.5063,7.0559,5.0982,0,0,0,0,0.470755,0.9043,0.1294434,0.1097026,0.2212212,0.1398306,0.0038586,1.7782964,3.8886856,5.8345388,6.980251,7.5738076,7.7260346,7.8117166,7.893,7.9686
"37",0.5739,0,13.2617398,12.687887,13.0812416,0.1805,0.1474,0.0053,0.0277,3.5344478,0.2691638,5.8771022,3.1117518,0.288775,149.614,97.6159,178.8769,294.8685,264.5141,461.0212,81425.375,72705.3828,12.3046,1.8869,7.4913,8.1027,0.6171,10.105,10.7006,0.5417,0.1697,4.6262,5.594,4.042,0,0,0,0,0.278855,0.6021,0.0595258,0.04626,0.1037926,0.1288004,0.0041046,1.7901602,3.9764866,5.9705126,7.1857062,7.7290464,7.8376496,7.8982488,7.9562,8.0111
"38",1.4879,0,13.1935252,11.7055788,13.1845616,0.009,0.0073,3e-04,0.0014,3.6841366,0.2711356,5.8476804,3.0944204,0.2871854,138.2445,95.7684,171.7005,305.2827,265.465,461.3494,81419.7266,72705.3828,11.3695,1.8475,7.1763,8.4107,0.619,10.0124,10.5966,0.5364,0.1702,4.7961,5.5397,4.005,0,0,0,0,0.2619528,0.5419,0.0558896,0.0393634,0.0968822,0.125705,0.0033814,1.5895152,3.9716252,5.9115108,7.2757198,7.8566052,7.9533614,8.0036996,8.0531,8.1014
"39",9.3101,0.0014,14.0262042,4.7160908,13.8028974,0.2233,0.1789,0.0075,0.0369,3.9640488,0.2837476,6.0562974,3.201644,0.2971584,127.7396,93.9311,164.7194,313.9741,266.3777,461.8659,81414.1016,72705.3828,10.5055,1.8373,6.9815,9.0762,0.6497,10.3998,10.9956,0.5567,0.1787,5.1706,5.7483,4.1599,7e-04,5e-04,1e-04,0,0.354855,0.6183,0.0772304,0.0617136,0.1705226,0.1226184,0.0076192,1.7124754,3.974856,5.811188,7.297009,7.9448908,8.0446892,8.0931522,8.142,8.1917
"40",26.305,0.0985,18.5031798,-7.8018394,14.195017,4.3082,3.5739,0.1628,0.5715,4.1668302,0.2918674,6.1742396,3.259529,0.302549,118.0799,92.1313,158.0334,320.9811,267.2387,462.5573,81408.4766,72705.3828,9.7089,1.8095,6.7253,9.6915,0.6788,10.7691,11.3704,0.5757,0.1867,5.517,5.9443,4.3076,0.0492,0.0394,0.0098,0,0.4800492,0.8415,0.0504598,0.2578324,0.0920268,0.1301968,0.0353654,1.8229442,3.957318,5.7352942,7.3264594,8.019313,8.125512,8.175501,8.2286,8.2849
"41",71.3595,33.5554,54.7187248,-16.6407556,25.5820264,29.1367,23.1315,1.7518,4.2534,7.8102178,0.5418308,10.9373094,5.7581242,0.5345528,133.3024,92.151,158.7202,318.7783,267.4827,464.3323,81394.9609,72710.6953,9.3371,1.7799,6.5098,18.3133,1.2704,19.2359,20.2544,1.0256,0.3494,10.4217,10.5887,7.6943,8.9962,7.1969,1.7992,15.5631,1.4840698,1.9714,0.1622722,0.6642272,0.4232622,0.3965782,0.012276,1.2403886,3.8602642,5.341529,6.9179684,8.1897642,8.3619126,8.4464356,8.5177854,8.5927
"42",126.681,79.5753,125.3364724,-1.344553,61.3837708,63.9527,48.7545,4.0456,11.1526,18.02744,1.3056366,26.7488252,14.0014488,1.3004174,176.0438,95.178,171.2472,294.7433,265.8577,467.2229,81358.0625,72725.0938,12.6099,1.8181,6.8531,43.7679,3.1705,48.7157,50.9988,2.5836,0.8719,24.9442,26.662,19.4863,24.2245,19.3796,4.8449,31.1261,5.060701,6.9871,0.0698384,2.7624302,1.0695964,1.2286734,0.2747584,1.942617,4.0895284,5.0938452,6.4757372,8.5651968,8.8974036,9.0617002,9.1829,9.2959
"43",154.1527,53.8919,165.3874892,11.2348448,85.0742018,80.3133,63.3238,5.3081,11.6815,22.849578,1.8164958,38.47915,20.0641008,1.864881,188.5876,98.6845,185.3858,261.1757,263.0352,467.0996,81305.6797,72740.1484,14.4015,1.8823,7.4185,55.6723,4.4237,70.2759,73.2875,3.7155,1.2165,31.8363,38.3157,28.1103,26.9459,21.5568,5.3892,0,7.451387,10.637,0.7438116,3.11446,2.607971,1.728956,0.0594662,2.2533754,5.0447906,5.8017476,6.7409942,9.1411824,9.4761052,9.6205008,9.7399,9.8478
"44",143.1615,54.4618,173.313492,30.1519998,82.3247644,90.9888,72.8257,6.2184,11.9444,20.2736682,1.780894,38.344603,20.059585,1.8660126,200.4724,102.2696,199.539,236.4736,260.4031,463.815,81254.8672,72754.3672,15.3451,1.8606,7.6334,47.9603,4.2138,68.0459,71.1961,3.6125,1.1588,27.537,37.2237,27.2184,27.2309,21.7847,5.4462,0,4.9419892,8.3618,1.4339468,0.6005202,2.7405028,1.600963,0.0608628,2.0795472,4.897679,5.6127478,6.580115,9.1922376,9.5459572,9.6781,9.7891,9.8897
"45",93.0002,35.1337,128.3582178,35.357996,62.4955486,65.8626,54.3313,3.7206,7.8108,14.3419458,1.3473846,29.6925758,15.6561486,1.4574926,202.0594,103.778,205.1382,226.6228,258.8615,459.6437,81214.3047,72769.3516,15.9799,2.005,8.4545,34.5826,3.2484,53.6795,56.6052,2.8743,0.8933,19.9138,29.596,21.4718,17.5668,14.0535,3.5134,0,5.708431,7.5095,0.7497764,1.6947318,2.5524536,1.4612468,0.0377062,1.538295,4.3145506,5.0750354,6.1141662,8.611954,8.9739618,9.1070996,9.2212,9.3249
"46",43.6462,7.6558,85.005487,41.3593302,39.719009,45.2865,40.8465,1.8893,2.5507,8.86864,0.8413896,18.9852662,10.08437,0.939348,190.4139,102.5626,199.8745,229.9838,258.5776,456.789,81189.5469,72780.4141,15.4735,1.9812,8.326,20.7354,1.9673,33.2912,35.366,1.7969,0.541,11.9455,18.4916,13.3165,3.8279,3.0623,0.7656,0,3.1933788,3.7368,0.6364816,0.3526098,1.8105374,1.0302364,0.0084788,0.9244524,3.651093,4.4354686,5.5611436,7.786907,8.1151012,8.2392,8.3566,8.4625
