"","GPP_sd1","NPP_sd1","Reco_sd1","NEE_sd1","Rh_sd1","Ra_sd1","Rleaf_sd1","Rstem_sd1","Rroot_sd1","Rh4_sd1","Rh5_sd1","Rh6_sd1","Rh7_sd1","Rh8_sd1","QC1_sd1","QC2_sd1","QC3_sd1","QC4_sd1","QC5_sd1","QC6_sd1","QC7_sd1","QC8_sd1","QCt1_sd1","QCt2_sd1","QCt3_sd1","QCt4_sd1","QCt5_sd1","QCt6_sd1","QCt7_sd1","QCt8_sd1","simuCH4_sd1","prod_sd1","oxid_sd1","diff_sd1","ebu_sd1","pla_sd1","conc1_sd1","conc2_sd1","conc3_sd1","conc4_sd1","conc5_sd1","conc6_sd1","conc7_sd1","conc8_sd1","conc9_sd1","conc10_sd1"
"1",0,0,0.00336789634854405,0.00336913975581832,0.00336904346732297,0,0,0,0,0.000921566138630136,7.86461253500792e-05,0.00150663675891313,0.000796231097043918,7.87607652664841e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00821536161200711,0,0.00209391909596601,0.00224672012404515,0.00881286738333732,0.00189922811124582,0.000530332803252367,0.0283289060554011,0.0684147509885079,0.0935954684625774,0.019534696181083,0.00169893848621717,0.000139457416178904,4.99999999998835e-06,0,0
"2",0,0,0.00320202856089101,0.00320007440389692,0.00320150770207039,0,0,0,0,0.000896843497019034,7.38215690713192e-05,0.00141923767881648,0.000748429893687032,7.31925054711534e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00877255123312738,0,0.00240887035578452,0.00269911853243431,0.0095691700941475,0.00163800169761924,0.00157621735584982,0.0323897002255618,0.0645032109121899,0.122492422698238,0.0264291105120119,0.00229808894126293,0.000205620279272561,0,0,0
"3",0,0,0.00356567424648975,0.00356748206136279,0.00356468890015489,0,0,0,0,0.00102249507477782,8.27469343108438e-05,0.00156312374016509,0.000826783444840104,8.15110275916637e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104151909460945,0,0.00282106931502941,0.00252372521729904,0.0107960941344033,0.00167707795769621,0.000744266261609665,0.0348765924753872,0.0688987963344851,0.0925390862265053,0.0245515297646493,0.00267906784372441,0.000259376058744159,5.19663473136401e-05,0,0
"4",0,0,0.00238392800212134,0.00238503584668556,0.00238443737682705,0,0,0,0,0.000701186963580118,6.10661336724656e-05,0.0010381987184289,0.000544257789428315,5.75039499569456e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00764571624373408,0,0.00110552494363651,0.00310423265896783,0.00820564393686116,0.00199666834029913,0.00297215227745837,0.0232591528848279,0.053630716248371,0.06431267081079,0.0186917120134831,0.00241888765369606,0.0002743431435282,4.88969813685647e-05,0,0
"5",0,0,0.00941655615522788,0.0094189490524757,0.00941644710747219,0,0,0,0,0.00280587879764393,0.000211684821513352,0.00407117410386242,0.00213552407976075,0.000199396174954442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199279326244398,0,0.00623147515794697,0.00605256371869989,0.0228275938581661,0.006495043951146,0.00144450874479335,0.0245880101481416,0.0572274002185749,0.0377190093999403,0.00905225146463284,0.00166047604672702,0.000236440685997703,5.01819995884483e-05,0,0
"6",0,0,0.0105843213952759,0.0105874752191583,0.0105889673723424,0,0,0,0,0.00306029089932173,0.000236941666625917,0.0046423344529377,0.00242038833645517,0.000222426806411718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250092963918427,0,0.00732687646506585,0.00576572044658518,0.0283520083405454,0.00676601984173464,0.00146150759444539,0.0223871182918556,0.0489815682151157,0.0316158103868308,0.00637075427442171,0.000955396229261582,0.000163858357746621,5.20259960082373e-05,0,0
"7",0,0,0.00669725365008887,0.00669621240620189,0.00669186173431407,0,0,0,0,0.00181601478842531,0.000156955487520033,0.00301245164480385,0.00156503108779496,0.000147365970710098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369026182279821,0,0.0030877283179408,0.0101152370734764,0.0399857223108675,0.00529729280175911,0.00138463136250233,0.0125044140978226,0.0179302070610082,0.0105587851240443,0.0035382974538866,0.000571089404357549,9.64790548257266e-05,1.11241569193959e-05,0,0
"8",0,0,0.00557906880867437,0.00557927146792324,0.00557529872650112,0,0,0,0,0.00136864494023504,0.00013151898383043,0.00260266384406677,0.00135731506953799,0.000128827126690868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421884965256851,0,0.00218857542844999,0.0109971714750261,0.0449050335712779,0.00486357026543434,0.000617578290471868,0.0113338751455333,0.00709944478749759,0.00224620413588126,0.000855293080255433,0.000280223684372348,6.08415296432325e-05,1.11241569193959e-05,4.81324144760833e-05,0
"9",0,0,0.0175649323046566,0.0175674372955429,0.017569578785054,0,0,0,0,0.0040697709196398,0.000404051458917807,0.00832536113902809,0.00437219924673302,0.000404454442415888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352091115314927,0,0.0155880953146575,0.00575256793481064,0.0364004210699915,0.00515494497003705,0.000710084713785531,0.0166007153196122,0.0168739828784717,0.00787788115731774,0.000853648369556908,0.000121444676802855,4.96043241302571e-05,0,0,0
"10",0,0,0.0160712103933952,0.0160705649447712,0.0160707393313636,0,0,0,0,0.00376516149756645,0.000365513337649934,0.00757980458811341,0.0039973186188182,0.000369036882372721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256234318231573,0,0.0123160799567579,0.00648576277680524,0.0270943819503357,0.00655821377031451,0.0013472887468611,0.0299122165971428,0.0342203837157641,0.0180341497256821,0.00278886560556706,0.000176180408504581,4.47073469035974e-05,3.98611311240052e-05,0,0
"11",0,0,0.00788010265126572,0.00788163244989188,0.00788160126711792,0,0,0,0,0.00186898426771935,0.000179912085186041,0.00370231993075617,0.00195786248272272,0.000182964826727838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159660330240895,0,0.00565420219337875,0.00264182192012333,0.0175986357411555,0.00479752880596983,0.000315675569474274,0.0251810253184859,0.0706881822493108,0.0305985636917813,0.00567166982435431,0.000385548465238284,4.94176614495922e-05,0,0,0
