"","GLmax","GRmax","Gsmax","JV","Vcmx0","Entrpy","gddonset","Tau_Leaf","Tau_Root","Tau_F","Tau_C","Tau_Micro","Tau_SlowSOM","Tau_Passive","Q10","Rl0","Rs0","Rr0","Q10rh","f_F2M","f_C2M","f_M2S","f_M2P","r_me","Q10_pro","Omax","Tveg","f","bubprob","Vmaxfraction"
"1",22.24,19.57,21,1.17,17.08,658.34,148.23,0.96,0.65,0.25,10.69,0.32,102.4,1687.1,2.95,30.04,7.66,19.44,3.54,0.53,0.28,0.29,0.12,0.11,3.49,21.24,1.19,0.35,0.25,0.13
"2",30.74,20.91,20.94,1.15,21.88,654.98,145.87,0.43,0.57,0.25,11.39,0.28,70.47,1992.02,2.12,30.59,7.64,24.28,2.41,0.55,0.28,0.32,0.13,0.08,1.93,21.14,4.18,0.28,0.22,0.12
"3",28.75,20.83,19.38,1.2,16.11,658.1,131.57,0.38,0.62,0.33,8.92,0.35,27.63,1981.06,2.6,29.25,7.54,25.64,3.52,0.54,0.27,0.29,0.12,0.06,3.27,22.22,4.08,0.34,0.27,0.12
"4",25.79,19.31,20.59,2.02,11.06,645.32,146.16,0.59,0.5,0.29,11.24,0.36,39.39,2364.18,1.93,28.51,8.04,26.98,2.65,0.55,0.27,0.36,0.16,0.12,1.94,22.19,6.02,0.25,0.24,0.12
"5",30.43,20.11,19.08,1.08,14.99,646.97,135.18,0.33,0.67,0.32,10.63,0.36,25.49,2084.18,2.63,30.04,7.43,26.1,2.81,0.56,0.28,0.3,0.13,0.11,2.84,19.1,6.26,0.3,0.27,0.13
"6",27.79,20.32,18.91,1.1,15.53,649.23,129.05,0.32,0.54,0.32,10.25,0.36,33.04,1905.44,2.57,30.45,7.46,23.52,2.31,0.54,0.27,0.3,0.13,0.17,2.53,1.07,3.25,0.18,0.28,0.15
