"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","QCt1_mean1","QCt2_mean1","QCt3_mean1","QCt4_mean1","QCt5_mean1","QCt6_mean1","QCt7_mean1","QCt8_mean1","QCt9_mean1","QCt10_mean1","QCt11_mean1","QCt12_mean1","NPPL_mean1","NPPR_mean1","NPPS_mean1","add_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"13",2.2952,0,13.3295626,11.0343944,12.3153654,1.0142,0.8303,0.0267,0.1572,3.212019,0.256412,5.595061,2.9777346,0.2741418,148.9183,85.3437,181.8712,280.4273,263.172,461.2632,81906.0625,72553.7109,12.2474,1.7147,6.8446,7.3603,0.5876,9.6159,10.2353,0.514,0.1616,4.2098,5.349,3.8464,0,0,0,0,0.2525322,0.6195,0.1045354,0.0421654,0.0793916,0.1309766,0.0036354,1.7937828,4.105659,6.1647284,7.160441,7.629588,7.7189446,7.7707044,7.8309,7.8966
"14",4.3982,0,12.5621834,8.1639748,12.5486396,0.0135,0.011,4e-04,0.0022,3.3870754,0.2604874,5.6296164,2.9956478,0.2758136,137.6017,83.6154,175.09,291.0371,264.0456,461.402,81900.2969,72553.7109,11.3166,1.7284,6.7812,7.7512,0.5961,9.6625,10.2833,0.5164,0.1639,4.4271,5.374,3.865,0,0,0,0,0.251561,0.5929,0.0871154,0.0394562,0.0805374,0.1315678,0.0041178,1.8101466,4.1125972,6.1983722,7.277403,7.775005,7.853049,7.8952996,7.9447,7.9991
"15",29.5946,1.4037,18.5394082,-11.05518,13.682086,4.8573,4.008,0.2042,0.6451,3.8005698,0.283506,6.0717068,3.2289814,0.2973142,127.8255,81.9192,168.572,300.0214,264.9474,461.7434,81894.6719,72553.7109,10.4779,1.8367,7.0798,8.8555,0.6605,10.6092,11.2841,0.5667,0.1816,5.0522,5.8971,4.2437,0.7019,0.5615,0.1404,0,0.4312764,0.8506,0.0528044,0.2687188,0.027327,0.1352288,0.0305244,1.856221,4.1204132,6.1823006,7.3678252,7.913345,7.9947794,8.0362,8.085,8.1393
"16",38.1265,44.1322,32.4354606,-5.6910854,15.285462,17.15,15.1332,0.615,1.4018,4.3694554,0.31764,6.7071298,3.563131,0.328106,159.3566,80.3827,162.8079,308.089,265.7471,462.3418,81888,72554.7188,11.1855,1.8199,6.8969,10.2828,0.7475,11.8372,12.5769,0.6317,0.2056,5.8611,6.5727,4.7349,1.4157,1.1325,0.2831,41.3009,0.7922064,1.105,0.0357378,0.4671468,0.1568576,0.1682056,0.05183,1.8310048,4.1843064,6.0705332,7.3562728,8.020783,8.1201338,8.1686026,8.2214,8.279
"17",89.6543,32.3187,84.5116898,-5.1426958,36.995448,47.5163,38.8877,2.6068,6.0218,10.868556,0.7857018,16.054727,8.5032626,0.7832028,164.8745,81.3692,167.1471,302.6552,265.4403,464.2508,81866.3281,72562.8438,12.9042,1.793,6.7783,25.3801,1.8349,28.1228,29.7896,1.4966,0.5046,14.4637,15.5683,11.2491,13.8967,11.1174,2.7793,4.5252,2.0217858,2.9778,0.3044072,0.7382674,0.4951392,0.788378,0.1093228,0.9566788,3.2851878,4.6185492,6.324407,8.1900072,8.447351,8.5684258,8.6617,8.7365
"18",133.3365,49.0591,127.7366822,-5.5998122,59.0070728,68.7296,53.9473,4.4091,10.3732,16.7587572,1.2608096,26.0115998,13.712279,1.2636254,175.9958,84.4206,179.5801,283.4541,264.0038,466.1706,81831.8516,72577.7578,13.4082,1.8546,7.1908,40.0813,3.0159,46.6685,49.2032,2.4732,0.8294,22.8741,25.7145,18.6675,24.5295,19.6236,4.9059,0,4.1551196,6.0867,0.4745882,1.8533742,1.1986774,1.1030664,0.1380716,1.568397,3.7335542,4.726497,6.241587,8.451051,8.819722,9.0009246,9.1462,9.2628
"19",161.7811,63.3713,167.43,5.6490184,81.7878344,85.6421,66.5536,5.8225,13.2661,21.7470344,1.774257,37.0136044,19.4585068,1.7944276,193.1093,88.8249,197.1271,254.236,261.4141,466.0369,81782.3125,72591.8203,14.5721,1.9328,7.8018,51.8807,4.2324,66.2191,69.6244,3.5022,1.1639,29.6983,36.3882,26.4876,31.6857,25.3485,6.3371,0,5.0190766,8.6442,1.1431508,1.8529962,1.673019,1.4930586,0.1209352,2.0190798,4.6518222,5.4418044,6.5620184,8.9551122,9.3367028,9.5209006,9.6779,9.811
"20",144.7694,52.724,158.0376204,13.268201,71.9311204,86.1065,69.0547,5.6173,11.4345,17.6102288,1.5636922,33.4786828,17.649645,1.6288638,203.7351,92.0768,209.7676,237.1937,259.4435,463.3145,81737.9219,72605.8281,15.7363,2.0204,8.4492,41.5316,3.6874,59.2068,62.4258,3.1425,1.014,23.8564,32.627,23.6827,26.362,21.0896,5.2724,0,4.5823354,7.1247,1.2765236,0.9469432,2.184826,1.4505674,0.0130646,1.4834012,4.2715384,5.0809166,6.234742,8.7783294,9.1787398,9.3662,9.531,9.676
"21",98.2296,30.0347,117.7996888,19.5700948,44.0010194,73.7987,61.7714,4.2957,7.7315,10.2925358,0.9434652,20.7522396,10.9972336,1.0155484,202.5219,93.3129,214.2498,237.9245,258.8106,461.0054,81710.9375,72616.9688,16.2307,1.7673,7.5318,23.297,2.1356,35.2171,37.324,1.88,0.5873,13.4006,19.508,14.0868,15.0174,12.0139,3.0035,0,2.1192546,2.9542,1.2838322,0.2830644,0.9709094,0.8652838,0.057551,0.0368924,2.973109,4.165773,5.5064496,7.9599642,8.386064,8.5930168,8.7702,8.9204
"22",39.3566,7.9602,75.6875786,36.3309824,25.2941532,50.3934,44.8775,2.2385,3.2774,5.9795342,0.5313608,11.880397,6.3191,0.5837568,190.8826,92.3675,210.0319,248.0534,259.122,459.8597,81695.7031,72622.5938,15.6194,1.7415,7.402,13.1533,1.1686,19.5963,20.8465,1.0504,0.3214,7.5557,10.8959,7.8385,3.9801,3.1841,0.796,0,0.636934,1.3435,1.2065466,0.2251972,0.0149386,0.3968034,0.0060528,0.1679472,1.590681,3.7056826,5.4328674,7.4240262,7.7986864,7.9814,8.1408,8.2797
"23",8.5364,0,42.550764,34.0143592,17.8280926,24.7227,22.2356,0.6781,1.8091,4.3107436,0.3669826,8.3120464,4.4290664,0.4092536,176.3769,90.4495,202.0049,260.9246,259.9047,459.1911,81685.1875,72627.4844,14.5056,1.9179,8.0269,9.951,0.8471,14.3887,15.3341,0.7728,0.2329,5.706,8.0148,5.7555,0,0,0,0,0.7290098,1.1399,0.1843298,0.0989784,0.3640534,0.2659842,0.0078328,0.8176054,2.397483,4.4603532,6.0396032,7.3067312,7.596513,7.7427,7.8697,7.9786
"24",0.9507,0,26.4751838,25.524477,16.8813122,9.5939,8.0246,0.2469,1.3224,4.3014406,0.348002,7.7289282,4.1220114,0.3809282,160.8409,88.1516,192.5778,276.2507,261.0519,458.9489,81678.625,72627.4844,15.536,2.2979,9.4271,9.9786,0.8073,13.4477,14.3439,0.723,0.222,5.7102,7.4973,5.3791,0,0,0,0,0.4808648,1.0534,0.1775708,0.1279132,0.2189062,0.1340442,0.007911,1.5175614,3.1930878,5.364249,6.7914986,7.479304,7.6423102,7.7288,7.8119,7.8914
"25",1.2907,0,14.1976296,12.9069304,13.718973,0.4787,0.39,0.0126,0.0761,3.6626452,0.2830354,6.17531,3.2935882,0.3043936,148.6182,86.2105,184.7767,288.0499,262.0441,459.0476,81673,72627.4844,12.2227,1.9411,7.8011,8.5104,0.6577,10.7616,11.4794,0.5787,0.1809,4.8616,6.0001,4.3046,0,0,0,0,0.3868828,0.8352,0.0902554,0.186155,0.0814858,0.119245,0.0100666,1.678505,3.578659,5.573149,7.059337,7.6745108,7.785334,7.8433284,7.903701,7.9658
"26",2.8654,0,13.6768086,10.811384,13.6669774,0.0098,0.0079,3e-04,0.0016,3.7696788,0.2813594,6.0770252,3.2395002,0.2994172,137.3244,84.3231,177.3345,298.4027,263.0013,459.3523,81667.375,72627.4844,11.2938,1.8874,7.4422,8.6671,0.6469,10.4792,11.1723,0.5633,0.1779,4.9448,5.8396,4.1917,0,0,0,0,0.3616234,0.7044,0.1063106,0.0800164,0.156804,0.1248034,0.0054758,1.7786894,3.7885834,5.5772274,7.1486342,7.8063306,7.9052472,7.9526998,8.0035,8.0571
"27",8.4724,0.0012,13.663617,5.1912484,13.4465388,0.2171,0.1732,0.0065,0.0374,3.8045012,0.275874,5.9211312,3.1535354,0.291491,126.8894,82.5323,170.4037,307.3047,263.8906,459.8111,81661.75,72627.4844,10.4356,1.7909,6.9311,8.7311,0.6331,10.1915,10.8558,0.5473,0.1741,4.9762,5.6742,4.0766,6e-04,5e-04,1e-04,0,0.3517512,0.6888,0.120823,0.0728366,0.150977,0.127938,0.0086582,1.8167654,3.8770946,5.6034642,7.1849306,7.8833706,7.9887056,8.0369422,8.0866,8.1379
"28",20.6346,0.3875,15.2227144,-5.4118854,13.9281848,1.2945,1.0635,0.0576,0.1734,4.0214274,0.284914,6.0855304,3.237075,0.2992294,117.4394,80.7391,163.6002,314.7764,264.7825,460.4277,81656.125,72627.4844,9.6436,1.8321,6.9584,9.4057,0.6664,10.6746,11.3562,0.5726,0.1832,5.3564,5.9358,4.2698,0.1937,0.155,0.0387,0,0.5149684,0.9096,0.0478472,0.3248332,0.0591148,0.1310194,0.0310344,1.8325022,3.8753474,5.5924956,7.2414684,7.9726938,8.0871284,8.1395134,8.1916274,8.2447
"29",59.9381,40.8881,47.4743054,-12.4638134,21.1976648,26.2766,20.682,1.4852,4.1094,6.3748958,0.444862,9.1009114,4.830423,0.4465724,140.1468,80.6562,163.7176,316.5206,265.2831,461.8019,81645.3281,72630.7734,9.5855,1.8019,6.7585,14.8636,1.0372,15.9168,16.8962,0.852,0.2852,8.4602,8.8315,6.3667,8.5949,6.8759,1.719,23.6983,1.1484104,1.523,0.1569256,0.4628852,0.3646824,0.3208432,0.0628274,1.2390914,3.7996398,5.371871,6.9787332,8.0997584,8.242974,8.3064156,8.3729,8.4461
"30",111.4087,64.6107,100.0307278,-11.3780042,47.8743796,52.1564,40.4348,3.1628,8.5588,14.2970866,1.0170306,20.6476006,10.9042156,1.0084472,171.6489,82.9295,173.1693,302.4604,264.422,464.661,81617.3359,72642.0625,12.6191,1.8242,6.94,33.8891,2.411,36.7081,38.7712,1.9558,0.663,19.302,20.2657,14.6833,20.4891,16.3913,4.0978,23.6324,2.8610076,4.4826,0.3896564,1.3227294,0.6379158,0.9003632,0.1948544,1.5040042,3.4954802,4.6541558,6.3388624,8.3606746,8.6616642,8.8037514,8.9192,9.0166
"31",143.8084,54.9809,146.5175562,2.7090846,74.1202446,72.3973,56.2495,4.6661,11.4817,20.8133716,1.5870746,32.8698308,17.253353,1.5966164,184.9551,86.5236,187.6153,274.1587,262.2021,466.489,81572.6875,72655.625,14.1841,1.9039,7.5466,50.3179,3.838,59.6165,62.5842,3.159,1.0554,28.7303,32.7137,23.8466,27.4904,21.9924,5.4981,0,5.8304094,8.44,0.458787,2.8625816,1.5191716,1.4486572,0.0605922,1.67524,4.3749298,5.2440868,6.4888474,8.7957472,9.170781,9.3567994,9.5108,9.6368
"32",141.5204,51.5224,143.5786118,2.0581156,61.2613934,82.3173,65.7426,5.3929,11.1817,16.1074826,1.3154342,27.8725254,14.6127434,1.3532054,195.7844,89.7876,200.5283,259.5434,260.7434,465.9654,81536.1875,72670.8984,14.9318,1.8883,7.6959,37.5235,3.0643,48.6951,51.0588,2.5791,0.8427,21.4806,26.69,19.478,25.7612,20.609,5.1522,0,3.1353526,5.0791,0.9659852,0.3275524,1.650982,1.1568176,0.0047856,1.5753846,4.007001,4.867103,6.1486228,8.5424584,8.9463096,9.1439952,9.315,9.4634
"33",100.6379,43.8821,127.5621734,26.9243182,57.7674576,69.7947,56.1962,4.1574,9.441,14.4212288,1.2339364,26.7563012,14.0537404,1.3022534,201.9176,92.175,209.6878,250.37,259.5618,464.1567,81501.1562,72684.5625,15.808,2.001,8.3934,33.6757,2.8812,46.8501,49.2157,2.4875,0.7923,19.314,25.7272,18.74,21.9411,17.5528,4.3882,0,3.1493118,5.0797,0.9961266,0.3996074,1.5921958,1.1575062,0.0082386,1.0147192,3.722042,4.5935234,5.8830154,8.2737354,8.6877878,8.8924322,9.0682,9.2176
"34",41.0773,11.276,76.524889,35.4475538,34.0178478,42.507,37.5871,1.7504,3.1695,8.2669752,0.7115878,15.8893812,8.3736022,0.7763106,191.8838,91.2459,205.531,255.4968,259.6307,462.7208,81479.8203,72693.2266,15.6719,2.0567,8.6672,19.5195,1.6801,28.1384,29.6577,1.4998,0.462,11.1978,15.5037,11.2554,5.638,4.5104,1.1276,0,2.7082202,3.2036,0.2195504,0.835299,1.016042,0.85688,0.0272196,0.7504156,3.2443908,4.265949,5.6883298,7.7424916,8.1354078,8.3322,8.5023,8.6468
"35",6.3947,0,37.2055596,30.8108132,17.9501156,19.2554,17.4025,0.496,1.357,4.42287,0.3669554,8.3446558,4.4069512,0.4086824,177.3021,89.2186,197.1316,268.5325,260.5037,462.0971,81469.8516,72697.5703,14.5817,2.0272,8.3995,10.2527,0.8506,14.5075,15.3234,0.7751,0.2339,5.8729,8.0105,5.803,0,0,0,0,1.0724202,1.2919,0.1989664,0.2045886,0.5491366,0.3186962,0.0092268,1.2347674,3.5844148,5.048765,6.3260792,7.4594662,7.7397942,7.8856174,8.0172,8.1335
"36",0.5961,0,21.4684984,20.8724436,16.1402656,5.3282,4.3957,0.1327,0.7998,4.1850462,0.3297816,7.3692946,3.8949012,0.3612436,161.6847,86.9218,187.8107,284.1481,261.6931,461.9132,81463.2891,72697.5703,15.6175,2.2968,9.3207,9.6663,0.7617,12.7665,13.495,0.6827,0.2095,5.5259,7.0547,5.1066,0,0,0,0,0.4701802,0.9051,0.1292738,0.108697,0.2219272,0.1395536,0.0038374,1.7735356,3.8727824,5.8258022,6.97899,7.573751,7.7258628,7.8116,7.8929,7.9685
"37",0.5733,0,13.2737714,12.7004572,13.092736,0.181,0.1482,0.0047,0.0281,3.545487,0.2669728,5.8827254,3.1091608,0.2883896,149.3979,85.025,180.2704,296.1314,262.6937,462.0269,81457.1406,72697.5703,12.2868,1.8969,7.5404,8.1282,0.612,10.1148,10.6918,0.5409,0.1683,4.6388,5.5893,4.0459,0,0,0,0,0.2790602,0.6025,0.0597026,0.0459382,0.1045948,0.1285288,0.0041462,1.7863022,3.9662586,5.9609774,7.1835432,7.7288884,7.8376072,7.8982,7.9562,8.011
"38",1.4866,0,13.2002382,11.7136666,13.1914828,0.0088,0.0071,2e-04,0.0014,3.6939178,0.2688584,5.8512214,3.0907786,0.2867058,138.0448,83.1738,173.0495,306.5524,263.6534,462.3508,81451.4844,72697.5703,11.3531,1.8511,7.2209,8.4329,0.6138,10.0183,10.5839,0.5355,0.1688,4.8069,5.5329,4.0073,0,0,0,0,0.2621276,0.5421,0.0563962,0.0390814,0.097577,0.125473,0.003366,1.5862488,3.9637268,5.8995282,7.273096,7.856239,7.95322,8.0035196,8.053,8.1013
"39",9.3016,0.0014,14.0385248,4.7368814,13.8115212,0.227,0.1824,0.0067,0.0379,3.9745438,0.2814098,6.0606232,3.1982486,0.2966946,127.5551,81.3381,166.0241,315.2485,264.5705,462.8662,81445.8594,72697.5703,10.4904,1.8357,7.026,9.0997,0.6443,10.4066,10.9833,0.5558,0.1772,5.182,5.7417,4.1626,7e-04,6e-04,1e-04,0,0.354426,0.6179,0.0775742,0.0606784,0.1713058,0.1224506,0.007327,1.7123522,3.9686294,5.7989414,7.2935122,7.944305,8.0443924,8.0928626,8.1417,8.1914
"40",26.2805,0.0992,18.6591274,-7.6213352,14.2256658,4.4335,3.7224,0.1473,0.5637,4.1839386,0.2899152,6.1881672,3.2610988,0.302547,117.9098,79.543,159.2856,322.2548,265.4307,463.5569,81440.2266,72697.5781,9.6949,1.8051,6.7778,9.7293,0.6741,10.7911,11.3736,0.5756,0.1854,5.5365,5.9458,4.3164,0.0496,0.0397,0.0099,0,0.4773548,0.8414,0.05209,0.2546912,0.0925634,0.1301022,0.0350728,1.8222566,3.9545532,5.7287748,7.3239812,8.018893,8.1253764,8.175404,8.2285,8.2849
"41",71.2804,33.4165,53.7791222,-17.5012192,24.5426584,29.2365,23.3357,1.6825,4.2183,7.488318,0.5136856,10.5062088,5.5220704,0.5123798,132.9794,79.5763,159.9458,320.8493,265.7321,465.2225,81427.2422,72702.4531,9.3228,1.7713,6.5593,17.5525,1.204,18.4716,19.4176,0.9828,0.3311,9.985,10.1511,7.3886,9.024,7.2192,1.8048,15.3685,1.41431,1.8744,0.1381666,0.6507508,0.3738474,0.3897118,0.0103096,1.1635972,3.8133408,5.3057198,6.9111824,8.1710362,8.343165,8.4283016,8.5021,8.5794
"42",126.4346,79.27,119.544891,-6.8896712,56.014173,63.5308,48.8376,4.051,10.6421,16.6321562,1.1820448,24.3122158,12.7081186,1.179643,175.417,82.6133,172.4545,300.3927,264.4189,468.1304,81394.4219,72715.3516,12.5668,1.8162,6.9043,40.197,2.8573,44.076,46.0767,2.333,0.7858,22.8941,24.0882,17.6304,24.2666,19.4133,4.8533,30.737,4.4197788,6.0998,0.0610976,2.4168356,0.8762372,1.1267042,0.2531362,1.7343938,3.7749378,4.8319944,6.3930394,8.4916712,8.8289612,8.9948126,9.1164,9.2296
"43",153.8851,53.9357,159.3567406,5.4716666,79.0973462,80.2594,63.3086,5.3031,11.6477,21.7215952,1.6757436,35.5092136,18.4747124,1.716081,188.0297,86.1166,186.5601,269.8642,261.9672,468.7849,81346.6406,72728.1875,14.355,1.8904,7.4689,52.6388,4.059,64.5038,67.1205,3.4007,1.1162,30.0676,35.0906,25.8015,26.9678,21.5742,5.3935,0,6.594798,9.3778,0.6667978,2.8083598,2.2008958,1.5855428,0.0501992,1.9616668,4.6486338,5.4504438,6.5409174,8.9184336,9.274983,9.4355986,9.5647,9.6816
"44",142.9578,54.4817,165.586676,22.628905,74.7462252,90.8404,72.6981,6.1975,11.945,19.0271274,1.599482,34.4862958,17.9634756,1.6698394,199.9663,89.6881,200.6796,248.3204,259.797,466.7268,81301.3828,72741.2422,15.3031,1.8763,7.6722,44.7975,3.7664,60.9057,63.4505,3.2172,1.0358,25.6744,33.173,24.3623,27.2408,21.7927,5.4482,0,4.3393692,7.1425,1.2441862,0.5183384,2.3783714,1.442659,0.0533764,1.8120344,4.5288922,5.2826904,6.353288,8.8805618,9.2492726,9.3990004,9.5242,9.6376
"45",92.8893,35.1582,123.906004,31.016707,58.1145766,65.7914,54.2653,3.7102,7.816,13.9268806,1.238779,27.3152242,14.3031886,1.330497,201.6035,91.1724,206.2411,239.6756,258.5559,463.6904,81264.0078,72755.0078,15.9418,2.0313,8.5016,33.3952,2.97,49.1088,51.4286,2.6094,0.8168,19.1841,26.8885,19.6435,17.5791,14.0633,3.5158,0,4.9881658,6.5774,0.6629162,1.5189132,2.1336192,1.335632,0.0334724,1.3625,4.0774414,4.8794466,6.0020594,8.4005652,8.7668986,8.9150244,9.0461,9.1656
"46",43.5957,7.6798,82.6613338,39.065649,37.5640952,45.0973,40.6925,1.8716,2.5331,8.7904918,0.7874238,17.7638256,9.3519522,0.8704082,190.0043,89.9354,200.9485,243.3046,258.4253,461.5066,81240.4141,72764.8672,15.4392,2.0048,8.3647,20.4769,1.8343,31.0346,32.6767,1.6589,0.5044,11.7667,17.0849,12.4139,3.8399,3.0719,0.768,0,2.7489982,3.3235,0.5674292,0.3184146,1.4866578,0.9439242,0.0072528,0.822507,3.5007172,4.35523,5.5803904,7.7301528,8.0637596,8.2011126,8.3321,8.4508
