"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","QCt1_mean1","QCt2_mean1","QCt3_mean1","QCt4_mean1","QCt5_mean1","QCt6_mean1","QCt7_mean1","QCt8_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"1",0.4624,0,14.2829018,13.8204768,14.01209,0.2708,0.2208,0.0081,0.0419,3.7902906,0.2935394,6.2833038,3.3386878,0.3062654,149.6352,97.8096,178.8429,294.3309,268.6111,463.3339,82122.8516,72483.6406,12.3063,1.9024,7.5369,8.7456,0.6773,10.8736,11.5556,0.5782,0.3846024,0.8206,0.1513948,0.123114,0.1293254,0.132166,0.00875,1.8718394,4.0482772,6.018353,7.1904792,7.7328254,7.8383746,7.8992938,7.9632,8.0288
"2",4.346,0.0033,14.0289412,9.6829514,13.944145,0.0848,0.068,0.0028,0.014,3.881676,0.2908914,6.1855468,3.2846982,0.3013334,138.2657,95.95,171.6355,304.2194,269.5205,463.6816,82117.2266,72483.6406,11.3712,1.86,7.2086,8.9729,0.6724,10.7236,11.3891,0.5699,0.4315474,0.8136,0.1171068,0.168516,0.1272046,0.135831,0.0099032,1.906766,4.1169542,6.0076116,7.2759802,7.8505018,7.9490124,8.0038,8.062,8.1218
"3",11.0292,0,14.246377,3.2172274,14.0479902,0.1984,0.159,0.0067,0.0327,4.0014748,0.2919838,6.1769856,3.2769064,0.300642,127.7586,94.1391,164.7694,312.6644,270.3876,464.1797,82111.6016,72483.6406,10.5071,1.8107,6.8661,9.1981,0.6712,10.6494,11.299,0.5654,0.455159,0.7701,0.1492284,0.108189,0.2096056,0.1373674,0.0065078,1.9529326,4.1870596,5.9526942,7.2893078,7.9141182,8.0191328,8.0754924,8.1333,8.1922
"4",30.9225,1.3652,22.791804,-8.1307252,16.0702102,6.7216,5.5394,0.3004,0.8818,4.7023284,0.3357672,6.9896434,3.7027358,0.3397362,118.7221,92.4708,158.6185,318.29,271.1323,464.9778,82104.5859,72484.9844,9.7191,1.8047,6.6972,11.0548,0.7893,12.3222,13.0552,0.6534,0.745032,1.1653,0.0463822,0.466824,0.0881382,0.190074,0.055622,1.7067658,4.07034,5.753756,7.237716,8.0139738,8.1367572,8.199298,8.2606,8.3224
"5",70.4879,54.6154,70.0480426,-0.4398646,35.8815522,34.1665,27.4948,1.9425,4.7291,10.6641016,0.764912,15.5112584,8.189678,0.7516024,152.86,92.7296,160.2243,310.624,270.8635,466.9795,82084.2109,72493.2812,10.3056,1.7761,6.5326,24.7657,1.7763,27.0153,28.5274,1.428,1.8469486,2.696,0.3834854,0.5197922,0.6297636,0.6973924,0.0264092,1.0315952,3.408455,4.693292,6.3544778,8.1457594,8.4133946,8.545985,8.647199,8.726
"6",111.0942,53.0956,111.8527968,0.7585904,54.8053602,57.0474,45.0366,3.4303,8.5805,15.7961528,1.177694,24.0402934,12.631429,1.1597976,172.4248,95.0054,169.7462,293.6804,269.6111,469.049,82051.7734,72508.3594,13.214,1.7874,6.7317,37.159,2.7711,42.4279,44.5845,2.2329,2.7703964,4.7815,0.6029344,0.9202118,0.894962,0.9552192,0.1625506,1.405642,3.597783,4.6456516,6.1875994,8.3143218,8.6845612,8.8719226,9.0216,9.1407
"7",152.7026,61.5229,162.2464782,9.543909,84.916668,77.3298,59.3438,5.1218,12.8642,23.0151028,1.861762,38.2039612,19.9983108,1.8375356,188.9003,99.2744,186.9443,259.8144,266.6941,469.5122,82000.0312,72523.4766,14.2862,1.8833,7.4112,55.8502,4.5186,69.5422,72.8055,3.6489,6.5688606,10.0355,0.6039808,3.2378978,1.722616,1.6083484,0.2765744,2.2769556,4.9059436,5.6827466,6.7311894,9.0356462,9.4071252,9.5905884,9.7465,9.8775
"8",149.2716,56.2078,161.742178,12.470613,80.3565944,81.3856,64.2607,5.2618,11.8632,19.7749622,1.7741774,37.3840012,19.6192358,1.8042162,201.525,102.9325,201.3411,235.5636,264.048,466.3732,81949.2031,72537.9062,15.4791,1.9625,8.0863,48.1105,4.315,68.1838,71.5642,3.5897,7.4586838,9.9004,0.5136694,3.234806,2.4258928,1.7979852,0.018484,1.80746,4.7927626,5.5615884,6.57602,9.116965,9.49831,9.6756,9.8328,9.9713
"9",97.5866,27.1,122.569765,24.9831008,50.1071444,72.4626,61.038,4.199,7.2257,11.6021058,1.0975402,23.7242572,12.530169,1.153072,199.102,103.8602,204.6568,232.5846,263.033,463.4081,81918.2031,72550.2656,15.9731,1.7824,7.5243,26.7436,2.5298,41.0045,43.313,2.1741,3.0601742,3.7716,0.8257102,0.1249598,1.847584,1.087631,0.0059928,0.7504834,3.5730426,4.4354312,5.6995102,8.2303078,8.6434592,8.8397978,9.015,9.1709
"10",56.1615,15.9824,89.398683,33.2372306,32.8337278,56.5649,49.1466,2.8369,4.5814,7.6195028,0.7110452,15.5118528,8.2333232,0.7580086,191.5259,103.6132,203.2476,238.7785,262.9728,461.5907,81897.4922,72557.8984,15.5673,1.8452,7.8025,17.4522,1.6286,26.6479,28.2884,1.4206,1.7359536,2.2796,0.5548252,0.1550028,0.8653632,0.7155924,0.0085534,0.6867204,3.2743942,4.2070262,5.544336,7.6485022,8.0381506,8.2258,8.3926992,8.5398
