"","GLmax","GRmax","Gsmax","JV","Vcmx0","Entrpy","gddonset","Tau_Leaf","Tau_Root","Tau_F","Tau_C","Tau_Micro","Tau_SlowSOM","Tau_Passive","Q10","Rl0","Rs0","Rr0","Q10rh","f_F2M","f_C2M","f_M2S","f_M2P","r_me","Q10_pro","Omax","Tveg","f","bubprob","Vmaxfraction"
"1",13.95,19.88,26.1,1.08,16.63,659.24,155.29,0.79,0.64,0.18,15.64,0.36,71.26,948.63,3.63,35.16,7.79,13.48,3.8,0.5,0.28,0.23,0.09,0.12,4.87,8.7,0.72,0.34,0.36,0.16
"2",42.98,22.69,15.6,1.05,15.8,655.68,153.19,0.47,0.49,0.15,3.16,0.28,181.23,1382.48,3.65,35.58,9.54,13.99,3.67,0.48,0.27,0.35,0.17,0.08,1.82,34.86,2.36,0.29,0.4,0.06
"3",27.98,22.18,15.61,1.11,14.83,660.32,135.85,0.32,0.54,0.4,5.46,0.45,25.81,1159.71,3.08,34.45,6.72,17.02,3.79,0.49,0.26,0.26,0.08,0.06,2.2,33.12,1.55,0.35,0.42,0.16
"4",17.89,14.09,23.56,2.32,10.02,642.42,153.39,0.53,0.49,0.21,13.03,0.46,34.41,3417.15,1.7,34.34,9.51,23.12,2.86,0.61,0.26,0.39,0.18,0.1,1.94,31.13,3.78,0.25,0.18,0.14
"5",35.82,24.3,15.39,1.04,14.35,643.01,136.56,0.31,0.47,0.4,9.85,0.44,24.29,1468.32,3.49,37.44,8.13,16.25,2.6,0.62,0.29,0.25,0.14,0.09,1.67,2.73,3.23,0.32,0.37,0.15
"6",18.66,24.41,20.5,1.06,14.55,648.51,113.8,0.31,0.45,0.39,4.96,0.42,29.4,1480.64,3.41,36.99,8.06,15.53,2.13,0.49,0.27,0.25,0.12,0.13,1.54,0.3,1.56,0.17,0.32,0.17
