"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","QCt1_mean1","QCt2_mean1","QCt3_mean1","QCt4_mean1","QCt5_mean1","QCt6_mean1","QCt7_mean1","QCt8_mean1","QCt9_mean1","QCt10_mean1","QCt11_mean1","QCt12_mean1","QCt13_mean1","QCt14_mean1","QCt15_mean1","QCt16_mean1","QCt17_mean1","NPPL_mean1","NPPR_mean1","NPPS_mean1","add_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"11",13.1995,0.0262,46.909089,33.709575,17.253701,29.6554,26.6907,0.8801,2.0846,4.066672,0.355901,8.114833,4.318744,0.39755,175.8428,75.8121,197.2236,252.1991,257.4857,460.9277,81912.4375,72552.3906,14.4614,1.8153,7.4716,9.2982,0.8137,13.9155,14.8118,0.7437,0.2238,5.3378,7.7406,5.5662,8.8405,0.7722,17.0468,9.073,0.8352,0.0131,0.0105,0.0026,0,0.890186,1.046,0.19741,0.020039,0.520155,0.349994,0.00194,0.881631,3.711248,4.998464,6.159656,7.332522,7.607125,7.7458,7.8787,8.005
"12",3.0498,0,29.641966,26.592166,15.596085,14.0459,11.832,0.3069,1.907,3.878516,0.321195,7.204062,3.838885,0.353412,160.3538,73.7168,188.7256,267.5743,258.5282,460.5335,81905.875,72552.3906,15.4889,2.0953,8.498,8.9222,0.7389,12.4299,13.2472,0.6652,0.2032,5.1104,6.923,4.972,11.0899,0.9179,20.1653,10.7457,0.9893,0,0,0,0,0.381756,0.8773,0.180687,0.03106,0.203506,0.147196,0.003038,1.763777,4.194661,5.97348,6.917814,7.46006,7.598722,7.6765,7.7602,7.8468
"13",2.2879,0,13.314842,11.026964,12.314944,0.9999,0.8213,0.0224,0.1562,3.207845,0.253219,5.596081,2.983151,0.274652,148.1682,72.004,181.8804,279.5321,259.405,460.4721,81899.3359,72552.3906,12.1857,1.7129,6.8451,7.337,0.5792,9.5996,10.2347,0.514,0.1593,4.1946,5.3487,3.8398,9.7922,0.7728,16.9073,9.0129,0.8298,0,0,0,0,0.229146,0.6184,0.127182,0.020477,0.077674,0.130992,0.002492,1.79722,4.118273,6.173873,7.162224,7.629051,7.718086,7.769799,7.83,7.8956
"14",4.3839,0,12.558705,8.174781,12.545175,0.0135,0.011,3e-04,0.0022,3.38192,0.257201,5.629373,3.000416,0.276272,136.9086,70.2838,175.0984,290.1093,260.279,460.6073,81893.5391,72552.3906,11.2596,1.7204,6.7821,7.7271,0.5877,9.6467,10.2833,0.5165,0.1616,4.4115,5.3741,3.8587,10.4883,0.7976,17.3926,9.2701,0.8536,0,0,0,0,0.231469,0.5918,0.1066,0.020276,0.079566,0.131624,0.002798,1.812908,4.123955,6.208467,7.279252,7.774516,7.852286,7.894401,7.943802,7.9983
"15",29.4999,1.4096,18.589279,-10.910623,13.673348,4.9159,4.079,0.1856,0.6514,3.793485,0.279839,6.069309,3.233011,0.297708,127.1879,68.6036,168.582,299.0642,261.1756,460.9472,81887.9141,72552.3906,10.4254,1.8212,7.0803,8.8275,0.6511,10.5912,11.2834,0.5667,0.1791,5.0342,5.8967,4.2365,11.7695,0.8682,18.8764,10.0551,0.9259,0.7048,0.5638,0.141,0,0.41294,0.849,0.070286,0.251211,0.026488,0.13524,0.030436,1.856946,4.126505,6.196524,7.370283,7.912877,7.994034,8.0354,8.0842,8.1385
"16",37.9842,43.5942,32.605878,-5.378348,15.269588,17.3363,15.4099,0.556,1.3705,4.359563,0.313418,6.701955,3.566238,0.328416,158.2112,67.0962,162.8463,307.0933,261.9665,461.542,81881.2422,72553.3984,11.1172,1.798,6.8979,10.2498,0.7369,11.8168,12.5759,0.6317,0.2026,5.84,6.5722,4.7267,12.239,0.8805,19.0996,10.1637,0.936,1.4524,1.1619,0.2905,40.6894,0.774606,1.1028,0.050247,0.452506,0.154257,0.167854,0.051439,1.836163,4.193918,6.094132,7.361114,8.020386,8.11934,8.167799,8.2206,8.2781
"17",89.2945,32.2905,84.34866,-4.945802,37.010955,47.3377,38.7233,2.5926,6.0217,10.859699,0.77643,16.06627,8.523449,0.785113,163.7716,68.1086,167.1986,301.6536,261.6658,463.4455,81859.5703,72561.5234,12.814,1.7705,6.7807,25.2976,1.8088,28.0747,29.7879,1.4966,0.4974,14.4111,15.5674,11.2299,12.2226,0.8731,18.9641,10.0634,0.9269,13.9162,11.1329,2.7832,4.4582,1.930928,2.9721,0.398629,0.654417,0.494299,0.782209,0.109297,0.95759,3.296642,4.629916,6.328833,8.188891,8.445705,8.56676,8.659995,8.7347
"18",132.8638,49.0171,127.497049,-5.366791,59.097722,68.3993,53.6616,4.3815,10.3562,16.762932,1.247354,26.059159,13.760158,1.268122,174.9565,71.1695,179.6127,282.4997,260.2571,465.3586,81825.0781,72576.4375,13.3237,1.8406,7.1926,39.9473,2.973,46.5874,49.1991,2.4732,0.8176,22.7886,25.7125,18.635,11.8221,0.878,19.2182,10.1495,0.9353,24.5086,19.6068,4.9017,0,3.940358,6.0745,0.701935,1.660257,1.196372,1.083725,0.116962,1.571114,3.733396,4.732937,6.243804,8.44836,8.816615,8.997896,9.143198,9.2598
"19",161.2977,63.3201,167.284416,5.986694,82.037702,85.2467,66.213,5.7865,13.2473,21.783578,1.758042,37.136814,19.55575,1.803511,192.1243,75.567,197.1384,253.3773,257.7283,465.2249,81775.4844,72590.5,14.4922,1.9345,7.8028,51.7055,4.1725,66.1035,69.6185,3.5021,1.1474,29.5855,36.3852,26.4414,10.7701,0.8677,19.1863,10.1034,0.9318,31.6601,25.3281,6.332,0,4.59687,8.6267,1.592918,1.470485,1.673868,1.452515,0.086615,2.017972,4.652352,5.443854,6.561991,8.950461,9.331782,9.516109,9.6733,9.8065
"20",144.4119,52.6873,157.960448,13.548496,72.212547,85.7479,68.7477,5.5838,11.4164,17.65448,1.550822,33.616931,17.751904,1.638408,202.8073,78.7977,209.7639,236.4015,255.8259,462.5105,81731.0781,72604.5078,15.6607,2.038,8.4493,41.3916,3.6356,59.1033,62.4201,3.1424,0.9998,23.7652,32.6241,23.6413,9.758,0.8589,19.1008,10.0881,0.9311,26.3437,21.0749,5.2687,0,4.148452,7.1103,1.735389,0.560264,2.179362,1.408825,0.003491,1.48379,4.272863,5.082599,6.234634,8.773491,9.173592,9.3612,9.5262,9.6713
"21",98.0102,30.0142,117.632325,19.622119,44.126749,73.5056,61.52,4.2681,7.7174,10.307338,0.934805,20.815323,11.048902,1.020386,201.6547,80.0087,214.2384,237.1419,255.242,460.2112,81704.0781,72615.6406,16.1596,1.7904,7.5312,23.2189,2.1059,35.155,37.3196,1.8799,0.5791,13.3495,19.5058,14.062,8.0219,0.7272,16.1604,8.5804,0.7924,15.0071,12.0057,3.0014,0,1.909682,2.9483,1.517458,0.101551,0.969595,0.838526,0.037934,0.02711,2.970733,4.167473,5.506965,7.956532,8.382284,8.5893,8.7666,8.916898
"22",39.2695,7.9666,75.652944,36.383462,25.415321,50.2377,44.7442,2.2237,3.2697,6.000026,0.527612,11.939249,6.360791,0.587648,190.0845,79.0418,210.0235,247.2513,255.5889,459.071,81688.8438,72621.2656,15.5535,1.7635,7.4015,13.1102,1.1525,19.5623,20.8444,1.0504,0.3169,7.5276,10.8949,7.8249,8.16,0.7171,15.8759,8.4584,0.7814,3.9833,3.1866,0.7967,0,0.466517,1.3409,1.401935,0.08425,0.014668,0.367597,0.003983,0.16669,1.586867,3.705081,5.433027,7.421899,7.796205,7.9789,8.1384,8.2773
"23",8.5158,0,42.517147,34.001365,17.838266,24.6789,22.2995,0.6375,1.7418,4.307479,0.362891,8.318118,4.439535,0.410252,175.6396,77.106,201.997,260.0943,256.3999,458.4053,81678.3359,72626.1484,14.445,1.9359,8.0266,9.9191,0.8356,14.364,15.3327,0.7728,0.2298,5.6853,8.0141,5.7456,9.5783,0.8057,17.7629,9.4808,0.8761,0,0,0,0,0.681552,1.1377,0.231254,0.056219,0.363477,0.261849,0.004939,0.822533,2.395784,4.466641,6.043687,7.305508,7.5949,7.741,7.8681,7.977
"24",0.9482,0,26.516639,25.568442,16.900296,9.6163,8.0782,0.2124,1.3257,4.300822,0.344367,7.738952,4.134084,0.382074,160.1686,74.7962,192.5702,275.3885,257.5652,458.1635,81671.7734,72626.1484,15.471,2.3097,9.4269,9.9473,0.7965,13.4248,14.3428,0.723,0.219,5.69,7.4968,5.3699,12.3977,0.9921,21.7654,11.627,1.0746,0,0,0,0,0.428939,1.0515,0.228683,0.077244,0.218708,0.132987,0.005235,1.514651,3.193106,5.367745,6.792394,7.478593,7.641256,7.7277,7.8108,7.8903
"25",1.2872,0,14.196671,12.909434,13.722417,0.4743,0.3876,0.0106,0.076,3.659122,0.279865,6.177998,3.300385,0.305044,147.997,72.8537,184.7692,287.1626,258.5667,458.2648,81666.1484,72626.1484,12.1716,1.9426,7.8009,8.4841,0.6489,10.7433,11.4785,0.5787,0.1785,4.8447,5.9997,4.2973,11.2722,0.862,18.8305,10.0596,0.9298,0,0,0,0,0.35682,0.8337,0.119538,0.15675,0.081227,0.118844,0.00705,1.674041,3.580667,5.579091,7.060235,7.673878,7.784489,7.842404,7.9028,7.9649
"26",2.8577,0,13.681983,10.824276,13.672411,0.0096,0.0077,2e-04,0.0016,3.766765,0.278271,6.080614,3.246661,0.3001,136.7504,70.9724,177.3271,297.4934,259.5287,458.5725,81660.5234,72626.1484,11.2466,1.8813,7.4422,8.6409,0.6384,10.4617,11.1718,0.5633,0.1755,4.928,5.8394,4.1847,11.6446,0.8603,18.7293,10.0003,0.9244,0,0,0,0,0.329045,0.7031,0.137065,0.049391,0.155203,0.124455,0.003798,1.777857,3.792727,5.574748,7.147966,7.805694,7.904502,7.9519,8.0027,8.0563
"27",8.4494,0.0012,13.672143,5.222738,13.45391,0.2182,0.1748,0.0055,0.0379,3.802246,0.272901,5.925568,3.160991,0.292197,126.3589,69.1943,170.396,306.3761,260.4153,459.033,81654.8984,72626.1484,10.392,1.7782,6.9316,8.7056,0.6248,10.1754,10.8561,0.5474,0.1718,4.9599,5.6744,4.0701,11.6662,0.8374,18.1806,9.6985,0.8965,6e-04,5e-04,1e-04,0,0.320023,0.6877,0.152223,0.041728,0.150716,0.127571,0.006134,1.814144,3.881018,5.599839,7.183802,7.882726,7.988025,8.036237,8.0859,8.1372
"28",20.5772,0.3999,15.231667,-5.345489,13.92167,1.31,1.0827,0.0526,0.1747,4.014992,0.281579,6.083992,3.24146,0.299662,116.9555,67.4226,163.5977,313.8256,261.2973,459.6509,81649.2734,72626.1484,9.6034,1.8116,6.9581,9.3772,0.6576,10.6565,11.3553,0.5726,0.1808,5.3383,5.9353,4.2626,12.5266,0.8785,19.0309,10.1393,0.9373,0.1999,0.16,0.04,0,0.493027,0.908,0.067836,0.304458,0.057848,0.13073,0.030974,1.828928,3.878673,5.592148,7.240431,7.971966,8.086419,8.138804,8.190901,8.244
"29",59.7702,40.7149,47.727728,-12.042475,21.208935,26.5188,20.9467,1.4322,4.1399,6.371521,0.440088,9.107823,4.841846,0.447667,139.4218,67.3858,163.8005,315.5755,261.7888,461.0236,81638.4609,72629.4219,9.5448,1.7772,6.76,14.8192,1.0236,15.8901,16.8948,0.852,0.2815,8.432,8.8308,6.356,12.7388,0.8801,19.0468,10.1281,0.9364,8.7035,6.9628,1.7407,23.308,1.095443,1.5203,0.21159,0.412632,0.365531,0.317274,0.058654,1.246556,3.798644,5.373493,6.981468,8.098894,8.241974,8.305406,8.3719,8.445
"30",111.0328,64.3105,99.863548,-11.169196,47.940916,51.9226,40.2305,3.1421,8.55,14.30146,1.006967,20.681224,10.93948,1.011771,170.6855,69.6815,173.2576,301.5428,260.9418,463.8785,81610.4688,72640.7031,12.5454,1.8045,6.9439,33.7872,2.3793,36.6463,38.7679,1.9558,0.6543,19.2372,20.2641,14.6585,12.5348,0.88,19.1393,10.1284,0.9367,20.5013,16.401,4.1003,23.308,2.698475,4.4744,0.560162,1.175406,0.636656,0.886412,0.194325,1.503082,3.499509,4.656546,6.340542,8.358764,8.659486,8.801593,8.917007,9.0144
"31",143.3966,54.936,146.203033,2.806436,74.155702,72.0473,55.9471,4.6358,11.4644,20.800086,1.569964,32.89242,17.292858,1.600375,184.0434,73.2759,187.6817,273.3229,258.7691,465.7063,81565.7578,72654.2656,14.11,1.8992,7.5499,50.1649,3.7876,59.5165,62.5791,3.159,1.0416,28.6323,32.7111,23.8066,11.5818,0.8738,19.2401,10.116,0.9362,27.468,21.9744,5.4936,0,5.644325,8.4241,0.648652,2.700369,1.512416,1.43155,0.037052,1.677464,4.376904,5.247237,6.489534,8.792079,9.166909,9.35303,9.507115,9.6331
"32",141.1684,51.489,143.324556,2.156182,61.350778,81.9737,65.4501,5.36,11.1637,16.111896,1.302562,27.918494,14.660129,1.357679,194.9258,76.5302,200.5793,258.7554,257.3543,465.1869,81529.2422,72669.5391,14.8619,1.8948,7.698,37.4079,3.0242,48.6119,51.0527,2.5789,0.8317,21.406,26.6869,19.4448,10.3135,0.8328,18.4749,9.7011,0.8984,25.7445,20.5956,5.1489,0,2.920667,5.0691,1.1879,0.138201,1.646342,1.136123,0.002638,1.573228,4.009002,4.868978,6.149011,8.538662,8.942213,9.14,9.3112,9.4596
"33",100.4244,43.8633,127.441615,27.017197,57.925446,69.5162,55.9556,4.1325,9.4281,14.44367,1.223554,26.833491,14.116567,1.30816,201.1152,78.8958,209.7298,249.6222,256.2281,463.3877,81494.2188,72683.2031,15.7422,2.0207,8.3949,33.5729,2.8439,46.7705,49.2098,2.4874,0.7821,19.2472,25.7242,18.7082,9.9564,0.8448,18.8031,9.8936,0.9169,21.9317,17.5453,4.3863,0,2.880431,5.0697,1.283955,0.155281,1.594815,1.130341,0.002365,1.01482,3.72577,4.593691,5.883069,8.27012,8.683882,8.8886,9.0645,9.2139
"34",40.9952,11.2959,76.331926,35.33673,34.020256,42.3116,37.4545,1.7365,3.1207,8.257946,0.703809,15.892429,8.388346,0.777734,191.1514,77.9458,205.5792,254.7535,256.3376,461.959,81472.875,72691.8516,15.6115,2.0795,8.6691,19.4617,1.6586,28.0916,29.6548,1.4997,0.4561,11.16,15.5023,11.2366,10.0937,0.8591,19.0864,10.0761,0.9342,5.6479,4.5183,1.1296,0,2.638678,3.1978,0.28725,0.774383,1.013882,0.850407,0.021145,0.749197,3.255618,4.264263,5.688278,7.739992,8.132601,8.3294,8.4996,8.6441
"35",6.3808,0,37.181795,30.801027,17.986077,19.1957,17.4549,0.443,1.2979,4.426717,0.363689,8.362297,4.423161,0.410213,176.6254,75.9034,197.1779,267.7657,257.2337,461.3388,81462.9062,72696.1953,14.526,2.0424,8.4014,10.2232,0.8399,14.4837,15.3221,0.7751,0.231,5.8537,8.0098,5.7935,10.551,0.8654,19.1416,10.1252,0.939,0,0,0,0,0.998992,1.2897,0.271008,0.137063,0.548722,0.313212,0.00636,1.248488,3.619301,5.056891,6.330294,7.458283,7.738112,7.8839,8.0155,8.1318
"36",0.5946,0,21.508248,20.913605,16.153931,5.3543,4.4333,0.1141,0.807,4.184089,0.326515,7.376423,3.904728,0.362178,161.0676,73.5995,187.8548,283.353,258.4411,461.1588,81456.3438,72696.1953,15.5579,2.3039,9.3231,9.6392,0.7523,12.7459,13.4942,0.6827,0.2069,5.5084,7.0543,5.0984,12.933,1.0088,22.202,11.7527,1.0901,0,0,0,0,0.428478,0.9036,0.170078,0.069589,0.218906,0.139979,0.002972,1.78235,3.896314,5.832952,6.980629,7.573128,7.724857,7.8105,7.8918,7.9674
"37",0.5719,0,13.270462,12.698563,13.089614,0.1808,0.1485,0.004,0.0283,3.541018,0.264066,5.882079,3.11363,0.288829,148.8277,71.7048,180.3114,295.3133,259.4465,461.2749,81450.1797,72696.1953,12.2399,1.8947,7.5434,8.1071,0.6046,10.1002,10.6929,0.541,0.1663,4.6251,5.5899,4.0401,11.4936,0.8573,18.7846,9.9435,0.9224,0,0,0,0,0.261544,0.6016,0.076691,0.028847,0.103962,0.12874,0.002998,1.792801,3.978526,5.96272,7.184156,7.728395,7.836872,7.8974,7.9554,8.0103
"38",1.4874,0,12.377755,10.890339,12.368688,0.0091,0.0074,2e-04,0.0015,3.451031,0.248982,5.492978,2.906104,0.269589,137.5179,69.952,173.4335,305.9058,260.3679,461.5615,81444.3672,72696.1953,11.3098,1.7528,6.8778,7.8592,0.567,9.3817,9.927,0.5023,0.1559,4.4785,5.1895,3.7527,11.3183,0.8165,17.8334,9.4349,0.8753,0,0,0,0,0.245436,0.5041,0.072186,0.02472,0.095258,0.125456,0.002792,1.551098,3.922253,5.867624,7.26223,7.844668,7.939726,7.989885,8.0406,8.0897
"39",9.7275,0.0048,5.472745,-4.254785,5.219108,0.2536,0.2037,0.0064,0.0435,1.492216,0.104221,2.296005,1.214023,0.112625,127.6539,69.1938,170.4885,315.5102,260.781,461.7409,81440.2812,72696.1953,9.8664,0.7588,2.9473,3.3223,0.232,3.8332,4.0537,0.2051,0.0638,1.8911,2.1191,1.5333,5.1642,0.3608,7.8636,4.158,0.3857,0.0024,0.0019,5e-04,0,0.127339,0.1566,0.042344,0.022261,0,0.105073,0.002629,1.084823,3.405834,5.402035,7.192096,7.86004,7.95516,8.00569,8.063,8.1162
"40",29.1236,0.2368,18.847136,-10.276427,13.315086,5.5321,4.7514,0.1653,0.6154,3.938467,0.268315,5.774838,3.050429,0.283012,118.0677,67.4969,163.9685,323.0412,261.6277,462.4337,81434.2891,72696.2969,9.7045,1.7205,6.6147,9.0394,0.6158,9.9391,10.5001,0.5314,0.1693,5.141,5.4892,3.9756,12.2507,0.8348,18.1671,9.5965,0.8904,0.1184,0.0947,0.0237,0,0.237465,0.5412,0.012033,0.143784,0,0.093677,0.029845,1.074422,3.151793,5.222988,7.242562,8.034668,8.156009,8.218,8.2796,8.3342
"41",76.4639,48.6084,56.747737,-19.716186,24.83011,31.9176,25.6719,1.7531,4.4926,7.67154,0.516704,10.561889,5.563715,0.516271,146.8744,67.707,165.1525,322.0183,261.9334,464.3059,81421.6719,72700.7656,9.8704,1.7759,6.7606,17.9178,1.2068,18.5079,19.4992,0.9869,0.3319,10.1867,10.1937,7.4032,13.072,0.88,19.1406,10.0877,0.936,9.9315,7.9452,1.9863,28.7455,1.220605,1.828,0.226804,0.516191,0.376485,0.327939,0.003152,1.181601,3.399413,5.00501,6.865084,8.205357,8.408158,8.511308,8.5897,8.6601
"42",134.2471,69.699,125.581408,-8.665693,57.163662,68.4178,51.9778,4.3597,12.0802,17.035058,1.189602,24.767656,12.967546,1.2038,176.875,71.1756,179.2235,301.4778,260.6224,467.4164,81387.9062,72714.8438,13.1698,1.8373,7.1518,41.1363,2.8731,44.8631,46.9769,2.3787,0.7901,23.4151,24.5588,17.9452,12.6156,0.8794,19.2865,10.0999,0.9376,26.5284,21.2227,5.3057,16.6422,4.40903,6.221,0.111006,2.412113,0.846659,1.150262,0.224422,1.657698,3.655271,4.715443,6.331051,8.504886,8.864874,9.042426,9.1681,9.2814
"43",158.7238,56.874,155.199978,-3.523817,72.701804,82.4981,64.287,5.4359,12.7752,20.29118,1.525072,32.427797,16.888892,1.568862,190.7914,74.9283,194.2031,275.3105,258.6055,468.6373,81344.5469,72728.2344,14.5206,1.9348,7.7698,48.7456,3.6622,58.3997,60.8318,3.0823,1.0071,27.8172,31.8029,23.3599,11.6362,0.8733,19.375,10.0914,0.9374,28.437,22.7496,5.6874,0,5.434138,8.1255,0.828472,2.317393,1.685989,1.430756,0.025203,1.751099,4.304812,5.149307,6.401362,8.785652,9.182542,9.376003,9.5291,9.6689
"44",146.2686,57.3272,160.66646,14.397869,69.270481,91.396,72.736,6.1784,12.4817,18.164271,1.469198,31.638671,16.46755,1.530798,203.8805,78.7038,209.0621,256.8223,256.8394,467.653,81303.3828,72742.0781,15.5735,1.9572,8.0714,42.4269,3.4321,55.43,57.7015,2.9257,0.9438,24.2786,30.1673,22.172,10.307,0.8339,18.6443,9.7042,0.9021,28.6636,22.9309,5.7327,0,3.463666,6.2103,1.364813,0.392943,1.768939,1.301793,0.032877,1.506435,4.164115,4.977895,6.207974,8.70431,9.115898,9.3092,9.4706,9.6186
