"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","QCt1_mean1","QCt2_mean1","QCt3_mean1","QCt4_mean1","QCt5_mean1","QCt6_mean1","QCt7_mean1","QCt8_mean1","QCt9_mean1","QCt10_mean1","NPPL_mean1","NPPR_mean1","NPPS_mean1","add_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"1",0.462,0,14.29432,13.83227,14.02335,0.271,0.2215,0.0071,0.0424,3.8024,0.29028,6.28878,3.336,0.30588,149.4501,85.0757,180.2367,295.5945,265.9538,464.2734,82151.7969,72477.2188,12.2911,1.91,7.587,8.7739,0.6698,10.8835,11.5467,0.5775,0.1842,5.0098,0,0,0,0,0.37975,0.82,0.15053,0.12106,0.12726,0.13141,0.00882,1.8656,4.00961,5.97615,7.18119,7.73197,7.83827,7.8992,7.9632,8.0288
"2",4.3426,0.0034,14.05024,9.70758,13.96414,0.0861,0.0692,0.0025,0.0144,3.89611,0.28787,6.19487,3.28414,0.30116,138.0947,83.2138,172.9795,305.4895,266.8719,464.6192,82146.1719,72477.2188,11.3571,1.8623,7.2584,9.0029,0.6652,10.7358,11.383,0.5693,0.1829,5.1345,0.0017,0.0013,3e-04,0,0.42604,0.8118,0.1207,0.16609,0.12484,0.13509,0.01043,1.89458,4.09679,5.94788,7.26401,7.84939,7.94884,8.0037,8.0619,8.1218
"3",11.0207,0,14.23262,3.21192,14.03394,0.1987,0.1597,0.0058,0.0332,4.00619,0.28828,6.17132,3.26847,0.29973,127.6006,81.4102,166.081,313.9437,267.7425,465.1132,82140.5469,72477.2188,10.4941,1.8037,6.8985,9.2068,0.6625,10.6371,11.2673,0.5636,0.1822,5.2459,0,0,0,0,0.4528,0.7662,0.14973,0.10624,0.20979,0.13677,0.00591,1.93728,4.16328,5.90068,7.27495,7.91197,8.0182,8.07468,8.1325,8.1914
"4",30.8986,1.4049,22.98814,-7.91044,16.07525,6.9129,5.7397,0.2782,0.8949,4.71389,0.33196,6.99226,3.698,0.33915,118.5957,79.7559,159.9052,319.571,268.4881,465.9107,82133.5312,72478.5625,9.7073,1.7948,6.7378,11.0811,0.7803,12.3259,13.0375,0.6522,0.2146,6.3092,0.7024,0.5619,0.1405,0,0.73743,1.1628,0.04687,0.46435,0.08504,0.18804,0.05679,1.69642,4.04104,5.72417,7.22991,8.01211,8.13601,8.19871,8.26,8.3219
"5",70.4178,54.4377,70.05827,-0.35952,35.84848,34.2098,27.6069,1.8825,4.7204,10.67676,0.75529,15.49783,8.1692,0.74938,152.5085,80.0399,161.5272,311.908,268.2317,467.9053,82113.2578,72486.8516,10.2894,1.7624,6.5663,24.7806,1.753,26.976,28.4394,1.423,0.4821,14.1114,10.2351,8.1881,2.047,33.9677,1.81807,2.66,0.37704,0.49423,0.63253,0.69134,0.02288,1.04304,3.4278,4.688,6.35441,8.14306,8.41081,8.5435,8.6447,8.7235
"6",110.9403,53.0439,111.52498,0.58469,54.63387,56.8911,44.9031,3.4157,8.5724,15.78369,1.16034,23.96464,12.57141,1.15377,172.0247,82.3359,171.0578,295.0024,267.0109,469.9676,82081.0859,72501.8047,13.1815,1.7734,6.7459,37.0997,2.728,42.2603,44.3371,2.2195,0.7502,21.155,20.346,16.2768,4.0692,12.3519,2.72148,4.7003,0.58413,0.87449,0.89749,0.94949,0.16221,1.40609,3.60637,4.63506,6.1816,8.30824,8.67867,8.8662,9.016,9.1351
"7",152.5251,61.5349,162.19106,9.66599,85.05149,77.1396,59.2004,5.1025,12.8367,23.11028,1.84317,38.26379,19.99761,1.83666,188.5362,86.6029,188.2198,260.9873,264.1468,470.4323,82029.4531,72516.9062,14.256,1.8865,7.4525,56.0091,4.4678,69.5638,72.7117,3.6426,1.2286,32.0337,30.7675,24.614,6.1535,0,6.44934,9.9575,0.6393,3.13711,1.71229,1.59992,0.27712,2.2744,4.90824,5.68042,6.72907,9.03319,9.40462,9.58804,9.7439,9.8749
"8",149.134,56.2197,161.75121,12.61707,80.53538,81.2159,64.1177,5.2411,11.8571,19.86932,1.75797,37.47024,19.63318,1.8047,201.1943,90.2456,202.5765,236.5785,261.5574,467.2796,81978.7734,72531.3359,15.4517,1.9791,8.1314,48.2871,4.2709,68.2666,71.5369,3.5867,1.1745,27.7324,28.1099,22.4879,5.622,0,7.36916,9.8511,0.54828,3.1627,2.41306,1.79341,0.01658,1.80431,4.79454,5.56099,6.57514,9.11726,9.4985,9.6756,9.83278,9.9712
"9",97.5093,27.1127,122.10842,24.59913,49.7795,72.3289,60.9318,4.1808,7.2163,11.55744,1.07805,23.57129,12.42941,1.14327,198.8024,91.1734,205.9408,233.7257,260.5967,464.3398,81947.9453,72543.6328,15.9482,1.7837,7.4807,26.5493,2.4764,40.5968,42.8135,2.148,0.681,15.2831,13.5563,10.8451,2.7113,0,2.9203,3.6605,0.95332,0.18181,1.69694,1.04156,0.00976,0.56622,3.53871,4.41783,5.68783,8.21769,8.63128,8.828,9.00379,9.1602
"10",56.1192,15.9938,88.81679,32.69755,32.32554,56.4912,49.0862,2.8242,4.5809,7.52478,0.6923,15.27167,8.09215,0.74469,191.2546,90.9485,204.6758,240.0605,260.5695,462.5595,81927.4297,72551.0625,15.5448,1.8243,7.6623,17.1457,1.5773,26.0983,27.6582,1.3883,0.4338,9.8639,7.9969,6.3975,1.5994,0,1.54393,2.1457,0.66211,0.18869,0.69152,0.66376,0.00551,0.66908,3.24716,4.18065,5.52312,7.62477,8.0147,8.20288,8.3701,8.5175
