"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","QCt1_mean1","QCt2_mean1","QCt3_mean1","QCt4_mean1","QCt5_mean1","QCt6_mean1","QCt7_mean1","QCt8_mean1","QCt9_mean1","QCt10_mean1","NPPL_mean1","NPPR_mean1","NPPS_mean1","add_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"1",0.385,0,14.36338,13.97842,14.17862,0.1848,0.1377,0.0139,0.0331,3.87375,0.30903,6.34264,3.34631,0.3069,113.5701,210.8233,175.8664,299.9287,282.2836,466.7962,82147.0547,72488.3984,12.2895,2.1165,7.4309,8.9433,0.7135,10.9826,11.5886,0.5797,0.1962,5.115,0,0,0,0,0.38956,0.8342,0.15148,0.12633,0.13244,0.1308,0.00873,1.8622,3.98413,5.9205,7.17027,7.73499,7.84374,7.9052,7.9693,8.0349
"2",3.593,0.0024,14.13445,10.5414,14.08972,0.0447,0.0323,0.0042,0.0083,3.95485,0.30606,6.23818,3.28896,0.30166,102.4817,208.737,168.7632,309.2768,283.3503,467.1667,82141.4297,72488.3984,11.0896,2.0876,7.1032,9.152,0.7083,10.8267,11.4163,0.5711,0.1948,5.2284,0.0012,0,0.0012,0,0.44878,0.8292,0.11205,0.17891,0.13506,0.1348,0.01028,1.89909,4.07149,5.90432,7.25396,7.85307,7.95436,8.0096,8.0679,8.1278
"3",8.9796,0,14.2829,5.3033,14.2153,0.0676,0.0482,0.0061,0.0133,4.07511,0.30798,6.24266,3.28795,0.30158,92.4749,206.683,161.9885,316.9937,284.3887,467.6812,82135.8047,72488.3984,10.0068,2.0541,6.7746,9.3718,0.7083,10.7676,11.3424,0.5675,0.1948,5.3493,0,0,0,0,0.45296,0.7835,0.15077,0.11247,0.20385,0.13665,0.00688,1.9642,4.15949,5.88993,7.27326,7.91699,8.02455,8.08128,8.1392,8.1982
"4",24.5753,0.403,18.36706,-6.20825,16.22305,2.144,1.5015,0.2939,0.3486,4.76679,0.35377,7.05283,3.70937,0.34026,83.6412,204.8225,155.3991,321.7211,285.3098,468.4731,82128.7891,72489.7422,9.0352,2.062,6.5894,11.2042,0.8315,12.4316,13.0765,0.6543,0.2287,6.391,0.2015,0,0.2015,0,0.75795,1.1786,0.04675,0.47307,0.08773,0.19711,0.05571,1.65854,4.04214,5.69601,7.21487,8.01681,8.14168,8.20454,8.2659,8.3278
"5",57.2533,51.7055,61.28006,4.02669,36.19527,25.0848,18.4115,4.0706,2.6027,10.7779,0.80649,15.65249,8.20551,0.75289,118.1846,207.302,151.9339,313.1025,285.1856,470.4281,82108.4375,72498.125,9.7953,2.0504,6.3011,25.0209,1.8722,27.2512,28.572,1.43,0.5148,14.2763,7.3661,2.8358,4.5303,36.9732,1.89977,2.735,0.37991,0.52895,0.63111,0.73972,0.02771,0.92324,3.22372,4.48926,6.23448,8.14639,8.42112,8.55407,8.6553,8.7342
"6",96.8623,53.3086,103.78971,6.92742,55.21007,48.5796,35.4403,4.3209,8.8185,15.93128,1.2412,24.23253,12.64435,1.16071,137.8755,209.2431,161.5119,295.9782,284.0089,472.3981,82076.0234,72513.2422,13.6508,2.0527,6.3958,37.476,2.9204,42.7659,44.6289,2.2346,0.8031,21.415,19.9669,15.9735,3.9934,13.3748,2.80645,4.8275,0.60159,0.92515,0.90101,0.98032,0.16186,1.3272,3.44061,4.46415,6.08767,8.31469,8.69506,8.88295,9.0326,9.1516
"7",135.511,65.4651,149.0116,13.50069,85.48697,63.5246,44.1828,5.6092,13.7325,23.20889,1.96177,38.47287,20.00567,1.83779,155.4942,213.6688,180.581,262.2135,281.0535,472.7108,82024.3984,72528.4141,15.114,2.1208,7.1167,56.3109,4.7605,70.0194,72.8196,3.6488,1.3091,32.2801,32.7325,26.186,6.5465,0,6.55799,10.0966,0.60769,3.23007,1.69855,1.62939,0.27611,2.21356,4.81434,5.58936,6.68491,9.04446,9.42326,9.6069,9.7625,9.8932
"8",134.7627,58.7488,145.50131,10.73859,80.91599,64.5853,46.7896,5.4205,12.3753,19.98368,1.86992,37.63366,19.62443,1.80428,168.1773,217.3815,196.2349,238.466,278.3438,469.4693,81973.7344,72542.8516,16.6913,2.1621,7.8451,48.6119,4.5473,68.6311,71.5746,3.5894,1.2505,27.9871,29.3744,23.4995,5.8749,0,7.46244,9.9564,0.52107,3.22807,2.42991,1.80444,0.01816,1.81505,4.77545,5.54419,6.56985,9.13181,9.51728,9.6944,9.85104,9.9891
"9",88.5699,28.207,107.4344,18.8644,50.41532,57.0191,45.5206,4.316,7.1825,11.74696,1.15532,23.84623,12.51537,1.15145,164.975,218.2666,200.1812,236.3325,277.3259,466.4869,81942.875,72555.2656,17.3058,1.9354,7.3364,27.0661,2.6619,41.1977,43.2435,2.1701,0.732,15.6184,14.1035,11.2828,2.8207,0,3.03891,3.7784,0.8494,0.14894,1.80844,1.08152,0.00675,0.73189,3.57782,4.44742,5.7116,8.24251,8.65688,8.853,9.0279,9.1836
"10",50.6069,16.632,78.3715,27.76462,33.07982,45.2917,36.7668,3.3838,5.141,7.74513,0.74903,15.60045,8.22791,0.75733,156.591,217.9309,199.2066,243.2404,277.3108,464.6909,81922.2891,72562.9844,16.7,1.9986,7.6274,17.7194,1.7136,26.7688,28.2368,1.4177,0.4712,10.2169,8.316,6.6528,1.6632,0,1.73403,2.2843,0.58638,0.16007,0.85302,0.72094,0.00781,0.6503,3.21637,4.14577,5.50997,7.65581,8.04748,8.23514,8.4018,8.5488
