"","GLmax","GRmax","Gsmax","JV","Vcmx0","Entrpy","gddonset","Tau_Leaf","Tau_Root","Tau_F","Tau_C","Tau_Micro","Tau_SlowSOM","Tau_Passive","Q10","Rl0","Rs0","Rr0","Q10rh","f_F2M","f_C2M","f_M2S","f_M2P","r_me","Q10_pro","Omax","Tveg","f","bubprob","Vmaxfraction"
"1",26.54,19.49,18.32,1.23,20.93,657.58,144.95,0.85,0.63,0.27,10.75,0.3,61.45,2069.92,2.34,36.28,7.84,18.43,2.72,0.55,0.27,0.28,0.13,0.12,2.02,22.29,1.05,0.33,0.24,0.12
"2",27.03,21.58,18.18,1.18,20.32,653.33,148.04,0.49,0.52,0.2,7.45,0.25,346.27,2038.12,2.11,31.39,7.45,25.9,2.53,0.54,0.27,0.31,0.13,0.08,2.13,20.72,3.77,0.29,0.25,0.12
"3",34.63,20.38,19.22,1.33,19.62,655.42,136.55,0.38,0.73,0.34,9.55,0.41,21.3,2041.54,2.11,27.91,7.65,27.5,2.79,0.55,0.28,0.3,0.12,0.06,1.99,17.62,2.68,0.34,0.25,0.12
"4",28.02,19.57,19.76,2.39,10.02,644.8,143.53,0.59,0.51,0.28,9.2,0.3,45.13,2183.77,2.05,30.13,7.74,27.14,2.65,0.56,0.27,0.32,0.14,0.12,1.83,23.11,4.83,0.26,0.25,0.13
"5",21.4,20.79,20.05,1.95,12.36,643.95,127.74,0.34,0.6,0.33,9.35,0.41,21.7,2354.03,2.02,27.62,7.62,30.22,2.53,0.57,0.27,0.28,0.14,0.14,1.74,2.35,4.17,0.25,0.18,0.15
"6",29.25,19.91,19.42,1.34,17.06,645.76,129.76,0.32,0.52,0.3,11.81,0.35,32.15,2132.05,1.98,28.73,7.4,28.87,2.3,0.56,0.27,0.29,0.12,0.18,1.89,19.09,4,0.18,0.3,0.15
