"","GLmax","GRmax","Gsmax","JV","Vcmx0","Entrpy","gddonset","Tau_Leaf","Tau_Root","Tau_F","Tau_C","Tau_Micro","Tau_SlowSOM","Tau_Passive","Q10","Rl0","Rs0","Rr0","Q10rh","f_F2M","f_C2M","f_M2S","f_M2P","r_me","Q10_pro","Omax","Tveg","f","bubprob","Vmaxfraction"
"1",22.69,19.89,21.51,1.17,17.16,658.45,150.24,0.96,0.66,0.26,10.74,0.33,101.8,1734.75,3.01,30.02,7.54,19.89,3.51,0.53,0.28,0.29,0.12,0.12,3.6,21.12,1.24,0.35,0.26,0.13
"2",32.73,20.44,19.22,1.12,16.81,655.25,147.59,0.48,0.52,0.22,8.83,0.28,418.61,2077.56,3.16,28.63,7.88,22.14,3.08,0.53,0.27,0.32,0.13,0.09,3.07,24.28,5.28,0.29,0.31,0.1
"3",28.59,20.17,20.08,1.19,17.23,659.26,134.55,0.36,0.56,0.35,10.83,0.4,25.69,2406.51,2.45,25.39,7.71,27.63,3.64,0.56,0.28,0.3,0.13,0.06,2.87,22.31,3.48,0.34,0.23,0.12
"4",29.19,21.21,19.35,1.05,14.72,643.89,148.13,0.46,0.46,0.27,10.39,0.32,51.08,2234.31,2.58,28.14,7.33,27.24,3.14,0.56,0.27,0.34,0.15,0.1,3.23,18.54,4.96,0.29,0.26,0.13
"5",29.51,20.06,18.48,1.07,14.88,644.26,136.55,0.33,0.5,0.33,11.33,0.4,26.1,1974.07,2.65,28.31,7.05,20.9,2.79,0.57,0.28,0.3,0.11,0.11,2.75,14.82,5.19,0.3,0.25,0.13
"6",31.12,19.96,20.48,1.11,15.21,649.01,122.94,0.33,0.46,0.3,10.23,0.37,33.17,1822.8,2.98,28.15,7.67,22.84,2.25,0.55,0.28,0.29,0.12,0.16,2.5,0.93,1.65,0.18,0.29,0.15
