"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","QCt1_mean1","QCt2_mean1","QCt3_mean1","QCt4_mean1","QCt5_mean1","QCt6_mean1","QCt7_mean1","QCt8_mean1","QCt9_mean1","QCt10_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"1",0.462,0,14.29432,13.83228,14.02336,0.271,0.2215,0.0071,0.0424,3.8024,0.29028,6.2888,3.33598,0.30588,149.4501,85.0757,180.2367,295.5945,265.9538,464.2734,82151.7969,72477.2188,12.2911,1.91,7.587,8.7739,0.6698,10.8835,11.5467,0.5775,0.1842,5.0098,0.38638,0.82,0.1505,0.12108,0.13386,0.13142,0.00856,1.85802,4.01224,5.9642,7.17974,7.73192,7.83826,7.8992,7.9632,8.0288
"2",4.3426,0.0034,14.04696,9.70428,13.96088,0.0861,0.0692,0.0025,0.0144,3.89522,0.2878,6.19342,3.28336,0.30108,138.0947,83.2138,172.9795,305.4895,266.8719,464.6192,82146.1719,72477.2188,11.3571,1.8623,7.2584,9.0029,0.6652,10.7358,11.383,0.5693,0.1829,5.1345,0.42328,0.8118,0.11748,0.16284,0.12538,0.13506,0.00902,1.90218,4.0716,5.91438,7.25762,7.84904,7.9488,8.0037,8.0619,8.1218
"3",11.0207,0,14.23058,3.20988,14.0319,0.1987,0.1597,0.0058,0.0332,4.00558,0.28822,6.1704,3.268,0.2997,127.6006,81.4102,166.081,313.9437,267.7425,465.1132,82140.5469,72477.2188,10.4941,1.8037,6.8985,9.2068,0.6625,10.6371,11.2673,0.5636,0.1822,5.2459,0.45728,0.7662,0.1477,0.1047,0.21582,0.13674,0.00628,1.96234,4.14144,5.89052,7.27008,7.91138,8.01816,8.07464,8.1325,8.1914
"4",30.8986,1.4049,22.98798,-7.9106,16.0751,6.9129,5.7397,0.2782,0.8949,4.71384,0.33194,6.9922,3.69796,0.33914,118.5957,79.7559,159.9052,319.571,268.4881,465.9107,82133.5312,72478.5625,9.7073,1.7948,6.7378,11.0811,0.7803,12.3259,13.0375,0.6522,0.2146,6.3092,0.7401,1.1628,0.04636,0.46308,0.08866,0.18838,0.05622,1.7101,4.03338,5.71858,7.22796,8.01166,8.13596,8.19872,8.26,8.3219
"5",70.4178,54.4377,70.06358,-0.35418,35.8538,34.2098,27.6069,1.8825,4.7204,10.67834,0.7554,15.50014,8.17038,0.7495,152.5085,80.0399,161.5272,311.908,268.2317,467.9053,82113.2578,72486.8516,10.2894,1.7624,6.5663,24.7806,1.753,26.976,28.4394,1.423,0.4821,14.1114,1.82268,2.66,0.38286,0.4951,0.63672,0.69086,0.02252,1.04182,3.42558,4.67798,6.35172,8.14272,8.41074,8.54348,8.6447,8.7235
"6",110.9403,53.0439,111.52722,0.58686,54.63606,56.8911,44.9031,3.4157,8.5724,15.78434,1.16038,23.9656,12.57194,1.15384,172.0247,82.3359,171.0578,295.0024,267.0109,469.9676,82081.0859,72501.8047,13.1815,1.7734,6.7459,37.0997,2.728,42.2603,44.3371,2.2195,0.7502,21.155,2.74214,4.7003,0.5879,0.87532,0.91892,0.94794,0.16286,1.39326,3.57962,4.6079,6.17744,8.3079,8.67862,8.8662,9.016,9.1351
"7",152.5251,61.5349,162.18474,9.6597,85.04518,77.1396,59.2004,5.1025,12.8367,23.10854,1.84302,38.26094,19.99612,1.83652,188.5362,86.6029,188.2198,260.9873,264.1468,470.4323,82029.4531,72516.9062,14.256,1.8865,7.4525,56.0091,4.4678,69.5638,72.7117,3.6426,1.2286,32.0337,6.44366,9.9575,0.63998,3.14052,1.71014,1.59302,0.27752,2.26814,4.89022,5.67014,6.72606,9.03276,9.40456,9.58802,9.7439,9.8749
"8",149.134,56.2197,161.7447,12.61058,80.52888,81.2159,64.1177,5.2411,11.8571,19.86774,1.7578,37.4672,19.6316,1.80454,201.1943,90.2456,202.5765,236.5785,261.5574,467.2796,81978.7734,72531.3359,15.4517,1.9791,8.1314,48.2871,4.2709,68.2666,71.5369,3.5867,1.1745,27.7324,7.38826,9.8511,0.5464,3.16478,2.43464,1.78884,0.01594,1.79662,4.79074,5.5592,6.57432,9.117,9.49844,9.6756,9.83276,9.9712
"9",97.5093,27.1127,122.09446,24.5852,49.76558,72.3289,60.9318,4.1808,7.2163,11.55422,1.07774,23.5647,12.42594,1.14298,198.8024,91.1734,205.9408,233.7257,260.5967,464.3398,81947.9453,72543.6328,15.9482,1.7837,7.4807,26.5493,2.4764,40.5968,42.8135,2.148,0.681,15.2831,2.92522,3.6605,0.94148,0.18258,1.70312,1.0395,0.00954,0.56716,3.5401,4.41088,5.68702,8.21758,8.63124,8.828,9.00372,9.1602
"10",56.1192,15.9938,88.82326,32.70408,32.332,56.4912,49.0862,2.8242,4.5809,7.52626,0.69242,15.27474,8.09378,0.74482,191.2546,90.9485,204.6758,240.0605,260.5695,462.5595,81927.4297,72551.0625,15.5448,1.8243,7.6623,17.1457,1.5773,26.0983,27.6582,1.3883,0.4338,9.8639,1.53738,2.1457,0.66558,0.1863,0.68432,0.66676,0.00594,0.66294,3.25056,4.16618,5.5207,7.62462,8.0147,8.20284,8.3701,8.5175
"11",13.2368,0.0259,46.9356,33.6988,17.25352,29.6821,26.6916,0.8972,2.0932,4.07198,0.36048,8.11336,4.31088,0.3968,176.733,89.1478,197.2139,253.0087,261.2755,461.7198,81919.0703,72553.7109,14.5346,1.8032,7.4723,9.3295,0.8259,13.9416,14.8152,0.7438,0.2271,5.3583,0.92092,1.0483,0.16072,0.04902,0.51932,0.3526,0.00346,0.90122,3.75018,4.97758,6.15494,7.33376,7.60898,7.7477,7.8805,8.0069
"12",3.0593,0,29.67254,26.61322,15.5961,14.0764,11.8008,0.3588,1.9168,3.88352,0.32528,7.20266,3.83188,0.35274,161.1656,87.0584,188.7158,268.4318,262.3019,461.3238,81912.5078,72553.7109,15.5673,2.0895,8.4981,8.9514,0.7498,12.4521,13.2492,0.6653,0.2062,5.1295,0.43274,0.8791,0.1488,0.0633,0.22048,0.14898,0.00472,1.7721,4.26906,5.96042,6.9143,7.46056,7.5998,7.6777,7.7614,7.848
"13",2.2952,0,13.3317,11.03654,12.3175,1.0142,0.8303,0.0267,0.1572,3.21258,0.25646,5.59602,2.97826,0.27418,148.9183,85.3437,181.8712,280.4273,263.172,461.2632,81906.0625,72553.7109,12.2474,1.7147,6.8446,7.3603,0.5876,9.6159,10.2353,0.514,0.1616,4.2098,0.25008,0.6195,0.10536,0.04256,0.07524,0.13228,0.00404,1.82092,4.15266,6.1562,7.15906,7.62942,7.71892,7.7707,7.8309,7.8966
"14",4.3982,0,12.56202,8.1638,12.54848,0.0135,0.011,4e-04,0.0022,3.38704,0.2605,5.62958,2.9956,0.2758,137.6017,83.6154,175.09,291.0371,264.0456,461.402,81900.2969,72553.7109,11.3166,1.7284,6.7812,7.7512,0.5961,9.6625,10.2833,0.5164,0.1639,4.4271,0.2523,0.5929,0.0864,0.03906,0.08106,0.1321,0.0041,1.80702,4.11744,6.17294,7.27322,7.77472,7.85304,7.8953,7.9447,7.9991
"15",29.5946,1.4037,18.53958,-11.055,13.68226,4.8573,4.008,0.2042,0.6451,3.8006,0.2835,6.07178,3.22902,0.2973,127.8255,81.9192,168.572,300.0214,264.9474,461.7434,81894.6719,72553.7109,10.4779,1.8367,7.0798,8.8555,0.6605,10.6092,11.2841,0.5667,0.1816,5.0522,0.42946,0.8506,0.05324,0.26912,0.0254,0.13496,0.03042,1.8546,4.1129,6.1298,7.35902,7.91276,7.99474,8.0362,8.085,8.1393
