"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","QCt1_mean1","QCt2_mean1","QCt3_mean1","QCt4_mean1","QCt5_mean1","QCt6_mean1","QCt7_mean1","QCt8_mean1","QCt9_mean1","QCt10_mean1","QCt11_mean1","QCt12_mean1","QCt13_mean1","QCt14_mean1","QCt15_mean1","QCt16_mean1","QCt17_mean1","NPPL_mean1","NPPR_mean1","NPPS_mean1","add_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"1",0.461,0,14.273348,13.812337,14.002648,0.2707,0.222,0.006,0.0427,3.794686,0.284931,6.280835,3.336271,0.305934,148.9371,71.7151,180.3568,294.9485,261.0116,463.6118,82144.9844,72475.8828,12.2489,1.9067,7.5924,8.755,0.6574,10.8684,11.5462,0.5775,0.1808,4.996,6.033,4.3474,11.5574,0.8678,18.9946,10.0896,0.9252,0,0,0,0,0.383132,0.8187,0.151151,0.121712,0.129306,0.132116,0.008657,1.869264,4.040284,6.002598,7.187127,7.732012,7.837582,7.898405,7.9624,8.028
"2",4.3333,0.0035,14.028431,9.695112,13.940582,0.0878,0.0709,0.0022,0.0148,3.887452,0.282521,6.185754,3.283727,0.301129,137.6206,69.8639,173.0948,304.8271,261.9326,463.9562,82139.3594,72475.8828,11.3181,1.8516,7.2635,8.9836,0.6529,10.7208,11.3824,0.5694,0.1795,5.1205,5.9474,4.2883,11.9467,0.8682,18.946,10.0575,0.9223,0.0017,0.0014,3e-04,0,0.426917,0.8106,0.118818,0.164325,0.12703,0.135557,0.010048,1.903564,4.109263,5.985839,7.270858,7.849489,7.948272,8.003023,8.0612,8.121
"3",10.9973,0,14.21008,3.212818,14.011442,0.1986,0.1603,0.0049,0.0334,3.997667,0.282959,6.16276,3.268319,0.299739,127.1624,68.0777,166.1914,313.2682,262.8003,464.4519,82133.7344,72475.8828,10.4581,1.7862,6.9034,9.1873,0.6503,10.6225,11.2669,0.5636,0.1788,5.2319,5.8871,4.249,12.186,0.8626,18.7754,9.9573,0.9132,0,0,0,0,0.452702,0.765,0.148872,0.105662,0.209943,0.137104,0.00629,1.952891,4.175589,5.937641,7.283892,7.912268,8.017671,8.074062,8.1318,8.1907
"4",30.831,1.4483,23.190589,-7.640456,16.04895,7.1416,5.9761,0.2538,0.9118,4.703829,0.325837,6.98239,3.69775,0.339148,118.2123,66.4523,160.0284,318.8905,263.5389,465.247,82126.7188,72477.2266,9.6743,1.7703,6.7425,11.0576,0.7659,12.3086,13.0367,0.6522,0.2106,6.2923,6.8119,4.9234,12.6957,0.8799,19.1175,10.125,0.9286,0.7241,0.5793,0.1448,0,0.736224,1.1609,0.047103,0.463953,0.084961,0.187308,0.056578,1.724962,4.064997,5.750142,7.238677,8.012351,8.13541,8.198007,8.2593,8.3211
"5",70.2384,54.0734,70.054128,-0.184296,35.792179,34.262,27.6849,1.8477,4.7294,10.654998,0.741447,15.477099,8.169183,0.749442,151.7099,66.7822,161.7188,311.2445,263.2932,467.2417,82106.4453,72485.5156,10.2478,1.7357,6.5726,24.7284,1.7207,26.9381,28.4375,1.423,0.4732,14.0738,14.8591,10.7752,12.5858,0.8744,19.0302,10.0477,0.9218,10.3286,8.2628,2.0657,33.416,1.819961,2.6558,0.37952,0.496101,0.634231,0.689632,0.023006,1.03333,3.430518,4.711097,6.362174,8.142874,8.409562,8.542141,8.6433,8.7222
"6",110.5754,52.7766,111.155577,0.580204,54.547231,56.6083,44.6531,3.3936,8.5616,15.750523,1.139077,23.932497,12.571302,1.153832,171.0382,69.0968,171.2408,294.3436,262.1074,469.3043,82074.2578,72500.4688,13.1044,1.7539,6.7537,37.0193,2.6779,42.2009,44.3338,2.2195,0.7364,21.097,23.1657,16.8804,11.9145,0.8611,18.8853,9.9208,0.9106,20.3443,16.2754,4.0689,12.088,2.710009,4.6926,0.585596,0.873188,0.887705,0.949116,0.162532,1.406963,3.600139,4.645387,6.185261,8.306697,8.676429,8.863909,9.0137,9.1329
"7",152.0779,61.4944,161.682544,9.604657,84.910794,76.7717,58.8834,5.0708,12.8175,23.058127,1.809404,38.210442,19.996201,1.836639,187.6049,73.3662,188.3788,260.3866,259.3195,469.7726,82022.6094,72515.5703,14.1803,1.8802,7.4595,55.8817,4.3859,69.4655,72.7053,3.6425,1.2061,31.9411,37.9918,27.7862,11.1547,0.8737,19.3687,10.1364,0.931,30.7472,24.5978,6.1494,0,6.44935,9.9407,0.640064,3.135659,1.717025,1.596667,0.276801,2.281026,4.90413,5.682026,6.729563,9.029444,9.400553,9.584043,9.740079,9.8711
"8",148.7757,56.1901,161.269767,12.494113,80.40116,80.8686,63.8168,5.2095,11.8423,19.822743,1.725909,37.416889,19.631024,1.804608,200.3198,76.9961,202.7168,236.028,256.8173,466.6299,81971.8906,72529.9922,15.3803,1.9891,8.1375,48.1748,4.1931,68.1708,71.5306,3.5866,1.1531,27.6492,37.3793,27.2683,9.9229,0.8651,19.3248,10.1397,0.9321,28.0951,22.476,5.619,0,7.368807,9.8346,0.546535,3.154226,2.425295,1.789285,0.016184,1.804429,4.792727,5.561787,6.574857,9.112743,9.493741,9.671001,9.8283,9.9668
"9",97.3019,27.1025,121.740461,24.438552,49.694946,72.0455,60.6882,4.1535,7.2039,11.529466,1.058511,23.536551,12.427261,1.143162,197.9897,77.9055,206.0729,233.1793,255.9162,463.6983,81941.0156,72542.2578,15.8815,1.8008,7.485,26.4851,2.4315,40.537,42.8062,2.1478,0.6687,15.2355,22.3696,16.2148,8.1965,0.7529,16.8134,8.8809,0.817,13.5513,10.841,2.7103,0,2.907667,3.6539,0.951484,0.181714,1.686468,1.039487,0.009958,0.566015,3.534165,4.420515,5.688294,8.214326,8.627658,8.824483,9.0003,9.1568
"10",56.0028,15.9898,88.573081,32.570271,32.28046,56.2926,48.9156,2.8049,4.5721,7.508713,0.680044,15.253762,8.093136,0.744808,190.5018,77.6618,204.8026,239.5013,255.9337,461.9241,81920.5,72549.6719,15.4829,1.8427,7.6664,17.1041,1.549,26.06,27.6534,1.3881,0.426,9.8332,14.4514,10.424,8.4653,0.7658,17.0406,9.0426,0.8322,7.9949,6.3959,1.599,0,1.548738,2.1417,0.666732,0.186945,0.69575,0.666047,0.006058,0.667212,3.236803,4.179947,5.523175,7.622506,8.012101,8.2003,8.3676,8.5151
