"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","QCt1_mean1","QCt2_mean1","QCt3_mean1","QCt4_mean1","QCt5_mean1","QCt6_mean1","QCt7_mean1","QCt8_mean1","QCt9_mean1","QCt10_mean1","QCt11_mean1","QCt12_mean1","QCt13_mean1","QCt14_mean1","QCt15_mean1","QCt16_mean1","QCt17_mean1","NPPL_mean1","NPPR_mean1","NPPS_mean1","add_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"1",0.385,0,14.363755,13.978807,14.179001,0.1848,0.1377,0.0139,0.0331,3.873841,0.309048,6.342814,3.346398,0.306901,113.5701,210.8233,175.8664,299.9287,282.2836,466.7962,82147.0547,72488.3984,12.2895,2.1165,7.4309,8.9433,0.7135,10.9826,11.5886,0.5797,0.1962,5.115,6.0552,4.393,11.8059,0.9418,19.1942,10.1266,0.9287,0,0,0,0,0.387852,0.8342,0.152232,0.127102,0.130323,0.13042,0.00906,1.857822,3.980872,5.91571,7.168934,7.7348,7.843722,7.9052,7.9693,8.0349
"2",3.593,0.0024,14.134855,10.54181,14.090131,0.0447,0.0323,0.0042,0.0083,3.954967,0.306069,6.238365,3.289058,0.301662,102.4817,208.737,168.7632,309.2768,283.3503,467.1667,82141.4297,72488.3984,11.0896,2.0876,7.1032,9.152,0.7083,10.8267,11.4163,0.5711,0.1948,5.2284,5.9652,4.3307,12.1708,0.9419,19.1331,10.0875,0.9252,0.0012,0,0.0012,0,0.445264,0.8292,0.112497,0.179625,0.130879,0.134757,0.010339,1.905714,4.067132,5.880101,7.250448,7.852825,7.954349,8.0096,8.0679,8.1278
"3",8.9796,0,14.282557,5.30296,14.214953,0.0676,0.0482,0.0061,0.0133,4.075011,0.307971,6.242509,3.287887,0.301581,92.4749,206.683,161.9885,316.9937,284.3887,467.6812,82135.8047,72488.3984,10.0068,2.0541,6.7746,9.3718,0.7083,10.7676,11.3424,0.5675,0.1948,5.3493,5.9266,4.307,12.4306,0.9395,19.0319,10.024,0.9194,0,0,0,0,0.45964,0.7835,0.150523,0.112498,0.210615,0.136529,0.007008,1.95164,4.140978,5.862838,7.267244,7.916524,8.024524,8.081277,8.1392,8.1982
"4",24.5753,0.403,18.366244,-6.20907,16.222229,2.144,1.5015,0.2939,0.3486,4.766541,0.353754,7.052489,3.70919,0.340249,83.6412,204.8225,155.3991,321.7211,285.3098,468.4731,82128.7891,72489.7422,9.0352,2.062,6.5894,11.2042,0.8315,12.4316,13.0765,0.6543,0.2287,6.391,6.8327,4.9726,12.8711,0.9557,19.316,10.1598,0.932,0.2015,0,0.2015,0,0.759773,1.1786,0.046557,0.472217,0.091092,0.196452,0.055204,1.652727,4.02317,5.684572,7.210741,8.016281,8.141625,8.204526,8.2659,8.3278
"5",57.2533,51.7055,61.280137,4.026792,36.19534,25.0848,18.4115,4.0706,2.6027,10.777908,0.806484,15.65253,8.205526,0.752887,118.1846,207.302,151.9339,313.1025,285.1856,470.4281,82108.4375,72498.125,9.7953,2.0504,6.3011,25.0209,1.8722,27.2512,28.572,1.43,0.5148,14.2763,14.9295,10.9005,12.7281,0.9507,19.2382,10.0883,0.9256,7.3661,2.8358,4.5303,36.9732,1.897745,2.735,0.379951,0.530438,0.627557,0.739757,0.027332,0.935098,3.214939,4.47044,6.230455,8.14592,8.421069,8.55406,8.6553,8.7342
"6",96.8623,53.3086,103.788818,6.926554,55.209202,48.5796,35.4403,4.3209,8.8185,15.931036,1.241173,24.232143,12.644147,1.160695,137.8755,209.2431,161.5119,295.9782,284.0089,472.3981,82076.0234,72513.2422,13.6508,2.0527,6.3958,37.476,2.9204,42.7659,44.6289,2.2346,0.8031,21.415,23.32,17.1063,12.0604,0.939,19.1367,9.9861,0.9167,19.9669,15.9735,3.9934,13.3748,2.810765,4.8275,0.601729,0.923707,0.907736,0.979315,0.161651,1.31879,3.410609,4.44967,6.084607,8.3143,8.695009,8.882932,9.0326,9.1516
"7",135.511,65.4651,149.011017,13.5001,85.486411,63.5246,44.1828,5.6092,13.7325,23.208724,1.961747,38.472621,20.00554,1.837785,155.4942,213.6688,180.581,262.2135,281.0535,472.7108,82024.3984,72528.4141,15.114,2.1208,7.1167,56.3109,4.7605,70.0194,72.8196,3.6488,1.3091,32.2801,38.0518,28.0077,11.2402,0.9483,19.5235,10.1525,0.9326,32.7325,26.186,6.5465,0,6.544942,10.0966,0.607373,3.232581,1.683226,1.629137,0.276298,2.214524,4.806391,5.582702,6.68286,9.044148,9.42322,9.6069,9.7625,9.8932
"8",134.7627,58.7488,145.501285,10.738566,80.915922,64.5853,46.7896,5.4205,12.3753,19.983663,1.869918,37.633633,19.624417,1.804277,168.1773,217.3815,196.2349,238.466,278.3438,469.4693,81973.7344,72542.8516,16.6913,2.1621,7.8451,48.6119,4.5473,68.6311,71.5746,3.5894,1.2505,27.9871,37.4025,27.4524,10.0143,0.9383,19.4565,10.1466,0.9329,29.3744,23.4995,5.8749,0,7.464642,9.9564,0.521354,3.232407,2.428097,1.804141,0.018173,1.813294,4.773647,5.543046,6.569311,9.131634,9.517237,9.694401,9.851037,9.9891
"9",88.5699,28.207,107.431135,18.86116,50.412086,57.0191,45.5206,4.316,7.1825,11.746209,1.155262,23.844694,12.514549,1.151369,164.975,218.2666,200.1812,236.3325,277.3259,466.4869,81942.875,72555.2656,17.3058,1.9354,7.3364,27.0661,2.6619,41.1977,43.2435,2.1701,0.732,15.6184,22.5983,16.4791,8.3785,0.8243,17.0877,8.9718,0.8255,14.1035,11.2828,2.8207,0,3.047187,3.7784,0.847983,0.147601,1.819906,1.079693,0.006507,0.725703,3.579807,4.445983,5.711362,8.24244,8.656853,8.853,9.0279,9.1836
"10",50.6069,16.632,78.371209,27.76431,33.079527,45.2917,36.7668,3.3838,5.141,7.745041,0.749022,15.600298,8.227837,0.757326,156.591,217.9309,199.2066,243.2404,277.3108,464.6909,81922.2891,72562.9844,16.7,1.9986,7.6274,17.7194,1.7136,26.7688,28.2368,1.4177,0.4712,10.2169,14.7563,10.7075,8.786,0.8487,17.5322,9.2482,0.8513,8.316,6.6528,1.6632,0,1.727436,2.2843,0.586346,0.160172,0.846591,0.72067,0.00805,0.649734,3.221909,4.14509,5.510067,7.655793,8.047465,8.23512,8.4018,8.5488
