"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"1",0.4727,0,14.4160992,13.9434308,14.1453088,0.2708,0.2178,0.0128,0.0402,3.8696274,0.288468,6.3381028,3.3423634,0.3067436,154.776,164.2445,179.9394,300.1427,263.655,466.7827,82108.6719,72504.6484,0.3886698,0.8306,0.1520164,0.125561,0.1321742,0.1309356,0.0088898,1.8604794,4.0013188,5.9507754,7.175678,7.7347506,7.8431522,7.90455,7.9686,8.0343
"2",4.4378,0.0033,14.1535726,9.7158112,14.070732,0.0828,0.0654,0.0043,0.0131,3.9612968,0.285737,6.2357754,3.286296,0.3016204,143.0157,162.3609,172.6776,310.2885,264.596,467.142,82103.0469,72504.6484,0.4420896,0.8261,0.1141142,0.1772058,0.1298034,0.1350836,0.0100956,1.9034092,4.0815408,5.9295766,7.2604412,7.852838,7.9535968,8.0088,8.067,8.1269
"3",11.2603,0,14.4384254,3.1781298,14.2415542,0.1969,0.1551,0.0107,0.031,4.1027482,0.2881578,6.255184,3.2931908,0.3022728,132.1477,160.5043,165.7308,318.9479,265.5104,467.6589,82097.4219,72504.6484,0.4584968,0.7869,0.1507306,0.1140896,0.2074896,0.1369224,0.0070818,1.9575702,4.157933,5.895049,7.2769544,7.9179838,8.0250778,8.081774,8.1397,8.1987
"4",31.5927,1.1591,21.8957224,-9.6969886,16.2456906,5.65,4.5109,0.3702,0.769,4.8073502,0.330458,7.0572794,3.710038,0.3405598,122.6755,158.7632,159.4419,324.7341,266.3126,468.4831,82090.4062,72505.9922,0.764935,1.1825,0.0464172,0.4753974,0.0927502,0.1967858,0.0555906,1.6583732,4.0409262,5.705883,7.2176928,8.017996,8.1426702,8.2055174,8.2669,8.3288
"5",72.0956,57.708,70.6971416,-1.398529,36.3523558,34.3448,26.8665,2.4954,4.9829,10.9256032,0.7545998,15.6945958,8.2225802,0.754974,159.414,158.9814,161.0731,316.8997,266.1229,470.5529,82070,72514.4062,1.9432928,2.7983,0.3812928,0.5738678,0.6243416,0.7450836,0.0338988,0.9337284,3.228861,4.4799034,6.2381436,8.152391,8.4269936,8.5599172,8.6611264,8.7401
"6",113.8627,55.8771,113.9544174,0.091653,55.7027066,58.2517,45.0201,3.9606,9.271,16.234965,1.1659256,24.408635,12.7243044,1.1688754,180.2571,161.3779,171.2068,299.5745,264.9478,472.7074,82037.2109,72529.8438,2.9392336,4.9949,0.6147866,1.027212,0.9146428,0.9973782,0.161504,1.3183548,3.4343324,4.4590228,6.0918998,8.3299564,8.7104038,8.8980262,9.0474286,9.1664
"7",156.2705,62.7699,164.120923,7.8504076,85.6001084,78.5208,59.7818,5.3707,13.3683,23.469217,1.8286436,38.4820084,19.9832152,1.8370228,196.7341,165.7486,188.8203,265.1728,262.1184,473.2227,81985.5391,72545.0234,6.7959414,10.2929,0.530464,3.440671,1.699882,1.655386,0.2768018,2.2144824,4.8194188,5.591378,6.6900764,9.0592496,9.4384852,9.6217904,9.7770992,9.9076
"8",152.203,56.3627,163.923892,11.7209044,80.9493172,82.9746,65.6639,5.3807,11.93,20.1674432,1.7419782,37.6413322,19.595661,1.8029042,208.838,169.4317,203.1909,240.5473,259.532,470.0674,81934.8359,72559.4688,7.6735494,10.1135,0.4465504,3.4091528,2.4325006,1.8318968,0.024213,1.7966244,4.761647,5.529679,6.5646944,9.144077,9.5302494,9.7071112,9.8635,10.0013
"9",99.2849,27.2149,126.1110184,26.8261754,51.7027616,74.4082,62.7731,4.3455,7.2898,12.1176502,1.104215,24.475764,12.8244176,1.1807118,205.9139,170.3479,206.2692,237.1187,258.5123,466.9802,81903.5703,72572.1875,3.263374,4.0701,0.7693666,0.0984808,1.9893386,1.175552,0.0056526,0.8525044,3.6180226,4.4429836,5.715291,8.2829138,8.6988674,8.8936554,9.066998,9.2207
"10",57.1184,16.0787,92.0512518,34.9327972,33.999037,58.0522,50.1903,3.0933,4.7685,7.9788544,0.7181498,16.0629434,8.4598514,0.7792402,197.866,170.0767,204.5609,243.2055,258.4517,465.0653,81882.4219,72580.3828,2.0516126,2.5617,0.417678,0.1721652,1.0581024,0.8213412,0.0137224,0.6861748,3.2801178,4.1852168,5.5400408,7.7007974,8.093611,8.279796,8.4446004,8.5908
