"","GPP_sd1","NPP_sd1","Reco_sd1","NEE_sd1","Rh_sd1","Ra_sd1","Rleaf_sd1","Rstem_sd1","Rroot_sd1","Rh4_sd1","Rh5_sd1","Rh6_sd1","Rh7_sd1","Rh8_sd1","QC1_sd1","QC2_sd1","QC3_sd1","QC4_sd1","QC5_sd1","QC6_sd1","QC7_sd1","QC8_sd1","QCt1_sd1","QCt2_sd1","QCt3_sd1","QCt4_sd1","QCt5_sd1","QCt6_sd1","QCt7_sd1","QCt8_sd1","QCt9_sd1","QCt10_sd1","QCt11_sd1","QCt12_sd1","NPPL_sd1","NPPR_sd1","NPPS_sd1","add_sd1","simuCH4_sd1","prod_sd1","oxid_sd1","diff_sd1","ebu_sd1","pla_sd1","conc1_sd1","conc2_sd1","conc3_sd1","conc4_sd1","conc5_sd1","conc6_sd1","conc7_sd1","conc8_sd1","conc9_sd1","conc10_sd1"
"1",0,0,0.00314780875529628,0.00315288498481235,0.00315234020014891,0,0,0,0,0.000861233584211124,7.42122288428169e-05,0.00140998266024956,0.000743680793247007,7.35582873868436e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0079385149138914,0,0.00207859483135745,0.00223160468698153,0.00823722043902688,0.00176933917671104,0.000561734324126454,0.028511748878106,0.0650291854366723,0.0936246553166757,0.019334654263031,0.00168196969178644,0.000138254216777986,4.47213595498916e-06,0,0
"2",0,0,0.00298881197032998,0.00299120031402734,0.00298936970320584,0,0,0,0,0.00083826531448877,7.22662079371833e-05,0.00132509883928245,0.00069810060084329,7.19329458412276e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00876366329960581,0,0.00223884105253522,0.00240543315378221,0.00927999999136203,0.00155383049861845,0.00142498421043884,0.0311481750376543,0.0633569032445358,0.123900086816217,0.0266474139153643,0.00230179731987931,0.00020874623345098,0,0,0
"3",0,0,0.00351759351948698,0.00351847258603464,0.00351636652057405,0,0,0,0,0.00100820956802947,8.36854019108735e-05,0.00154317262920486,0.0008148405797091,8.08102753441889e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105069505747748,0,0.00276893209919273,0.00247857755444262,0.0112431646818913,0.00163382162619193,0.000877121819002778,0.0342859325990759,0.0678518992130185,0.0900420500463706,0.0241860889239015,0.00267603106943273,0.000259026928908619,4.88238418711627e-05,0,0
"4",0,0,0.00232665429327197,0.00232564184258025,0.0023257476570618,0,0,0,0,0.000683883142287183,5.73635874255082e-05,0.001014338091332,0.000532614792353796,5.67792900233033e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00788488217374157,0,0.0010417470103952,0.00320321193388555,0.00831316506673924,0.00190795734818286,0.00289561631223049,0.0233091122367741,0.0523073827977495,0.0610238275914238,0.0178342864703866,0.00236862826118396,0.000274341550941664,4.7496018185516e-05,0,0
"5",0,0,0.0088260375047963,0.00882611604778557,0.00882679155402891,0,0,0,0,0.00263045620371818,0.000199374171146197,0.00381603810957221,0.00200062178711276,0.000186776902272309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219768708177912,0,0.00580790733183221,0.00535433003654804,0.0255032604336287,0.00591474932005052,0.00144138983252228,0.0227385516430058,0.0539819395687039,0.035450267257911,0.00880627236837766,0.00162104737413139,0.000234095282315712,5.07463336680545e-05,0,0
"6",0,0,0.0101546204100078,0.0101557302402844,0.0101529719017082,0,0,0,0,0.00293825197853737,0.000230571217137691,0.00445567963413031,0.00232312941968395,0.000212395819092393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237521305860074,0,0.00707777015880296,0.00575127184330833,0.027246075806503,0.00659854279170393,0.00148951546236528,0.0225003912778269,0.046407662028483,0.0309562311034185,0.00622770178308162,0.000931034527061734,0.00016046762825993,4.96767103489813e-05,0,0
"7",0,0,0.00601305463904786,0.00601285467000202,0.00601256185332629,0,0,0,0,0.00163549470370633,0.000139661629453041,0.00270691189069172,0.00140563418246351,0.000133277476610128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349965393141656,0,0.00276451092986856,0.0102019500356088,0.037466122260978,0.00513685258782243,0.00140143749561235,0.0115656323451459,0.0172800522108244,0.0106161966476947,0.00352017568221636,0.000558415307195871,9.61328406221686e-05,1.09361418423609e-05,0,0
"8",0,0,0.00566366075133507,0.00566067874089453,0.00566282580981485,0,0,0,0,0.00139119733324932,0.000133246197312401,0.00263960633489267,0.00137654516569066,0.000130249490823249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414273410613671,0,0.00216968606836808,0.0114280527799219,0.0435504225307311,0.0048123932984033,0.000605073274351685,0.0107240265128961,0.00696036668637634,0.00215338751635445,0.000826795634993372,0.000277080325923774,5.9363355835375e-05,9.9598391951439e-06,4.8274432587784e-05,0
"9",0,0,0.017317858684573,0.0173182888952841,0.0173154504894128,0,0,0,0,0.00400896527862369,0.000398037067386942,0.00820693508973564,0.0043127172478752,0.000398848995287755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354468399845428,0,0.0152632647445205,0.00581654419847607,0.0374961075500218,0.00496944239885232,0.000726349728337329,0.0170253231457272,0.0166460202071689,0.00821168414352049,0.000907445576852903,0.000123399411787874,4.97121977506417e-05,0,0,0
"10",0,0,0.0155197230725454,0.0155206209718137,0.0155206812586776,0,0,0,0,0.00363249851354432,0.000354200615685939,0.00731824474668242,0.00385786095424455,0.00035722213720684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232245217168827,0,0.0117098134067132,0.00610870227519511,0.0243229873137271,0.00669120458494546,0.0014614073432297,0.0306300076705802,0.032533430686364,0.0184733261975639,0.00283302269584808,0.000183685166741769,4.66943328620586e-05,3.84572218949486e-05,0,0
