"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","QCt1_mean1","QCt2_mean1","QCt3_mean1","QCt4_mean1","QCt5_mean1","QCt6_mean1","QCt7_mean1","QCt8_mean1","QCt9_mean1","QCt10_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"1",0.4624,0,14.2829235,13.820502,14.012114,0.2708,0.2208,0.0081,0.0419,3.790296,0.293538,6.283317,3.3386925,0.306268,149.6352,97.8096,178.8429,294.3309,268.6111,463.3339,82122.8516,72483.6406,12.3063,1.9024,7.5369,8.7456,0.6773,10.8736,11.5556,0.5782,0.1863,4.9963,0.384137,0.8206,0.151533,0.1232905,0.128796,0.1320465,0.008736,1.8709085,4.0408555,6.010533,7.188698,7.732651,7.8383625,7.8992905,7.9632,8.0288
"2",4.346,0.0033,14.02898,9.6829925,13.944184,0.0848,0.068,0.0028,0.014,3.881686,0.290894,6.185564,3.284706,0.3013345,138.2657,95.95,171.6355,304.2194,269.5205,463.6816,82117.2266,72483.6406,11.3712,1.86,7.2086,8.9729,0.6724,10.7236,11.3891,0.5699,0.1849,5.12,0.431008,0.8136,0.1171815,0.1686135,0.126596,0.1357955,0.0100495,1.9090295,4.1137575,5.997326,7.273797,7.850298,7.9489975,8.0038,8.062,8.1218
"3",11.0292,0,14.246517,3.2173645,14.048134,0.1984,0.159,0.0067,0.0327,4.0015145,0.291986,6.177044,3.2769425,0.3006425,127.7586,94.1391,164.7694,312.6644,270.3876,464.1797,82111.6016,72483.6406,10.5071,1.8107,6.8661,9.1981,0.6712,10.6494,11.299,0.5654,0.1846,5.2436,0.455088,0.7701,0.149299,0.108256,0.2093975,0.1374395,0.0065545,1.9561055,4.179892,5.94143,7.286458,7.9138515,8.019109,8.0754895,8.1333,8.1922
"4",30.9225,1.3652,22.791676,-8.130849,16.070084,6.7216,5.5394,0.3004,0.8818,4.702291,0.3357665,6.9895855,3.7027055,0.33973,118.7221,92.4708,158.6185,318.29,271.1323,464.9778,82104.5859,72484.9844,9.7191,1.8047,6.6972,11.0548,0.7893,12.3222,13.0552,0.6534,0.2171,6.2972,0.745421,1.1653,0.046338,0.4670045,0.08843,0.189988,0.055839,1.7058095,4.060644,5.7471975,7.235629,8.0137075,8.136729,8.199297,8.2606,8.3224
"5",70.4879,54.6154,70.04651,-0.4413895,35.8800245,34.1665,27.4948,1.9425,4.7291,10.663648,0.764879,15.510598,8.1893305,0.7515705,152.86,92.7296,160.2243,310.624,270.8635,466.9795,82084.2109,72493.2812,10.3056,1.7761,6.5326,24.7657,1.7763,27.0153,28.5274,1.428,0.4885,14.1096,1.8470405,2.696,0.382471,0.5195495,0.630616,0.6968735,0.026367,1.0340485,3.4022415,4.691115,6.353537,8.1455625,8.4133675,8.545981,8.647199,8.726
"6",111.0942,53.0956,111.852066,0.7578695,54.8046355,57.0474,45.0366,3.4303,8.5805,15.795941,1.177682,24.039973,12.631264,1.1597865,172.4248,95.0054,169.7462,293.6804,269.6111,469.049,82051.7734,72508.3594,13.214,1.7874,6.7317,37.159,2.7711,42.4279,44.5845,2.2329,0.762,21.1995,2.775362,4.7815,0.60258,0.919498,0.901009,0.954857,0.1623835,1.4060485,3.5914505,4.642766,6.186969,8.314213,8.6845445,8.8719215,9.0216,9.1407
"7",152.7026,61.5229,162.2468465,9.5442665,84.9170365,77.3298,59.3438,5.1218,12.8642,23.0152045,1.861769,38.2041275,19.998393,1.8375445,188.9003,99.2744,186.9443,259.8144,266.6941,469.5122,82000.0312,72523.4766,14.2862,1.8833,7.4112,55.8502,4.5186,69.5422,72.8055,3.6489,1.2426,31.9602,6.5635825,10.0355,0.6041015,3.23777,1.717221,1.6085945,0.276434,2.277505,4.9030095,5.68175,6.7310065,9.035586,9.4071115,9.5905835,9.7465,9.8775
"8",149.2716,56.2078,161.7420635,12.4704905,80.356479,81.3856,64.2607,5.2618,11.8632,19.774932,1.7741755,37.3839465,19.619207,1.8042185,201.525,102.9325,201.3411,235.5636,264.048,466.3732,81949.2031,72537.9062,15.4791,1.9625,8.0863,48.1105,4.315,68.1838,71.5642,3.5897,1.1866,27.6474,7.458673,9.9004,0.5136555,3.234272,2.4265275,1.797873,0.0184515,1.8074065,4.791975,5.5612415,6.5759135,9.1169305,9.4983035,9.6756,9.8328,9.9713
"9",97.5866,27.1,122.5674035,24.980735,50.1047755,72.4626,61.038,4.199,7.2257,11.601565,1.0974875,23.723131,12.5295715,1.1530145,199.102,103.8602,204.6568,232.5846,263.033,463.4081,81918.2031,72550.2656,15.9731,1.7824,7.5243,26.7436,2.5298,41.0045,43.313,2.1741,0.6957,15.4047,3.059382,3.7716,0.8239405,0.1247505,1.8476055,1.087034,0.0059,0.7476685,3.573227,4.4354675,5.6994835,8.2302915,8.643451,8.8397955,9.015,9.1709
"10",56.1615,15.9824,89.3958545,33.234402,32.8308995,56.5649,49.1466,2.8369,4.5814,7.618847,0.710982,15.5105175,8.232613,0.7579405,191.5259,103.6132,203.2476,238.7785,262.9728,461.5907,81897.4922,72557.8984,15.5673,1.8452,7.8025,17.4522,1.6286,26.6479,28.2884,1.4206,0.4479,10.0466,1.735933,2.2796,0.5532195,0.154659,0.8669035,0.714367,0.008512,0.684943,3.277408,4.208097,5.5444555,7.6485045,8.0381465,8.2258,8.3926985,8.5398
"11",13.2472,0.0255,47.4662705,34.2190295,17.7969185,29.6694,26.6306,0.9287,2.11,4.186612,0.3760735,8.3692865,4.4547085,0.4102355,176.9835,101.7698,195.5776,251.6758,263.6785,460.722,81888.4297,72561.0156,14.5552,1.8458,7.6802,9.6154,0.8637,14.4161,15.3465,0.7709,0.2375,5.526,0.979468,1.1336,0.1738885,0.067314,0.548669,0.363483,0.004868,1.0601765,3.7655275,5.0202915,6.175732,7.3569065,7.632013,7.7702,7.9022,8.0271
"12",3.062,0,30.2859615,27.223987,16.224673,14.0613,11.7369,0.4073,1.917,4.028162,0.3422675,7.4929115,3.9935265,0.3678025,161.394,99.6082,186.7839,267.0852,264.727,460.3055,81881.8672,72561.0156,15.5894,2.1616,8.7938,9.3012,0.7903,12.9766,13.8324,0.6949,0.2173,5.333,0.459563,0.9615,0.172398,0.0935635,0.2112805,0.154717,0.0061175,1.8341485,4.303087,6.015457,6.93774,7.4815035,7.620752,7.6989,7.7831,7.8701
"13",2.2972,0,13.836962,11.5397525,12.8198245,1.0171,0.8311,0.0305,0.1556,3.334241,0.269983,5.8241845,3.1053895,0.286029,149.1293,97.8306,179.7132,279.0343,265.6188,460.2501,81876.2422,72561.0156,12.2647,1.7777,7.0706,7.6499,0.6194,10.0222,10.6874,0.5369,0.1703,4.3778,0.293029,0.669,0.1179585,0.0589545,0.099258,0.1348135,0.0045295,1.864234,4.213744,6.2244915,7.185367,7.649545,7.7389235,7.7907035,7.8507,7.9157
"14",4.4022,0,13.072619,8.6703855,13.059808,0.0128,0.0104,4e-04,0.002,3.5153,0.2742375,5.859099,3.1234625,0.2877155,137.7967,96.036,172.7225,289.5705,266.5172,460.3959,81870.6172,72561.0156,11.3327,1.7947,6.9907,8.0531,0.6282,10.0669,10.7333,0.5393,0.1728,4.602,0.27032,0.6295,0.0909295,0.0516955,0.0835965,0.135033,0.0051275,1.866951,4.2006695,6.263274,7.303036,7.793885,7.871274,7.913585,7.9635,8.0186
"15",29.621,1.3965,18.5848275,-11.036168,13.7454105,4.8394,3.9769,0.2225,0.64,3.80717,0.2881325,6.10049,3.250209,0.2994065,128.0023,94.3304,166.2422,298.5062,267.4119,460.7373,81864.9922,72561.0156,10.4926,1.8453,7.0387,8.8794,0.672,10.6698,11.3693,0.5713,0.1848,5.0685,0.4656375,0.8653,0.04798,0.2875775,0.0402865,0.137775,0.0307005,1.891291,4.190765,6.2474855,7.386328,7.923252,8.0043,8.0461,8.0953,8.1499
"16",38.186,44.5514,32.323632,-5.862315,15.249992,17.0736,14.9745,0.678,1.4212,4.347338,0.3205685,6.6922575,3.5616975,0.328128,159.9471,92.7906,160.556,306.5568,268.2036,461.3334,81858.3203,72562.0234,11.2142,1.8185,6.8014,10.2311,0.7544,11.8113,12.5723,0.6318,0.2075,5.8346,0.807032,1.1044,0.034301,0.4708065,0.165584,0.1706365,0.052156,1.842032,4.2328425,6.1451785,7.3733885,8.0252845,8.123671,8.1722015,8.2252,8.2829
"17",89.8623,32.382,84.603031,-5.259219,36.9826535,47.6204,38.9692,2.6299,6.0213,10.8360135,0.794496,16.0507335,8.516617,0.784797,165.5018,93.7682,164.9503,301.1548,267.876,463.2397,81836.6328,72570.1953,12.9564,1.7969,6.7021,25.323,1.8568,28.1367,29.8586,1.5008,0.5106,14.4383,2.056224,3.0065,0.2986605,0.768203,0.493511,0.7945105,0.1091985,0.9593155,3.305179,4.6612485,6.3382725,8.1939345,8.450183,8.5712115,8.6645,8.7393
"18",133.5995,49.0355,127.690333,-5.909248,58.7487475,68.9416,54.1339,4.4278,10.3799,16.641318,1.269577,25.8990155,13.6778045,1.2610365,176.5642,96.8231,177.4635,282.1048,266.4032,465.1534,81802.1484,72585.1016,13.4555,1.8482,7.1011,39.8867,3.0434,46.5667,49.1852,2.4735,0.8369,22.7746,4.273561,6.152,0.412644,1.968341,1.191642,1.113578,0.1633505,1.5680405,3.7460485,4.7471235,6.2482105,8.451327,8.8192425,9.0004965,9.1458,9.2625
"19",162.0417,63.3781,167.418425,5.3766995,81.5110855,85.9073,66.7798,5.8481,13.2793,21.617154,1.7880235,36.886614,19.426938,1.7923515,193.6379,101.2436,195.0902,253.0372,263.7582,465.0282,81752.4844,72599.2266,14.6154,1.9173,7.7244,51.6954,4.2756,66.1515,69.6796,3.5066,1.1758,29.6083,5.229129,8.7777,1.0689905,2.031954,1.6877255,1.5094525,0.1448045,2.023484,4.6584625,5.4495445,6.5655395,8.9554905,9.33662,9.5208465,9.6779985,9.8111
"20",144.9588,52.7151,158.106434,13.1476125,71.7784495,86.3279,69.2454,5.6401,11.4425,17.5265515,1.5774755,33.403744,17.6417795,1.628898,204.2192,104.5204,207.7952,236.0867,261.7269,462.319,81707.9688,72613.2188,15.7763,1.9948,8.381,41.4053,3.7262,59.1754,62.5047,3.1479,1.0247,23.7976,4.7053975,7.2276,1.2470955,1.059422,2.184202,1.4617695,0.0152125,1.491406,4.278626,5.087828,6.238823,8.779529,9.1796375,9.3671005,9.531939,9.677
"21",98.3422,30.0223,118.4207795,20.0785875,44.4297605,73.991,61.9421,4.3167,7.7322,10.361923,0.96289,20.953327,11.12389,1.02773,202.9632,105.7595,212.2281,236.6758,261.0399,459.9875,81680.5781,72624.6016,16.2672,1.763,7.5758,23.5179,2.1855,35.6533,37.8546,1.9076,0.601,13.5358,2.1902175,3.0531,1.219839,0.252128,1.039083,0.89901,0.0611785,0.031714,3.2146375,4.193904,5.5223155,7.975491,8.400964,8.6074985,8.7842,8.9341
"22",39.4005,7.9507,75.839341,36.4388505,25.297925,50.5414,45.0084,2.2544,3.2786,5.9614585,0.53715,11.882297,6.331804,0.58521,191.2858,104.8246,207.9966,246.7654,261.3183,458.8334,81665.0781,72630.2266,15.6529,1.73,7.4117,13.2347,1.1922,19.7787,21.0795,1.0627,0.3279,7.6069,0.734164,1.3984,0.992657,0.1891775,0.1090055,0.4359795,0.00252,0.319776,2.485041,3.91099,5.4703695,7.439164,7.8127825,7.9952,8.1543,8.2929
"23",8.5468,0,42.734449,34.187663,17.9668665,24.7676,22.1886,0.7361,1.8429,4.3313105,0.373781,8.376586,4.4717895,0.4134015,176.7494,102.914,199.9574,259.6098,262.0771,458.1601,81654.3828,72635.2969,14.5362,1.9106,8.0391,10.0193,0.8646,14.5308,15.5143,0.7823,0.2378,5.7484,0.8504295,1.2082,0.1469545,0.1415905,0.3814935,0.327335,0.0091595,0.919143,2.926912,4.6557665,6.084369,7.3213075,7.6083585,7.7537,7.8797,7.9884
"24",0.952,0,26.549917,25.597936,16.9773265,9.5726,7.9833,0.2792,1.3101,4.3140655,0.3536655,7.7725685,4.1530385,0.3839875,161.1806,100.6263,190.5535,274.9146,263.2014,457.9204,81647.8203,72635.2969,15.5688,2.2877,9.404,10.0084,0.8205,13.5243,14.4526,0.7289,0.2256,5.7303,0.5116165,1.0738,0.182983,0.143878,0.2238945,0.143842,0.008646,1.60651,3.4369505,5.5479215,6.8380715,7.488621,7.6480005,7.7344,7.8177,7.8975
"25",1.2924,0,14.2047,12.912259,13.726058,0.4786,0.3893,0.0143,0.075,3.655001,0.286128,6.178317,3.301358,0.305259,148.9321,98.6982,182.8142,286.6958,264.1759,458.0177,81642.1953,72635.2969,12.2485,1.9283,7.7393,8.4924,0.6648,10.7666,11.5061,0.5803,0.1828,4.8536,0.40327,0.8402,0.090523,0.194167,0.085119,0.1239845,0.010278,1.739226,3.744663,5.7851975,7.107256,7.681362,7.7882985,7.8460025,7.9065,7.9687
"26",2.8693,0,13.6670085,10.797695,13.657803,0.0092,0.0074,3e-04,0.0015,3.7579385,0.284069,6.0726575,3.2432265,0.2999085,137.6145,96.8205,175.4425,297.0318,265.1186,458.3219,81636.5703,72635.2969,11.3177,1.8776,7.3717,8.6371,0.6529,10.468,11.1813,0.564,0.1795,4.93,0.369509,0.7045,0.107843,0.082143,0.1588325,0.128536,0.005597,1.8226665,3.927051,5.784266,7.201988,7.8125165,7.9067145,7.9537,8.0046,8.0582
"27",8.4839,0.0012,13.703232,5.2192945,13.486909,0.2163,0.1722,0.0074,0.0367,3.8069225,0.27954,5.938634,3.168769,0.2930445,127.1574,95.0266,168.5506,305.9117,266.0022,458.7807,81630.9453,72635.2969,10.4576,1.794,6.8924,8.7369,0.6415,10.2219,10.9085,0.5503,0.1764,4.9817,0.358426,0.6946,0.1219955,0.076398,0.151154,0.13087,0.0093475,1.8487005,3.986462,5.7388715,7.2279195,7.89031,7.991012,8.0387935,8.0884,8.1398
"28",20.6635,0.3834,15.183262,-5.480281,13.8917525,1.2915,1.0539,0.0628,0.1749,4.00167,0.2870665,6.069369,3.234505,0.299141,117.6851,93.2341,161.8211,313.3699,266.8841,459.3969,81625.3203,72635.2969,9.664,1.8309,6.8827,9.3633,0.6717,10.6506,11.3519,0.5727,0.1847,5.3346,0.5257555,0.9118,0.043726,0.3338975,0.0586665,0.1331905,0.0310915,1.861881,3.9590525,5.678361,7.2700565,7.977678,8.088498,8.140414,8.1925,8.2455
"29",60.0166,40.9658,47.3451935,-12.671474,21.1474535,26.1977,20.5063,1.5703,4.1211,6.345612,0.4483125,9.079139,4.8278395,0.4465515,140.4818,93.1423,161.9865,315.1241,267.3759,460.7705,81614.4922,72638.5703,9.6048,1.8047,6.6862,14.8007,1.0457,15.8844,16.8931,0.8523,0.2876,8.4279,1.1694655,1.5306,0.151567,0.477084,0.364087,0.328287,0.0680525,1.2336405,3.832074,5.40541,6.987884,8.1027365,8.243604,8.3066685,8.373099,8.4462
"30",111.5786,64.7352,99.8945875,-11.6840525,47.705367,52.1892,40.412,3.2025,8.5748,14.215841,1.0236225,20.5734865,10.8852325,1.0071815,172.0811,95.4149,171.5027,301.1746,266.4944,463.6295,81586.5078,72649.8516,12.6527,1.8237,6.8695,33.7425,2.43,36.6264,38.7565,1.956,0.6682,19.2266,2.9288315,4.5154,0.3578925,1.3816785,0.640483,0.906672,0.1946125,1.5026685,3.4937485,4.655122,6.340515,8.360489,8.6608165,8.802726,8.9182,9.0155
"31",143.9895,54.9698,146.4283065,2.4388465,73.9005535,72.5277,56.3554,4.6806,11.4917,20.707942,1.598041,32.767916,17.231307,1.5953505,185.3493,99.0186,186.0105,273.0383,264.2342,465.47,81541.7812,72663.4141,14.2168,1.8931,7.4802,50.1191,3.8688,59.4983,62.5744,3.16,1.0639,28.6294,5.899155,8.4787,0.4228695,2.9318425,1.514776,1.452538,0.066378,1.6764845,4.373225,5.243381,6.4868815,8.793185,9.168143,9.3542075,9.50834,9.6343
