"","GPP_sd1","NPP_sd1","Reco_sd1","NEE_sd1","Rh_sd1","Ra_sd1","Rleaf_sd1","Rstem_sd1","Rroot_sd1","Rh4_sd1","Rh5_sd1","Rh6_sd1","Rh7_sd1","Rh8_sd1","QC1_sd1","QC2_sd1","QC3_sd1","QC4_sd1","QC5_sd1","QC6_sd1","QC7_sd1","QC8_sd1","QCt1_sd1","QCt2_sd1","QCt3_sd1","QCt4_sd1","QCt5_sd1","QCt6_sd1","QCt7_sd1","QCt8_sd1","QCt9_sd1","QCt10_sd1","QCt11_sd1","QCt12_sd1","NPPL_sd1","NPPR_sd1","NPPS_sd1","add_sd1","simuCH4_sd1","prod_sd1","oxid_sd1","diff_sd1","ebu_sd1","pla_sd1","conc1_sd1","conc2_sd1","conc3_sd1","conc4_sd1","conc5_sd1","conc6_sd1","conc7_sd1","conc8_sd1","conc9_sd1","conc10_sd1"
"1",0,0,0.00320905272608561,0.00320615775267996,0.00320967162555417,0,0,0,0,0.000877826702395688,7.04440538971144e-05,0.00143890543737779,0.00075715997150199,7.53080513969975e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00800527506446315,0,0.00203421092026768,0.00215435813130404,0.00849958451183042,0.00181423375788693,0.000577329176428761,0.0296938822575805,0.0638258737751888,0.0826939395074544,0.0174185843719588,0.00155166897023379,0.000133681642580961,5.00400641093202e-05,0,0
"2",0,0,0.00301117581678639,0.00300913917876764,0.00301029605265812,0,0,0,0,0.000846856145199001,6.95245807946249e-05,0.00133260821297882,0.000704394309094973,7.01772733824906e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00891567603709314,0,0.00225182367420707,0.00238572282270459,0.00950467354507228,0.00154249459615206,0.00151185799239821,0.0302990621732283,0.0616242959123541,0.116909268898187,0.0242456607104565,0.00206937203064177,0.000188179337138467,0,0,0
"3",0,0,0.00367986941042146,0.0036816561795541,0.00368074268775567,0,0,0,0,0.00106118115838052,7.89233666007161e-05,0.00161560847406882,0.000851001979279405,8.26417528773245e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00988617564773536,0,0.00289342384781875,0.00258858078122392,0.0105833352176267,0.00163016527925096,0.000912803604748406,0.0343959338482121,0.063997164297148,0.0932644774008288,0.0240858027507554,0.00252878592936474,0.000239560720230249,5.15767420513247e-05,0,0
"4",0,0,0.00238783035989891,0.00238619720774046,0.00238741740878458,0,0,0,0,0.000706575216855294,5.74246914696127e-05,0.00103724258703967,0.000544715402517207,5.86046842670063e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00844271299081584,0,0.00100481603815877,0.00316376911769177,0.00873464898813294,0.00192311074821493,0.00286167233923703,0.0233986236170923,0.0504781490133665,0.0640198963546374,0.0186852787853586,0.0023720701493816,0.000262435868680873,4.07327671123291e-05,0,0
"5",0,0,0.00861774442635651,0.00861602541941795,0.0086171293640604,0,0,0,0,0.00259239692246524,0.000181485630472895,0.00371971884105681,0.00194705441160836,0.000177888303429392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207057203678574,0,0.00548345397856772,0.00573599776680235,0.0234785590799978,0.0060374001889956,0.0015862797884151,0.0232986645320704,0.0542596903784008,0.0375413490009299,0.00892299708584443,0.00164758663609744,0.00023215846982217,4.39456760658748e-05,4.56948140608362e-05,0
"6",0,0,0.00946452542513603,0.00946146670153674,0.00946188229016549,0,0,0,0,0.00276369891692408,0.000200581419407726,0.00414349273730858,0.00215912748651068,0.000201335321848002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251235864843312,0,0.00608789126052691,0.00614532404150915,0.0280022445271288,0.006386500225496,0.00154079950877864,0.0235047264039949,0.0473117551938103,0.0313718923065502,0.00641593363500725,0.000947888699147692,0.000163104156696809,4.47858408771882e-05,4.42306760676536e-05,0
"7",0,0,0.00623020833936576,0.00622521160113919,0.00622580540539834,0,0,0,0,0.00170960341825098,0.000134354986974977,0.00279800142672714,0.00145245022748681,0.000136568157794717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355737307523301,0,0.00230833473710314,0.0104615097558978,0.039242759629857,0.00543621925602704,0.00137238979429862,0.0121429104991671,0.0172375290100625,0.0105118109714644,0.0034580653944865,0.000568753902847252,0.000110296376101599,3.06901249187858e-05,9.95983919532083e-06,0
"8",0,0,0.0050534957007591,0.00505376662641124,0.005053856147926,0,0,0,0,0.0012491238452457,0.000113669175077162,0.002355698969578,0.00122787104151419,0.000117420505663609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405002078700225,0,0.00192915464265324,0.0115962651906873,0.043205464043874,0.00444976801989292,0.000754983443527075,0.0108104392433086,0.00676599892720699,0.00211018306911279,0.000820132351604485,0.000278009241350854,6.94022575044003e-05,3.22931214251256e-05,0,0
"9",0,0,0.0168636532115456,0.0168679818966744,0.0168679369976627,0,0,0,0,0.00392214981334429,0.000359655758370517,0.00800356157944146,0.00419678572968905,0.000385852983725831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364723994533369,0,0.0148506693708238,0.00290551947969615,0.0385493287247685,0.00596112954824687,0.000784700675608605,0.0182066777636773,0.015617201989985,0.0083269261771147,0.000919160634788667,0.000123502006019919,4.8106011856552e-05,4.99474673940031e-05,1.91387717779547e-05,0
"10",0,0,0.0151488743750044,0.0151497522205708,0.0151487065659496,0,0,0,0,0.00355993836496149,0.000321897866524386,0.00715326320702793,0.00376737780306431,0.000347937006253484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261918738021267,0,0.01049439988078,0.00426333156017497,0.0278837129258832,0.00912138340771514,0.001771132343886,0.0327731455661583,0.0309199182840671,0.017954979436723,0.00274752292154385,0.000175409740762305,2.80644834347125e-05,2.05300503148409e-05,7.73042812771696e-06,0
