"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","QCt1_mean1","QCt2_mean1","QCt3_mean1","QCt4_mean1","QCt5_mean1","QCt6_mean1","QCt7_mean1","QCt8_mean1","QCt9_mean1","QCt10_mean1","QCt11_mean1","QCt12_mean1","NPPL_mean1","NPPR_mean1","NPPS_mean1","add_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"21",89.6815,31.0863,103.8175632,14.1360262,44.814782,59.0028,46.7679,4.428,7.8069,10.5619512,1.0184328,21.0855802,11.1215496,1.0272664,169.5146,218.803,211.7169,241.9493,276.2522,463.1684,81705.8203,72629.75,17.773,1.888,7.5499,23.9729,2.3117,35.8808,37.8494,1.9069,0.6357,13.8208,19.7828,14.3523,15.5431,12.4345,3.1086,0,2.2039146,3.0768,1.22939,0.2550032,1.0469134,0.9019988,0.0620496,0.0328242,3.2172408,4.2009444,5.5311974,7.9918118,8.4171378,8.6232886,8.7996,8.9491
"22",35.5934,8.2429,66.3099524,30.7165884,25.566601,40.7434,33.7299,2.8662,4.1472,6.1059214,0.568703,11.9701336,6.3363494,0.5854916,156.7698,217.774,207.613,252.942,276.567,462.0723,81690.3047,72635.375,16.8663,1.8539,7.401,13.553,1.262,19.9211,21.0906,1.063,0.347,7.8012,11.0236,7.9684,4.1214,3.2971,0.8243,0,0.7543764,1.4136,0.99646,0.1915618,0.110273,0.452539,0.0024032,0.3221058,2.442888,3.841182,5.4274462,7.4487642,7.8246182,8.007,8.1659,8.3043
"23",7.5184,0,37.3194702,29.8010354,18.1846198,19.1348,15.2341,1.2872,2.6135,4.4478604,0.3961394,8.4474918,4.4791484,0.4139808,141.4621,215.7103,199.5822,266.3074,277.403,461.4514,81679.6094,72640.4453,15.3078,2.0639,8.031,10.2845,0.9159,14.6474,15.5331,0.7831,0.2519,5.9084,8.1189,5.8589,0,0,0,0,0.8794772,1.2267,0.1457112,0.1462406,0.3869116,0.346331,0.009188,0.87322,2.8381576,4.5556928,6.0327862,7.3246996,7.617124,7.7627,7.8887,7.9973
"24",0.8141,0,24.2775238,23.463429,17.1744116,7.1031,5.3817,0.5007,1.2208,4.4264172,0.374575,7.8328146,4.1563998,0.3842022,125.4817,213.2148,190.1883,281.7882,278.6566,461.2704,81673.0469,72640.4453,15.9804,2.4956,9.3938,10.2722,0.8693,13.6334,14.4688,0.7295,0.239,5.8888,7.5627,5.4533,0,0,0,0,0.5180484,1.0883,0.1836016,0.1459606,0.2285186,0.1435712,0.0087716,1.5920342,3.3829064,5.4879222,6.820263,7.490868,7.6541684,7.7411,7.8245006,7.9043
"25",1.085,0,14.2535514,13.1685326,13.8832448,0.3703,0.2747,0.0275,0.0681,3.7449018,0.3030842,6.2262382,3.3036288,0.305399,113.229,211.0896,182.4579,293.3888,279.7593,461.4226,81667.4219,72640.4453,12.2526,2.1249,7.7304,8.705,0.7045,10.8547,11.519,0.5808,0.1937,4.9815,6.0209,4.3419,0,0,0,0,0.4097258,0.8524,0.0900782,0.1989028,0.087564,0.1232612,0.010484,1.735259,3.7103992,5.7246014,7.0952454,7.6843126,7.7937378,7.8518994,7.9125,7.9747
"26",2.3524,0,13.8346804,11.482278,13.8301434,0.0045,0.0033,4e-04,9e-04,3.8486186,0.3014234,6.12941,3.2502038,0.3004826,102.1728,208.9987,175.0851,303.2799,280.8428,461.7765,81661.7969,72640.4453,11.0562,2.0912,7.3728,8.8483,0.693,10.5691,11.2088,0.5652,0.1906,5.0571,5.8588,4.2276,0,0,0,0,0.373129,0.7152,0.1086458,0.084727,0.1602124,0.128193,0.005829,1.822888,3.8996046,5.7260774,7.1901216,7.815954,7.9121602,7.9595,8.0105,8.0642
"27",6.8354,7e-04,13.8082254,6.972817,13.711431,0.0968,0.0681,0.0089,0.0198,3.9067294,0.2980586,6.0217454,3.1899594,0.2949312,92.1965,206.9729,168.1599,311.5175,281.8791,462.2695,81656.1719,72640.4453,9.9766,2.026,6.9251,8.9711,0.6844,10.3708,10.9877,0.5541,0.1882,5.1223,5.7432,4.1483,3e-04,0,3e-04,0,0.364296,0.7119,0.1240094,0.0821538,0.1513638,0.1307788,0.010339,1.8592622,3.9694584,5.7046766,7.2211434,7.895486,7.9979034,8.045984,8.0957,8.1471
"28",16.2835,0.2384,14.866212,-1.4172446,14.0132216,0.853,0.5929,0.1345,0.1256,4.0660272,0.3040292,6.1111312,3.233089,0.298937,83.3124,205.0196,161.2934,318.174,282.9273,462.9127,81650.5469,72640.4453,9.0033,2.0725,6.8668,9.5216,0.7119,10.7327,11.3562,0.5727,0.1958,5.4327,5.9358,4.2931,0.1192,0,0.1192,0,0.5434902,0.9258,0.0390226,0.3470474,0.063011,0.1334344,0.0313272,1.865373,3.9503008,5.6647298,7.2672016,7.982103,8.0941258,8.1462748,8.1984,8.2515
"29",47.5979,36.0656,37.4572052,-10.1406678,21.3349058,16.1223,11.5089,3.447,1.1663,6.432143,0.4754766,9.1503704,4.8302488,0.4466682,105.3858,207.4642,155.2857,318.972,283.5762,464.2945,81639.7344,72643.7344,8.9109,2.0635,6.5816,15.0017,1.109,16.0081,16.9006,0.8525,0.305,8.5559,8.8339,6.4032,5.0818,0.5739,4.508,25.9018,1.2116056,1.5544,0.146308,0.4923774,0.3698418,0.3493886,0.0730612,1.1223434,3.75442,5.3115648,6.9383332,8.1070258,8.2497658,8.3130082,8.3795,8.4527
"30",96.6987,66.0162,93.2274704,-3.4711978,48.0900668,45.1374,32.1724,4.1255,8.8395,14.3803112,1.0858894,20.7287476,10.8879296,1.0071902,138.4033,209.3847,164.7532,304.663,282.7773,467.1372,81611.7734,72655.0391,12.9416,2.0904,6.5784,34.1364,2.5781,36.9066,38.7701,1.9562,0.709,19.484,20.2654,14.7626,20.0571,16.0457,4.0114,25.9018,2.9984598,4.5732,0.341886,1.4054552,0.6440522,0.948954,0.1932576,1.4125824,3.335741,4.4593092,6.2327798,8.3626324,8.6709444,8.813202,8.9286226,9.026
"31",128.18,58.6383,133.1783216,4.9983072,74.5045454,58.6738,41.1749,5.1587,12.3402,20.9600364,1.6960664,33.0154334,17.2374736,1.595538,152.6201,213.1222,180.9646,276.6007,280.4796,468.9407,81567.2891,72668.5938,15.1021,2.1257,7.2439,50.7281,4.106,59.9456,62.5946,3.1603,1.1291,29.0296,32.7194,23.9782,29.3191,23.4553,5.8638,0,5.941084,8.5541,0.4213264,2.9409978,1.5220202,1.4780662,0.0658348,1.6325416,4.2695376,5.1284684,6.428263,8.8016006,9.184502,9.3707706,9.5246,9.6504
"32",127.4661,54.7764,128.6622834,1.196169,62.0168752,66.6454,49.2645,5.5764,11.8045,16.362819,1.4154788,28.181037,14.6962702,1.361273,163.9082,216.5192,195.3721,262.3622,278.9464,468.4211,81530.6406,72683.7812,16.1002,2.0803,7.5032,38.1575,3.3007,49.2847,51.4034,2.5971,0.9077,21.8943,26.8704,19.7139,27.3882,21.9106,5.4776,0,3.185966,5.2157,1.0000186,0.3690206,1.6608232,1.1561178,0.0065174,1.607876,4.0237702,4.880489,6.1660268,8.564626,8.9721354,9.1697018,9.3401844,9.4879
"33",91.6095,44.126,112.8573048,21.2478222,58.4109828,54.4463,40.3133,4.4271,9.7059,14.6580814,1.3254742,27.0088822,14.1106918,1.3078514,168.7531,218.7747,204.7803,253.8689,277.6793,466.6345,81495.3984,72697.5469,17.2181,2.1563,8.2423,34.278,3.0994,47.3596,49.4853,2.5018,0.8523,19.7052,25.8684,18.9438,22.063,17.6504,4.4126,0,3.2963182,5.2417,1.0006004,0.4875132,1.6138642,1.194937,0.0097402,0.977863,3.668599,4.5302028,5.8509782,8.2987184,8.7158258,8.9201956,9.0953,9.2441
"34",37.1435,10.7218,66.835573,29.6920928,34.3550322,32.4805,26.1802,2.3569,3.9434,8.4110148,0.762962,16.0109628,8.3918928,0.7782004,157.2339,217.6537,200.591,259.6897,277.7415,465.2372,81473.9922,72706.2734,16.88,2.194,8.4778,19.8666,1.8021,28.3629,29.7321,1.5039,0.4956,11.4222,15.5428,11.3452,5.3609,4.2887,1.0722,0,2.7863918,3.2669,0.211181,0.865553,1.0255654,0.895272,0.0287056,0.692829,3.1269338,4.1272318,5.6083708,7.7540244,8.1538428,8.3508,8.5206,8.6647
"35",5.6337,0,32.34292,26.7092512,18.0988824,14.2441,11.4353,0.9613,1.8474,4.4983508,0.3926256,8.3917222,4.407361,0.4088246,141.8808,215.4728,192.3931,273.1443,278.6849,464.6455,81464.0234,72710.6172,15.3531,2.1812,8.1979,10.4265,0.91,14.5876,15.3229,0.7753,0.2503,5.9848,8.0103,5.835,0,0,0,0,1.1016726,1.308,0.1969112,0.2097848,0.5591582,0.3327306,0.0093656,1.1730416,3.447647,4.9178548,6.2683198,7.4612302,7.7496258,7.8961,8.0276,8.1438
"36",0.5101,0,19.8907874,19.3806656,16.2922416,3.5985,2.7274,0.2528,0.6183,4.260461,0.353202,7.4181034,3.8987816,0.3616936,125.8531,212.9646,183.2823,288.8204,280.0018,464.4958,81457.4609,72710.6172,16.0277,2.5084,9.1108,9.8454,0.8163,12.8576,13.5153,0.6839,0.2245,5.6395,7.0654,5.143,0,0,0,0,0.472657,0.9161,0.1288112,0.1110098,0.2251138,0.136533,0.0038086,1.7464628,3.7804052,5.7379952,6.9557464,7.5749198,7.731823,7.8182008,7.8996,7.9752
"37",0.4796,0,13.3618466,12.8822542,13.2389602,0.1229,0.0918,0.0092,0.0219,3.6118086,0.2865248,5.9332268,3.1181068,0.2892908,113.5643,210.8614,175.8998,300.5238,281.1324,464.6335,81451.4297,72710.6172,12.2889,2.1029,7.3826,8.2834,0.6571,10.2056,10.7267,0.5428,0.1807,4.7366,5.6077,4.0822,0,0,0,0,0.2813138,0.6097,0.0583824,0.0462812,0.1079894,0.1270438,0.0041308,1.7734414,3.9067796,5.868364,7.164721,7.7309884,7.842864,7.904,7.9621,8.0170252
"38",1.2232,0,13.3517382,12.1285018,13.3477006,0.004,0.003,3e-04,7e-04,3.7596784,0.2889306,5.9081198,3.1030552,0.2879156,102.4753,208.7814,168.8233,310.4103,282.2409,464.9746,81445.8047,72710.6172,11.089,2.0795,7.0763,8.5861,0.6598,10.1194,10.6298,0.538,0.1815,4.9038,5.557,4.0478,0,0,0,0,0.2630198,0.5488,0.0550492,0.0400314,0.0986274,0.124363,0.0034134,1.5763746,3.9116862,5.7861044,7.250534,7.85874,7.9585032,8.0092884,8.0588,8.1072
"39",7.5523,9e-04,14.0560422,6.5037802,13.9477708,0.1083,0.0772,0.0098,0.0212,4.0300464,0.3021084,6.111459,3.20661,0.2975444,92.4696,206.6969,161.9483,318.3686,283.3217,465.5064,81440.1797,72710.6172,10.0062,2.0847,6.875,9.2303,0.6919,10.4979,11.0162,0.5576,0.1903,5.2669,5.759,4.1992,4e-04,0,4e-04,0,0.3589192,0.626,0.0769594,0.0632616,0.1741212,0.121532,0.0078376,1.7034846,3.9241974,5.7347126,7.2761742,7.946694,8.0494088,8.0982666,8.1472,8.197
"40",20.8946,0.0588,15.6080496,-5.2865338,14.3120196,1.296,0.9058,0.1358,0.2543,4.2178752,0.3104198,6.2214268,3.2597914,0.302502,83.4685,204.6569,155.3358,324.5051,284.3587,466.1996,81434.5469,72710.625,9.0305,2.0695,6.6122,9.8136,0.7222,10.8552,11.3754,0.5758,0.1986,5.5961,5.9468,4.3421,0.0294,0,0.0294,0,0.4863554,0.8503,0.0492786,0.2624982,0.094361,0.129495,0.0354774,1.8159796,3.9244738,5.695491,7.3146264,8.0213032,8.1297044,8.1800572,8.2332,8.2896
"41",56.1466,30.903,43.4035164,-12.7430908,23.873139,19.5304,13.5368,4.9325,1.0611,7.320087,0.5351784,10.195165,5.328193,0.4945088,98.7549,209.6465,149.0011,322.5454,284.8565,467.8528,81421.9531,72715.3047,8.5678,2.0599,6.3354,17.1707,1.2553,17.9395,18.7513,0.9493,0.3452,9.7891,9.8028,7.1758,7.0489,0,7.0489,16.8052,1.5162372,1.8327,0.1277068,0.662195,0.4787908,0.37525,0.0120402,1.1757324,3.8308842,5.3410164,6.956457,8.1693386,8.3105366,8.375109,8.4488,8.5337
"42",109.6131,81.2731,108.971944,-0.6411232,56.2262818,52.7457,36.8098,4.9087,11.0272,16.7316882,1.2700328,24.3777842,12.6703404,1.1764364,143.2326,212.4853,161.4825,301.8113,283.5924,470.7596,81388.8125,72729.4297,12.9292,2.1206,6.4257,40.4037,3.0673,44.155,45.8983,2.3245,0.8435,23.0656,23.9952,17.662,23.8663,18.907,4.9593,33.5406,4.3390872,6.1067,0.0567482,2.399255,0.76652,1.1733148,0.245884,1.6126468,3.5922446,4.6684422,6.313839,8.4860416,8.8113484,8.966903,9.0908,9.2006
"43",137.9857,57.2588,139.5782904,1.5925248,74.1562858,65.422,46.9718,5.5832,12.867,20.6063312,1.6853864,33.1335506,17.1386538,1.5923692,156.4794,216.0584,177.3391,274.8334,281.3563,471.7032,81344.9062,72742.9531,15.3827,2.1527,7.0467,49.7371,4.0666,59.9559,62.0261,3.1434,1.1183,28.4737,32.4276,23.9823,28.6294,22.9035,5.7259,0,5.866082,8.4304,0.601148,2.5840174,1.8183526,1.4637124,0.0538418,1.8870594,4.4088724,5.2437006,6.4592434,8.8205208,9.193716,9.3655038,9.5036,9.6273
"44",129.7677,57.3285,147.4551442,17.6873498,73.9858912,73.4693,55.0394,6.0603,12.3696,19.2034164,1.6996204,33.9087598,17.5429836,1.631113,168.4847,219.687,192.8712,254.0515,279.1456,470.1853,81301.0625,72756.6797,16.6591,2.1039,7.399,45.1573,3.9973,59.8104,61.8872,3.1386,1.0993,25.9357,32.356,23.9242,28.6642,22.9314,5.7328,0,4.0816622,6.904,1.212096,0.6397892,2.0622746,1.3795988,0.0568126,1.6848024,4.4772718,5.2642008,6.3741692,8.832128,9.2130682,9.3793626,9.5173,9.6416
