"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","QCt1_mean1","QCt2_mean1","QCt3_mean1","QCt4_mean1","QCt5_mean1","QCt6_mean1","QCt7_mean1","QCt8_mean1","QCt9_mean1","QCt10_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"1",0.385,0,14.363362,13.978407,14.178604,0.1848,0.1377,0.0139,0.0331,3.873734,0.309037,6.342634,3.346306,0.306891,113.5701,210.8233,175.8664,299.9287,282.2836,466.7962,82147.0547,72488.3984,12.2895,2.1165,7.4309,8.9433,0.7135,10.9826,11.5886,0.5797,0.1962,5.115,0.389465,0.8342,0.151679,0.126546,0.132351,0.130569,0.008921,1.8573,3.995865,5.946796,7.174883,7.735291,7.843774,7.905199,7.9693,8.0349
"2",3.593,0.0024,14.135544,10.542501,14.090821,0.0447,0.0323,0.0042,0.0083,3.955167,0.306088,6.238672,3.289218,0.301678,102.4817,208.737,168.7632,309.2768,283.3503,467.1667,82141.4297,72488.3984,11.0896,2.0876,7.1032,9.152,0.7083,10.8267,11.4163,0.5711,0.1948,5.2284,0.446035,0.8292,0.112891,0.180017,0.130954,0.135067,0.009972,1.899884,4.082677,5.928203,7.260667,7.853612,7.954414,8.0096,8.0679,8.1278
"3",8.9796,0,14.282597,5.303002,14.214991,0.0676,0.0482,0.0061,0.0133,4.075018,0.307973,6.24252,3.287892,0.301579,92.4749,206.683,161.9885,316.9937,284.3887,467.6812,82135.8047,72488.3984,10.0068,2.0541,6.7746,9.3718,0.7083,10.7676,11.3424,0.5675,0.1948,5.3493,0.457309,0.7835,0.1503,0.112371,0.20815,0.136783,0.006764,1.955641,4.157438,5.894188,7.275732,7.917496,8.024608,8.08129,8.1392,8.1982
"4",24.5753,0.403,18.366468,-6.20884,16.222457,2.144,1.5015,0.2939,0.3486,4.766613,0.353764,7.052594,3.709239,0.340257,83.6412,204.8225,155.3991,321.7211,285.3098,468.4731,82128.7891,72489.7422,9.0352,2.062,6.5894,11.2042,0.8315,12.4316,13.0765,0.6543,0.2287,6.391,0.761472,1.1786,0.04646,0.472225,0.092459,0.196788,0.055402,1.650657,4.038805,5.704554,7.216976,8.01714,8.141726,8.204542,8.2659,8.3278
"5",57.2533,51.7055,61.280885,4.027541,36.196088,25.0848,18.4115,4.0706,2.6027,10.778134,0.806501,15.652856,8.205698,0.752904,118.1846,207.302,151.9339,313.1025,285.1856,470.4281,82108.4375,72498.125,9.7953,2.0504,6.3011,25.0209,1.8722,27.2512,28.572,1.43,0.5148,14.2763,1.90034,2.735,0.379273,0.530664,0.628495,0.741184,0.027249,0.933949,3.222821,4.476405,6.232864,8.146482,8.421148,8.554074,8.6553,8.7342
"6",96.8623,53.3086,103.790914,6.928649,55.211293,48.5796,35.4403,4.3209,8.8185,15.931633,1.241224,24.233055,12.644632,1.160744,137.8755,209.2431,161.5119,295.9782,284.0089,472.3981,82076.0234,72513.2422,13.6508,2.0527,6.3958,37.476,2.9204,42.7659,44.6289,2.2346,0.8031,21.415,2.811737,4.8275,0.603515,0.924572,0.907533,0.979627,0.16131,1.323383,3.419784,4.450398,6.085226,8.31456,8.695059,8.882953,9.0326,9.1516
"7",135.511,65.4651,149.011178,13.50026,85.486571,63.5246,44.1828,5.6092,13.7325,23.208764,1.961755,38.472685,20.005578,1.837783,155.4942,213.6688,180.581,262.2135,281.0535,472.7108,82024.3984,72528.4141,15.114,2.1208,7.1167,56.3109,4.7605,70.0194,72.8196,3.6488,1.3091,32.2801,6.548129,10.0966,0.607684,3.231666,1.687477,1.628987,0.276517,2.213134,4.809732,5.582803,6.682817,9.044243,9.423248,9.6069,9.7625,9.8932
"8",134.7627,58.7488,145.500821,10.738111,80.915459,64.5853,46.7896,5.4205,12.3753,19.983555,1.869905,37.633419,19.624309,1.804271,168.1773,217.3815,196.2349,238.466,278.3438,469.4693,81973.7344,72542.8516,16.6913,2.1621,7.8451,48.6119,4.5473,68.6311,71.5746,3.5894,1.2505,27.9871,7.472135,9.9564,0.52132,3.231307,2.437118,1.803718,0.018144,1.813408,4.773729,5.543182,6.569352,9.131655,9.517249,9.6944,9.851048,9.9891
"9",88.5699,28.207,107.427293,18.857317,50.408242,57.0191,45.5206,4.316,7.1825,11.74532,1.155169,23.842878,12.513602,1.151282,164.975,218.2666,200.1812,236.3325,277.3259,466.4869,81942.875,72555.2656,17.3058,1.9354,7.3364,27.0661,2.6619,41.1977,43.2435,2.1701,0.732,15.6184,3.053564,3.7784,0.844571,0.146218,1.82809,1.079257,0.006504,0.72523,3.575959,4.445633,5.71133,8.242452,8.656857,8.853,9.0279,9.1836
"10",50.6069,16.632,78.372313,27.765413,33.080636,45.2917,36.7668,3.3838,5.141,7.745298,0.749048,15.600827,8.228119,0.757352,156.591,217.9309,199.2066,243.2404,277.3108,464.6909,81922.2891,72562.9844,16.7,1.9986,7.6274,17.7194,1.7136,26.7688,28.2368,1.4177,0.4712,10.2169,1.726512,2.2843,0.587507,0.15999,0.845909,0.720622,0.008343,0.656305,3.213065,4.143845,5.509917,7.655793,8.047467,8.235119,8.4018,8.5488
"11",11.7076,0.0185,40.521254,28.813676,17.935611,22.5856,18.4725,1.5612,2.5519,4.262134,0.396171,8.416381,4.451114,0.409812,141.3093,215.9195,191.6984,256.5659,278.113,463.8427,81913.25,72566.0938,15.291,2.0136,7.5157,9.7831,0.9093,14.4886,15.325,0.7696,0.2501,5.6308,0.994459,1.1395,0.172649,0.066015,0.551542,0.376901,0.004787,1.004683,3.651269,4.922185,6.13014,7.358278,7.637931,7.7764,7.9083,8.0332
"12",2.622,0,26.894035,24.272038,16.398017,10.496,7.9729,0.7492,1.7739,4.111515,0.361616,7.555574,4.000913,0.368399,125.3462,213.5295,183.0614,272.0275,279.3068,463.4547,81906.6875,72566.0938,15.9631,2.3894,8.6369,9.4983,0.8354,13.0915,13.8647,0.6964,0.2297,5.4538,0.459631,0.975,0.1725,0.094941,0.211726,0.152968,0.006244,1.79953,4.152891,5.946124,6.920388,7.483359,7.62601,7.7046,7.7888,7.8759
"13",1.9325,0,13.828853,11.896301,13.012581,0.8163,0.6077,0.0618,0.1468,3.413748,0.28662,5.8994,3.125035,0.287771,113.1068,211.5364,176.0858,283.711,280.3423,463.4077,81901.0625,72566.0938,12.2394,1.993,6.9756,7.8378,0.6581,10.1587,10.7626,0.5406,0.181,4.4918,0.294849,0.6835,0.118804,0.061591,0.100502,0.132751,0.00471,1.839082,4.131944,6.165042,7.173605,7.65331,7.745061,7.7973,7.8574,7.9225
"14",3.617,0,13.301414,9.684391,13.295448,0.006,0.0044,5e-04,0.0011,3.603807,0.292229,5.955043,3.153919,0.290449,102.0625,209.4996,169.1684,293.7172,281.4015,463.5576,81895.4375,72566.0938,11.0443,2.0364,6.9173,8.2611,0.6699,10.2383,10.8448,0.5448,0.1842,4.7278,0.273227,0.6443,0.090821,0.05503,0.084242,0.133961,0.005474,1.860802,4.155656,6.212015,7.295055,7.7996,7.878891,7.921516,7.9716,8.0268
"15",23.9637,0.9031,17.107107,-6.856631,13.872209,3.2349,2.3291,0.4916,0.4141,3.861286,0.304699,6.15078,3.255611,0.299832,92.5304,207.8532,162.2684,301.895,282.4699,463.9052,81889.8125,72566.0938,9.9836,2.0971,6.9002,9.0132,0.7112,10.767,11.3979,0.5726,0.1956,5.1529,0.482334,0.879,0.043308,0.299841,0.045041,0.137449,0.03125,1.892211,4.162699,6.183069,7.376089,7.927795,8.010486,8.052596,8.1018,8.1565
"16",31.9335,46.3251,24.930259,-7.00324,15.359556,9.5707,7.4683,0.8617,1.2406,4.391792,0.338712,6.738135,3.562773,0.328147,127.09,205.9927,156.1223,309.5598,283.443,464.4893,81883.1406,72567.1016,11.0654,2.0812,6.627,10.3361,0.7971,11.893,12.5767,0.6318,0.2192,5.9041,0.821521,1.1138,0.033199,0.476511,0.171105,0.173904,0.052488,1.813532,4.199756,6.061577,7.353064,8.027976,8.128144,8.176908,8.2299,8.2877
"17",78.4014,31.5831,77.561749,-0.83969,37.278658,40.2831,30.4392,3.5156,6.3282,10.953498,0.840532,16.17305,8.526094,0.785487,131.9031,206.6006,160.2711,304.2301,283.2255,466.3781,81861.4609,72575.3125,13.4392,2.0585,6.5153,25.5897,1.9638,28.3422,29.8825,1.5016,0.54,14.6144,2.096696,3.039,0.294415,0.7758,0.492738,0.828156,0.107996,0.894116,3.165125,4.466001,6.241052,8.194568,8.457214,8.578601,8.6719,8.7468
"18",117.5444,51.5969,117.010297,-0.534135,59.169214,57.8411,41.5752,5.1166,11.1493,16.815512,1.342457,26.070028,13.680255,1.260963,143.6178,209.6709,173.9763,285.2452,281.7817,468.2655,81827.0703,72590.2188,14.0836,2.0901,6.9335,40.3098,3.2186,46.8804,49.2006,2.4737,0.8851,23.0555,4.314453,6.2049,0.406478,1.979345,1.204207,1.130898,0.163213,1.523838,3.633131,4.612776,6.183826,8.454981,8.830493,9.012138,9.157308,9.2739
"19",145.1526,67.0892,151.446704,6.294047,82.119481,69.3272,49.3323,5.9929,14.0021,21.879284,1.89125,37.126852,19.429899,1.792199,161.4921,214.2561,193.1962,256.5194,279.0634,468.1273,81777.5547,72604.3438,15.6702,2.1233,7.6158,52.3292,4.523,66.5913,69.6995,3.5067,1.2438,30.0249,5.235248,8.8423,1.073456,2.041334,1.682347,1.511566,0.145294,2.027905,4.640076,5.426927,6.560541,8.969425,9.354695,9.538894,9.6955,9.8283
"20",131.8278,54.8952,140.885951,9.0581,72.358206,68.5277,51.2231,5.5663,11.7384,17.796673,1.66881,33.620546,17.643509,1.628672,171.7444,217.5822,206.8323,240.3168,276.9603,465.4464,81733.1484,72618.3438,17.1954,2.1638,8.322,42.0462,3.9423,59.5637,62.5154,3.1477,1.0841,24.2095,4.718792,7.2774,1.256278,1.063213,2.195086,1.460496,0.015224,1.5161,4.306444,5.116649,6.261718,8.798879,9.199923,9.387002,9.5512,9.6958
"21",89.6815,31.0863,103.817451,14.135917,44.814671,59.0028,46.7679,4.428,7.8069,10.561938,1.01843,21.085515,11.121517,1.027266,169.5146,218.803,211.7169,241.9493,276.2522,463.1684,81705.8203,72629.75,17.773,1.888,7.5499,23.9729,2.3117,35.8808,37.8494,1.9069,0.6357,13.8208,2.20566,3.0768,1.229413,0.255397,1.048398,0.901868,0.062693,0.032783,3.214177,4.198681,5.530857,7.991766,8.417126,8.623285,8.7996,8.9491
"22",35.5934,8.2429,66.308,30.714629,25.564639,40.7434,33.7299,2.8662,4.1472,6.105433,0.568657,11.969227,6.335872,0.585446,156.7698,217.774,207.613,252.942,276.567,462.0723,81690.3047,72635.375,16.8663,1.8539,7.401,13.553,1.262,19.9211,21.0906,1.063,0.347,7.8012,0.7527,1.4136,0.995164,0.19046,0.110355,0.451888,0.002321,0.321014,2.436656,3.836638,5.426903,7.448716,7.824609,8.007,8.1659,8.3043
"23",7.5184,0,37.318987,29.800546,18.18412,19.1348,15.2341,1.2872,2.6135,4.447738,0.396127,8.44726,4.479032,0.413969,141.4621,215.7103,199.5822,266.3074,277.403,461.4514,81679.6094,72640.4453,15.3078,2.0639,8.031,10.2845,0.9159,14.6474,15.5331,0.7831,0.2519,5.9084,0.877379,1.2267,0.145352,0.146005,0.385176,0.346191,0.009168,0.869555,2.826191,4.548397,6.031756,7.324628,7.617119,7.7627,7.8887,7.9973
"24",0.8141,0,24.276862,23.462766,17.17375,7.1031,5.3817,0.5007,1.2208,4.426248,0.374556,7.832513,4.15624,0.384183,125.4817,213.2148,190.1883,281.7882,278.6566,461.2704,81673.0469,72640.4453,15.9804,2.4956,9.3938,10.2722,0.8693,13.6334,14.4688,0.7295,0.239,5.8888,0.517456,1.0883,0.183244,0.14562,0.228568,0.143271,0.008801,1.590027,3.376439,5.479294,6.818532,7.490726,7.654155,7.7411,7.8245,7.9043
"25",1.085,0,14.25344,13.168421,13.883135,0.3703,0.2747,0.0275,0.0681,3.744869,0.303084,6.226187,3.303597,0.305401,113.229,211.0896,182.4579,293.3888,279.7593,461.4226,81667.4219,72640.4453,12.2526,2.1249,7.7304,8.705,0.7045,10.8547,11.519,0.5808,0.1937,4.9815,0.409281,0.8524,0.090119,0.198877,0.087293,0.123112,0.010461,1.733384,3.704235,5.713485,7.093206,7.684129,7.793722,7.851899,7.9125,7.9747
"26",2.3524,0,13.834201,11.4818,13.82967,0.0045,0.0033,4e-04,9e-04,3.848489,0.301413,6.129202,3.250092,0.300471,102.1728,208.9987,175.0851,303.2799,280.8428,461.7765,81661.7969,72640.4453,11.0562,2.0912,7.3728,8.8483,0.693,10.5691,11.2088,0.5652,0.1906,5.0571,0.372369,0.7152,0.108367,0.084489,0.159888,0.127993,0.005753,1.822384,3.894762,5.706416,7.186181,7.815656,7.912132,7.9595,8.0105,8.0642
"27",6.8354,7e-04,13.808184,6.972776,13.711386,0.0968,0.0681,0.0089,0.0198,3.90672,0.298058,6.021731,3.18995,0.294929,92.1965,206.9729,168.1599,311.5175,281.8791,462.2695,81656.1719,72640.4453,9.9766,2.026,6.9251,8.9711,0.6844,10.3708,10.9877,0.5541,0.1882,5.1223,0.363342,0.7119,0.124134,0.082233,0.150493,0.130614,0.010335,1.858847,3.967955,5.691495,7.217069,7.895058,7.997872,8.04598,8.0957,8.1471
