"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","QCt1_mean1","QCt2_mean1","QCt3_mean1","QCt4_mean1","QCt5_mean1","QCt6_mean1","QCt7_mean1","QCt8_mean1","QCt9_mean1","QCt10_mean1","QCt11_mean1","QCt12_mean1","QCt13_mean1","QCt14_mean1","QCt15_mean1","QCt16_mean1","QCt17_mean1","NPPL_mean1","NPPR_mean1","NPPS_mean1","add_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"26",2.8693,0,13.666857,10.797545,13.657649,0.0092,0.0074,3e-04,0.0015,3.757895,0.284062,6.072591,3.243189,0.299905,137.6145,96.8205,175.4425,297.0318,265.1186,458.3219,81636.5703,72635.2969,11.3177,1.8776,7.3717,8.6371,0.6529,10.468,11.1813,0.564,0.1795,4.93,5.8444,4.1872,11.6395,0.8799,18.7405,10.0088,0.9255,0,0,0,0,0.369511,0.7045,0.107782,0.082088,0.158982,0.128445,0.005617,1.820685,3.921538,5.772525,7.199275,7.812266,7.906689,7.9537,8.0046,8.0582
"27",8.4839,0.0012,13.702987,5.219041,13.486658,0.2163,0.1722,0.0074,0.0367,3.806849,0.279536,5.93852,3.16871,0.29304,127.1574,95.0266,168.5506,305.9117,266.0022,458.7807,81630.9453,72635.2969,10.4576,1.794,6.8924,8.7369,0.6415,10.2219,10.9085,0.5503,0.1764,4.9817,5.7019,4.0888,11.7081,0.8597,18.2637,9.7453,0.9012,6e-04,5e-04,1e-04,0,0.35922,0.6946,0.121995,0.076383,0.152211,0.130625,0.009346,1.847115,3.977972,5.727096,7.225033,7.889994,7.990984,8.03879,8.0884,8.1398
"28",20.6635,0.3834,15.183088,-5.480464,13.891579,1.2915,1.0539,0.0628,0.1749,4.001619,0.287064,6.069292,3.234466,0.299136,117.6851,93.2341,161.8211,313.3699,266.8841,459.3969,81625.3203,72635.2969,9.664,1.8309,6.8827,9.3633,0.6717,10.6506,11.3519,0.5727,0.1847,5.3346,5.9336,4.2603,12.5081,0.8973,19.0203,10.1363,0.9375,0.1917,0.1534,0.0383,0,0.526493,0.9118,0.043701,0.333835,0.059618,0.133042,0.031081,1.859624,3.944297,5.6698,7.267731,7.977378,8.088463,8.140413,8.1925,8.2455
"29",60.0166,40.9658,47.344414,-12.672255,21.146671,26.1977,20.5063,1.5703,4.1211,6.34538,0.448296,9.0788,4.827664,0.446531,140.4818,93.1423,161.9865,315.1241,267.3759,460.7705,81614.4922,72638.5703,9.6048,1.8047,6.6862,14.8007,1.0457,15.8844,16.8931,0.8523,0.2876,8.4279,8.8301,6.3537,12.7225,0.8991,19.0395,10.1268,0.9367,8.5642,6.8514,1.7128,23.8374,1.168093,1.5306,0.151027,0.476259,0.363785,0.328054,0.068321,1.227671,3.836678,5.396485,6.985793,8.102481,8.243572,8.306664,8.373099,8.4462
"30",111.5786,64.7352,99.894861,-11.683769,47.705644,52.1892,40.412,3.2025,8.5748,14.21592,1.023628,20.573612,10.885295,1.00719,172.0811,95.4149,171.5027,301.1746,266.4944,463.6295,81586.5078,72649.8516,12.6527,1.8237,6.8695,33.7425,2.43,36.6264,38.7565,1.956,0.6682,19.2266,20.2585,14.6506,12.5181,0.8988,19.1288,10.1254,0.9368,20.482,16.3856,4.0964,23.7712,2.92658,4.5154,0.358087,1.38191,0.637906,0.906763,0.194738,1.505624,3.500511,4.657973,6.340406,8.360341,8.660793,8.802722,8.9182,9.0155
"31",143.9895,54.9698,146.429437,2.439972,73.901677,72.5277,56.3554,4.6806,11.4917,20.708261,1.598067,32.768407,17.231564,1.595374,185.3493,99.0186,186.0105,273.0383,264.2342,465.47,81541.7812,72663.4141,14.2168,1.8931,7.4802,50.1191,3.8688,59.4983,62.5744,3.16,1.0639,28.6294,32.7092,23.7993,11.5713,0.8925,19.2345,10.1153,0.9365,27.4849,21.9879,5.497,0,5.897501,8.4787,0.423023,2.933245,1.510756,1.453506,0.066239,1.677501,4.377992,5.245216,6.487373,8.79317,9.168129,9.354209,9.508334,9.6343
"32",141.6698,51.5198,144.075259,2.405429,61.5746,82.5007,65.8904,5.4145,11.1957,16.154182,1.335134,28.010709,14.711558,1.363026,196.1473,102.2872,198.9292,258.3055,262.7227,464.957,81504.9531,72678.6094,14.9615,1.8834,7.6897,37.6648,3.1129,48.9787,51.4484,2.6,0.856,21.5716,26.8942,19.5915,10.3773,0.8566,18.6028,9.7703,0.9052,25.7599,20.6079,5.152,0,3.183848,5.1908,1.00003,0.372534,1.647651,1.163664,0.006739,1.597815,4.027733,4.883476,6.161484,8.553121,8.956498,9.1539,9.3247,9.4728
"33",100.7251,43.8492,127.824776,27.099656,57.900271,69.9246,56.3088,4.1725,9.4432,14.414432,1.248729,26.817677,14.111221,1.308222,202.2369,104.686,208.0813,249.1018,261.4885,463.1434,81469.5547,72692.3984,15.8351,1.986,8.3876,33.7243,2.9213,47.0463,49.5102,2.5036,0.8034,19.3518,25.8817,18.8185,10.0081,0.8684,18.9266,9.9607,0.9235,21.9246,17.5397,4.3849,0,3.306966,5.2174,0.99719,0.502674,1.632216,1.172068,0.010149,1.029496,3.742705,4.608892,5.89462,8.286038,8.699788,8.904197,9.0797,9.2288
"34",41.1085,11.2392,76.510583,35.402062,34.004362,42.5063,37.5564,1.762,3.1878,8.240118,0.718119,15.883031,8.38532,0.777775,192.1614,103.7802,203.9576,254.2487,261.5178,461.7089,81448.0703,72701.0469,15.6952,2.0294,8.6194,19.4746,1.6972,28.1533,29.7268,1.504,0.4667,11.1777,15.5402,11.2613,10.0943,0.8785,19.1173,10.0947,0.9364,5.6196,4.4957,1.1239,0,2.754664,3.2361,0.212309,0.869356,1.021629,0.863685,0.028586,0.74664,3.260484,4.273078,5.691744,7.747993,8.140899,8.33758,8.5076,8.652
"35",6.4,0,37.144816,30.744782,17.91218,19.2326,17.2976,0.5597,1.3752,4.401921,0.369609,8.326586,4.405329,0.408735,177.5586,101.779,195.6225,267.2907,262.3627,461.0883,81438.1094,72705.3828,14.6028,2.0012,8.3352,10.204,0.8568,14.4759,15.3174,0.7752,0.2356,5.8478,8.0075,5.7904,10.5313,0.8828,19.1313,10.1222,0.9392,0,0,0,0,1.083335,1.2922,0.197745,0.207573,0.553549,0.32222,0.009163,1.229755,3.608347,5.048874,6.323027,7.460599,7.741311,7.8871,8.0186,8.134969
"36",0.5966,0,21.404208,20.807622,16.114419,5.2898,4.3546,0.15,0.7853,4.168256,0.332289,7.357017,3.895398,0.361469,161.9186,99.5028,186.3682,282.8919,263.5273,460.9061,81431.5469,72705.3828,15.6401,2.2759,9.2543,9.6277,0.7676,12.7456,13.497,0.6831,0.2111,5.5063,7.0559,5.0982,12.9176,1.0293,22.2015,11.7553,1.0908,0,0,0,0,0.472448,0.9043,0.128924,0.109155,0.22353,0.139761,0.00385,1.776289,3.897021,5.837381,6.980855,7.573852,7.726038,7.811716,7.893,7.9686
"37",0.5739,0,13.261552,12.687695,13.081055,0.1805,0.1474,0.0053,0.0277,3.534403,0.269161,5.877022,3.111714,0.288769,149.614,97.6159,178.8769,294.8685,264.5141,461.0212,81425.375,72705.3828,12.3046,1.8869,7.4913,8.1027,0.6171,10.105,10.7006,0.5417,0.1697,4.6262,5.594,4.042,11.4876,0.875,18.7938,9.9508,0.9234,0,0,0,0,0.278968,0.6021,0.059376,0.046142,0.104061,0.128765,0.004131,1.788278,3.980683,5.973795,7.18648,7.729112,7.837653,7.89825,7.9562,8.0111
"38",1.4879,0,13.193661,11.705715,13.184698,0.009,0.0073,3e-04,0.0014,3.684177,0.271143,5.847742,3.09445,0.287188,138.2445,95.7684,171.7005,305.2827,265.465,461.3494,81419.7266,72705.3828,11.3695,1.8475,7.1763,8.4107,0.619,10.0124,10.5966,0.5364,0.1702,4.7961,5.5397,4.005,11.908,0.8765,18.766,9.9304,0.9216,0,0,0,0,0.262609,0.5419,0.056059,0.039507,0.097421,0.12568,0.003388,1.589418,3.971278,5.910404,7.276091,7.856682,7.953365,8.0037,8.0531,8.1014
"39",9.3101,0.0014,14.026503,4.716391,13.803202,0.2233,0.1789,0.0075,0.0369,3.964136,0.283756,6.05643,3.201717,0.297168,127.7396,93.9311,164.7194,313.9741,266.3777,461.8659,81414.1016,72705.3828,10.5055,1.8373,6.9815,9.0762,0.6497,10.3998,10.9956,0.5567,0.1787,5.1706,5.7483,4.1599,12.4558,0.8917,19.0426,10.0669,0.9343,7e-04,5e-04,1e-04,0,0.355184,0.6183,0.077527,0.061984,0.170586,0.122618,0.007664,1.714284,3.972999,5.808719,7.296589,7.944894,8.044692,8.093158,8.142,8.1917
"40",26.305,0.0985,18.503152,-7.801863,14.194995,4.3082,3.5739,0.1628,0.5715,4.166823,0.291865,6.174234,3.259518,0.302552,118.0799,92.1313,158.0334,320.9811,267.2387,462.5573,81408.4766,72705.3828,9.7089,1.8095,6.7253,9.6915,0.6788,10.7691,11.3704,0.5757,0.1867,5.517,5.9443,4.3076,12.8243,0.8983,19.1457,10.1075,0.9382,0.0492,0.0394,0.0098,0,0.480283,0.8415,0.050481,0.257824,0.092313,0.130142,0.035088,1.820716,3.958813,5.735795,7.326172,8.019273,8.12551,8.175501,8.2286,8.2849
"41",71.3595,33.5554,54.718812,-16.640672,25.582116,29.1367,23.1315,1.7518,4.2534,7.810241,0.541829,10.937347,5.758139,0.534555,133.3024,92.151,158.7202,318.7783,267.4827,464.3323,81394.9609,72710.6953,9.3371,1.7799,6.5098,18.3133,1.2704,19.2359,20.2544,1.0256,0.3494,10.4217,10.5887,7.6943,12.9745,0.8992,19.1575,10.0904,0.9367,8.9962,7.1969,1.7992,15.5631,1.481975,1.9714,0.16247,0.666063,0.419442,0.396475,0.012344,1.242047,3.865003,5.342114,6.917833,8.189729,8.361907,8.446432,8.517784,8.5927
"42",126.681,79.5753,125.336387,-1.344639,61.383691,63.9527,48.7545,4.0456,11.1526,18.027409,1.305634,26.748789,14.001426,1.300421,176.0438,95.178,171.2472,294.7433,265.8577,467.2229,81358.0625,72725.0938,12.6099,1.8181,6.8531,43.7679,3.1705,48.7157,50.9988,2.5836,0.8719,24.9442,26.662,19.4863,12.4294,0.8975,19.2799,10.0946,0.9375,24.2245,19.3796,4.8449,31.1261,5.059777,6.9871,0.069816,2.761317,1.069851,1.228597,0.274902,1.943286,4.092903,5.095411,6.475944,8.565191,8.897405,9.061701,9.1829,9.2959
"43",154.1527,53.8919,165.387434,11.234804,85.074162,80.3133,63.3238,5.3081,11.6815,22.849573,1.816497,38.479138,20.064087,1.86488,188.5876,98.6845,185.3858,261.1757,263.0352,467.0996,81305.6797,72740.1484,14.4015,1.8823,7.4185,55.6723,4.4237,70.2759,73.2875,3.7155,1.2165,31.8363,38.3157,28.1103,11.2062,0.8893,19.3393,10.0841,0.9373,26.9459,21.5568,5.3892,0,7.454652,10.637,0.743768,3.113605,2.612089,1.728965,0.059445,2.252978,5.045297,5.80213,6.741111,9.141202,9.476101,9.620501,9.7399,9.8478
"44",143.1615,54.4618,173.31375,30.152258,82.325029,90.9888,72.8257,6.2184,11.9444,20.273729,1.780899,38.34473,20.059651,1.866019,200.4724,102.2696,199.539,236.4736,260.4031,463.815,81254.8672,72754.3672,15.3451,1.8606,7.6334,47.9603,4.2138,68.0459,71.1961,3.6125,1.1588,27.537,37.2237,27.2184,9.5548,0.8394,18.3747,9.6126,0.8942,27.2309,21.7847,5.4462,0,4.944687,8.3618,1.434221,0.600723,2.74301,1.600952,0.060932,2.079744,4.897508,5.612791,6.580137,9.192247,9.545962,9.6781,9.7891,9.8897
