"","GPP_sd1","NPP_sd1","Reco_sd1","NEE_sd1","Rh_sd1","Ra_sd1","Rleaf_sd1","Rstem_sd1","Rroot_sd1","Rh4_sd1","Rh5_sd1","Rh6_sd1","Rh7_sd1","Rh8_sd1","QC1_sd1","QC2_sd1","QC3_sd1","QC4_sd1","QC5_sd1","QC6_sd1","QC7_sd1","QC8_sd1","QCt1_sd1","QCt2_sd1","QCt3_sd1","QCt4_sd1","QCt5_sd1","QCt6_sd1","QCt7_sd1","QCt8_sd1","QCt9_sd1","QCt10_sd1","simuCH4_sd1","prod_sd1","oxid_sd1","diff_sd1","ebu_sd1","pla_sd1","conc1_sd1","conc2_sd1","conc3_sd1","conc4_sd1","conc5_sd1","conc6_sd1","conc7_sd1","conc8_sd1","conc9_sd1","conc10_sd1"
"1",0,0,0.0033520195932506,0.00335121808097632,0.00335169171818311,0,0,0,0,0.000903293077488333,7.57121075675851e-05,0.00149968717276691,0.000799430984507062,8.15010689649132e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00794251181550232,0,0.00233948863444708,0.00249161401586209,0.00858835151924872,0.00170435538334212,0.000521849856498277,0.0248426006503085,0.0627917646517504,0.0721741738414578,0.0154586205233471,0.00139315607107879,0.00012397458195001,2.1904291355708e-05,0,0
"2",0,0,0.0025888203701861,0.00258644016502839,0.00258963044826589,0,0,0,0,0.00072260122145798,6.55897873301877e-05,0.00114793578463979,0.00060893929969012,6.25630994607888e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00937856334973809,0,0.00189545016107818,0.00202011375817294,0.0099438404872747,0.00135108598295347,0.00119638301694412,0.0347587264095818,0.0551429181786068,0.10395590014885,0.0209349287898083,0.0018056172172843,0.000160818612923482,0,0,0
"3",0,0,0.00367745121990042,0.00368319964106747,0.00367685911197217,0,0,0,0,0.00105274820725508,8.45367650579682e-05,0.0016159632959128,0.0008549889242593,8.70388279778625e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102914664561559,0,0.00281798319599839,0.00238820417718402,0.010843213722803,0.00149084038397981,0.000672077286320464,0.0321761988702422,0.0632671818480158,0.0970690571425594,0.0235977702036836,0.00231335582034303,0.000212669421469527,3.78593889719136e-05,0,0
"4",0,0,0.00233014414085738,0.00232275872203899,0.00232805875693833,0,0,0,0,0.000680311871441493,5.63090318750587e-05,0.00100995049383621,0.000536547135192056,5.66666666666604e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00739721343930717,0,0.000986831988606659,0.00376635504208383,0.00870876784474919,0.0019094054815385,0.00330883665356874,0.0237491663862209,0.0554117740013781,0.0690737686400664,0.019833700022075,0.00235348527280131,0.000248299265509529,4.35194139891261e-05,0,0
"5",0,0,0.00948202398161266,0.00948459676304564,0.00948158427711538,0,0,0,0,0.00282213813204885,0.000206155281280875,0.00409934449058939,0.00216799493085249,0.000195657400018061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214969910743928,0,0.0062225145945018,0.00537339273596762,0.0242816622623374,0.00586309903575151,0.0014142032057207,0.0205686379635786,0.0507896625527501,0.03582651751951,0.00899360131685103,0.00169313855954496,0.000232028820919839,3.76587548675631e-05,9.99999999997669e-06,0
"6",0,0,0.0115028883504991,0.0115129209801401,0.0115127370834008,0,0,0,0,0.00332612311099497,0.000249476218983634,0.00504483934733338,0.00265136728592032,0.000247663832113953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228663039108959,0,0.00682033501354367,0.00573145670485226,0.0272703862025525,0.0072297362931636,0.00148973965592121,0.0237354616640174,0.0494540606640306,0.0272347694254342,0.0056751572754427,0.000926932052689412,0.000161006932531419,4.16333199892256e-05,0,0
"7",0,0,0.00643567424830467,0.00643208466450132,0.00643564693835432,0,0,0,0,0.0017497691045369,0.000144596268306258,0.00289346599332771,0.0015192488840599,0.000137844151493681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386175620277834,0,0.00296537101431259,0.0102659647044558,0.0415169659247392,0.00496662151698006,0.00112251341356635,0.00992908486531493,0.0164130921812282,0.00946464185558785,0.00314224779610411,0.000536613963156617,0.000109816191700359,3.588702812818e-05,0,0
"8",0,0,0.0053514347174715,0.00534333257717528,0.00534824770699279,0,0,0,0,0.00129926319446254,0.000119235782033619,0.00249371006714678,0.00131515793881983,0.000124705714189494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403429910300727,0,0.00238789265109036,0.0125837192796522,0.0444791365914312,0.00423094946003062,0.000710623570243669,0.0106890739552218,0.00586792505443319,0.0017924521886189,0.000702638605615248,0.000261433499665866,6.3714958679866e-05,0,0,0
"9",0,0,0.0168115586439925,0.0168100778755429,0.0168180860739834,0,0,0,0,0.00386455990150537,0.000368896799233711,0.00797494333598183,0.0042182263255227,0.000387162691248686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305938320019846,0,0.0153315216321002,0.00403886722793019,0.0312239206896303,0.00498175773206708,0.000665161938207835,0.0161129025092541,0.014913754616718,0.00825133695931526,0.000890540069936026,0.000114433166061722,5.0241839379452e-05,1.40705294135962e-05,0,0
"10",0,0,0.0148390275417167,0.0148287079952397,0.014827981295272,0,0,0,0,0.00345418659752268,0.000323083314770095,0.00700097395821727,0.00371753950886874,0.000344163456584921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246929085636612,0,0.0115945084092654,0.00598446946248995,0.0247945907060961,0.00653362854929801,0.00143814519995778,0.0294841166622562,0.0309306081610453,0.0184080224057037,0.00279832200802661,0.000172031826982525,5.01613558045423e-05,0,9.99999999997669e-06,0
