"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","QCt1_mean1","QCt2_mean1","QCt3_mean1","QCt4_mean1","QCt5_mean1","QCt6_mean1","QCt7_mean1","QCt8_mean1","QCt9_mean1","QCt10_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"1",0.462,0,14.295713,13.833668,14.024749,0.271,0.2215,0.0071,0.0424,3.802791,0.290311,6.289411,3.33632,0.305911,149.4501,85.0757,180.2367,295.5945,265.9538,464.2734,82151.7969,72477.2188,12.2911,1.91,7.587,8.7739,0.6698,10.8835,11.5467,0.5775,0.1842,5.0098,0.384539,0.82,0.15121,0.121742,0.130666,0.13213,0.008639,1.869372,4.046413,6.01304,7.189395,7.732773,7.838327,7.8992,7.9632,8.0288
"2",4.3426,0.0034,14.048814,9.706171,13.962739,0.0861,0.0692,0.0025,0.0144,3.895713,0.287843,6.194243,3.283818,0.30112,138.0947,83.2138,172.9795,305.4895,266.8719,464.6192,82146.1719,72477.2188,11.3571,1.8623,7.2584,9.0029,0.6652,10.7358,11.383,0.5693,0.1829,5.1345,0.428073,0.8118,0.118694,0.164182,0.128204,0.135683,0.009862,1.904036,4.119934,5.998379,7.274021,7.850315,7.94895,8.0037,8.0619,8.1218
"3",11.0207,0,14.23257,3.211855,14.033891,0.1987,0.1597,0.0058,0.0332,4.00615,0.288274,6.171289,3.268453,0.299733,127.6006,81.4102,166.081,313.9437,267.7425,465.1132,82140.5469,72477.2188,10.4941,1.8037,6.8985,9.2068,0.6625,10.6371,11.2673,0.5636,0.1822,5.2459,0.453521,0.7662,0.149001,0.105749,0.210346,0.137427,0.006307,1.956699,4.189783,5.940107,7.285798,7.913106,8.018312,8.074694,8.1325,8.1914
"4",30.8986,1.4049,22.988999,-7.909561,16.076114,6.9129,5.7397,0.2782,0.8949,4.714128,0.331973,6.992645,3.698201,0.339169,118.5957,79.7559,159.9052,319.571,268.4881,465.9107,82133.5312,72478.5625,9.7073,1.7948,6.7378,11.0811,0.7803,12.3259,13.0375,0.6522,0.2146,6.3092,0.737634,1.1628,0.046877,0.463517,0.085224,0.188889,0.055942,1.715372,4.071997,5.748085,7.236739,8.013098,8.136134,8.198725,8.26,8.3219
"5",70.4178,54.4377,70.061849,-0.35593,35.852068,34.2098,27.6069,1.8825,4.7204,10.677829,0.75538,15.499394,8.170003,0.749468,152.5085,80.0399,161.5272,311.908,268.2317,467.9053,82113.2578,72486.8516,10.2894,1.7624,6.5663,24.7806,1.753,26.976,28.4394,1.423,0.4821,14.1114,1.822192,2.66,0.379524,0.494716,0.635036,0.692434,0.022874,1.029939,3.425941,4.706784,6.358348,8.143734,8.410896,8.543504,8.6447,8.7235
"6",110.9403,53.0439,111.526407,0.586098,54.635282,56.8911,44.9031,3.4157,8.5724,15.784099,1.160365,23.965266,12.571759,1.153797,172.0247,82.3359,171.0578,295.0024,267.0109,469.9676,82081.0859,72501.8047,13.1815,1.7734,6.7459,37.0997,2.728,42.2603,44.3371,2.2195,0.7502,21.155,2.718805,4.7003,0.585669,0.874595,0.894818,0.949392,0.162722,1.402538,3.594536,4.642708,6.183945,8.308676,8.678738,8.86621,9.016,9.1351
"7",152.5251,61.5349,162.192051,9.666969,85.052485,77.1396,59.2004,5.1025,12.8367,23.110533,1.843183,38.264243,19.997859,1.836676,188.5362,86.6029,188.2198,260.9873,264.1468,470.4323,82029.4531,72516.9062,14.256,1.8865,7.4525,56.0091,4.4678,69.5638,72.7117,3.6426,1.2286,32.0337,6.457445,9.9575,0.640404,3.139596,1.718034,1.599823,0.27718,2.278856,4.90249,5.680188,6.729506,9.033398,9.404671,9.58805,9.743904,9.8749
"8",149.134,56.2197,161.74852,12.614377,80.53268,81.2159,64.1177,5.2411,11.8571,19.868671,1.757903,37.468957,19.63252,1.804628,201.1943,90.2456,202.5765,236.5785,261.5574,467.2796,81978.7734,72531.3359,15.4517,1.9791,8.1314,48.2871,4.2709,68.2666,71.5369,3.5867,1.1745,27.7324,7.38685,9.8511,0.54674,3.160038,2.43454,1.792275,0.01615,1.801975,4.790546,5.560146,6.575024,9.117324,9.498503,9.675609,9.83279,9.9712
"9",97.5093,27.1127,122.104116,24.59484,49.775191,72.3289,60.9318,4.1808,7.2163,11.556433,1.077971,23.56927,12.428331,1.143181,198.8024,91.1734,205.9408,233.7257,260.5967,464.3398,81947.9453,72543.6328,15.9482,1.7837,7.4807,26.5493,2.4764,40.5968,42.8135,2.148,0.681,15.2831,2.916359,3.6605,0.950028,0.181627,1.694148,1.040573,0.00983,0.566058,3.530264,4.419401,5.687953,8.217708,8.631287,8.828,9.003782,9.1602
"10",56.1192,15.9938,88.822846,32.703622,32.331595,56.4912,49.0862,2.8242,4.5809,7.52617,0.692411,15.274535,8.093676,0.744806,191.2546,90.9485,204.6758,240.0605,260.5695,462.5595,81927.4297,72551.0625,15.5448,1.8243,7.6623,17.1457,1.5773,26.0983,27.6582,1.3883,0.4338,9.8639,1.549681,2.1457,0.666457,0.187788,0.696434,0.665459,0.006022,0.662083,3.230744,4.179773,5.52301,7.624789,8.0147,8.202881,8.3701,8.5175
