"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","QCt1_mean1","QCt2_mean1","QCt3_mean1","QCt4_mean1","QCt5_mean1","QCt6_mean1","QCt7_mean1","QCt8_mean1","QCt9_mean1","QCt10_mean1","QCt11_mean1","QCt12_mean1","NPPL_mean1","NPPR_mean1","NPPS_mean1","add_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"1",0.4608,0,14.315631,13.8547838,14.0442372,0.2714,0.2226,0.006,0.0428,3.8039634,0.2868442,6.2991868,3.347303,0.3069406,148.8578,71.68,180.2411,294.6993,261.9012,463.4355,82145.3438,72476,12.2424,1.9058,7.5876,8.7476,0.6596,10.8644,11.5464,0.5775,0.1814,4.9926,6.0331,4.3458,0,0,0,0,0.3365144,0.8185,0.1978336,0.07629,0.128761,0.1314652,0.00583,1.8662718,4.039913,6.0055056,7.1874534,7.7319046,7.8374176,7.8982958,7.9622338,8.0278
"2",4.3319,0.0033,14.0609002,9.729021,13.975051,0.0858,0.0693,0.0022,0.0144,3.8950952,0.284279,6.2007524,3.2929494,0.3019798,137.5473,69.8297,172.9836,304.5749,262.8194,463.7804,82139.7188,72476,11.3121,1.8507,7.2589,8.9761,0.6551,10.7168,11.3825,0.5694,0.1802,5.117,5.9474,4.2867,0.0017,0.0013,3e-04,0,0.386979,0.8103,0.1582218,0.1249328,0.1269536,0.135093,0.006859,1.9029964,4.1096088,5.9889226,7.2715936,7.8494194,7.948135,8.0029,8.0611,8.1209
"3",10.9936,0,14.243865,3.2502918,14.0493434,0.1945,0.157,0.0048,0.0327,4.0065132,0.2847774,6.1791402,3.2782642,0.3006494,127.0948,68.0444,166.0845,313.0133,263.6846,464.2766,82134.0938,72476,10.4525,1.7853,6.899,9.1799,0.6525,10.6185,11.267,0.5636,0.1794,5.2284,5.8871,4.2474,0,0,0,0,0.4108962,0.7648,0.1916314,0.0636372,0.210564,0.1366932,0.0041204,1.9520766,4.1771824,5.9361222,7.2838924,7.9122076,8.0175396,8.0738982,8.1317,8.1906
"4",30.8205,1.4499,23.2138348,-7.6066626,16.0574678,7.1564,5.9883,0.2542,0.9138,4.7040314,0.3272094,6.9858224,3.7009658,0.339442,118.1505,66.4198,159.9262,318.6346,264.4199,465.0727,82127.0781,72477.3438,9.6691,1.7695,6.7382,11.0487,0.7685,12.304,13.0368,0.6522,0.2113,6.2882,6.8119,4.9216,0.725,0.58,0.145,0,0.7216732,1.1606,0.0610602,0.448954,0.0856738,0.1870478,0.0557416,1.7216758,4.0679164,5.7512476,7.2387052,8.0122394,8.1352736,8.1978494,8.2591008,8.321
"5",70.2,53.9225,70.1370998,-0.0629424,35.8802344,34.2568,27.6807,1.8478,4.7283,10.6761834,0.7459994,15.5145052,8.192017,0.7515294,151.5089,66.7504,161.6179,310.9951,264.168,467.0678,82106.7812,72485.6094,10.2389,1.7349,6.5685,24.7088,1.7264,26.9281,28.4377,1.423,0.4748,14.0646,14.8592,10.7713,10.3254,8.2604,2.0651,33.2717,1.7192548,2.655,0.4858386,0.4041078,0.6324336,0.6827154,0.0115038,1.033475,3.4326868,4.7171542,6.363205,8.142665,8.4093006,8.5418796,8.6431,8.7219
"6",110.4841,52.7032,111.2326986,0.7485554,54.6611028,56.5716,44.6224,3.3928,8.5564,15.7760294,1.145601,23.9812228,12.6016322,1.1566182,170.7933,69.0641,171.1354,294.1,262.972,469.132,82074.5859,72500.5625,13.0852,1.7531,6.7495,36.9893,2.6868,42.1854,44.3341,2.2195,0.7389,21.083,23.1658,16.8742,20.3337,16.267,4.0667,12.0357,2.5783226,4.6912,0.7280272,0.7502948,0.8902242,0.937804,0.1625912,1.4070684,3.5960346,4.6489564,6.1865088,8.306372,8.6759792,8.8634788,9.0133,9.1324
"7",151.9648,61.468,161.8090672,9.8442628,85.0948446,76.7143,58.8352,5.0687,12.8103,23.0967442,1.8198692,38.2911946,20.0458488,1.8411924,187.3662,73.3316,188.2675,260.1664,260.1699,469.6029,82022.9297,72515.6641,14.1611,1.8793,7.455,55.8348,4.4003,69.4401,72.7055,3.6425,1.2101,31.9192,37.9919,27.7761,30.734,24.5872,6.1468,0,6.235281,9.9374,0.8694734,2.9398152,1.7175914,1.5778752,0.2765352,2.2807622,4.9045838,5.683079,6.730034,9.0287638,9.3997746,9.583298,9.7393,9.8704
"8",148.6814,56.1607,161.3676422,12.6863054,80.573824,80.7939,63.7522,5.2057,11.8359,19.8540736,1.7358012,37.4955062,19.6793898,1.8090474,200.0849,76.9594,202.5992,235.8247,257.6533,466.4659,81972.2031,72530.0859,15.3616,1.9882,8.1328,48.1337,4.2068,68.1465,71.5308,3.5866,1.1569,27.6304,37.3794,27.2586,28.0803,22.4643,5.6161,0,7.1735334,9.8315,0.7615702,2.9759316,2.426847,1.7707518,0.0041336,1.8042974,4.7931102,5.5627032,6.5752508,9.11194,9.4928436,9.6701818,9.8275,9.966
"9",97.2458,27.0896,121.8024332,24.5566282,49.820258,71.9822,60.6314,4.1507,7.2,11.5514532,1.0648984,23.5949762,12.462526,1.146403,197.7662,77.8684,205.9541,232.977,256.7441,463.5384,81941.3203,72542.3516,15.8634,1.7999,7.4805,26.4617,2.4393,40.522,42.8054,2.1478,0.6708,15.2248,22.3692,16.2088,13.5448,10.8358,2.709,0,2.7644868,3.6526,1.1071966,0.0589454,1.6814558,1.024087,0.006877,0.5645324,3.5331576,4.4213892,5.6888176,8.2137364,8.6270012,8.8238,8.9996,9.1562
"10",55.9706,15.9809,88.6313064,32.6606602,32.3981868,56.2331,48.8618,2.8023,4.5691,7.5318076,0.6849364,15.308632,8.1250672,0.7477442,190.291,77.6248,204.6845,239.2927,256.7559,461.7646,81920.7891,72549.75,15.4657,1.8418,7.6618,17.0888,1.5539,26.0504,27.6528,1.3881,0.4273,9.8262,14.4511,10.4202,7.9905,6.3924,1.5981,0,1.4194056,2.1409,0.809485,0.072501,0.6960516,0.6508556,0.0032634,0.6655936,3.2332598,4.180777,5.5236394,7.6221168,8.011629,8.1998,8.3671,8.5146
