"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","QCt1_mean1","QCt2_mean1","QCt3_mean1","QCt4_mean1","QCt5_mean1","QCt6_mean1","QCt7_mean1","QCt8_mean1","QCt9_mean1","QCt10_mean1","NPPL_mean1","NPPR_mean1","NPPS_mean1","add_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"1",0.461,0,14.27444,13.81344,14.00374,0.2707,0.222,0.006,0.0427,3.79499,0.28494,6.28133,3.33651,0.30594,148.9371,71.7151,180.3568,294.9485,261.0116,463.6118,82144.9844,72475.8828,12.2489,1.9067,7.5924,8.755,0.6574,10.8684,11.5462,0.5775,0.1808,4.996,0,0,0,0,0.3802,0.8187,0.15182,0.12238,0.12529,0.13254,0.00862,1.87443,4.06192,6.01497,7.18972,7.73225,7.8376,7.89841,7.9624,8.028
"2",4.3333,0.0035,14.02877,9.69544,13.94092,0.0878,0.0709,0.0022,0.0148,3.88755,0.28254,6.18591,3.28381,0.30115,137.6206,69.8639,173.0948,304.8271,261.9326,463.9562,82139.3594,72475.8828,11.3181,1.8516,7.2635,8.9836,0.6529,10.7208,11.3824,0.5694,0.1795,5.1205,0.0017,0.0014,3e-04,0,0.42255,0.8106,0.11884,0.16426,0.12243,0.13588,0.01001,1.91692,4.11971,6.00474,7.27455,7.8498,7.9483,8.00303,8.0612,8.121
"3",10.9973,0,14.21067,3.21342,14.01205,0.1986,0.1603,0.0049,0.0334,3.99782,0.28299,6.16301,3.26846,0.29975,127.1624,68.0777,166.1914,313.2682,262.8003,464.4519,82133.7344,72475.8828,10.4581,1.7862,6.9034,9.1873,0.6503,10.6225,11.2669,0.5636,0.1788,5.2319,0,0,0,0,0.45802,0.765,0.14922,0.10581,0.21487,0.13735,0.00631,1.95059,4.18626,5.94051,7.28616,7.91263,8.0177,8.07408,8.1318,8.1907
"4",30.831,1.4483,23.19102,-7.64003,16.04939,7.1416,5.9761,0.2538,0.9118,4.70396,0.32583,6.98258,3.69786,0.33916,118.2123,66.4523,160.0284,318.8905,263.5389,465.247,82126.7188,72477.2266,9.6743,1.7703,6.7425,11.0576,0.7659,12.3086,13.0367,0.6522,0.2106,6.2923,0.7241,0.5793,0.1448,0,0.73232,1.1609,0.04738,0.46306,0.08178,0.18747,0.05445,1.72711,4.07156,5.76404,7.24041,8.01257,8.13543,8.19801,8.2593,8.3211
"5",70.2384,54.0734,70.05509,-0.18334,35.79313,34.262,27.6849,1.8477,4.7294,10.65528,0.74147,15.47751,8.16942,0.74945,151.7099,66.7822,161.7188,311.2445,263.2932,467.2417,82106.4453,72485.5156,10.2478,1.7357,6.5726,24.7284,1.7207,26.9381,28.4375,1.423,0.4732,14.0738,10.3286,8.2628,2.0657,33.416,1.82455,2.6558,0.37794,0.49849,0.63391,0.69214,0.02312,1.04012,3.40741,4.7196,6.36404,8.14309,8.40959,8.54215,8.6433,8.7222
"6",110.5754,52.7766,111.15106,0.57567,54.54274,56.6083,44.6531,3.3936,8.5616,15.74921,1.13897,23.9305,12.57024,1.15373,171.0382,69.0968,171.2408,294.3436,262.1074,469.3043,82074.2578,72500.4688,13.1044,1.7539,6.7537,37.0193,2.6779,42.2009,44.3338,2.2195,0.7364,21.097,20.3443,16.2754,4.0689,12.088,2.70689,4.6926,0.58605,0.87417,0.88859,0.94412,0.16282,1.38693,3.59983,4.64076,6.18507,8.30682,8.67646,8.86391,9.0137,9.1329
"7",152.0779,61.4944,161.68175,9.60385,84.91001,76.7717,58.8834,5.0708,12.8175,23.05791,1.8094,38.21007,19.996,1.83662,187.6049,73.3662,188.3788,260.3866,259.3195,469.7726,82022.6094,72515.5703,14.1803,1.8802,7.4595,55.8817,4.3859,69.4655,72.7053,3.6425,1.2061,31.9411,30.7472,24.5978,6.1494,0,6.45843,9.9407,0.64064,3.1405,1.7226,1.5953,0.27669,2.2779,4.90277,5.68015,6.7289,9.02942,9.40054,9.58405,9.74008,9.8711
"8",148.7757,56.1901,161.26937,12.49371,80.40078,80.8686,63.8168,5.2095,11.8423,19.82264,1.7259,37.41671,19.63093,1.8046,200.3198,76.9961,202.7168,236.028,256.8173,466.6299,81971.8906,72529.9922,15.3803,1.9891,8.1375,48.1748,4.1931,68.1708,71.5306,3.5866,1.1531,27.6492,28.0951,22.476,5.619,0,7.36368,9.8346,0.54621,3.15707,2.41742,1.78922,0.0161,1.80734,4.79326,5.56159,6.57471,9.11272,9.49374,9.671,9.8283,9.9668
"9",97.3019,27.1025,121.73866,24.43673,49.69314,72.0455,60.6882,4.1535,7.2039,11.52904,1.05847,23.53569,12.42682,1.14311,197.9897,77.9055,206.0729,233.1793,255.9162,463.6983,81941.0156,72542.2578,15.8815,1.8008,7.485,26.4851,2.4315,40.537,42.8062,2.1478,0.6687,15.2355,13.5513,10.841,2.7103,0,2.90557,3.6539,0.949,0.1811,1.68433,1.04015,0.00957,0.56786,3.53906,4.41976,5.68821,8.21431,8.62767,8.82446,9.0003,9.1568
"10",56.0028,15.9898,88.57301,32.57021,32.28041,56.2926,48.9156,2.8049,4.5721,7.5087,0.68002,15.25371,8.09311,0.7448,190.5018,77.6618,204.8026,239.5013,255.9337,461.9241,81920.5,72549.6719,15.4829,1.8427,7.6664,17.1041,1.549,26.06,27.6534,1.3881,0.426,9.8332,7.9949,6.3959,1.599,0,1.55771,2.1417,0.66846,0.18671,0.70673,0.66428,0.00643,0.66295,3.24215,4.17763,5.52287,7.62248,8.0121,8.2003,8.3676,8.5151
"11",13.2077,0.0263,46.91035,33.70272,17.22595,29.6844,26.7178,0.8807,2.0859,4.06245,0.35408,8.10214,4.31047,0.3968,176.0376,75.8482,197.337,252.42,256.667,461.0858,81912.1484,72552.3125,14.4774,1.8162,7.4761,9.3067,0.8112,13.9208,14.8122,0.7437,0.2231,5.3417,0.0131,0.0105,0.0026,0,0.92244,1.0464,0.16221,0.04935,0.52113,0.35192,0.0033,0.88483,3.716,4.99004,6.15772,7.33264,7.6074,7.7461,7.8789,8.0053
"12",3.0519,0,29.62771,26.57584,15.56872,14.059,11.844,0.3071,1.908,3.87391,0.31953,7.19167,3.83095,0.35268,160.5315,73.7519,188.8341,267.8091,257.7124,460.6898,81905.5859,72552.3125,15.5061,2.0964,8.5029,8.9302,0.7366,12.4343,13.2473,0.6652,0.2026,5.1142,0,0,0,0,0.4141,0.8776,0.14804,0.06294,0.20353,0.14761,0.00456,1.76115,4.21204,5.96945,6.9164,7.46002,7.59885,7.6767,7.7604,7.847
"13",2.2895,0,13.29741,11.00794,12.29644,1.001,0.8222,0.0225,0.1563,3.20481,0.25195,5.58778,2.97771,0.27417,148.3323,72.0381,181.9851,279.7777,258.5916,460.6286,81899.0469,72552.3125,12.1992,1.7137,6.849,7.3434,0.5773,9.6028,10.2346,0.514,0.1588,4.1976,0,0,0,0,0.25104,0.6185,0.10447,0.04213,0.07746,0.13144,0.00355,1.79953,4.12648,6.16929,7.16123,7.62904,7.71819,7.7699,7.8301,7.8957
"14",4.3871,0,12.54322,8.15616,12.52914,0.0141,0.0115,3e-04,0.0023,3.37947,0.256,5.62225,2.99559,0.27582,137.0602,70.317,175.1993,290.3648,259.4691,460.7635,81893.2656,72552.3125,11.2721,1.7211,6.7858,7.7338,0.5858,9.6498,10.283,0.5165,0.1611,4.4147,0,0,0,0,0.25257,0.592,0.0866,0.03918,0.08149,0.13189,0.00413,1.81209,4.13335,6.2011,7.2777,7.77448,7.85238,7.8946,7.944,7.9984
"15",29.5207,1.4102,18.57525,-10.94546,13.66043,4.9148,4.0783,0.1855,0.651,3.79201,0.27861,6.0636,3.22887,0.29732,127.3284,68.636,168.679,299.3284,260.3682,461.1036,81887.6406,72552.3125,10.4369,1.822,7.0843,8.8352,0.6491,10.5947,11.2833,0.5667,0.1785,5.0379,0.7051,0.5641,0.141,0,0.43165,0.8493,0.05282,0.26843,0.0278,0.13543,0.03046,1.85845,4.12906,6.18406,7.36789,7.9128,7.99413,8.0356,8.0843,8.1386
