"","GLmax","GRmax","Gsmax","JV","Vcmx0","Entrpy","gddonset","Tau_Leaf","Tau_Root","Tau_F","Tau_C","Tau_Micro","Tau_SlowSOM","Tau_Passive","Q10","Rl0","Rs0","Rr0","Q10rh","f_F2M","f_C2M","f_M2S","f_M2P","r_me","Q10_pro","Omax","Tveg","f","bubprob","Vmaxfraction"
"1",24.8,19.99,19.55,1.19,17.07,657.82,147.71,0.85,0.64,0.27,10.58,0.33,87.34,2166.88,3.09,32.16,7.37,19.45,3.41,0.52,0.28,0.29,0.11,0.12,3.53,23.11,1.17,0.34,0.22,0.11
"2",21.26,19.86,18.47,1.25,19.73,655.36,140.44,0.49,0.54,0.16,11.48,0.25,283.57,2130.61,2.07,31.18,7.74,21.72,2.75,0.5,0.27,0.33,0.13,0.09,1.95,10.56,5.18,0.29,0.31,0.13
"3",31.26,18.67,19.39,1.26,13.23,654.31,128.25,0.53,0.64,0.33,12.79,0.35,26.86,1833.37,2.72,31.74,7.35,22.04,3.4,0.54,0.27,0.28,0.12,0.06,3.37,21.45,4.29,0.35,0.22,0.12
"4",28.01,19.15,19.48,2.31,10.19,645.68,143.46,0.61,0.51,0.27,10.08,0.31,44.89,2137.48,1.97,27.93,7.42,26.43,2.57,0.57,0.28,0.35,0.14,0.12,1.91,20.98,5.02,0.26,0.25,0.12
"5",30.63,22.18,19.87,2.41,5.72,646.56,136.02,1.24,0.47,0.25,11.67,0.36,25.38,2104.72,2.56,27.38,7.49,24.27,2.61,0.55,0.27,0.3,0.12,0.13,2.28,22.53,4.4,0.28,0.27,0.12
"6",27.93,19.06,19.45,1.55,10.86,647.19,132.21,0.33,0.54,0.31,8.72,0.38,32.82,2177.81,2.74,28.9,7.82,25.12,2.36,0.55,0.28,0.32,0.12,0.16,2.87,1.57,2.8,0.16,0.25,0.16
