"","GPP_sd1","NPP_sd1","Reco_sd1","NEE_sd1","Rh_sd1","Ra_sd1","Rleaf_sd1","Rstem_sd1","Rroot_sd1","Rh4_sd1","Rh5_sd1","Rh6_sd1","Rh7_sd1","Rh8_sd1","QC1_sd1","QC2_sd1","QC3_sd1","QC4_sd1","QC5_sd1","QC6_sd1","QC7_sd1","QC8_sd1","QCt1_sd1","QCt2_sd1","QCt3_sd1","QCt4_sd1","QCt5_sd1","QCt6_sd1","QCt7_sd1","QCt8_sd1","QCt9_sd1","QCt10_sd1","QCt11_sd1","QCt12_sd1","QCt13_sd1","QCt14_sd1","QCt15_sd1","QCt16_sd1","QCt17_sd1","NPPL_sd1","NPPR_sd1","NPPS_sd1","add_sd1","simuCH4_sd1","prod_sd1","oxid_sd1","diff_sd1","ebu_sd1","pla_sd1","conc1_sd1","conc2_sd1","conc3_sd1","conc4_sd1","conc5_sd1","conc6_sd1","conc7_sd1","conc8_sd1","conc9_sd1","conc10_sd1"
"1",0,0,0.0040828169123038,0.00407218155615188,0.00408313543119685,0,0,0,0,0.00110362991527912,9.10100449556385e-05,0.00183033473783494,0.000976116299578606,9.52349566582315e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00780478349824935,0,0.00288834981372836,0.00138908297633781,0.00829805106727787,0.00190062483080558,0.000471502005737135,0.0318137410118917,0.0673912035742939,0.0812616591479324,0.0169222728134171,0.00149575966307989,0.000125529182892234,2.38683256575386e-05,4.60566186470765e-05,0
"2",0,0,0.00364002705617646,0.0036416857013579,0.00363458416056122,0,0,0,0,0.00101448648501732,8.00189371525844e-05,0.00161734412547305,0.000858127512834098,8.56289859353827e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00881692237699869,0,0.00284282971844618,0.00143952152544595,0.00919463013026208,0.00159674258059553,0.000952977259206985,0.0321568481796411,0.0677870168061315,0.120720603214215,0.0242528499626978,0.00202893488502633,0.000183729599293525,0,0,0
"3",0,0,0.00477715301294507,0.00477746181713066,0.00477810018879275,0,0,0,0,0.00136822933572977,9.6708454917466e-05,0.00209903777859276,0.00110977065607761,0.000107021191142397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111384562700945,0,0.0039478329306703,0.00155617083791198,0.0115789734109948,0.00175540838150517,0.000554686188467648,0.0354577369710915,0.0710186308960081,0.10711952023395,0.0268092290757561,0.00264104566833328,0.000241075033375666,3.73895680367303e-05,0,0
"4",0,0,0.00283499256229783,0.00283406692820327,0.00283354277300774,0,0,0,0,0.000823441901810041,6.35323825805626e-05,0.00123742115349268,0.000656414349309781,6.96310623822955e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00742006146343897,0,0.0014414060896054,0.00249413271094342,0.00821842442320911,0.00207688067383115,0.00269644359866994,0.0212909858101422,0.0599342603747362,0.0763387057193734,0.0215384599395049,0.00262638438723179,0.000273518045496459,5.22232967865876e-05,1.40705294135962e-05,0
"5",0,0,0.0117259881882044,0.0117201723709185,0.0117162366402401,0,0,0,0,0.00349141674812544,0.00024777596593076,0.0050703211501499,0.00267519469696449,0.000242595394128854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191446243476894,0,0.00892874147024228,0.00430132831257104,0.0212234403241303,0.00624944797562152,0.000942219601673505,0.0223887657614982,0.0568347364973857,0.0354533838193539,0.00984028921928579,0.00187699415841045,0.000253880986991029,4.46196043337434e-05,0,0
"6",0,0,0.0118375558407474,0.0118346269459369,0.0118333599658259,0,0,0,0,0.00342653504640515,0.000251610971159984,0.00518328081431057,0.00272699486800048,0.000253960547321737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227484356438509,0,0.00931668970561471,0.00440182514946524,0.0267016277640994,0.00635414411819149,0.00148340959967369,0.022194560349124,0.0455096967245399,0.0304410133195199,0.00634314160763781,0.00102518734429806,0.000175979222832051,4.40844002275781e-05,0,0
"7",0,0,0.00709921115264889,0.00709845188699045,0.00709934489793186,0,0,0,0,0.00192379465083608,0.000157155909204768,0.00319200057593454,0.00167110288387179,0.00015417096636099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418436140451997,0,0.00511658661471284,0.00809299010804342,0.0437691586795446,0.00443842086760368,0.00133115124473654,0.0106263539363131,0.0151091122081072,0.00902063688987591,0.00313877734672649,0.000584544197808768,0.000133922938794923,1.40705294135962e-05,0,0
"8",0,0,0.00629265115717163,0.00629040466974033,0.00629421820628166,0,0,0,0,0.00152635930477484,0.000141192611475775,0.00293921088152274,0.00154063446198461,0.000144707995772174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039296766194349,0,0.00396885653837755,0.0103381212758969,0.0420777362734616,0.00434953660599249,0.000353761889902622,0.011049518066185,0.00607934231889464,0.00180796526068351,0.000704117758746269,0.000272222428365219,6.23690547458523e-05,4.16333199892256e-05,0,0
"9",0,0,0.0215546119651854,0.021563456648373,0.0215577865423624,0,0,0,0,0.00496576267957891,0.00045603030202349,0.0102349818038553,0.0054081681582846,0.000506940715359211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362683499358698,0,0.0188878415009671,0.00494772869020919,0.0382446573148631,0.00485932572119285,0.00047404875511093,0.0151444153790008,0.0153877530996096,0.00764591202585219,0.000832411004737492,0.000102079390771595,5.00000000003948e-05,0,0,0
"10",0,0,0.0198157682340878,0.0198121181160021,0.0198118702047564,0,0,0,0,0.00461195317855812,0.000424353340479085,0.00935484512286163,0.0049628416224676,0.000455564917371166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228707098422167,0,0.01739131165876,0.00547649329296392,0.0234633006151644,0.00467436280970655,0.000821958120292726,0.0309118664247015,0.0313747437512172,0.0168665708465358,0.00253227469906311,0.000160227111540879,4.40844002275781e-05,0,0,0
