"","GPP_sd1","NPP_sd1","Reco_sd1","NEE_sd1","Rh_sd1","Ra_sd1","Rleaf_sd1","Rstem_sd1","Rroot_sd1","Rh4_sd1","Rh5_sd1","Rh6_sd1","Rh7_sd1","Rh8_sd1","QC1_sd1","QC2_sd1","QC3_sd1","QC4_sd1","QC5_sd1","QC6_sd1","QC7_sd1","QC8_sd1","QCt1_sd1","QCt2_sd1","QCt3_sd1","QCt4_sd1","QCt5_sd1","QCt6_sd1","QCt7_sd1","QCt8_sd1","QCt9_sd1","QCt10_sd1","QCt11_sd1","QCt12_sd1","NPPL_sd1","NPPR_sd1","NPPS_sd1","add_sd1","simuCH4_sd1","prod_sd1","oxid_sd1","diff_sd1","ebu_sd1","pla_sd1","conc1_sd1","conc2_sd1","conc3_sd1","conc4_sd1","conc5_sd1","conc6_sd1","conc7_sd1","conc8_sd1","conc9_sd1","conc10_sd1"
"1",0,0,0.00325346909040863,0.0032582914981588,0.00325689163563243,0,0,0,0,0.000882902300906447,7.17027375009434e-05,0.00146145456957029,0.000776322351079474,7.58450059651822e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078797744975516,0,0.0020760539395497,0.00214017488469381,0.00850524039804031,0.00177828102582624,0.000517340625357501,0.0296107564245168,0.0630445248301716,0.072122269146038,0.0153652719117445,0.00137953197023983,0.000121525869979005,0,0,0
"2",0,0,0.002888706577585,0.0028885317501012,0.00288782461760478,0,0,0,0,0.000807378300079267,6.62959297438405e-05,0.00128032590728212,0.000679428352198778,6.88456203318671e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00852314225787038,0,0.00222099628297257,0.0023333069671189,0.00905170557340301,0.00146554303682477,0.00132746513602985,0.031309710553595,0.0575378324263318,0.108339414805697,0.0216537358484023,0.00182757024105008,0.000165764277186559,0,0,0
"3",0,0,0.00364735848084274,0.00364871624828802,0.0036480158826079,0,0,0,0,0.00104238471390537,8.02061472214118e-05,0.00160291573006047,0.000850765893304616,8.25182314221213e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00997261663783435,0,0.00302320418216403,0.00255056725978622,0.0107847243914901,0.00157732798337387,0.000805220939570654,0.0360049379929998,0.0649742319729981,0.0991339796912181,0.0243210136600205,0.00238008857045412,0.000213745958252538,3.18129553523686e-05,0,0
"4",0,0,0.00244844967512573,0.00244450745004934,0.00244789798993708,0,0,0,0,0.000713367918801504,5.72625357104795e-05,0.00106691191861568,0.00056703977657341,5.83321977177306e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787778605105091,0,0.00122110451332592,0.0028313985016154,0.00827918027900011,0.00188966325424105,0.00293243567670222,0.0214150889989668,0.0535470474306201,0.0718140768310935,0.0204316816927434,0.00242841768749322,0.000252515679387891,4.99233881999924e-05,0,0
"5",0,0,0.00857690316932339,0.0085788286053797,0.00857769769784362,0,0,0,0,0.00255574621538115,0.000183409154176324,0.00370742487968091,0.00195495710299467,0.000180675197672832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214945729749337,0,0.00601992862426811,0.00514221299334614,0.0241703479967618,0.00595971694059576,0.00138712769653446,0.0245153107245215,0.0531992091100975,0.0357510819371856,0.00971512653170582,0.00177127309491037,0.000236956233327871,4.05058198642877e-05,0,0
"6",0,0,0.0102120258079484,0.0102156061110652,0.0102162128997013,0,0,0,0,0.00295771044935175,0.000219004488382964,0.00447813579074151,0.00235012645376739,0.000216867477981391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237276389567298,0,0.00761831782567424,0.0054620171569527,0.0267428883727438,0.00623335290006538,0.001453611617134,0.0235875824503425,0.0427396783817608,0.0280789089391741,0.00586885002032955,0.000996089568692353,0.000172276982552945,3.59447360280478e-05,0,0
"7",0,0,0.00628153576309919,0.00628703511849288,0.00628592210207413,0,0,0,0,0.00170785003542085,0.0001401465022188,0.00282864219606291,0.00147762571563669,0.000140078849825134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388886306566418,0,0.00315835280246677,0.00986903356398052,0.0414778779558386,0.00478421701691403,0.00133323893286395,0.0124546228212354,0.0150986151802316,0.00877799712388959,0.00300409796264008,0.000547705580403895,0.000116053335813514,5.00176321623818e-05,1.81410638164153e-05,0
"8",0,0,0.00563026774049533,0.00563098349404619,0.00563463792350983,0,0,0,0,0.00137928869879718,0.000125021681486372,0.00262693599950417,0.00137639316923355,0.000130326551477572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372925753859644,0,0.00230423602248003,0.0108735074639758,0.0399721939720837,0.00481382682461623,0.000572764067792935,0.0113092918755089,0.0062371367557413,0.00187368096556523,0.000695832743130721,0.000255543038427757,6.49572080506532e-05,2.74639497723366e-05,3.40993479564742e-05,0
"9",0,0,0.0168206532986916,0.0168196419900469,0.0168235603284278,0,0,0,0,0.00388660221705119,0.000363474438351148,0.00797603533840207,0.00420845317858146,0.000386525502299429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357125514521498,0,0.0146442552485119,0.00722374035312585,0.036481506268234,0.00468338236542368,0.000726542833546623,0.0144468062831744,0.016606678527129,0.00846955433664149,0.000886242637218522,0.000109511394343484,3.72630792359116e-05,8.91734478843235e-06,4.41240735622449e-05,0
"10",0,0,0.0149811341292838,0.0149844492484228,0.0149836685055351,0,0,0,0,0.00349189972470214,0.000323214999453521,0.00707775465680774,0.00374878724544662,0.000345948146751039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220619175361241,0,0.0120008379867728,0.00753739932717078,0.0227065765194683,0.0052246574136665,0.00128450414627731,0.0318101793616767,0.0335424700795585,0.0189187929639929,0.00290688517193328,0.000174413302245012,7.73042812771696e-06,3.43131868175148e-05,0,0
