"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","QCt1_mean1","QCt2_mean1","QCt3_mean1","QCt4_mean1","QCt5_mean1","QCt6_mean1","QCt7_mean1","QCt8_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"1",0.4608,0,14.3157794,13.854935,14.0443872,0.2714,0.2226,0.006,0.0428,3.8040028,0.2868464,6.2992556,3.3473408,0.3069434,148.8578,71.68,180.2411,294.6993,261.9012,463.4355,82145.3438,72476,12.2424,1.9058,7.5876,8.7476,0.6596,10.8644,11.5464,0.5775,0.3368012,0.8185,0.1979872,0.0763636,0.1289752,0.1314604,0.005875,1.866665,4.0374324,6.0007702,7.1865792,7.73183,7.8374084,7.8982956,7.9622328,8.0278
"2",4.3319,0.0033,14.0611738,9.72929,13.9753262,0.0858,0.0693,0.0022,0.0144,3.89517,0.2842834,6.2008734,3.2930136,0.3019806,137.5473,69.8297,172.9836,304.5749,262.8194,463.7804,82139.7188,72476,11.3121,1.8507,7.2589,8.9761,0.6551,10.7168,11.3825,0.5694,0.3870742,0.8103,0.158491,0.1250604,0.1269124,0.1350972,0.0068398,1.9035152,4.1065688,5.9792558,7.269943,7.8493028,7.9481222,8.0029,8.0611,8.1209
"3",10.9936,0,14.2435072,3.249933,14.0489806,0.1945,0.157,0.0048,0.0327,4.00641,0.2847676,6.1789812,3.2781776,0.3006442,127.0948,68.0444,166.0845,313.0133,263.6846,464.2766,82134.0938,72476,10.4525,1.7853,6.899,9.1799,0.6525,10.6185,11.267,0.5636,0.4110118,0.7648,0.1913638,0.063499,0.2109094,0.1366018,0.0041516,1.9514606,4.1703354,5.9294464,7.281983,7.912017,8.017523,8.0738954,8.1317,8.1906
"4",30.8205,1.4499,23.2138438,-7.6066548,16.0574732,7.1564,5.9883,0.2542,0.9138,4.7040314,0.3272056,6.985826,3.7009678,0.3394442,118.1505,66.4198,159.9262,318.6346,264.4199,465.0727,82127.0781,72477.3438,9.6691,1.7695,6.7382,11.0487,0.7685,12.304,13.0368,0.6522,0.721291,1.1606,0.061196,0.449078,0.085295,0.1869186,0.0559174,1.7215706,4.0617422,5.745868,7.2371748,8.0120514,8.1352522,8.1978498,8.2591006,8.321
"5",70.2,53.9225,70.1366332,-0.0634096,35.8797662,34.2568,27.6807,1.8478,4.7283,10.6760454,0.7459912,15.5143004,8.1919098,0.7515212,151.5089,66.7504,161.6179,310.9951,264.168,467.0678,82106.7812,72485.6094,10.2389,1.7349,6.5685,24.7088,1.7264,26.9281,28.4377,1.423,1.7203426,2.655,0.4858682,0.4045224,0.6335978,0.6822192,0.0115722,1.0321948,3.4263972,4.7119244,6.362083,8.1425148,8.4092832,8.5418752,8.6431,8.7219
"6",110.4841,52.7032,111.2335588,0.7494116,54.661965,56.5716,44.6224,3.3928,8.5564,15.7762766,1.1456174,23.9816008,12.6018326,1.1566374,170.7933,69.0641,171.1354,294.1,262.972,469.132,82074.5859,72500.5625,13.0852,1.7531,6.7495,36.9893,2.6868,42.1854,44.3341,2.2195,2.5780224,4.6912,0.7291914,0.7504536,0.8900728,0.9374986,0.1626264,1.4066894,3.5968654,4.6454122,6.1856884,8.3062522,8.6759658,8.863474,9.0133,9.1324
"7",151.9648,61.468,161.8085046,9.8436976,85.094281,76.7143,58.8352,5.0687,12.8103,23.0965882,1.8198558,38.2909348,20.0457136,1.841184,187.3662,73.3316,188.2675,260.1664,260.1699,469.6029,82022.9297,72515.6641,14.1611,1.8793,7.455,55.8348,4.4003,69.4401,72.7055,3.6425,6.2357866,9.9374,0.869302,2.9401598,1.7181458,1.5774814,0.2766072,2.2796944,4.9042362,5.6824062,6.7296984,9.0286864,9.3997578,9.583298,9.7393,9.8704
"8",148.6814,56.1607,161.3668816,12.6855478,80.5730622,80.7939,63.7522,5.2057,11.8359,19.8538868,1.7357856,37.4951522,19.6792048,1.8090322,200.0849,76.9594,202.5992,235.8247,257.6533,466.4659,81972.2031,72530.0859,15.3616,1.9882,8.1328,48.1337,4.2068,68.1465,71.5308,3.5866,7.1732868,9.8315,0.7614606,2.9756888,2.427502,1.7700902,0.004118,1.803091,4.7931458,5.5626136,6.5751908,9.1119064,9.4928388,9.6701796,9.8275,9.966
"9",97.2458,27.0896,121.8024096,24.5566036,49.8202378,71.9822,60.6314,4.1507,7.2,11.55145,1.0648988,23.5949684,12.4625186,1.1464,197.7662,77.8684,205.9541,232.977,256.7441,463.5384,81941.3203,72542.3516,15.8634,1.7999,7.4805,26.4617,2.4393,40.522,42.8054,2.1478,2.7658276,3.6526,1.107485,0.059253,1.6828,1.0237778,0.00689,0.5643164,3.5333662,4.4210168,5.6887856,8.2137216,8.6269942,8.8238,8.9996,9.1562
"10",55.9706,15.9809,88.6304974,32.659844,32.3973702,56.2331,48.8618,2.8023,4.5691,7.531619,0.6849202,15.308248,8.1248606,0.7477232,190.291,77.6248,204.6845,239.2927,256.7559,461.7646,81920.7891,72549.75,15.4657,1.8418,7.6618,17.0888,1.5539,26.0504,27.6528,1.3881,1.4217514,2.1409,0.8088894,0.0726278,0.6984914,0.6506346,0.003238,0.6639418,3.233635,4.1791788,5.523443,7.6221056,8.0116238,8.1998,8.3671,8.5146
