"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","QCt1_mean1","QCt2_mean1","QCt3_mean1","QCt4_mean1","QCt5_mean1","QCt6_mean1","QCt7_mean1","QCt8_mean1","QCt9_mean1","QCt10_mean1","NPPL_mean1","NPPR_mean1","NPPS_mean1","add_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"1",0.4608,0,14.3149,13.85405,14.04351,0.2714,0.2226,0.006,0.0428,3.80376,0.28682,6.29886,3.34713,0.30692,148.8578,71.68,180.2411,294.6993,261.9012,463.4355,82145.3438,72476,12.2424,1.9058,7.5876,8.7476,0.6596,10.8644,11.5464,0.5775,0.1814,4.9926,0,0,0,0,0.33679,0.8185,0.1971,0.07602,0.12929,0.13149,0.00572,1.87057,4.03664,6.00828,7.18744,7.73192,7.83742,7.8983,7.96225,8.0278
"2",4.3319,0.0033,14.06052,9.72863,13.97469,0.0858,0.0693,0.0022,0.0144,3.895,0.28426,6.20058,3.29286,0.30196,137.5473,69.8297,172.9836,304.5749,262.8194,463.7804,82139.7188,72476,11.3121,1.8507,7.2589,8.9761,0.6551,10.7168,11.3825,0.5694,0.1802,5.117,0.0017,0.0013,3e-04,0,0.38839,0.8103,0.1576,0.12478,0.12826,0.13537,0.00681,1.90188,4.10335,6.00218,7.27339,7.8495,7.94811,8.0029,8.0611,8.1209
"3",10.9936,0,14.24686,3.25328,14.05232,0.1945,0.157,0.0048,0.0327,4.00737,0.28483,6.18045,3.27896,0.30073,127.0948,68.0444,166.0845,313.0133,263.6846,464.2766,82134.0938,72476,10.4525,1.7853,6.899,9.1799,0.6525,10.6185,11.267,0.5636,0.1794,5.2284,0,0,0,0,0.41309,0.7648,0.1945,0.06495,0.21131,0.13684,0.00409,1.94103,4.15899,5.94549,7.28637,7.9124,8.01755,8.0739,8.1317,8.1906
"4",30.8205,1.4499,23.21445,-7.60605,16.05805,7.1564,5.9883,0.2542,0.9138,4.70419,0.32721,6.98608,3.70111,0.33947,118.1505,66.4198,159.9262,318.6346,264.4199,465.0727,82127.0781,72477.3438,9.6691,1.7695,6.7382,11.0487,0.7685,12.304,13.0368,0.6522,0.2113,6.2882,0.725,0.58,0.145,0,0.71815,1.1606,0.06213,0.44751,0.08409,0.18655,0.05425,1.72628,4.06378,5.74776,7.23893,8.01238,8.13528,8.19786,8.2591,8.321
"5",70.2,53.9225,70.14156,-0.05844,35.88473,34.2568,27.6807,1.8478,4.7283,10.67753,0.7461,15.51643,8.19304,0.75161,151.5089,66.7504,161.6179,310.9951,264.168,467.0678,82106.7812,72485.6094,10.2389,1.7349,6.5685,24.7088,1.7264,26.9281,28.4377,1.423,0.4748,14.0646,10.3254,8.2604,2.0651,33.2717,1.71864,2.655,0.48883,0.40497,0.62944,0.68422,0.01189,1.03557,3.42757,4.70764,6.36121,8.1426,8.4093,8.54188,8.6431,8.7219
"6",110.4841,52.7032,111.23217,0.74803,54.66056,56.5716,44.6224,3.3928,8.5564,15.77588,1.14559,23.98098,12.60151,1.1566,170.7933,69.0641,171.1354,294.1,262.972,469.132,82074.5859,72500.5625,13.0852,1.7531,6.7495,36.9893,2.6868,42.1854,44.3341,2.2195,0.7389,21.083,20.3337,16.267,4.0667,12.0357,2.57074,4.6912,0.72969,0.75006,0.88509,0.93559,0.16297,1.40862,3.61657,4.63905,6.18416,8.30619,8.67598,8.86348,9.0133,9.1324
"7",151.9648,61.468,161.80707,9.84225,85.09285,76.7143,58.8352,5.0687,12.8103,23.0962,1.81982,38.29028,20.04538,1.84114,187.3662,73.3316,188.2675,260.1664,260.1699,469.6029,82022.9297,72515.6641,14.1611,1.8793,7.455,55.8348,4.4003,69.4401,72.7055,3.6425,1.2101,31.9192,30.734,24.5872,6.1468,0,6.22678,9.9374,0.86715,2.93753,1.71107,1.57821,0.27735,2.28185,4.9132,5.68353,6.72979,9.02861,9.39974,9.5833,9.7393,9.8704
"8",148.6814,56.1607,161.36716,12.68584,80.57336,80.7939,63.7522,5.2057,11.8359,19.85397,1.73579,37.49526,19.67927,1.80905,200.0849,76.9594,202.5992,235.8247,257.6533,466.4659,81972.2031,72530.0859,15.3616,1.9882,8.1328,48.1337,4.2068,68.1465,71.5308,3.5866,1.1569,27.6304,28.0803,22.4643,5.6161,0,7.18314,9.8315,0.76074,2.97499,2.43703,1.77112,0.00408,1.80337,4.79533,5.56342,6.57539,9.11191,9.49284,9.67018,9.8275,9.966
"9",97.2458,27.0896,121.79476,24.54892,49.81255,71.9822,60.6314,4.1507,7.2,11.54968,1.06473,23.59133,12.46059,1.14623,197.7662,77.8684,205.9541,232.977,256.7441,463.5384,81941.3203,72542.3516,15.8634,1.7999,7.4805,26.4617,2.4393,40.522,42.8054,2.1478,0.6708,15.2248,13.5448,10.8358,2.709,0,2.7576,3.6526,1.09958,0.05757,1.67602,1.024,0.0066,0.56613,3.54083,4.42066,5.68877,8.21372,8.62699,8.8238,8.9996,9.1562
"10",55.9706,15.9809,88.62686,32.65621,32.39374,56.2331,48.8618,2.8023,4.5691,7.53076,0.68482,15.30652,8.12395,0.74763,190.291,77.6248,204.6845,239.2927,256.7559,461.7646,81920.7891,72549.75,15.4657,1.8418,7.6618,17.0888,1.5539,26.0504,27.6528,1.3881,0.4273,9.8262,7.9905,6.3924,1.5981,0,1.41311,2.1409,0.80424,0.07034,0.69111,0.65166,0.00358,0.66965,3.24663,4.18277,5.52375,7.62209,8.01164,8.1998,8.3671,8.5146
"11",13.1995,0.0262,46.90947,33.70996,17.25407,29.6554,26.6907,0.8801,2.0846,4.06675,0.3559,8.11502,4.31884,0.39757,175.8428,75.8121,197.2236,252.1991,257.4857,460.9277,81912.4375,72552.3906,14.4614,1.8153,7.4716,9.2982,0.8137,13.9155,14.8118,0.7437,0.2238,5.3378,0.0131,0.0105,0.0026,0,0.89541,1.046,0.19715,0.0201,0.52468,0.35063,0.00194,0.87793,3.72741,4.99994,6.15981,7.33252,7.60713,7.7458,7.8787,8.005
"12",3.0498,0,29.64043,26.59063,15.59457,14.0459,11.832,0.3069,1.907,3.87814,0.32117,7.20336,3.83851,0.35338,160.3538,73.7168,188.7256,267.5743,258.5282,460.5335,81905.875,72552.3906,15.4889,2.0953,8.498,8.9222,0.7389,12.4299,13.2472,0.6652,0.2032,5.1104,0,0,0,0,0.3871,0.8773,0.17869,0.03065,0.20874,0.14769,0.00297,1.77946,4.22786,5.97897,6.91861,7.4601,7.59872,7.6765,7.7602,7.8468
"13",2.2879,0,13.3147,11.02683,12.3148,0.9999,0.8213,0.0224,0.1562,3.20779,0.2532,5.59601,2.98312,0.27466,148.1682,72.004,181.8804,279.5321,259.405,460.4721,81899.3359,72552.3906,12.1857,1.7129,6.8451,7.337,0.5792,9.5996,10.2347,0.514,0.1593,4.1946,0,0,0,0,0.23419,0.6184,0.12655,0.02034,0.08237,0.13146,0.00246,1.7968,4.12513,6.1741,7.16271,7.62913,7.71808,7.7698,7.83,7.8956
"14",4.3839,0,12.5585,8.17456,12.54495,0.0135,0.011,3e-04,0.0022,3.38186,0.2572,5.62927,3.00037,0.27626,136.9086,70.2838,175.0984,290.1093,260.279,460.6073,81893.5391,72552.3906,11.2596,1.7204,6.7821,7.7271,0.5877,9.6467,10.2833,0.5165,0.1616,4.4115,0,0,0,0,0.22888,0.5918,0.10642,0.02024,0.07709,0.13159,0.00279,1.81043,4.12756,6.20592,7.2789,7.77453,7.85229,7.8944,7.9438,7.9983
"15",29.4999,1.4096,18.58924,-10.91066,13.67327,4.9159,4.079,0.1856,0.6514,3.79347,0.27985,6.06931,3.23299,0.2977,127.1879,68.6036,168.582,299.0642,261.1756,460.9472,81887.9141,72552.3906,10.4254,1.8212,7.0803,8.8275,0.6511,10.5912,11.2834,0.5667,0.1791,5.0342,0.7048,0.5638,0.141,0,0.40978,0.849,0.07024,0.25086,0.02366,0.13522,0.03035,1.85756,4.13203,6.19494,7.36989,7.91286,7.99402,8.0354,8.0842,8.1385
